"codeSystem","codeSystemVersion","decode","id","code","uuid:ID","instanceType"
"http://www.cdisc.org","2023-12-15","Standing","Code_382","C62166","f59a6e3c-54a5-4972-bad3-14fd99fb6c13","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_383","C62167","197a4db8-a151-4eb9-a2c1-b54ab1f17885","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_384","C62164","d9a7d8f8-8420-4d37-9bad-46102a0ea214","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_385","C12681","8f264390-1b74-4ecc-b85f-b3206c07e1d6","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_386","C12687","547be187-c4aa-4f11-9226-cf74fb5529fc","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_387","C32478","7bc4177e-8ee9-4322-b661-d2c716bbfb1d","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_388","C12715","dfaf8632-93cb-48c2-86b4-8906514b7897","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_389","C12838","a9203a6e-d429-439a-8d3b-74b0ef5d65ce","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_390","C13717","131faa9f-8e35-4da2-9c72-e1903584301b","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_391","C25229","06ca0d90-4c2d-4d16-9e7d-476b0a3ad138","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_392","C25228","e7db4701-a3bc-44f3-bef0-ed0bf61d579e","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_393","C25185","ca64f236-e6be-4dce-97de-fdec168166fd","Code"
"http://www.cdisc.org","2023-12-15","SYSBP","Code_394","C25298","d79d21bb-04e8-40dd-8559-ae3d74a2b7f4","Code"
"http://www.cdisc.org","2023-12-15","DIABP","Code_395","C25299","afeb1162-1bf3-40e6-b6ac-44997d8d6341","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_396","C77140","00c6c1fb-3559-401f-9b7f-57703467c51f","Code"
"http://www.cdisc.org","2023-12-15","Unit of Pressure","Code_397","C49669","a81cf209-60d5-41b7-928d-9c3d0d50824f","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_398","C62122","b6977ecb-8bee-4671-8e4e-f15fbccfbf71","Code"
"http://www.cdisc.org","2023-12-15","Standing","Code_399","C62166","549fbb00-7492-471c-8f9f-529a9ddba503","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_400","C62167","bb71df53-31fe-4339-8be4-ca417eaa2813","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_401","C62164","9792f45e-a6cb-41e7-a1f8-069825201b02","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_402","C12681","0885be5b-6633-4eba-b6c4-c3209d4d6dd0","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_403","C12687","11104fbf-3cc1-4097-8248-7a5bb3a56890","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_404","C32478","2a6d166f-9c3c-42e3-aa93-293e04576b46","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_405","C12715","5cd0f190-b5e6-4003-8b1a-25974b69a6ac","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_406","C12838","0419de28-9187-49b8-8a1e-9666b42eb54b","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_407","C13717","d2eec93e-ba5e-4ea3-b4eb-bef6a3c0f208","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_408","C25229","23a6caf8-843e-42df-bbb4-761a420626bf","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_409","C25228","e14e275b-14cb-4769-85b8-44c64593a548","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_410","C25185","69cf309a-e683-4ab5-b5c1-1817adfe6590","Code"
"http://www.cdisc.org","2023-12-15","DIABP","Code_411","C25299","4b4300f6-ea1b-4c21-89e6-b2b1983c4184","Code"
"http://www.cdisc.org","2023-12-15","HR","Code_412","C49677","18a66a2d-a645-4ecd-b01d-82d335b4c768","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_413","C77140","9c55bb57-62ac-4b1c-9096-214b3e24be29","Code"
"http://www.cdisc.org","2023-12-15","Count per Minute","Code_414","C73688","e11545d4-8240-4be9-b71c-a90910ce1250","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_415","C62122","2ababb7c-5a00-4f25-a13e-835670c32c0b","Code"
"http://www.cdisc.org","2023-12-15","Standing","Code_416","C62166","ee8139b8-ab71-46cc-87c7-7a2a1bbda3c9","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_417","C62167","a70321c7-eb58-425b-ad20-1ef29dab073d","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_418","C62164","86dee41b-7fa9-42ce-8e0f-0548d4b6fd7c","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_419","C12681","b2af294b-8d22-46c0-a68d-cf30c6d8e1ec","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_420","C12687","4f47247d-5390-4e21-8da3-8adcc438861e","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_421","C32478","c62fcbfc-790d-4765-ad59-16d1aa1a1a61","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_422","C12715","ae8c86db-dbed-4eec-b60a-620c1a4c027c","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_423","C12838","da829898-cc5b-49ba-a26c-be0826313a11","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_424","C13717","8b7e6d63-34bc-4a84-8e67-fc5412e62d2a","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_425","C25229","bd425796-b726-41f6-8da9-073a942cbbaa","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_426","C25228","f4515c1f-ab43-4d2b-a45a-fabcc4b39880","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_427","C25185","f2f3647d-6bf6-4637-bfac-e5a45f4f4af5","Code"
"http://www.cdisc.org","2023-12-15","HR","Code_428","C49677","fd009204-ce2b-4878-a429-b62271a18ba7","Code"
"http://www.cdisc.org","2023-12-15","Placebo Comparator Arm","Code_123","C174268","8b974204-fd46-4a58-8835-dd05eb38adb9","Code"
"http://www.cdisc.org","2023-12-15","Data Generated Within Study","Code_124","C188866","7d4c9a88-3723-44a1-9d0a-81dce9e5f04b","Code"
"http://www.cdisc.org","2023-12-15","Active Comparator Arm","Code_125","C174267","a8a2fd6c-46a0-4630-8ff6-6b6c1f7d79ab","Code"
"http://www.cdisc.org","2023-12-15","Data Generated Within Study","Code_126","C188866","2395c686-27ff-4d32-864a-5c660877b217","Code"
"http://www.cdisc.org","2023-12-15","Active Comparator Arm","Code_127","C174267","c7616c7f-eac0-4452-940e-1bb415324e48","Code"
"http://www.cdisc.org","2023-12-15","Data Generated Within Study","Code_128","C188866","8035993e-1c11-4a9d-b2c8-a3aee8b489e3","Code"
"http://www.cdisc.org","2023-12-15","Double Blind Study","Code_136","C15228","6fefd228-a086-4722-aeb5-12d3e4fef1ec","Code"
"http://www.cdisc.org","2023-12-15","Screening Epoch","Code_129","C202487","bcf6eeed-17fe-450a-b372-d9b45936f92a","Code"
"http://www.cdisc.org","2023-12-15","Treatment Epoch","Code_130","C101526","4375c714-5aa2-4ef4-9ef4-f32d18d94e6c","Code"
"http://www.cdisc.org","2023-12-15","Treatment Epoch","Code_131","C101526","bb45fca7-d9f3-41a8-ae76-2582d888ca51","Code"
"http://www.cdisc.org","2023-12-15","Treatment Epoch","Code_132","C101526","1dea8dea-e986-44ce-9181-d365e43f5ed3","Code"
"http://www.cdisc.org","2023-12-15","Follow-Up Epoch","Code_133","C202578","f2bf8bfb-4569-4778-a41c-e34f7a20be72","Code"
"ICD-10-CM","1","Alzheimer's disease; unspecified","Code_546","G30.9","5eadae9a-eb51-446a-8b5d-b3b8dcfaf043","Code"
"SNOMED","January 31, 2018","Alzheimer's disease","Code_547","26929004","9b3e40d5-2684-44c4-a674-5488771077ff","Code"
"http://www.cdisc.org","2023-12-15","Sponsor","Code_142","C70793","7f409ce5-ebff-4292-a476-9d102c276142","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_561","C25532","630fb3cb-afca-4ea6-9022-18c97e1029a5","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_562","C25532","66ca0041-2d9d-421c-b286-63b5d8a49a73","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_563","C25532","b73c0ee4-2ccb-428a-bce9-ca74ff18a8b3","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_564","C25532","4e52ed24-b2e8-4399-b0c3-e328b470fa29","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_565","C25532","17c732a4-03e3-4f4b-9655-24d913aa967c","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_566","C25532","7a26ad48-0cd1-499f-848b-1abade359706","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_567","C25532","d55435d2-da7c-4e05-84ec-474a01154776","Code"
"http://www.cdisc.org","2023-12-15","Inclusion Criteria","Code_568","C25532","eab8e1d4-5784-4d08-a543-24d569b21e75","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_569","C25370","433202b2-63af-4c00-812b-c6e46c0ec3d0","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_570","C25370","4abcf7de-0742-497a-b32e-d5223b68fb70","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_571","C25370","f50d7d02-3828-49d3-8488-03d3f1414246","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_572","C25370","e8395b1a-5325-448c-8353-44cc08317ae7","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_573","C25370","4136cb41-bc82-403b-bed2-55bb3e030e09","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_574","C25370","21d70883-9345-4e3e-b08a-1d6e4b430803","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_575","C25370","40059a68-812f-4469-a5d9-1a7b1b5ca0ad","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_576","C25370","8717a230-69be-48a3-96b1-5a8f049c030c","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_577","C25370","ad7d52ec-093e-4a4a-a9e9-32cc4fa170f9","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_578","C25370","17831676-855b-4206-ba13-3e5939f52a6c","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_579","C25370","a419c940-2083-4106-a151-372a15c6643f","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_580","C25370","772c0bc7-1cb4-4d1c-aef0-7d5b01bb5749","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_581","C25370","dcae9486-ef26-474e-aa81-5733f8c2f5ae","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_582","C25370","dabb3637-7993-4037-b760-ec43e56bedf2","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_583","C25370","85ad41b0-e89e-4e5d-a65d-7aa7791dad47","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_584","C25370","33c8d63e-378c-4f49-a172-34caa8d50f1a","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_585","C25370","73556f37-8b4d-44fe-a711-dc9a24598d18","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_586","C25370","64e0b5b9-8d96-48ca-b764-b5c55676f5a2","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_587","C25370","d32f992b-50f8-4ab8-a554-a68f9670ad02","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_588","C25370","ca761c7e-3be9-4c32-a7ff-80cb731d9f39","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_589","C25370","0aaa871d-3c04-4d8a-8597-bb06754e0a10","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_590","C25370","dd2b09f4-248b-44f3-b9ed-4a58fa79bcf8","Code"
"http://www.cdisc.org","2023-12-15","Exclusion Criteria","Code_591","C25370","23970d0f-6fc3-4791-ba70-a6a4dccdfd99","Code"
"http://www.cdisc.org","2023-12-15","Year","Code_548","C29848","c7375644-7482-48df-a644-7b33bcd3c333","Code"
"http://www.cdisc.org","2023-12-15","Before","Code_14","C201357","500eed21-b5ba-4a88-a73f-248a3a77b0db","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_15","C201355","edb1eaa2-5d24-46c4-a2a2-3eca87198466","Code"
"http://www.cdisc.org","2023-12-15","Before","Code_16","C201357","984e62cc-0c57-4706-b137-ebe927c614a9","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_17","C201355","44894c41-e561-40f2-aa36-93b0e0f0ed88","Code"
"http://www.cdisc.org","2023-12-15","Fixed Reference","Code_19","C201358","354f11d5-834f-42bc-8919-88eddeba8071","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_20","C201355","69005632-f084-4f6e-8e4f-f549bb86c014","Code"
"http://www.cdisc.org","2023-12-15","After","Code_21","C201356","0c253b62-df7c-4f5d-9bef-eb3fdc734bd9","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_22","C201355","dad914a5-887e-474b-bd0f-c070b73ee11e","Code"
"http://www.cdisc.org","2023-12-15","After","Code_24","C201356","626d4b23-57e5-4ea5-8b5c-fc09cbf6290c","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_25","C201355","c40e2bc3-113a-4a58-8586-bc2ad59780dc","Code"
"http://www.cdisc.org","2023-12-15","After","Code_27","C201356","26b1e43c-1d0b-4834-abe7-81aadcca9361","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_28","C201355","54517349-e2fd-42ea-a510-7b5da66a0769","Code"
"http://www.cdisc.org","2023-12-15","After","Code_30","C201356","205b39a9-3cdd-45f1-b09f-d25f285fbdd0","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_31","C201355","7c5894dc-5319-4449-a974-0e4614cf746c","Code"
"http://www.cdisc.org","2023-12-15","After","Code_35","C201356","c3b5ec32-b589-4fe3-bd07-8467ceb4fa52","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_36","C201355","8319b76c-bc4d-433d-a867-1d581c997482","Code"
"http://www.cdisc.org","2023-12-15","After","Code_40","C201356","fffe7d84-c953-4192-9b7a-0725606eb47a","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_41","C201355","b0cd7368-3c20-4939-9994-97e7b8cea82b","Code"
"http://www.cdisc.org","2023-12-15","After","Code_45","C201356","e4f5577c-f31a-433e-8456-1f50328a6a4f","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_46","C201355","5e6fc607-f804-41f6-b1e3-36eae80c0493","Code"
"http://www.cdisc.org","2023-12-15","After","Code_50","C201356","f5aa8882-3436-42e8-b051-3ef6be9e4a5c","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_51","C201355","1b2d3a10-a497-4ebb-b909-216b2f294876","Code"
"http://www.cdisc.org","2023-12-15","After","Code_53","C201356","2f8dfb44-7efb-403c-9acc-dfef60ea8225","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_54","C201355","bf7d8c9f-7052-4b83-a0af-c50429d42496","Code"
"http://www.cdisc.org","2023-12-15","After","Code_33","C201356","8b538f22-ec97-4f81-9b85-e2b06fc7971e","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_34","C201355","cb4d10d2-c002-4f57-b524-4cb720d7e0cb","Code"
"http://www.cdisc.org","2023-12-15","After","Code_38","C201356","dccd032c-8b67-4bf4-8085-a43737acc3ed","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_39","C201355","4f252807-ad19-43e2-8016-44e7812d5e80","Code"
"http://www.cdisc.org","2023-12-15","After","Code_43","C201356","f3a59c9f-fe11-419b-ae82-aa78495c94c4","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_44","C201355","7729c21f-cc97-431d-80ba-9749141ba237","Code"
"http://www.cdisc.org","2023-12-15","After","Code_48","C201356","6a081c74-aca1-46cb-a8bc-1d9bddf2198a","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_49","C201355","0daf54be-82e0-46a3-a893-9281d5997a2f","Code"
"http://www.cdisc.org","2023-12-15","Fixed Reference","Code_56","C201358","9f23b644-d45d-4f5c-9459-bf9e0a0f287a","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_57","C201355","cdfc699f-d69c-4e40-8442-43c043698bed","Code"
"http://www.cdisc.org","2023-12-15","Fixed Reference","Code_58","C201358","00bfdbbb-ca8c-43ab-878f-3a1c60d5f8c5","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_59","C201355","029bf93e-892d-4720-9fe1-c59f934bfaa2","Code"
"http://www.cdisc.org","2023-12-15","Fixed Reference","Code_60","C201358","d29ce2a0-f7b7-4fcb-948f-4e218987582f","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_61","C201355","606cb3d1-da77-4292-a30a-62e749f4e263","Code"
"http://www.cdisc.org","2023-12-15","After","Code_62","C201356","1a3f7467-68fa-4471-b633-74dc6f34c677","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_63","C201355","c5e36f7a-cbc4-49a3-87c3-1a0ca9600682","Code"
"http://www.cdisc.org","2023-12-15","After","Code_64","C201356","2c280e93-17b6-4384-babf-b763c79ef06c","Code"
"http://www.cdisc.org","2023-12-15","End to Start","Code_65","C201353","4b7d723d-1fa8-4a61-a2b7-116bb21d4c67","Code"
"http://www.cdisc.org","2023-12-15","After","Code_66","C201356","c623bd42-d181-41c2-8d60-4c7ca77fc57c","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_67","C201355","b87e2a34-54c9-4804-b69b-dd019aa4a836","Code"
"http://www.cdisc.org","2023-12-15","After","Code_68","C201356","249d9a57-f234-4fc7-ba39-704c72006bee","Code"
"http://www.cdisc.org","2023-12-15","End to Start","Code_69","C201353","8bae23e1-0716-4cd3-a1d0-fc302b52387b","Code"
"http://www.cdisc.org","2023-12-15","After","Code_70","C201356","af048048-f40f-423b-bc9a-be375a098255","Code"
"http://www.cdisc.org","2023-12-15","Start to Start","Code_71","C201355","72e8340c-e4ef-4db3-ada8-edb244eadc62","Code"
"http://www.cdisc.org","2023-12-15","Clinical Study Sponsor","Code_592","C70793","4fcf8f40-8074-4c4a-b8ee-fef3932155fb","Code"
"ISO 3166 1 alpha3","2020-08","United Kingdom of Great Britain and Northern Ireland","Code_593","GBR","f491e04c-1a5b-4cd0-a607-70cfe7c92964","Code"
"http://www.cdisc.org","2023-12-15","Study Acronym","Code_3","C94108","867a9eb6-b746-4cd1-9adb-40518762179d","Code"
"http://www.cdisc.org","2023-12-15","Brief Study Title","Code_5","C99905x1","6dd44dec-8914-4559-8cba-6b28fb3f4991","Code"
"http://www.cdisc.org","2023-12-15","Official Study Title","Code_6","C99905x2","6f630446-4899-4589-b25e-2e29eb9bab4c","Code"
"http://www.cdisc.org","2023-12-15","Public Study Title","Code_7","C99905x3","6ca6dd0f-f3c4-44a5-8882-988fd06d3c30","Code"
"http://www.cdisc.org","2023-12-15","Final","Code_8","C25508","e0a4a19c-26eb-4655-bc23-31a832e0f277","Code"
"http://www.cdisc.org","2023-12-15","Protocol Effective Date","Code_11","C99903x1","91c79a19-8798-47b9-9df6-589ceff7174e","Code"
"http://www.cdisc.org","2023-12-15","Region","Code_13","C41129","2f92c2f1-7fc6-43ae-bd51-3e2db7d64dd7","Code"
"ISO 3166 1 alpha3","2020-08","Europe","Code_12","150","052f791c-2295-4b59-b364-94c13ff030da","Code"
