"codeSystemVersion","uuid:ID","decode","codeSystem","instanceType","code","id"
"2023-12-15","63645f73-7bb9-47a9-8623-dd30cab8b7e7","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_379"
"2023-12-15","def0bb56-80aa-46e7-8498-4e3e9890e257","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_380"
"2023-12-15","890b3e60-6dba-47b6-a4f3-2628e857cd22","Sitting","http://www.cdisc.org","Code","C62122","Code_381"
"2023-12-15","46ad6835-c385-4a21-a508-8c1f8523e6bf","Standing","http://www.cdisc.org","Code","C62166","Code_382"
"2023-12-15","07f4032e-e2d9-4b01-97fd-425e7320b8b0","Supine Position","http://www.cdisc.org","Code","C62167","Code_383"
"2023-12-15","f9bff032-2c70-4c8b-8647-0fd2395e7ef1","Body Position","http://www.cdisc.org","Code","C62164","Code_384"
"2023-12-15","5a10271b-a226-4851-a1ce-d82239941662","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_385"
"2023-12-15","466ccd83-0ab2-43c0-983e-07a454e8c619","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_386"
"2023-12-15","6dffcd2e-4982-4bf0-8a14-5674503243c1","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_387"
"2023-12-15","bc98e745-21b1-4be4-8ed9-36ff6057ba49","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_388"
"2023-12-15","475914dc-9e4c-4355-b1ca-dad805d605da","Radial Artery","http://www.cdisc.org","Code","C12838","Code_389"
"2023-12-15","ab989da0-53bd-400f-b532-1bc2863e7dff","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_390"
"2023-12-15","8d428b57-34a4-4031-a62e-85b8b7a0af75","Left","http://www.cdisc.org","Code","C25229","Code_391"
"2023-12-15","b733a6fa-6490-4cd9-b9b9-fae7942e963f","Right","http://www.cdisc.org","Code","C25228","Code_392"
"2023-12-15","04f90d22-0b8b-4280-b5a1-82d0a30708cd","Laterality","http://www.cdisc.org","Code","C25185","Code_393"
"2023-12-15","008d900b-dca2-4bf5-aeeb-08344d4af7cc","SYSBP","http://www.cdisc.org","Code","C25298","Code_394"
"2023-12-15","5bb3b75e-a473-4616-92bf-27fe173b692a","DIABP","http://www.cdisc.org","Code","C25299","Code_395"
"2023-12-15","72fc9853-3d9e-4346-a0f2-28f3634f15eb","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_396"
"2023-12-15","e5471d6c-a594-4fc1-9d95-15246d73c067","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_397"
"2023-12-15","ba44f34b-85a0-48ab-ba3b-b0fa4a9c37ab","Sitting","http://www.cdisc.org","Code","C62122","Code_398"
"2023-12-15","8dc8e94c-1f13-4521-aa0f-dd9740139c0a","Standing","http://www.cdisc.org","Code","C62166","Code_399"
"2023-12-15","886154a6-ecd3-4e49-98eb-0768641127e9","Supine Position","http://www.cdisc.org","Code","C62167","Code_400"
"2023-12-15","7e8c814a-32aa-4d62-98a3-c05dd372a448","Body Position","http://www.cdisc.org","Code","C62164","Code_401"
"2023-12-15","256a651c-ffa5-4aeb-be99-52b13b13743a","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_402"
"2023-12-15","308f7990-4d56-4900-bea5-b0e211e2442d","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_403"
"2023-12-15","c3f8c26c-c658-4567-b9eb-1a651dbc586c","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_404"
"2023-12-15","298d7f33-7165-4eca-ab39-6c6801ab505d","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_405"
"2023-12-15","4f9204f6-4196-4ff6-aa4d-3d9285515f9c","Radial Artery","http://www.cdisc.org","Code","C12838","Code_406"
"2023-12-15","2ad3158f-9202-494a-a335-7f4c0cc0c054","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_407"
"2023-12-15","a734f1d2-6f82-452b-a532-593bc22c7805","Left","http://www.cdisc.org","Code","C25229","Code_408"
"2023-12-15","b3768733-53a1-476b-9fd4-360aa3b765d3","Right","http://www.cdisc.org","Code","C25228","Code_409"
"2023-12-15","065dd39f-4220-4b12-8fbe-9c04ed032a3c","Laterality","http://www.cdisc.org","Code","C25185","Code_410"
"2023-12-15","5c205f97-9dda-47e1-a40e-aa698441ca6a","DIABP","http://www.cdisc.org","Code","C25299","Code_411"
"2023-12-15","97727789-5dcd-4d69-a76c-9f3cc26047ef","HR","http://www.cdisc.org","Code","C49677","Code_412"
"2023-12-15","a2d502c5-975f-43a1-9071-2c5f5d445cf6","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_413"
"2023-12-15","93b18308-0755-40ea-b68b-13fbd75ae463","Count per Minute","http://www.cdisc.org","Code","C73688","Code_414"
"2023-12-15","b9430c00-5767-458e-ba7d-1fac3f4e35c6","Sitting","http://www.cdisc.org","Code","C62122","Code_415"
"2023-12-15","91ba54c3-0bfc-4b4b-9599-eb854c7471ca","Standing","http://www.cdisc.org","Code","C62166","Code_416"
"2023-12-15","93abe862-1062-4adf-83fc-e1449e845177","Supine Position","http://www.cdisc.org","Code","C62167","Code_417"
"2023-12-15","d370d83f-5f79-443b-88c7-2600468368e5","Body Position","http://www.cdisc.org","Code","C62164","Code_418"
"2023-12-15","c64e6a69-2623-40d2-9d9a-6a0bb01d6033","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_419"
"2023-12-15","61ea5338-e4d8-41dc-91d4-19206d1cf30c","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_420"
"2023-12-15","89071748-4b31-48bd-8a73-18a73b9b5336","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_421"
"2023-12-15","94f18d3a-e3ff-4b60-8c1a-490a7eec1bab","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_422"
"2023-12-15","5718e812-802b-4aa2-8f21-024cbf133956","Radial Artery","http://www.cdisc.org","Code","C12838","Code_423"
"2023-12-15","9ad52c10-ab00-4bd6-b005-79298e4da082","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_424"
"2023-12-15","a830682f-ba64-47d8-a9b4-85ade1a6dfc1","Left","http://www.cdisc.org","Code","C25229","Code_425"
"2023-12-15","c27e4c3e-1824-4721-b59a-a2cb6248f293","Right","http://www.cdisc.org","Code","C25228","Code_426"
"2023-12-15","088c5372-ee97-4b00-9856-b8c47649f83f","Laterality","http://www.cdisc.org","Code","C25185","Code_427"
"2023-12-15","9f6c506a-19d7-4a0a-b827-9a83b7ae44ec","HR","http://www.cdisc.org","Code","C49677","Code_428"
"2023-12-15","5b222573-e395-4502-9bfb-3093757f36db","Placebo Comparator Arm","http://www.cdisc.org","Code","C174268","Code_123"
"2023-12-15","89580561-d8b1-497c-a3e4-1f58fee3fd3d","Data Generated Within Study","http://www.cdisc.org","Code","C188866","Code_124"
"2023-12-15","7e25e808-6e18-4bc8-b658-05421753e191","Active Comparator Arm","http://www.cdisc.org","Code","C174267","Code_125"
"2023-12-15","2e9b8855-31c6-48a8-b2ee-4eb8ceaa9cf8","Data Generated Within Study","http://www.cdisc.org","Code","C188866","Code_126"
"2023-12-15","5d2f2ce9-6ac3-4dcd-9991-99d323ce450a","Active Comparator Arm","http://www.cdisc.org","Code","C174267","Code_127"
"2023-12-15","7bd06898-8a85-4b1e-8be3-bc5391e9d7b3","Data Generated Within Study","http://www.cdisc.org","Code","C188866","Code_128"
"2023-12-15","9cb7f970-f97d-4c83-91c5-2ad47b56f58a","Double Blind Study","http://www.cdisc.org","Code","C15228","Code_136"
"2023-12-15","a85d995f-cfc6-442c-8e8d-b09a019a0b28","Screening Epoch","http://www.cdisc.org","Code","C202487","Code_129"
"2023-12-15","46e75846-08ff-4c98-a136-d74c2e24cbb3","Treatment Epoch","http://www.cdisc.org","Code","C101526","Code_130"
"2023-12-15","058a7205-4a41-4854-b09b-f22580afe107","Treatment Epoch","http://www.cdisc.org","Code","C101526","Code_131"
"2023-12-15","7067759b-ba60-495a-88aa-98e9b4f05818","Treatment Epoch","http://www.cdisc.org","Code","C101526","Code_132"
"2023-12-15","f6203f9c-1148-493c-9274-6128e2e3041f","Follow-Up Epoch","http://www.cdisc.org","Code","C202578","Code_133"
"1","2437f8c0-6287-4c51-8bfb-9368313012d2","Alzheimer's disease; unspecified","ICD-10-CM","Code","G30.9","Code_550"
"January 31, 2018","701222ae-8fa4-4965-bb85-b2a06330b5b7","Alzheimer's disease","SNOMED","Code","26929004","Code_551"
"2023-12-15","1048ce5a-de81-49bc-aa1a-81c2b22d172c","Sponsor","http://www.cdisc.org","Code","C70793","Code_142"
"2023-12-15","1c9021e4-09b3-4944-aca7-d7ec118bea97","Primary Objective","http://www.cdisc.org","Code","C85826","Code_555"
"2023-12-15","20070904-7ce9-4b63-99ce-d0fb627b3f15","Primary Endpoint","http://www.cdisc.org","Code","C94496","Code_554"
"2023-12-15","2c843f05-9f4c-4395-8a98-bb21988fad16","Primary Endpoint","http://www.cdisc.org","Code","C94496","Code_556"
"2023-12-15","5f79c70e-e63c-4ad9-9bf6-e7d5592c074e","Primary Objective","http://www.cdisc.org","Code","C85826","Code_558"
"2023-12-15","b7a8403e-e345-43e1-a05c-16bed77bef4d","Primary Endpoint","http://www.cdisc.org","Code","C94496","Code_557"
"2023-12-15","0eb507e0-27c7-4089-9fd5-9d4604f6a719","Primary Endpoint","http://www.cdisc.org","Code","C94496","Code_559"
"2023-12-15","558fb2ba-2194-4dc4-ac0c-6c2200e712e7","Primary Endpoint","http://www.cdisc.org","Code","C94496","Code_560"
"2023-12-15","f3cb0b7c-d89c-480d-b488-d68bc1de6f1d","Secondary Objective","http://www.cdisc.org","Code","C85827","Code_562"
"2023-12-15","a0546062-2e08-4868-80c4-6bf4b749c8fd","Secondary Endpoint","http://www.cdisc.org","Code","C139173","Code_561"
"2023-12-15","9532d9bb-cb8b-4d7e-8c9b-87a36ccab64a","Secondary Endpoint","http://www.cdisc.org","Code","C139173","Code_563"
"2023-12-15","93e312e2-1d64-43ef-8d33-e16da3b77098","Secondary Endpoint","http://www.cdisc.org","Code","C139173","Code_564"
"2023-12-15","b25df5d1-d16a-4a26-8363-85c41de0635e","Secondary Objective","http://www.cdisc.org","Code","C85827","Code_566"
"2023-12-15","3fbdddbf-18bf-41a0-bc8f-867ee6eba76d","Secondary Endpoint","http://www.cdisc.org","Code","C139173","Code_565"
"2023-12-15","5bb58579-976c-4023-908c-713cad92b45c","Secondary Objective","http://www.cdisc.org","Code","C85827","Code_568"
"2023-12-15","ba96d717-94a6-4b89-87ab-332ae97136bd","Secondary Endpoint","http://www.cdisc.org","Code","C139173","Code_567"
"2023-12-15","5a3ded44-b1d9-48be-94b9-f6b3d5109744","Secondary Objective","http://www.cdisc.org","Code","C85827","Code_570"
"2023-12-15","e560a043-9d25-49d6-879f-b8f8d97873db","Secondary Endpoint","http://www.cdisc.org","Code","C139173","Code_569"
"2023-12-15","4f200ce6-1337-4dcc-921d-bd3ff080d002","Both","http://www.cdisc.org","Code","C49636","Code_553"
"2023-12-15","e564645c-c256-42cc-b261-3130f3229f06","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_571"
"2023-12-15","b60b7bb6-d0aa-4006-b189-9f12f32c9d6d","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_572"
"2023-12-15","7ec2ac1d-3595-4eb1-9196-7dc9fc68f96d","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_573"
"2023-12-15","dedca2e4-bcaf-4284-93ba-c81b5f7a266f","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_574"
"2023-12-15","c117fa1f-0972-4cc9-a9ab-eeef10c719f5","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_575"
"2023-12-15","ca4446a1-12c8-4c54-a76b-7c4ef91b1fba","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_576"
"2023-12-15","1f1f2341-3a83-4fe9-96f4-2fa339b1767f","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_577"
"2023-12-15","4ab1054c-8d43-4330-b563-4d0d068bf000","Inclusion Criteria","http://www.cdisc.org","Code","C25532","Code_578"
"2023-12-15","239d5c62-bfdc-4ab2-9059-9ee824f4f64c","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_579"
"2023-12-15","32eb8a7a-44d5-44c5-8c9d-443681299210","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_580"
"2023-12-15","7e150293-707f-4f92-8d89-7cd2a26af68f","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_581"
"2023-12-15","2621734f-919b-472f-a5d2-97590ba0bf6c","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_582"
"2023-12-15","ab787bda-e0af-4a42-b8c5-1ef13306abfd","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_583"
"2023-12-15","c0312fe4-4270-4227-b54a-abce9ffbf402","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_584"
"2023-12-15","73e6645a-2765-4508-9dd0-71520f6d1e1b","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_585"
"2023-12-15","8c4bff83-11e6-4836-9715-c206fa3a62f1","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_586"
"2023-12-15","1604756b-9cbf-4af1-b72f-2ddfe6ba1d26","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_587"
"2023-12-15","b40ba217-f9cb-4692-8a79-c4dfc6f24017","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_588"
"2023-12-15","f3a7e70c-0c79-4b0f-875f-8aa9f89c9936","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_589"
"2023-12-15","a66a0dce-b482-43f1-bbad-62f56ae047a9","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_590"
"2023-12-15","f58ae8b2-f0cb-4bf9-9fd1-548217dd7757","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_591"
"2023-12-15","b22d444f-8394-4f07-9712-6e5dc02a1f03","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_592"
"2023-12-15","903b9031-351e-49fb-bd73-7d48d7f8141d","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_593"
"2023-12-15","5b1a3ec6-050f-464b-aedc-1aba6a16aff8","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_594"
"2023-12-15","b84740eb-034c-48b2-acf6-05043d1ea90c","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_595"
"2023-12-15","1f67dac0-d891-4966-8e20-d008f44f3ee2","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_596"
"2023-12-15","362fedcc-0c0c-4be7-9dbe-f68bdec70ca7","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_597"
"2023-12-15","4b560fc8-67ee-4030-a1e4-0001154b49ba","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_598"
"2023-12-15","da19877c-cdf2-425b-b62d-fc5b8c7d0a5b","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_599"
"2023-12-15","43b0a559-1da2-45df-a90f-86edaad053be","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_600"
"2023-12-15","0c926977-52ed-48c2-89c6-e7e04da31b87","Exclusion Criteria","http://www.cdisc.org","Code","C25370","Code_601"
"2023-12-15","dcd419d4-19ea-4bf9-9c49-839353da6694","Year","http://www.cdisc.org","Code","C29848","Code_552"
"2023-12-15","211429b8-b1ad-48b7-8ab6-20d187caac16","Before","http://www.cdisc.org","Code","C201357","Code_14"
"2023-12-15","069b7f34-b0fd-4c88-9502-85a505e9e316","Start to Start","http://www.cdisc.org","Code","C201355","Code_15"
"2023-12-15","e42183b3-5ca4-4a67-854c-18433f05d889","Before","http://www.cdisc.org","Code","C201357","Code_16"
"2023-12-15","2421f557-2103-41b0-9ea0-158796f6daf8","Start to Start","http://www.cdisc.org","Code","C201355","Code_17"
"2023-12-15","c9a64199-ea3f-4f38-8dc8-5ac1d34e7c44","Fixed Reference","http://www.cdisc.org","Code","C201358","Code_19"
"2023-12-15","b54034eb-509c-4243-9ee4-678c4782e8ac","Start to Start","http://www.cdisc.org","Code","C201355","Code_20"
"2023-12-15","3cf2003e-7b82-4aec-b783-b9d6a7a3199c","After","http://www.cdisc.org","Code","C201356","Code_21"
"2023-12-15","210794c5-1250-4142-8f6e-0605797373b6","Start to Start","http://www.cdisc.org","Code","C201355","Code_22"
"2023-12-15","821520c0-e85c-474f-a263-ce0468f9c9fc","After","http://www.cdisc.org","Code","C201356","Code_24"
"2023-12-15","10aa428b-d9fc-4e84-a916-f9d9894a5524","Start to Start","http://www.cdisc.org","Code","C201355","Code_25"
"2023-12-15","4fb5b786-c1a4-4002-8fa7-8e58009ee954","After","http://www.cdisc.org","Code","C201356","Code_27"
"2023-12-15","2e796e4d-cbd3-4407-80e8-00746843466e","Start to Start","http://www.cdisc.org","Code","C201355","Code_28"
"2023-12-15","45351822-3309-4729-97a7-9d9474919b28","After","http://www.cdisc.org","Code","C201356","Code_30"
"2023-12-15","b8ca9a2b-3505-40c1-992a-2e161a32905b","Start to Start","http://www.cdisc.org","Code","C201355","Code_31"
"2023-12-15","9d27d1b5-90c7-4d86-996e-be4e2a14cec6","After","http://www.cdisc.org","Code","C201356","Code_35"
"2023-12-15","17ed27f2-eab3-4cab-af66-454a2d92a43a","Start to Start","http://www.cdisc.org","Code","C201355","Code_36"
"2023-12-15","82e0955a-fc6d-4704-ac6b-ec2a6c01483d","After","http://www.cdisc.org","Code","C201356","Code_40"
"2023-12-15","62722d2e-7b5b-4b2c-b2ea-6f4470d506cd","Start to Start","http://www.cdisc.org","Code","C201355","Code_41"
"2023-12-15","9de891f0-1098-48ac-8226-4e5ac33651a2","After","http://www.cdisc.org","Code","C201356","Code_45"
"2023-12-15","87af8640-6fde-4e38-9c18-538153fbb552","Start to Start","http://www.cdisc.org","Code","C201355","Code_46"
"2023-12-15","ade65626-b43b-4933-b7e4-e7c996d4dbf7","After","http://www.cdisc.org","Code","C201356","Code_50"
"2023-12-15","afcff494-c8e7-4e26-bfb7-37df24df7ce2","Start to Start","http://www.cdisc.org","Code","C201355","Code_51"
"2023-12-15","8758fe7f-71e6-49bc-a945-2c09566fa9aa","After","http://www.cdisc.org","Code","C201356","Code_53"
"2023-12-15","66385c67-c7d0-4619-8e76-3b552e696f1d","Start to Start","http://www.cdisc.org","Code","C201355","Code_54"
"2023-12-15","e86116bd-2884-45dc-87b5-8bf1e37b2d18","After","http://www.cdisc.org","Code","C201356","Code_33"
"2023-12-15","29835edb-b769-4fde-a8de-979ac54dfa83","Start to Start","http://www.cdisc.org","Code","C201355","Code_34"
"2023-12-15","e5d9d19f-044a-4ed9-856e-2f270b5d935c","After","http://www.cdisc.org","Code","C201356","Code_38"
"2023-12-15","e4e43819-d8dc-4756-bdd9-5ead8cce3255","Start to Start","http://www.cdisc.org","Code","C201355","Code_39"
"2023-12-15","43d9de10-2f21-4b8f-a918-3bb34a781ba0","After","http://www.cdisc.org","Code","C201356","Code_43"
"2023-12-15","774795b2-8f9b-4d25-a4b9-12aac8cd0a51","Start to Start","http://www.cdisc.org","Code","C201355","Code_44"
"2023-12-15","7e2f29d5-440b-454a-a1cc-5b94412849ed","After","http://www.cdisc.org","Code","C201356","Code_48"
"2023-12-15","407ecaa1-1612-41e0-bc4a-744e99915298","Start to Start","http://www.cdisc.org","Code","C201355","Code_49"
"2023-12-15","adf035a7-c756-4335-bc42-07f7bc98c770","Fixed Reference","http://www.cdisc.org","Code","C201358","Code_56"
"2023-12-15","8b8901c7-681b-484f-9110-e4df690cd807","Start to Start","http://www.cdisc.org","Code","C201355","Code_57"
"2023-12-15","521731c4-54e2-4c09-ba31-08763abec486","Fixed Reference","http://www.cdisc.org","Code","C201358","Code_58"
"2023-12-15","926a7b72-7155-46b5-9ff3-ba4ae4054a28","Start to Start","http://www.cdisc.org","Code","C201355","Code_59"
"2023-12-15","d9013786-e53d-4084-9490-234e172c8b1d","Fixed Reference","http://www.cdisc.org","Code","C201358","Code_60"
"2023-12-15","7e93e156-936b-40cf-8073-5d71cc291e83","Start to Start","http://www.cdisc.org","Code","C201355","Code_61"
"2023-12-15","8b10b807-b086-4e1e-97b7-19c9e17fea19","After","http://www.cdisc.org","Code","C201356","Code_62"
"2023-12-15","051672c4-28bf-415c-8f42-7d677b708861","Start to Start","http://www.cdisc.org","Code","C201355","Code_63"
"2023-12-15","5845e7f1-6f6d-4420-8fed-d2d6cc894258","After","http://www.cdisc.org","Code","C201356","Code_64"
"2023-12-15","36840004-bb67-4d86-bdd3-5e5f0327285a","End to Start","http://www.cdisc.org","Code","C201353","Code_65"
"2023-12-15","eb559b29-f9c2-4f9c-bc70-6799a955be80","After","http://www.cdisc.org","Code","C201356","Code_66"
"2023-12-15","8fa775bd-a782-4620-8368-ab1de36e536c","Start to Start","http://www.cdisc.org","Code","C201355","Code_67"
"2023-12-15","ffaa4359-b459-4068-9caf-0493a139adb9","After","http://www.cdisc.org","Code","C201356","Code_68"
"2023-12-15","6e76091e-6250-419c-ba41-edb001ddcbd8","End to Start","http://www.cdisc.org","Code","C201353","Code_69"
"2023-12-15","64dde4fd-3b6b-4e12-a131-822e87d5f6d6","After","http://www.cdisc.org","Code","C201356","Code_70"
"2023-12-15","aa69aa53-d14f-4473-9f8a-d8332d0eafa5","Start to Start","http://www.cdisc.org","Code","C201355","Code_71"
"2023-12-15","74eb595e-b819-4d24-ba83-a888c956c0a0","Clinical Study Sponsor","http://www.cdisc.org","Code","C70793","Code_602"
"2020-08","f333971c-8b3a-4c43-b350-7f13c6792c57","United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","Code","GBR","Code_603"
"2023-12-15","45cad07e-c6d9-4197-b847-1db5331d7718","Study Acronym","http://www.cdisc.org","Code","C94108","Code_3"
"2023-12-15","69b5fec7-c63b-4652-ae32-be7ed0fe5f26","Brief Study Title","http://www.cdisc.org","Code","C99905x1","Code_5"
"2023-12-15","4f4ecde4-456b-421d-943b-19bd940bf3d3","Official Study Title","http://www.cdisc.org","Code","C99905x2","Code_6"
"2023-12-15","dee9ba52-4639-4760-9096-e2e3eb7ffa8d","Public Study Title","http://www.cdisc.org","Code","C99905x3","Code_7"
"2023-12-15","71949e2f-a32a-494b-aa35-fb6467c3a900","Final","http://www.cdisc.org","Code","C25508","Code_8"
"2023-12-15","bdbb1862-8d06-4807-bcc7-8f0ddf93a396","Protocol Effective Date","http://www.cdisc.org","Code","C99903x1","Code_11"
"2023-12-15","76757cf7-55ee-4605-8566-9b37c54810b2","Region","http://www.cdisc.org","Code","C41129","Code_13"
"2020-08","307539eb-367e-498e-85dd-06c62c9365f2","Europe","ISO 3166 1 alpha3","Code","150","Code_12"
