"decode","codeSystem","id","codeSystemVersion","uuid:ID","code","instanceType"
"Supine Position","http://www.cdisc.org","Code_383","2023-12-15","92ef0c60-ae2f-43d5-9457-65c63c87ca08","C62167","Code"
"Body Position","http://www.cdisc.org","Code_384","2023-12-15","5d1a2da5-1505-484b-b6dd-d17c68873670","C62164","Code"
"Brachial Artery","http://www.cdisc.org","Code_385","2023-12-15","968084f7-c163-4602-b4ac-1abfc7b69983","C12681","Code"
"Common Carotid Artery","http://www.cdisc.org","Code_386","2023-12-15","2ed892bf-448a-4b58-ad2a-5af479aea95b","C12687","Code"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_387","2023-12-15","ca3dfc4a-cfd5-46ed-8147-06f13f872711","C32478","Code"
"Femoral Artery","http://www.cdisc.org","Code_388","2023-12-15","598411b1-0631-4afe-81d2-7f4671ad2471","C12715","Code"
"Radial Artery","http://www.cdisc.org","Code_389","2023-12-15","308e70d9-8cfa-466e-884e-b5ff465ac728","C12838","Code"
"Anatomic Site","http://www.cdisc.org","Code_390","2023-12-15","603e0145-99ea-4f45-bf72-0f3522876efe","C13717","Code"
"Left","http://www.cdisc.org","Code_391","2023-12-15","098d6832-d0bd-4b4b-8a4b-31def3315f8d","C25229","Code"
"Right","http://www.cdisc.org","Code_392","2023-12-15","3ca1c024-e9c6-4815-a6e4-ffec35be6360","C25228","Code"
"Laterality","http://www.cdisc.org","Code_393","2023-12-15","46ab3cc7-6356-4db0-abb7-b7eefb019644","C25185","Code"
"SYSBP","http://www.cdisc.org","Code_394","2023-12-15","c239f5f4-6800-412a-b3c7-f5b6a185fc0e","C25298","Code"
"DIABP","http://www.cdisc.org","Code_395","2023-12-15","b3a6c8ca-9264-4005-a8e2-7f8a09cf8cb7","C25299","Code"
"Clinical Test Result","http://www.cdisc.org","Code_396","2023-12-15","317042b1-d81b-4099-8288-31954ee769fe","C77140","Code"
"Unit of Pressure","http://www.cdisc.org","Code_397","2023-12-15","4cc3378d-2801-4cea-ba4d-213ef722fda1","C49669","Code"
"Sitting","http://www.cdisc.org","Code_398","2023-12-15","3440c8bb-4e57-4425-af75-729a0eaa7825","C62122","Code"
"Standing","http://www.cdisc.org","Code_399","2023-12-15","7fd15278-28d9-44d6-a656-f85e73de5930","C62166","Code"
"Supine Position","http://www.cdisc.org","Code_400","2023-12-15","8c828dc6-610f-4a54-94a6-478992e33c0d","C62167","Code"
"Body Position","http://www.cdisc.org","Code_401","2023-12-15","2509db0c-732e-4d57-b123-c0a5cc69e363","C62164","Code"
"Brachial Artery","http://www.cdisc.org","Code_402","2023-12-15","f3a95823-8eeb-4620-a1a0-021b01f27355","C12681","Code"
"Common Carotid Artery","http://www.cdisc.org","Code_403","2023-12-15","80182dc8-3e35-4c9a-929b-9411b5057516","C12687","Code"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_404","2023-12-15","017d7191-603c-4d09-b52b-0bb6afb98891","C32478","Code"
"Femoral Artery","http://www.cdisc.org","Code_405","2023-12-15","944a0634-7991-4853-ac75-a88d98a11a4b","C12715","Code"
"Radial Artery","http://www.cdisc.org","Code_406","2023-12-15","4cce0bd3-a6c0-4276-8016-5ec11ed4c846","C12838","Code"
"Anatomic Site","http://www.cdisc.org","Code_407","2023-12-15","ed452266-e220-435d-8ada-bfbfc96c0e04","C13717","Code"
"Left","http://www.cdisc.org","Code_408","2023-12-15","39d7356f-49ca-4584-b890-a2efe6560f94","C25229","Code"
"Right","http://www.cdisc.org","Code_409","2023-12-15","15bf2afc-0b46-4e38-beaf-13403ee2b4e4","C25228","Code"
"Laterality","http://www.cdisc.org","Code_410","2023-12-15","6e25f616-6ff1-4bf7-8ccf-2f1b8fe56843","C25185","Code"
"DIABP","http://www.cdisc.org","Code_411","2023-12-15","533a94cb-f6ba-4b83-9c69-a02b3005a327","C25299","Code"
"HR","http://www.cdisc.org","Code_412","2023-12-15","a193d896-d15f-49a6-a92d-60b669c30f2b","C49677","Code"
"Clinical Test Result","http://www.cdisc.org","Code_413","2023-12-15","18a38163-e378-4eb0-96ec-bbd573ddfa10","C77140","Code"
"Count per Minute","http://www.cdisc.org","Code_414","2023-12-15","8fe83942-9527-40df-b4db-1e40f3df85f3","C73688","Code"
"Sitting","http://www.cdisc.org","Code_415","2023-12-15","9a0944cf-52f0-43c0-b325-f3cf908b442f","C62122","Code"
"Standing","http://www.cdisc.org","Code_416","2023-12-15","ddcd9761-1e2d-4eb3-87dc-7c5dc34fd5de","C62166","Code"
"Supine Position","http://www.cdisc.org","Code_417","2023-12-15","62b8ebe5-8bcb-4509-9d55-67270229b588","C62167","Code"
"Body Position","http://www.cdisc.org","Code_418","2023-12-15","951fd97c-4566-4a9f-a687-2dc13fedb320","C62164","Code"
"Brachial Artery","http://www.cdisc.org","Code_419","2023-12-15","c7fbb2c7-2daf-4634-a803-bfab9b366e77","C12681","Code"
"Common Carotid Artery","http://www.cdisc.org","Code_420","2023-12-15","618e421d-ed95-47f4-be3c-883b0cef1fdb","C12687","Code"
"Dorsalis Pedis Artery","http://www.cdisc.org","Code_421","2023-12-15","eaa78a71-7156-40ba-967d-dcbe0d51f255","C32478","Code"
"Femoral Artery","http://www.cdisc.org","Code_422","2023-12-15","2075be4d-e98c-4c5b-bfed-7504d1d3e2d1","C12715","Code"
"Radial Artery","http://www.cdisc.org","Code_423","2023-12-15","ec963e6e-1b4a-44b0-9ec3-bf3bf93cd73a","C12838","Code"
"Anatomic Site","http://www.cdisc.org","Code_424","2023-12-15","f44a660d-69c5-4f5e-b293-a122f98eb89b","C13717","Code"
"Left","http://www.cdisc.org","Code_425","2023-12-15","f0c32a0e-39b1-4387-8dc5-f7159b42ac8a","C25229","Code"
"Right","http://www.cdisc.org","Code_426","2023-12-15","81431594-cfa8-4751-8a99-f9441ace05b3","C25228","Code"
"Laterality","http://www.cdisc.org","Code_427","2023-12-15","810eb24d-a83c-46a5-b12b-efa8426697aa","C25185","Code"
"HR","http://www.cdisc.org","Code_428","2023-12-15","5381c899-fd0c-441f-a5bd-e23d01c78e1a","C49677","Code"
"Placebo Comparator Arm","http://www.cdisc.org","Code_123","2023-12-15","b69f0196-9b78-4f7c-92d0-e3c42528a70f","C174268","Code"
"Data Generated Within Study","http://www.cdisc.org","Code_124","2023-12-15","9a42ba8d-dd20-4bea-99fa-903959992273","C188866","Code"
"Active Comparator Arm","http://www.cdisc.org","Code_125","2023-12-15","ea2244f6-d659-4ca4-ab06-ecac6406cb2e","C174267","Code"
"Data Generated Within Study","http://www.cdisc.org","Code_126","2023-12-15","b7affbf5-c86e-41b9-816f-4dcf43c0a082","C188866","Code"
"Active Comparator Arm","http://www.cdisc.org","Code_127","2023-12-15","e7f347bf-eb8d-48fb-8995-7de0698bd7fc","C174267","Code"
"Data Generated Within Study","http://www.cdisc.org","Code_128","2023-12-15","faa75957-68cf-4c52-91e8-cd8d9e725bc9","C188866","Code"
"Double Blind Study","http://www.cdisc.org","Code_136","2023-12-15","1ff6e0ee-d34d-431c-8fd3-f8917b494136","C15228","Code"
"Screening Epoch","http://www.cdisc.org","Code_129","2023-12-15","0104ef81-10f2-44cb-9914-6bd15aca7462","C202487","Code"
"Treatment Epoch","http://www.cdisc.org","Code_130","2023-12-15","1e742d9d-0f91-4633-96e6-e109aac52634","C101526","Code"
"Treatment Epoch","http://www.cdisc.org","Code_131","2023-12-15","e123a160-f199-43d5-8a58-181af1cad15d","C101526","Code"
"Treatment Epoch","http://www.cdisc.org","Code_132","2023-12-15","e6ed4caa-79fb-4d01-a21e-a5e17e766ac9","C101526","Code"
"Follow-Up Epoch","http://www.cdisc.org","Code_133","2023-12-15","b58ecbf1-26dc-4b27-b7b9-447c6b05bd46","C202578","Code"
"Alzheimer's disease; unspecified","ICD-10-CM","Code_546","1","5262dad4-b45e-4944-9d6e-e2debc78b314","G30.9","Code"
"Alzheimer's disease","SNOMED","Code_547","January 31, 2018","24b9b34c-7220-4be4-b90d-ff629bd6aa91","26929004","Code"
"Sponsor","http://www.cdisc.org","Code_142","2023-12-15","c15a01f1-33a8-49ed-af71-af9d31ffd00a","C70793","Code"
"Primary Objective","http://www.cdisc.org","Code_551","2023-12-15","2d192d48-b6e4-4934-a6ff-2bf8375337f8","C85826","Code"
"Primary Endpoint","http://www.cdisc.org","Code_550","2023-12-15","c5e0adda-a8e8-45ac-9e43-b4f70c874136","C94496","Code"
"Primary Endpoint","http://www.cdisc.org","Code_552","2023-12-15","112a3404-dc05-41ee-a776-2a300ffcd0d2","C94496","Code"
"Primary Objective","http://www.cdisc.org","Code_554","2023-12-15","2300fc9a-4316-4290-be1b-3e595d6f96e7","C85826","Code"
"Primary Endpoint","http://www.cdisc.org","Code_553","2023-12-15","7e2af055-f752-41e7-918b-a1af9cb5cdf9","C94496","Code"
"Primary Endpoint","http://www.cdisc.org","Code_555","2023-12-15","5595d0b2-2137-4812-8ff7-a2a6be7e53bc","C94496","Code"
"Primary Endpoint","http://www.cdisc.org","Code_556","2023-12-15","ad7d4747-e2d3-4b11-8284-a133af07d670","C94496","Code"
"Secondary Objective","http://www.cdisc.org","Code_558","2023-12-15","5c80724d-c2e8-49a6-9047-721f7a579f29","C85827","Code"
"Secondary Endpoint","http://www.cdisc.org","Code_557","2023-12-15","d054bced-a277-45d1-855e-b8d6b1eb565a","C139173","Code"
"Secondary Endpoint","http://www.cdisc.org","Code_559","2023-12-15","b2b0d99e-a5bb-49c9-94fd-8f8f9a3787d1","C139173","Code"
"Secondary Endpoint","http://www.cdisc.org","Code_560","2023-12-15","880f69a5-af1d-44a0-a595-9c35da64b908","C139173","Code"
"Secondary Objective","http://www.cdisc.org","Code_562","2023-12-15","702ff0c8-151f-487c-9c0c-4f08cf2175e1","C85827","Code"
"Secondary Endpoint","http://www.cdisc.org","Code_561","2023-12-15","440874d0-4909-4d34-bfdd-24975dc50ba9","C139173","Code"
"Secondary Objective","http://www.cdisc.org","Code_564","2023-12-15","3d232ae7-6f82-43fe-b595-5eb7f18e4993","C85827","Code"
"Secondary Endpoint","http://www.cdisc.org","Code_563","2023-12-15","7ebf9dce-1b8d-4413-9ba0-608ab0c2d1d4","C139173","Code"
"Secondary Objective","http://www.cdisc.org","Code_566","2023-12-15","e664f33a-d040-4716-9fc7-b37d931e525d","C85827","Code"
"Secondary Endpoint","http://www.cdisc.org","Code_565","2023-12-15","0afcec2b-8b2c-43dc-a803-fe26426b04f5","C139173","Code"
"Both","http://www.cdisc.org","Code_549","2023-12-15","7c6316da-26c8-4522-aba0-a89c6fb7f3fd","C49636","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_567","2023-12-15","bba8bc1c-6ee6-4ef9-b90b-32d48cc98592","C25532","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_568","2023-12-15","809ab4df-91e8-44a1-8193-d24fa9647764","C25532","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_569","2023-12-15","e3a827c9-0616-4f8c-9f88-a1bb751eaf43","C25532","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_570","2023-12-15","04709a00-bfa6-4dac-afd0-8a3c4552ffe6","C25532","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_571","2023-12-15","db9c378f-a3a0-4696-b88f-b09b2af19be3","C25532","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_572","2023-12-15","0a3fe643-2fde-4d2d-af22-3f27f6078d94","C25532","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_573","2023-12-15","cc6574e5-1aec-4b00-af59-7ebde14b34ff","C25532","Code"
"Inclusion Criteria","http://www.cdisc.org","Code_574","2023-12-15","a2d3b4d9-d1d8-455a-8cc4-a8a37cd9c4dc","C25532","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_575","2023-12-15","ddf59d83-ccb7-491e-b14d-862ecefec500","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_576","2023-12-15","108d846a-841b-42f1-acd3-7e1a6c598ca1","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_577","2023-12-15","6cff0470-8839-4c73-9ebc-82c2a3cd1c4b","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_578","2023-12-15","99ed3973-a5aa-42ce-b07f-59549d0aaa49","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_579","2023-12-15","c82489ed-4283-4109-b0db-989e16138782","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_580","2023-12-15","2777288a-9aa7-4ab7-a29f-dd6ddb5f75d9","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_581","2023-12-15","e76d3ab0-ef87-481e-876c-059044f33da7","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_582","2023-12-15","454c429b-5ffc-45b1-8db2-7d3d8668ab15","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_583","2023-12-15","20cb3cdc-1e9e-4427-b916-0fe7ec85225e","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_584","2023-12-15","91197d2a-02a4-4db2-b52f-596fc9f18602","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_585","2023-12-15","53f10b9b-62f2-4947-9447-d447028f7e78","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_586","2023-12-15","d7fb9ec9-3af5-4b54-ad02-ca484c83c106","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_587","2023-12-15","fd70588c-2081-4306-847b-7121306f0b62","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_588","2023-12-15","4e159664-ed3c-4cff-a593-09c4e02fbdf8","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_589","2023-12-15","c08cb532-ba81-40de-b419-1a51e8c0eb2a","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_590","2023-12-15","6dc8f07e-5f01-4bf1-ac1d-e96e3a5397a3","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_591","2023-12-15","3677f439-565b-40bc-9f9e-fc975559043a","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_592","2023-12-15","6a67567b-d405-476d-92a4-49f15ebd1588","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_593","2023-12-15","07b89779-a5d4-4541-8974-e3997867408f","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_594","2023-12-15","8c5caf38-2c1e-46ab-80c4-e7b7a0e3fee9","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_595","2023-12-15","5241ec84-d48a-4425-8af8-5c493911cad0","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_596","2023-12-15","66d04e99-54f0-4da6-ad2f-88546df3bf87","C25370","Code"
"Exclusion Criteria","http://www.cdisc.org","Code_597","2023-12-15","a436408b-c5fd-4cd9-806a-017ed4e8003c","C25370","Code"
"Year","http://www.cdisc.org","Code_548","2023-12-15","e95ae8d2-cea2-40dd-94d5-80c476e75b49","C29848","Code"
"Before","http://www.cdisc.org","Code_14","2023-12-15","000a1f8e-b487-46f8-8259-a9981b0cdf9e","C201357","Code"
"Start to Start","http://www.cdisc.org","Code_15","2023-12-15","d939821a-0633-4390-9c7d-c713f84de783","C201355","Code"
"Before","http://www.cdisc.org","Code_16","2023-12-15","a46f0461-1cc4-4b7b-b8b1-d52d5082b8ac","C201357","Code"
"Start to Start","http://www.cdisc.org","Code_17","2023-12-15","cc881727-de54-4300-a216-28aa502884ed","C201355","Code"
"Fixed Reference","http://www.cdisc.org","Code_19","2023-12-15","d37636b7-a044-4c22-beeb-001e76f163b8","C201358","Code"
"Start to Start","http://www.cdisc.org","Code_20","2023-12-15","5082703b-6abc-4f0f-ad8c-4cea9128eb3f","C201355","Code"
"After","http://www.cdisc.org","Code_21","2023-12-15","32d8d1df-503f-47c8-9fd7-b9a0b9d0e5f3","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_22","2023-12-15","9aa47382-6cc6-4796-8bdc-061050d0d678","C201355","Code"
"After","http://www.cdisc.org","Code_24","2023-12-15","1913cf7f-65c8-4cd2-947a-402449f09843","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_25","2023-12-15","8ff136b4-193d-402a-8c76-9c7e7f967d51","C201355","Code"
"After","http://www.cdisc.org","Code_27","2023-12-15","19dda47a-57b5-40ca-8893-a57650f39d85","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_28","2023-12-15","f93f89fc-c158-4cc1-aee7-966197d0e55c","C201355","Code"
"After","http://www.cdisc.org","Code_30","2023-12-15","ba557de0-5f00-49ea-a240-e68e365a4aac","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_31","2023-12-15","b76e5931-f844-438f-8b6a-2c96e907639e","C201355","Code"
"After","http://www.cdisc.org","Code_35","2023-12-15","71538bff-74e3-4c2e-9ec6-4ce318e2761d","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_36","2023-12-15","c949a1e5-484c-485e-90c6-578e6594e7ba","C201355","Code"
"After","http://www.cdisc.org","Code_40","2023-12-15","427b86b8-98ad-4320-98cb-0d12be452b73","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_41","2023-12-15","f2fb6a71-5b30-4168-ad36-e69e1d5c39ad","C201355","Code"
"After","http://www.cdisc.org","Code_45","2023-12-15","d7f2878b-fe76-4d7f-b58b-37a1594bf96f","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_46","2023-12-15","cf0419d9-8db1-447b-befe-8d82a7c808b4","C201355","Code"
"After","http://www.cdisc.org","Code_50","2023-12-15","c079ba09-ca0a-4b6e-a58f-d4e8a0bba97a","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_51","2023-12-15","a9ab5883-12a0-4e33-9a4d-31e68f79eb0e","C201355","Code"
"After","http://www.cdisc.org","Code_53","2023-12-15","6436f13a-6077-4ad6-aa5e-d31c9602a7ef","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_54","2023-12-15","7405af19-9cbe-42ae-baed-25a1f09860a7","C201355","Code"
"After","http://www.cdisc.org","Code_33","2023-12-15","ea61cfdb-73bd-483b-8186-39ec8ca4ced5","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_34","2023-12-15","d0f70e6c-690e-4023-ba5b-61d49e7bcfeb","C201355","Code"
"After","http://www.cdisc.org","Code_38","2023-12-15","42918953-b6b0-4f9f-812e-419f07132db8","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_39","2023-12-15","45b93b28-da1c-4e8c-bb2e-7e9f87403d85","C201355","Code"
"After","http://www.cdisc.org","Code_43","2023-12-15","6666e452-424f-4af8-b101-149b85b649f3","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_44","2023-12-15","1874e8ca-a5b4-4678-9fc0-6eeb51ab4f35","C201355","Code"
"After","http://www.cdisc.org","Code_48","2023-12-15","70c95a0e-d1b1-4ff0-b9c6-1f71a1679c9f","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_49","2023-12-15","3f4c8d0f-35bf-4765-becf-ef59f695a066","C201355","Code"
"Fixed Reference","http://www.cdisc.org","Code_56","2023-12-15","f801c072-6885-4751-8321-724fab0aa97a","C201358","Code"
"Start to Start","http://www.cdisc.org","Code_57","2023-12-15","876da824-6f71-4d7c-91eb-a9191d274528","C201355","Code"
"Fixed Reference","http://www.cdisc.org","Code_58","2023-12-15","35ef47ee-5622-4280-a99f-56d8a05c4d32","C201358","Code"
"Start to Start","http://www.cdisc.org","Code_59","2023-12-15","bf0512e9-c38d-4ae3-91e7-6d42702f1db2","C201355","Code"
"Fixed Reference","http://www.cdisc.org","Code_60","2023-12-15","3d51f912-5386-4d4a-b0c6-048d4fdc2e70","C201358","Code"
"Start to Start","http://www.cdisc.org","Code_61","2023-12-15","e5fc8ca9-eca6-48c0-800f-d3c6b5fcebee","C201355","Code"
"After","http://www.cdisc.org","Code_62","2023-12-15","52c73293-33cb-41d7-b0bf-9575c0795b8f","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_63","2023-12-15","c8c503c4-a64a-4072-aaff-9b4f5b416690","C201355","Code"
"After","http://www.cdisc.org","Code_64","2023-12-15","d46d8a76-5df5-4bfa-bd3a-d5bd76b93241","C201356","Code"
"End to Start","http://www.cdisc.org","Code_65","2023-12-15","fd9f9c39-d488-4157-9327-e507e6932c2f","C201353","Code"
"After","http://www.cdisc.org","Code_66","2023-12-15","468422e6-b966-46e5-99ca-548fe65a9d67","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_67","2023-12-15","29e15a7e-d35d-4228-a063-24d619254b1f","C201355","Code"
"After","http://www.cdisc.org","Code_68","2023-12-15","cd0da397-5f3b-44a2-bc25-fe1cd4a74d47","C201356","Code"
"End to Start","http://www.cdisc.org","Code_69","2023-12-15","be3a5b67-cabc-48f0-b5ab-88a1545001a9","C201353","Code"
"After","http://www.cdisc.org","Code_70","2023-12-15","da151808-810d-4a6e-89b6-3ea381542c4a","C201356","Code"
"Start to Start","http://www.cdisc.org","Code_71","2023-12-15","f62a6f5d-e83a-4633-8b7c-3b806b2f5337","C201355","Code"
"Clinical Study Sponsor","http://www.cdisc.org","Code_598","2023-12-15","9bae4b38-064b-49d0-9a25-f35a0ddfe60a","C70793","Code"
"United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","Code_599","2020-08","0b849080-ebe5-4b81-b089-ed29ac59a23e","GBR","Code"
"Study Acronym","http://www.cdisc.org","Code_3","2023-12-15","867f233c-d526-4db0-9434-d901d315d8f0","C94108","Code"
"Brief Study Title","http://www.cdisc.org","Code_5","2023-12-15","609f39dd-6fdf-49c4-a362-7ac0f53f7e8f","C99905x1","Code"
"Official Study Title","http://www.cdisc.org","Code_6","2023-12-15","8525ef8c-1faa-4714-92d7-e55a4c5d9a3f","C99905x2","Code"
"Public Study Title","http://www.cdisc.org","Code_7","2023-12-15","175b48f1-39b3-4b45-96ff-c542cf74e320","C99905x3","Code"
"Final","http://www.cdisc.org","Code_8","2023-12-15","2c8d55f6-bdf5-4edf-9dcc-fbc2d5a4a85a","C25508","Code"
"Protocol Effective Date","http://www.cdisc.org","Code_11","2023-12-15","0ec581e2-1797-4d78-9d00-da99f525f422","C99903x1","Code"
"Region","http://www.cdisc.org","Code_13","2023-12-15","7fa6f1fd-ad26-4fff-9646-9bede6f6cd4f","C41129","Code"
"Europe","ISO 3166 1 alpha3","Code_12","2020-08","2fd95aa0-ec1b-4769-9bc1-b7935b68b844","150","Code"
