"codeSystem","uuid:ID","instanceType","codeSystemVersion","id","decode","code"
"http://www.cdisc.org","3574f3fc-25ac-4884-8e37-2b8c6756c897","Code","2023-12-15","Code_379","Clinical Test Result","C77140"
"http://www.cdisc.org","0beaf3ad-cd3d-47dd-8b77-b354cc6584bd","Code","2023-12-15","Code_380","Unit of Pressure","C49669"
"http://www.cdisc.org","a3c09ab2-56d6-403f-b7c5-54e0fb7c60db","Code","2023-12-15","Code_381","Sitting","C62122"
"http://www.cdisc.org","bceacc17-666e-4611-a614-23c9901f2bc0","Code","2023-12-15","Code_382","Standing","C62166"
"http://www.cdisc.org","dc238372-e9fc-4906-b6e8-119b93c1e800","Code","2023-12-15","Code_383","Supine Position","C62167"
"http://www.cdisc.org","eb2c8a90-66e5-4453-aad0-256d6e13d46e","Code","2023-12-15","Code_384","Body Position","C62164"
"http://www.cdisc.org","acc43833-600a-4f78-a4e0-b1d06f9c82b0","Code","2023-12-15","Code_385","Brachial Artery","C12681"
"http://www.cdisc.org","574cc6c6-9534-4d6f-a27a-ee13140c31bb","Code","2023-12-15","Code_386","Common Carotid Artery","C12687"
"http://www.cdisc.org","dabdc6d3-cdaf-41db-9879-1ca65221ede3","Code","2023-12-15","Code_387","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","7c372eee-ff79-438b-a506-ff15df9e5a87","Code","2023-12-15","Code_388","Femoral Artery","C12715"
"http://www.cdisc.org","fb8de379-5a19-45c6-9fce-e9207037d1e9","Code","2023-12-15","Code_389","Radial Artery","C12838"
"http://www.cdisc.org","653a5d53-c3a9-4985-a0e6-1497a1a858a6","Code","2023-12-15","Code_390","Anatomic Site","C13717"
"http://www.cdisc.org","8681da00-5063-4e06-961c-d583214adb53","Code","2023-12-15","Code_391","Left","C25229"
"http://www.cdisc.org","4f6d2c46-ff2e-4837-9224-bc3b17c63bf1","Code","2023-12-15","Code_392","Right","C25228"
"http://www.cdisc.org","0cb0553d-d024-4943-b656-103974af1375","Code","2023-12-15","Code_393","Laterality","C25185"
"http://www.cdisc.org","3dca4502-2738-4e86-a059-5b37db777c42","Code","2023-12-15","Code_394","SYSBP","C25298"
"http://www.cdisc.org","653ce6a9-ea2a-41f3-9e16-6f9ac4f23af0","Code","2023-12-15","Code_395","DIABP","C25299"
"http://www.cdisc.org","72097134-9c88-4de4-a87b-8dff5ff24e4b","Code","2023-12-15","Code_396","Clinical Test Result","C77140"
"http://www.cdisc.org","003f2b0f-a22b-45b8-b916-62bd72725bba","Code","2023-12-15","Code_397","Unit of Pressure","C49669"
"http://www.cdisc.org","305b2869-bff4-4344-81a4-2d94ec0ab414","Code","2023-12-15","Code_398","Sitting","C62122"
"http://www.cdisc.org","ed0815ab-cd4e-45c6-b97a-5c5a28d6ce45","Code","2023-12-15","Code_399","Standing","C62166"
"http://www.cdisc.org","9e428883-f58a-4990-929e-28ff1ed0c072","Code","2023-12-15","Code_400","Supine Position","C62167"
"http://www.cdisc.org","33d4d9a1-395c-43cc-891c-83c36ce56e45","Code","2023-12-15","Code_401","Body Position","C62164"
"http://www.cdisc.org","7a6b9cb2-1c2d-47b5-b412-d73874cd0124","Code","2023-12-15","Code_402","Brachial Artery","C12681"
"http://www.cdisc.org","9ba2c29d-98f5-4cd9-918b-92d38d78e5a3","Code","2023-12-15","Code_403","Common Carotid Artery","C12687"
"http://www.cdisc.org","1b8037f4-750a-4b2d-8750-a278d09f3b49","Code","2023-12-15","Code_404","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","a0fddcf1-daf6-4ba0-a48e-b35c8df7ce32","Code","2023-12-15","Code_405","Femoral Artery","C12715"
"http://www.cdisc.org","87430255-7736-4600-99f9-764c4c059f94","Code","2023-12-15","Code_406","Radial Artery","C12838"
"http://www.cdisc.org","f98a0c48-3ad4-4159-ba0a-b7de7c65ebc9","Code","2023-12-15","Code_407","Anatomic Site","C13717"
"http://www.cdisc.org","f85eeac2-3099-4b7d-8690-0799e61adaf8","Code","2023-12-15","Code_408","Left","C25229"
"http://www.cdisc.org","71c65958-371e-4146-8e75-ef51507f07ea","Code","2023-12-15","Code_409","Right","C25228"
"http://www.cdisc.org","c26d3fb7-8bb9-427a-b1e5-3a19a87ba1db","Code","2023-12-15","Code_410","Laterality","C25185"
"http://www.cdisc.org","ec6e98a4-f766-4a88-93b3-6048ef93e3c7","Code","2023-12-15","Code_411","DIABP","C25299"
"http://www.cdisc.org","470d163d-c9ea-4cf8-bf33-e15ea48332e6","Code","2023-12-15","Code_412","HR","C49677"
"http://www.cdisc.org","40665e80-4604-45e2-82b2-71f1ca1570f7","Code","2023-12-15","Code_413","Clinical Test Result","C77140"
"http://www.cdisc.org","019a592f-a4a9-4428-bb1d-39ccd8876b78","Code","2023-12-15","Code_414","Count per Minute","C73688"
"http://www.cdisc.org","93a428af-4c2a-4ff1-a647-137369d81b2b","Code","2023-12-15","Code_415","Sitting","C62122"
"http://www.cdisc.org","4bbdd490-2df5-4012-b466-3dc4c822ddc2","Code","2023-12-15","Code_416","Standing","C62166"
"http://www.cdisc.org","6fa97cad-79a5-43ce-a6e1-b3911845824e","Code","2023-12-15","Code_417","Supine Position","C62167"
"http://www.cdisc.org","29066b84-f790-4874-bb90-cfd1a896d8d1","Code","2023-12-15","Code_418","Body Position","C62164"
"http://www.cdisc.org","c8130935-9b41-4b0f-a708-4086af4158d0","Code","2023-12-15","Code_419","Brachial Artery","C12681"
"http://www.cdisc.org","ba4ed368-d39c-4db7-b7cd-97b09bbedc96","Code","2023-12-15","Code_420","Common Carotid Artery","C12687"
"http://www.cdisc.org","be049a0b-8d59-45c1-8049-9472575d0dc8","Code","2023-12-15","Code_421","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","86f1dc8b-9d27-4fab-9f08-c8c6948f277b","Code","2023-12-15","Code_422","Femoral Artery","C12715"
"http://www.cdisc.org","83c912f2-e870-4a7f-a8d7-32215c615e8a","Code","2023-12-15","Code_423","Radial Artery","C12838"
"http://www.cdisc.org","b38d4e42-2594-4f87-9eeb-4ca28c40fc1f","Code","2023-12-15","Code_424","Anatomic Site","C13717"
"http://www.cdisc.org","edb1efc5-b57d-4201-b167-07d79f7b2c28","Code","2023-12-15","Code_425","Left","C25229"
"http://www.cdisc.org","2a7f4765-c168-4d65-833c-dc5bb03bc499","Code","2023-12-15","Code_426","Right","C25228"
"http://www.cdisc.org","b5639f95-fa9e-4568-86b1-8039990b833e","Code","2023-12-15","Code_427","Laterality","C25185"
"http://www.cdisc.org","9facdfef-9216-46a9-a410-f35591b15dee","Code","2023-12-15","Code_428","HR","C49677"
"http://www.cdisc.org","42849d43-7e1f-4bf9-9f27-7a1f9a191fa5","Code","2023-12-15","Code_123","Placebo Comparator Arm","C174268"
"http://www.cdisc.org","a275cade-5e5b-4577-93fc-a62f6424d5fb","Code","2023-12-15","Code_124","Data Generated Within Study","C188866"
"http://www.cdisc.org","35fd528e-103b-48ca-bf9d-8531bcc684a5","Code","2023-12-15","Code_125","Active Comparator Arm","C174267"
"http://www.cdisc.org","f9a1f9d8-976b-4d78-9166-b8473f8e4209","Code","2023-12-15","Code_126","Data Generated Within Study","C188866"
"http://www.cdisc.org","3bc64930-69ee-430e-a301-1badea4c0ffa","Code","2023-12-15","Code_127","Active Comparator Arm","C174267"
"http://www.cdisc.org","0f4e4cc9-2cdf-40aa-9343-f57a9813e02c","Code","2023-12-15","Code_128","Data Generated Within Study","C188866"
"http://www.cdisc.org","9bbfc83d-d304-4285-b559-48ead5411fd7","Code","2023-12-15","Code_136","Double Blind Study","C15228"
"http://www.cdisc.org","ff014890-8bc1-4b0e-be53-40d0f407c396","Code","2023-12-15","Code_129","Screening Epoch","C202487"
"http://www.cdisc.org","b4f6142a-8600-43ec-8dea-08ed63ac7cdc","Code","2023-12-15","Code_130","Treatment Epoch","C101526"
"http://www.cdisc.org","c7b096f3-8c40-49a6-a5b4-08383805e788","Code","2023-12-15","Code_131","Treatment Epoch","C101526"
"http://www.cdisc.org","53bc2473-d2c9-4317-86d7-2034def68128","Code","2023-12-15","Code_132","Treatment Epoch","C101526"
"http://www.cdisc.org","b470d34a-13b3-4c1a-9ad3-646f2972e5d9","Code","2023-12-15","Code_133","Follow-Up Epoch","C202578"
"ICD-10-CM","fa893faa-e42d-4e23-a8d4-3f8614954daa","Code","1","Code_550","Alzheimer's disease; unspecified","G30.9"
"SNOMED","e27e1309-3c31-46d9-ae6b-e87dde94a9ab","Code","January 31, 2018","Code_551","Alzheimer's disease","26929004"
"http://www.cdisc.org","5ff90d58-69e5-49db-a39b-cc63ffd73ce3","Code","2023-12-15","Code_142","Sponsor","C70793"
"http://www.cdisc.org","a43698f2-621a-43d4-bb82-6c32394e33f9","Code","2023-12-15","Code_555","Primary Objective","C85826"
"http://www.cdisc.org","cd6d0b4b-adba-46b4-84f4-b95faef0d854","Code","2023-12-15","Code_554","Primary Endpoint","C94496"
"http://www.cdisc.org","a9bf8ac6-0265-4c62-a917-b1310d585450","Code","2023-12-15","Code_556","Primary Endpoint","C94496"
"http://www.cdisc.org","26bd1fa9-3fe6-45fd-9e16-0f64fa21f348","Code","2023-12-15","Code_558","Primary Objective","C85826"
"http://www.cdisc.org","56e27bf6-c95a-46f7-9bf3-09702aa7eca4","Code","2023-12-15","Code_557","Primary Endpoint","C94496"
"http://www.cdisc.org","d877cfb5-66a0-4849-96dd-22b08b1485e6","Code","2023-12-15","Code_559","Primary Endpoint","C94496"
"http://www.cdisc.org","7c85f6db-ca0a-41a4-bc3d-91b651920e1f","Code","2023-12-15","Code_560","Primary Endpoint","C94496"
"http://www.cdisc.org","e61f4b49-6f7f-498a-9229-d7ae92c80c40","Code","2023-12-15","Code_562","Secondary Objective","C85827"
"http://www.cdisc.org","0471f6c4-109b-4084-9c7e-6a832072ec7f","Code","2023-12-15","Code_561","Secondary Endpoint","C139173"
"http://www.cdisc.org","d140f21d-5a5c-4b0d-bc14-75f6e24b766f","Code","2023-12-15","Code_563","Secondary Endpoint","C139173"
"http://www.cdisc.org","f9c4acbc-9775-4aca-a342-c9d069cd0c2e","Code","2023-12-15","Code_564","Secondary Endpoint","C139173"
"http://www.cdisc.org","70dd45bb-e524-419c-93d6-4381e7a7e61b","Code","2023-12-15","Code_566","Secondary Objective","C85827"
"http://www.cdisc.org","e7912367-733b-46fd-9836-7003fe73dfd3","Code","2023-12-15","Code_565","Secondary Endpoint","C139173"
"http://www.cdisc.org","56622616-3d27-4d87-b3a9-925988ab05d7","Code","2023-12-15","Code_568","Secondary Objective","C85827"
"http://www.cdisc.org","a92a4bc9-5938-486e-b828-ac537d2fc39e","Code","2023-12-15","Code_567","Secondary Endpoint","C139173"
"http://www.cdisc.org","872d373f-cda4-4854-9dfa-ab0299754d67","Code","2023-12-15","Code_570","Secondary Objective","C85827"
"http://www.cdisc.org","9e735df5-3c7a-49c2-89b8-f23385e309d2","Code","2023-12-15","Code_569","Secondary Endpoint","C139173"
"http://www.cdisc.org","81c29c39-0221-4476-944a-0e05fe492622","Code","2023-12-15","Code_553","Both","C49636"
"http://www.cdisc.org","c7723648-ae1f-402a-9b4e-e11f10436056","Code","2023-12-15","Code_571","Inclusion Criteria","C25532"
"http://www.cdisc.org","222eff79-bc4d-4c7d-8c4e-6588ef7ce419","Code","2023-12-15","Code_572","Inclusion Criteria","C25532"
"http://www.cdisc.org","891b5955-4374-4706-a92f-33243248802a","Code","2023-12-15","Code_573","Inclusion Criteria","C25532"
"http://www.cdisc.org","6dc25825-e8d7-408a-b74c-3dbf508c7158","Code","2023-12-15","Code_574","Inclusion Criteria","C25532"
"http://www.cdisc.org","c116d881-fffe-40d6-84db-d26f33fca9c2","Code","2023-12-15","Code_575","Inclusion Criteria","C25532"
"http://www.cdisc.org","403e1acc-3505-4a70-840d-71133b846cc5","Code","2023-12-15","Code_576","Inclusion Criteria","C25532"
"http://www.cdisc.org","4daabf69-e945-4320-9f4e-9e2f8281dbe2","Code","2023-12-15","Code_577","Inclusion Criteria","C25532"
"http://www.cdisc.org","1c0ff204-7707-431c-99a9-f1ad3d3eed41","Code","2023-12-15","Code_578","Inclusion Criteria","C25532"
"http://www.cdisc.org","a33baeb9-36c1-4bee-adc1-eee85d4d2ec4","Code","2023-12-15","Code_579","Exclusion Criteria","C25370"
"http://www.cdisc.org","cfdcb3ac-4c9a-4729-9176-afb9bb3e7823","Code","2023-12-15","Code_580","Exclusion Criteria","C25370"
"http://www.cdisc.org","f3f31b96-27cf-45c5-80b3-6a5ca50b63e7","Code","2023-12-15","Code_581","Exclusion Criteria","C25370"
"http://www.cdisc.org","d53231ea-ccae-41b8-b5fd-fed394b72c13","Code","2023-12-15","Code_582","Exclusion Criteria","C25370"
"http://www.cdisc.org","70d0f07c-deb0-4f76-af76-b49e0ff6b46c","Code","2023-12-15","Code_583","Exclusion Criteria","C25370"
"http://www.cdisc.org","f1078312-f730-4702-992e-fa4f90954f8e","Code","2023-12-15","Code_584","Exclusion Criteria","C25370"
"http://www.cdisc.org","31e13574-8420-4176-a790-87c8480ecc87","Code","2023-12-15","Code_585","Exclusion Criteria","C25370"
"http://www.cdisc.org","0bb2bc2e-8b5a-4775-94a2-0016b891548b","Code","2023-12-15","Code_586","Exclusion Criteria","C25370"
"http://www.cdisc.org","b4f93fbe-d2ae-4442-823c-df132af22531","Code","2023-12-15","Code_587","Exclusion Criteria","C25370"
"http://www.cdisc.org","35ee6ab1-8cb7-4c35-9d44-c499c07527f3","Code","2023-12-15","Code_588","Exclusion Criteria","C25370"
"http://www.cdisc.org","a4eb17c3-cd8b-4e4c-a4b6-c8101eade3bf","Code","2023-12-15","Code_589","Exclusion Criteria","C25370"
"http://www.cdisc.org","02aaf3ed-0202-45f0-bf5c-f5d262d7b8eb","Code","2023-12-15","Code_590","Exclusion Criteria","C25370"
"http://www.cdisc.org","9a164165-4a24-44ee-91d5-db9f243454ed","Code","2023-12-15","Code_591","Exclusion Criteria","C25370"
"http://www.cdisc.org","cd920cdb-c270-4f28-b861-2cc7a7450464","Code","2023-12-15","Code_592","Exclusion Criteria","C25370"
"http://www.cdisc.org","89af1d03-3b3a-4aa4-b523-cf662768cc04","Code","2023-12-15","Code_593","Exclusion Criteria","C25370"
"http://www.cdisc.org","1200b8fd-50e7-4b27-89bc-8ed0f44a5ecd","Code","2023-12-15","Code_594","Exclusion Criteria","C25370"
"http://www.cdisc.org","3656b3da-fa0c-4677-9c59-9d9ac6344ab4","Code","2023-12-15","Code_595","Exclusion Criteria","C25370"
"http://www.cdisc.org","09f0c0b0-6b0d-4148-97da-f43992f991cd","Code","2023-12-15","Code_596","Exclusion Criteria","C25370"
"http://www.cdisc.org","90b9a713-1aa5-4973-81cf-117f7d20d790","Code","2023-12-15","Code_597","Exclusion Criteria","C25370"
"http://www.cdisc.org","769063f0-b8fd-4b27-9993-3b2e727fa002","Code","2023-12-15","Code_598","Exclusion Criteria","C25370"
"http://www.cdisc.org","e8cc4637-a9fd-45ac-b5fc-a904b952f2d2","Code","2023-12-15","Code_599","Exclusion Criteria","C25370"
"http://www.cdisc.org","6bc607a9-30e7-43e7-bcd4-3a3860e19b2a","Code","2023-12-15","Code_600","Exclusion Criteria","C25370"
"http://www.cdisc.org","bd55f96a-93ad-4c87-8616-00014933c5f5","Code","2023-12-15","Code_601","Exclusion Criteria","C25370"
"http://www.cdisc.org","c4a459c8-e01c-4739-85ca-1a19d41b27ce","Code","2023-12-15","Code_552","Year","C29848"
"http://www.cdisc.org","f9b53224-7511-4de0-8094-9eb9feeb723c","Code","2023-12-15","Code_14","Before","C201357"
"http://www.cdisc.org","a3aa27a0-3a1f-43c1-a055-075b598b7175","Code","2023-12-15","Code_15","Start to Start","C201355"
"http://www.cdisc.org","a42b8c1c-cd1f-484d-bf0d-5ff782ba7fb4","Code","2023-12-15","Code_16","Before","C201357"
"http://www.cdisc.org","d01a3b86-3bb1-4c4c-8f3d-70525eccab5d","Code","2023-12-15","Code_17","Start to Start","C201355"
"http://www.cdisc.org","f7c0d2d8-7a01-4168-9aa5-1a9676dc2e61","Code","2023-12-15","Code_19","Fixed Reference","C201358"
"http://www.cdisc.org","cd855716-a740-4adb-8a8e-96927f9faaa5","Code","2023-12-15","Code_20","Start to Start","C201355"
"http://www.cdisc.org","a4fb22ce-04b9-487f-a58a-48dcbbaa2245","Code","2023-12-15","Code_21","After","C201356"
"http://www.cdisc.org","b964d117-37bf-43af-9998-3e7b40bb8993","Code","2023-12-15","Code_22","Start to Start","C201355"
"http://www.cdisc.org","91b36791-268a-456e-97e1-1f4dadc45652","Code","2023-12-15","Code_24","After","C201356"
"http://www.cdisc.org","1c776c84-bf9b-413c-bed4-4488b89f2be1","Code","2023-12-15","Code_25","Start to Start","C201355"
"http://www.cdisc.org","0de347ed-c3f3-4418-9d1e-e25591828243","Code","2023-12-15","Code_27","After","C201356"
"http://www.cdisc.org","850c3417-6a3d-483e-ad35-6e42c670cfeb","Code","2023-12-15","Code_28","Start to Start","C201355"
"http://www.cdisc.org","4f673cea-fca6-4e2a-8f38-1b4b3449ec62","Code","2023-12-15","Code_30","After","C201356"
"http://www.cdisc.org","590aa620-a94c-4080-b822-6a3854a97d0f","Code","2023-12-15","Code_31","Start to Start","C201355"
"http://www.cdisc.org","ee786db3-4219-4d1f-9859-f7e2931de532","Code","2023-12-15","Code_35","After","C201356"
"http://www.cdisc.org","8b8b95a4-66db-494b-8caa-66bdee19f4b7","Code","2023-12-15","Code_36","Start to Start","C201355"
"http://www.cdisc.org","a6e1512b-f3fc-4e12-a370-0d6be146aaed","Code","2023-12-15","Code_40","After","C201356"
"http://www.cdisc.org","4395a8a6-fb4f-4c22-b364-69a7594219c7","Code","2023-12-15","Code_41","Start to Start","C201355"
"http://www.cdisc.org","d62134f2-3a1a-4547-8834-974f8584138b","Code","2023-12-15","Code_45","After","C201356"
"http://www.cdisc.org","4a77fb99-19cd-460a-a967-3bf36d9efae1","Code","2023-12-15","Code_46","Start to Start","C201355"
"http://www.cdisc.org","bc0a5ba6-66c6-4977-8d40-d6be7a41de26","Code","2023-12-15","Code_50","After","C201356"
"http://www.cdisc.org","f3f2d8a4-d490-4b04-9280-9de08a52f353","Code","2023-12-15","Code_51","Start to Start","C201355"
"http://www.cdisc.org","10de3732-49cb-4588-a8c8-b157e61b0cc5","Code","2023-12-15","Code_53","After","C201356"
"http://www.cdisc.org","edccbcc6-9af9-4ac8-882d-0a06ce5846e6","Code","2023-12-15","Code_54","Start to Start","C201355"
"http://www.cdisc.org","df91cc1f-8226-4844-88cf-67b4e2fff6e1","Code","2023-12-15","Code_33","After","C201356"
"http://www.cdisc.org","1e86736c-d02a-477d-843c-9e29e46e5d7c","Code","2023-12-15","Code_34","Start to Start","C201355"
"http://www.cdisc.org","b570414f-f7ea-4497-acb0-6563bab0919a","Code","2023-12-15","Code_38","After","C201356"
"http://www.cdisc.org","ba4f8e4c-ebcf-4024-906e-611fe721686a","Code","2023-12-15","Code_39","Start to Start","C201355"
"http://www.cdisc.org","bb501814-13da-4667-a7e5-a27b61af7505","Code","2023-12-15","Code_43","After","C201356"
"http://www.cdisc.org","d392bf06-a84a-4c4c-966e-5595faa475fd","Code","2023-12-15","Code_44","Start to Start","C201355"
"http://www.cdisc.org","8a3e91b0-b537-4eee-a66c-77481d1201ca","Code","2023-12-15","Code_48","After","C201356"
"http://www.cdisc.org","b8e8e8c2-a6d7-4070-b3cc-c4d236a58886","Code","2023-12-15","Code_49","Start to Start","C201355"
"http://www.cdisc.org","14689703-1a22-4310-a90b-46e05560b0aa","Code","2023-12-15","Code_56","Fixed Reference","C201358"
"http://www.cdisc.org","ecf5a4ef-6038-4046-85f2-5ae5e44ca2f4","Code","2023-12-15","Code_57","Start to Start","C201355"
"http://www.cdisc.org","811b612e-3cc5-4ca4-af3f-35656af1a81d","Code","2023-12-15","Code_58","Fixed Reference","C201358"
"http://www.cdisc.org","6527e3e1-13a1-4495-8d5a-900c4eea51d4","Code","2023-12-15","Code_59","Start to Start","C201355"
"http://www.cdisc.org","21f0de01-1442-4e00-a34d-000aff6d8e32","Code","2023-12-15","Code_60","Fixed Reference","C201358"
"http://www.cdisc.org","05699cca-54c8-4a9b-9ef2-671abd2bbf64","Code","2023-12-15","Code_61","Start to Start","C201355"
"http://www.cdisc.org","0dd54038-e345-4d19-b5b5-015a52e6dce4","Code","2023-12-15","Code_62","After","C201356"
"http://www.cdisc.org","39efbda0-2ea1-4093-a4c4-9d069008f64b","Code","2023-12-15","Code_63","Start to Start","C201355"
"http://www.cdisc.org","e8db2dac-931d-47a5-a4b8-f6dad3ff85de","Code","2023-12-15","Code_64","After","C201356"
"http://www.cdisc.org","41962f24-2d87-4468-b1b1-4dc3c0460095","Code","2023-12-15","Code_65","End to Start","C201353"
"http://www.cdisc.org","809581c5-87ad-41db-8d17-c7c769442eaf","Code","2023-12-15","Code_66","After","C201356"
"http://www.cdisc.org","2d181820-e0f8-4d6a-89df-245cf99fb6a5","Code","2023-12-15","Code_67","Start to Start","C201355"
"http://www.cdisc.org","e4930337-435e-4f23-92ab-eeb546143a24","Code","2023-12-15","Code_68","After","C201356"
"http://www.cdisc.org","845f471b-268a-4c27-947d-9f5b12c97d76","Code","2023-12-15","Code_69","End to Start","C201353"
"http://www.cdisc.org","be37b796-13e0-4e3f-bf4d-f6d1233da75b","Code","2023-12-15","Code_70","After","C201356"
"http://www.cdisc.org","09983f59-6581-4fa9-8dfe-36edc9427862","Code","2023-12-15","Code_71","Start to Start","C201355"
"http://www.cdisc.org","0bd4661f-dd60-4dac-93dd-77cc42ad0dd6","Code","2023-12-15","Code_602","Clinical Study Sponsor","C70793"
"ISO 3166 1 alpha3","5c028f79-0821-44b1-82d2-a1bf94799b95","Code","2020-08","Code_603","United Kingdom of Great Britain and Northern Ireland","GBR"
"http://www.cdisc.org","0ff31da8-6769-4df4-a4df-68201796febf","Code","2023-12-15","Code_3","Study Acronym","C94108"
"http://www.cdisc.org","b7f03cd3-a094-4f4c-bcc0-f1abd70f5ed9","Code","2023-12-15","Code_5","Brief Study Title","C99905x1"
"http://www.cdisc.org","7bed16c2-a608-409a-9037-648db72c9a00","Code","2023-12-15","Code_6","Official Study Title","C99905x2"
"http://www.cdisc.org","d795ec97-eb78-48ee-824a-1ebafd7455b4","Code","2023-12-15","Code_7","Public Study Title","C99905x3"
"http://www.cdisc.org","0d9bf6fa-6362-437a-aaeb-e0e2758a53df","Code","2023-12-15","Code_8","Final","C25508"
"http://www.cdisc.org","fe39de0d-5a5f-4786-8c54-bf5037298c83","Code","2023-12-15","Code_11","Protocol Effective Date","C99903x1"
"http://www.cdisc.org","bda0dc83-0f40-4440-b47a-d1ed2b0274f5","Code","2023-12-15","Code_13","Region","C41129"
"ISO 3166 1 alpha3","4a788e8e-d45d-41a2-b2e0-ca724e0c026d","Code","2020-08","Code_12","Europe","150"
