"codeSystemVersion","instanceType","decode","id","codeSystem","uuid:ID","code"
"2023-12-15","Code","SYSBP","Code_378","http://www.cdisc.org","63127b37-296c-479e-a4bb-a2e63220764c","C25298"
"2023-12-15","Code","Clinical Test Result","Code_379","http://www.cdisc.org","d45f17a8-1942-4e3f-8b60-52b7b8e1cfb9","C77140"
"2023-12-15","Code","Unit of Pressure","Code_380","http://www.cdisc.org","47eb5525-f566-41f6-87a7-da931fd04e95","C49669"
"2023-12-15","Code","Sitting","Code_381","http://www.cdisc.org","d34ba4b1-9bc6-45f8-8820-ee89c62aa763","C62122"
"2023-12-15","Code","Standing","Code_382","http://www.cdisc.org","763285e7-b2f6-4884-a121-9e60e5d5f59d","C62166"
"2023-12-15","Code","Supine Position","Code_383","http://www.cdisc.org","757cef96-60db-4f18-8623-1540af0323f7","C62167"
"2023-12-15","Code","Body Position","Code_384","http://www.cdisc.org","07bbc9a4-d860-4906-bed8-9e7a626e5d2a","C62164"
"2023-12-15","Code","Brachial Artery","Code_385","http://www.cdisc.org","f3610fcf-ce92-4027-8bb2-16c06849219a","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_386","http://www.cdisc.org","ca4d2598-0888-4165-8711-c3de12182400","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_387","http://www.cdisc.org","02135995-f8e1-4c13-953a-c444f96abc50","C32478"
"2023-12-15","Code","Femoral Artery","Code_388","http://www.cdisc.org","18e22f5a-2951-4401-b269-194a74d302d2","C12715"
"2023-12-15","Code","Radial Artery","Code_389","http://www.cdisc.org","9f7dea2e-a01e-4e6b-a994-5e7746221207","C12838"
"2023-12-15","Code","Anatomic Site","Code_390","http://www.cdisc.org","5f87d78b-6fd5-4095-809a-6862e34a1d3a","C13717"
"2023-12-15","Code","Left","Code_391","http://www.cdisc.org","8623de15-3f47-4a20-a1a6-3692c16ffbe9","C25229"
"2023-12-15","Code","Right","Code_392","http://www.cdisc.org","0d1ef4b4-c594-4084-a039-6334ac4390a4","C25228"
"2023-12-15","Code","Laterality","Code_393","http://www.cdisc.org","0a2f2fe4-a0e9-464a-908f-1812c1fb9002","C25185"
"2023-12-15","Code","SYSBP","Code_394","http://www.cdisc.org","0e4bb67e-def1-4dc3-9337-cb3c5c86a9e2","C25298"
"2023-12-15","Code","DIABP","Code_395","http://www.cdisc.org","c70c494f-760c-4b37-b1a7-7d4bf70d15d5","C25299"
"2023-12-15","Code","Clinical Test Result","Code_396","http://www.cdisc.org","17d1cd02-6314-45ec-afb0-1ca4f45789bc","C77140"
"2023-12-15","Code","Unit of Pressure","Code_397","http://www.cdisc.org","510f8b33-4edd-4d63-b2cd-fbd8c2b829bf","C49669"
"2023-12-15","Code","Sitting","Code_398","http://www.cdisc.org","7f13a0b8-36ad-4428-97dc-63873724efd5","C62122"
"2023-12-15","Code","Standing","Code_399","http://www.cdisc.org","21aded6d-7268-4dd2-8922-048fdbf582a9","C62166"
"2023-12-15","Code","Supine Position","Code_400","http://www.cdisc.org","e32bd39c-829a-43b5-b360-5b587a0cebf8","C62167"
"2023-12-15","Code","Body Position","Code_401","http://www.cdisc.org","3b43f6de-d15c-4945-a1c6-335ce29e878f","C62164"
"2023-12-15","Code","Brachial Artery","Code_402","http://www.cdisc.org","a40ae539-4cb2-492c-86fe-3f9750d0b7db","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_403","http://www.cdisc.org","74f3a331-e645-489e-a313-d1f1d0fd7fdd","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_404","http://www.cdisc.org","df2d330a-f001-471a-9061-8c568553f476","C32478"
"2023-12-15","Code","Femoral Artery","Code_405","http://www.cdisc.org","f8b7ee7a-52a4-4094-a48c-b51e53e4e3ce","C12715"
"2023-12-15","Code","Radial Artery","Code_406","http://www.cdisc.org","af14892e-b935-4aa0-8d82-365f039408a3","C12838"
"2023-12-15","Code","Anatomic Site","Code_407","http://www.cdisc.org","632f0f94-d4ce-4c5a-8426-133a9cd67b4a","C13717"
"2023-12-15","Code","Left","Code_408","http://www.cdisc.org","9001c028-222d-4437-82f1-b6758f4a9a53","C25229"
"2023-12-15","Code","Right","Code_409","http://www.cdisc.org","72712b6d-9279-47ee-a3d9-2685ac8a2457","C25228"
"2023-12-15","Code","Laterality","Code_410","http://www.cdisc.org","867940cc-e5f9-496b-a486-68fe2e87f904","C25185"
"2023-12-15","Code","DIABP","Code_411","http://www.cdisc.org","654848d0-beb3-4989-a11e-db1e390ff90c","C25299"
"2023-12-15","Code","HR","Code_412","http://www.cdisc.org","e01cdab6-933a-4ae4-8d40-39d67f94c4d5","C49677"
"2023-12-15","Code","Clinical Test Result","Code_413","http://www.cdisc.org","cda45c4c-9f6a-4be9-a9a3-ca4628ff83b5","C77140"
"2023-12-15","Code","Count per Minute","Code_414","http://www.cdisc.org","b1e279f6-83a8-425d-adfd-d6c9d38eb7b8","C73688"
"2023-12-15","Code","Sitting","Code_415","http://www.cdisc.org","75504b41-22fd-4261-bd1d-ef3c25fa346b","C62122"
"2023-12-15","Code","Standing","Code_416","http://www.cdisc.org","8e3c4758-4e49-487d-84c8-a614a44e9b2f","C62166"
"2023-12-15","Code","Supine Position","Code_417","http://www.cdisc.org","d4e94eda-4aba-45e8-aab5-cffb4c81ab46","C62167"
"2023-12-15","Code","Body Position","Code_418","http://www.cdisc.org","8b700c78-439d-480a-a68b-d5fcd706034e","C62164"
"2023-12-15","Code","Brachial Artery","Code_419","http://www.cdisc.org","7db4bff3-9bce-4f52-a9a1-66c6adbcdb8d","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_420","http://www.cdisc.org","ff77e63d-e110-47ac-8c28-9d5454ed051e","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_421","http://www.cdisc.org","33815179-62c4-42eb-8f1c-44010a46b874","C32478"
"2023-12-15","Code","Femoral Artery","Code_422","http://www.cdisc.org","82a6371b-668f-4c4f-9fdb-430db6583019","C12715"
"2023-12-15","Code","Radial Artery","Code_423","http://www.cdisc.org","d43725d3-ee35-4658-9cfa-a5c43524672f","C12838"
"2023-12-15","Code","Anatomic Site","Code_424","http://www.cdisc.org","d9f1f7d3-cd00-44f2-9aed-cfa00541ae0f","C13717"
"2023-12-15","Code","Left","Code_425","http://www.cdisc.org","000eb763-da7b-4539-901d-ba5d7484a634","C25229"
"2023-12-15","Code","Right","Code_426","http://www.cdisc.org","7aa7f768-6fc9-425c-be2b-852bbf77540a","C25228"
"2023-12-15","Code","Laterality","Code_427","http://www.cdisc.org","13d51e6e-0674-424d-9c2a-adafa1bfc516","C25185"
"2023-12-15","Code","HR","Code_428","http://www.cdisc.org","6df2f6f2-ab51-466b-a306-09bf85cedf9b","C49677"
"2023-12-15","Code","Placebo Comparator Arm","Code_123","http://www.cdisc.org","e71595fb-1c6a-4052-9076-4d89a2c0405d","C174268"
"2023-12-15","Code","Data Generated Within Study","Code_124","http://www.cdisc.org","c423eebb-e0ea-4636-886b-710ab1fb53a0","C188866"
"2023-12-15","Code","Active Comparator Arm","Code_125","http://www.cdisc.org","7701ff79-ce93-4375-8873-c983b50ce39e","C174267"
"2023-12-15","Code","Data Generated Within Study","Code_126","http://www.cdisc.org","0f8ca72b-90ee-42d8-975d-257113297861","C188866"
"2023-12-15","Code","Active Comparator Arm","Code_127","http://www.cdisc.org","5a8f7be8-4b0e-4400-acdd-e90912baf4e0","C174267"
"2023-12-15","Code","Data Generated Within Study","Code_128","http://www.cdisc.org","286e7bb9-d501-4868-b994-2f1c933a4281","C188866"
"2023-12-15","Code","Double Blind Study","Code_136","http://www.cdisc.org","c471370e-970c-4066-bae1-e8c866b9e314","C15228"
"2023-12-15","Code","Screening Epoch","Code_129","http://www.cdisc.org","4f4c64b2-29ff-47b7-97ca-87c8b13e43df","C202487"
"2023-12-15","Code","Treatment Epoch","Code_130","http://www.cdisc.org","1e47d18f-aed5-466d-8c85-a8fff4a4c883","C101526"
"2023-12-15","Code","Treatment Epoch","Code_131","http://www.cdisc.org","93926dfd-3c4b-457e-a63e-8a2b867c824d","C101526"
"2023-12-15","Code","Treatment Epoch","Code_132","http://www.cdisc.org","44ac12a7-b902-4427-bec6-7874ae89bc13","C101526"
"2023-12-15","Code","Follow-Up Epoch","Code_133","http://www.cdisc.org","8f2c8b49-a43e-4b48-8371-1fdcd597052b","C202578"
"1","Code","Alzheimer's disease; unspecified","Code_550","ICD-10-CM","668043cd-23fb-4935-ad9e-ce01f815ad2a","G30.9"
"January 31, 2018","Code","Alzheimer's disease","Code_551","SNOMED","7cc9f730-893b-4ea5-b157-7cdb87e57c15","26929004"
"2023-12-15","Code","Sponsor","Code_142","http://www.cdisc.org","f3a253ef-769e-4d90-82c8-f8dead7022c3","C70793"
"2023-12-15","Code","Primary Objective","Code_555","http://www.cdisc.org","00c495d9-b1c5-458e-b5bd-9912d8bf965c","C85826"
"2023-12-15","Code","Primary Endpoint","Code_554","http://www.cdisc.org","cb2b02ca-e41a-485a-8e94-e79a01940b69","C94496"
"2023-12-15","Code","Primary Endpoint","Code_556","http://www.cdisc.org","66be3d47-2804-41a7-bfab-5e55eb56be2b","C94496"
"2023-12-15","Code","Primary Objective","Code_558","http://www.cdisc.org","b1b775f2-8352-4f77-9a7d-cecee3d63530","C85826"
"2023-12-15","Code","Primary Endpoint","Code_557","http://www.cdisc.org","d7f5f716-221d-4b25-90df-8b56e3b5a6f6","C94496"
"2023-12-15","Code","Primary Endpoint","Code_559","http://www.cdisc.org","aa30476e-4461-415d-995c-15ff4dc072d1","C94496"
"2023-12-15","Code","Primary Endpoint","Code_560","http://www.cdisc.org","90991cb9-247b-45e1-9bc8-47a78a28b0e0","C94496"
"2023-12-15","Code","Secondary Objective","Code_562","http://www.cdisc.org","35595398-c0dc-450e-8ebb-a4ea86dc41ba","C85827"
"2023-12-15","Code","Secondary Endpoint","Code_561","http://www.cdisc.org","c4520981-b142-487e-880c-01b05b214db6","C139173"
"2023-12-15","Code","Secondary Endpoint","Code_563","http://www.cdisc.org","87c45425-1b2f-4ccc-85ad-0b65f3442b53","C139173"
"2023-12-15","Code","Secondary Endpoint","Code_564","http://www.cdisc.org","a882d48c-c76a-4556-b8bc-e0817b3f2bd4","C139173"
"2023-12-15","Code","Secondary Objective","Code_566","http://www.cdisc.org","66493d03-cb3a-4a66-a506-1e53601d3caf","C85827"
"2023-12-15","Code","Secondary Endpoint","Code_565","http://www.cdisc.org","ced98df5-641a-4def-9e99-a0663b966ae8","C139173"
"2023-12-15","Code","Secondary Objective","Code_568","http://www.cdisc.org","0655816f-9d4f-4348-97df-55534e960858","C85827"
"2023-12-15","Code","Secondary Endpoint","Code_567","http://www.cdisc.org","67f73dcc-5b4f-46fa-a508-be778be56075","C139173"
"2023-12-15","Code","Secondary Objective","Code_570","http://www.cdisc.org","89a14bf6-278c-4b7f-8bdf-5ac710868e8c","C85827"
"2023-12-15","Code","Secondary Endpoint","Code_569","http://www.cdisc.org","4fdc5fdf-e144-429b-ba89-8a82c3006793","C139173"
"2023-12-15","Code","Both","Code_553","http://www.cdisc.org","0bce2bb2-0728-4db7-8225-0cda6f832da5","C49636"
"2023-12-15","Code","Inclusion Criteria","Code_571","http://www.cdisc.org","2fb18c98-f481-4be8-b63b-10f6825e8c7e","C25532"
"2023-12-15","Code","Inclusion Criteria","Code_572","http://www.cdisc.org","1090210f-d4f2-44cc-a228-1596c87e4c1b","C25532"
"2023-12-15","Code","Inclusion Criteria","Code_573","http://www.cdisc.org","5a6c91eb-62cb-4f52-b8da-76fb1d7aff94","C25532"
"2023-12-15","Code","Inclusion Criteria","Code_574","http://www.cdisc.org","bbd183e1-5f6e-4bc0-9961-1478713afa38","C25532"
"2023-12-15","Code","Inclusion Criteria","Code_575","http://www.cdisc.org","09efce26-b3fc-4a37-8725-ba6594b3e988","C25532"
"2023-12-15","Code","Inclusion Criteria","Code_576","http://www.cdisc.org","346e78f8-b441-4024-87eb-b8f7642cfa03","C25532"
"2023-12-15","Code","Inclusion Criteria","Code_577","http://www.cdisc.org","967c1469-84e8-4ee7-985d-14a8e408fdaf","C25532"
"2023-12-15","Code","Inclusion Criteria","Code_578","http://www.cdisc.org","e12ec370-a081-4054-8ef3-0b321fe1502d","C25532"
"2023-12-15","Code","Exclusion Criteria","Code_579","http://www.cdisc.org","f2b0aca2-b9b9-4536-a4bb-5e5535668e80","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_580","http://www.cdisc.org","fcfbe745-f09b-4b66-b64e-010b72ea5f95","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_581","http://www.cdisc.org","12b529ba-90ba-406a-8707-025520673522","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_582","http://www.cdisc.org","3283483c-06ac-42f4-afd8-a0dc20483a48","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_583","http://www.cdisc.org","6e7c8cf9-f472-4644-b93a-1a81ba1c117b","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_584","http://www.cdisc.org","074c2be4-f434-4915-b01d-ae2b2d513f98","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_585","http://www.cdisc.org","425886d0-065d-4741-9dd8-c06baa9edbbc","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_586","http://www.cdisc.org","bf120abf-d9bb-4a34-9dd5-70e7b5fc7a61","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_587","http://www.cdisc.org","ffd4d1c0-45ba-4dcf-8b57-284fc52ee7fb","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_588","http://www.cdisc.org","ae8c5729-57bf-43a8-a22a-b91c0d1789fa","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_589","http://www.cdisc.org","3344edb5-5bf1-4de0-bb3e-30f5e707b6fb","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_590","http://www.cdisc.org","ce36f178-8496-41cc-95e7-8cdbe84b6ef4","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_591","http://www.cdisc.org","c310dac4-fee2-4c9e-8cef-0db952868618","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_592","http://www.cdisc.org","748c8e0e-009b-4d3d-9f0e-ca8066e5272f","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_593","http://www.cdisc.org","3d133db6-9a2f-4b52-ba6b-952a3f716994","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_594","http://www.cdisc.org","75f39570-9c11-445c-bf84-98fa7cc153e5","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_595","http://www.cdisc.org","87309975-3852-4a53-b844-103bfe04f200","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_596","http://www.cdisc.org","6a2cc421-ee72-4b60-8b16-a35e5f279aea","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_597","http://www.cdisc.org","597a9b84-d60c-4e09-8d04-bdf8ace0c0a0","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_598","http://www.cdisc.org","02a4ce5c-c3bd-4e55-b7e0-38b2baba6203","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_599","http://www.cdisc.org","93c0298b-4662-4e97-96d4-0110db23e9d7","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_600","http://www.cdisc.org","3a1037d0-8571-4491-9902-df14651c58df","C25370"
"2023-12-15","Code","Exclusion Criteria","Code_601","http://www.cdisc.org","f5c3ffc8-b7c2-4a5c-ae29-578a38ce96ce","C25370"
"2023-12-15","Code","Year","Code_552","http://www.cdisc.org","bd68bc5d-28ef-4327-a775-8c6927c63afb","C29848"
"2023-12-15","Code","Before","Code_14","http://www.cdisc.org","aab0208d-6856-4dae-96cf-733ee3f61d09","C201357"
"2023-12-15","Code","Start to Start","Code_15","http://www.cdisc.org","5672ba55-bd6a-4cdf-b733-4e8b8b6b48c0","C201355"
"2023-12-15","Code","Before","Code_16","http://www.cdisc.org","23c72441-0582-4db2-a548-385862f024ad","C201357"
"2023-12-15","Code","Start to Start","Code_17","http://www.cdisc.org","3756f7e3-a6b7-4edb-9bc7-7b602a2e2cd3","C201355"
"2023-12-15","Code","Fixed Reference","Code_19","http://www.cdisc.org","f3b8b720-ab81-484e-9191-dec07fa89b92","C201358"
"2023-12-15","Code","Start to Start","Code_20","http://www.cdisc.org","4a78ea81-84a0-4a25-8656-3c6071b56656","C201355"
"2023-12-15","Code","After","Code_21","http://www.cdisc.org","8f72f654-acf0-4c28-8d19-76a713a95285","C201356"
"2023-12-15","Code","Start to Start","Code_22","http://www.cdisc.org","b562318b-660a-4d04-8a81-70f2d609b20f","C201355"
"2023-12-15","Code","After","Code_24","http://www.cdisc.org","8e89223c-85d1-4cf9-9160-6c20eead402c","C201356"
"2023-12-15","Code","Start to Start","Code_25","http://www.cdisc.org","1c95bc5d-d173-4927-a0bd-00a54c1d4f36","C201355"
"2023-12-15","Code","After","Code_27","http://www.cdisc.org","67101851-f927-437e-93e6-038b70c64fa5","C201356"
"2023-12-15","Code","Start to Start","Code_28","http://www.cdisc.org","f518c305-3fec-4482-a4ae-c75907a350ba","C201355"
"2023-12-15","Code","After","Code_30","http://www.cdisc.org","3b84ed4a-17c0-42d5-a942-7093a4b34870","C201356"
"2023-12-15","Code","Start to Start","Code_31","http://www.cdisc.org","3d9f4609-aca8-45e9-b656-ab00a6ac1861","C201355"
"2023-12-15","Code","After","Code_35","http://www.cdisc.org","9c1d3ee7-a6e0-4bf2-b783-f8afaac1f946","C201356"
"2023-12-15","Code","Start to Start","Code_36","http://www.cdisc.org","5a895091-14ab-463a-bc52-7686d28ce3dc","C201355"
"2023-12-15","Code","After","Code_40","http://www.cdisc.org","cb19d844-9dde-40ae-803f-13bea2ade1df","C201356"
"2023-12-15","Code","Start to Start","Code_41","http://www.cdisc.org","573039aa-f8c4-4181-8c4f-ea8d6f897348","C201355"
"2023-12-15","Code","After","Code_45","http://www.cdisc.org","629c9ec0-7257-406a-8942-dc333ded3a8e","C201356"
"2023-12-15","Code","Start to Start","Code_46","http://www.cdisc.org","688bc2d5-945a-4326-82ba-239bdb79e062","C201355"
"2023-12-15","Code","After","Code_50","http://www.cdisc.org","53adcf4a-507a-4e35-8636-da6dcb3e14d0","C201356"
"2023-12-15","Code","Start to Start","Code_51","http://www.cdisc.org","35ec352b-4ef0-46f5-9fb5-52d9374710d9","C201355"
"2023-12-15","Code","After","Code_53","http://www.cdisc.org","10ee1744-4425-404a-8b52-2a13ff19e896","C201356"
"2023-12-15","Code","Start to Start","Code_54","http://www.cdisc.org","90b2d039-254d-4b3f-aeb4-dc3f33d1b649","C201355"
"2023-12-15","Code","After","Code_33","http://www.cdisc.org","5df71113-ed26-41ec-8971-d8251bbc5735","C201356"
"2023-12-15","Code","Start to Start","Code_34","http://www.cdisc.org","16fdb5f4-b494-4f5e-b2a5-09a9603762e4","C201355"
"2023-12-15","Code","After","Code_38","http://www.cdisc.org","9fe63e33-5efa-45b8-8797-d0ec89364f5e","C201356"
"2023-12-15","Code","Start to Start","Code_39","http://www.cdisc.org","ba609499-49ef-40a6-b4ad-b05ad6ade4b8","C201355"
"2023-12-15","Code","After","Code_43","http://www.cdisc.org","8945f689-a1cf-42ea-ae8d-eb268f5b062e","C201356"
"2023-12-15","Code","Start to Start","Code_44","http://www.cdisc.org","52ca9bb2-edc0-4b0b-9e80-3282a4a6f390","C201355"
"2023-12-15","Code","After","Code_48","http://www.cdisc.org","9f6e0e3e-d210-4f59-8a40-f0c50532a007","C201356"
"2023-12-15","Code","Start to Start","Code_49","http://www.cdisc.org","81689a16-60f9-4bf7-b689-dbfa23da8d33","C201355"
"2023-12-15","Code","Fixed Reference","Code_56","http://www.cdisc.org","b9091f62-41d8-4a72-9e44-5944e0f8d912","C201358"
"2023-12-15","Code","Start to Start","Code_57","http://www.cdisc.org","33a5488b-46e3-4545-9881-abc93f3ea9d3","C201355"
"2023-12-15","Code","Fixed Reference","Code_58","http://www.cdisc.org","67c14c03-0181-49a5-9e6f-7db67f2bbe10","C201358"
"2023-12-15","Code","Start to Start","Code_59","http://www.cdisc.org","85782bff-083f-438a-88ea-8c111c6e0945","C201355"
"2023-12-15","Code","Fixed Reference","Code_60","http://www.cdisc.org","13fcb250-98d5-4848-94da-8aa78b1b623c","C201358"
"2023-12-15","Code","Start to Start","Code_61","http://www.cdisc.org","5460d235-86a6-4001-842e-5b7013cc1ef3","C201355"
"2023-12-15","Code","After","Code_62","http://www.cdisc.org","bad6f583-ffc8-4bed-b18f-06abb4d7453e","C201356"
"2023-12-15","Code","Start to Start","Code_63","http://www.cdisc.org","a26d9ae8-ff70-4534-b6e7-90b8fc500b0d","C201355"
"2023-12-15","Code","After","Code_64","http://www.cdisc.org","eb653c57-9a72-438f-856c-d868929e1224","C201356"
"2023-12-15","Code","End to Start","Code_65","http://www.cdisc.org","4077e9a3-fdaf-43f6-822d-58ec379d15a1","C201353"
"2023-12-15","Code","After","Code_66","http://www.cdisc.org","5ef76abf-2e22-4253-99f7-676949da0de9","C201356"
"2023-12-15","Code","Start to Start","Code_67","http://www.cdisc.org","7118b0d9-ebfe-4e9f-80c9-510647ad0639","C201355"
"2023-12-15","Code","After","Code_68","http://www.cdisc.org","55f0ef24-6aff-480a-8ab2-656a3f9142ec","C201356"
"2023-12-15","Code","End to Start","Code_69","http://www.cdisc.org","f647d813-7d09-4812-98e2-c83adbb8ed16","C201353"
"2023-12-15","Code","After","Code_70","http://www.cdisc.org","fccdc0ac-7f23-41ae-a698-a538d7dc4aa7","C201356"
"2023-12-15","Code","Start to Start","Code_71","http://www.cdisc.org","ccc054ca-274f-4479-96ef-422d410cf295","C201355"
"2023-12-15","Code","Clinical Study Sponsor","Code_602","http://www.cdisc.org","700c0437-6f19-4194-a00f-62803d8c2f25","C70793"
"2020-08","Code","United Kingdom of Great Britain and Northern Ireland","Code_603","ISO 3166 1 alpha3","2058d1ff-4aa0-400c-9d45-8fac0aa049a8","GBR"
"2023-12-15","Code","Study Acronym","Code_3","http://www.cdisc.org","a5b5e675-7286-49dd-9712-dd67f9948cc4","C94108"
"2023-12-15","Code","Brief Study Title","Code_5","http://www.cdisc.org","8d9544ad-c155-4c71-aece-65d7bd44334e","C99905x1"
"2023-12-15","Code","Official Study Title","Code_6","http://www.cdisc.org","2fabf05d-8de3-4fb7-a2cc-ef6c33133869","C99905x2"
"2023-12-15","Code","Public Study Title","Code_7","http://www.cdisc.org","f9cedbd0-5599-4197-b50e-9b32eac7dd32","C99905x3"
"2023-12-15","Code","Final","Code_8","http://www.cdisc.org","fccd710f-8c2e-4693-a503-88995c019b2e","C25508"
"2023-12-15","Code","Protocol Effective Date","Code_11","http://www.cdisc.org","3735c850-4a72-4ac6-8079-4b67d07c3f00","C99903x1"
"2023-12-15","Code","Region","Code_13","http://www.cdisc.org","aa3a9f13-32f4-490a-a6b6-66780233014d","C41129"
"2020-08","Code","Europe","Code_12","ISO 3166 1 alpha3","dae6ee10-92c6-4ef1-8452-b555f02142ee","150"
