"instanceType","codeSystem","uuid:ID","id","decode","codeSystemVersion","code"
"Code","http://www.cdisc.org","6b363f9d-1415-46c9-ae2f-2e79c6cb9109","Code_382","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","4f7d33fd-4d0e-4c63-971f-b1e72f189d4e","Code_383","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","c7d1ce82-de8a-4792-9d7a-9964b1bd98f6","Code_384","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","a89508ff-a02e-4116-8d3e-b51870fb83b1","Code_385","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","d6e87837-a739-465b-8952-cc97307a4c3e","Code_386","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","1b2dde1f-a538-4eaf-b396-4bd380d46671","Code_387","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","d6d637d3-07c7-4900-b2f2-f9cf876e1590","Code_388","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","6e5a88f1-e6ae-41fe-8364-9f86cce12784","Code_389","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","52d6c9ee-98cc-41a2-ad41-b90a26dba7b9","Code_390","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","4c391695-25e2-42cc-9455-6d7a50687fe3","Code_391","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","3276981e-22a5-4ac0-bb1e-7bf237588e5d","Code_392","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","82e7eb24-7ebe-45ba-a3c6-5dea73460043","Code_393","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","514f8991-d71e-44fe-841d-9ba650cdf8d3","Code_394","SYSBP","2023-12-15","C25298"
"Code","http://www.cdisc.org","0ea68214-c110-4075-9d38-2426edef7623","Code_395","DIABP","2023-12-15","C25299"
"Code","http://www.cdisc.org","b18d6b11-257a-41f6-b64e-d407da1cfd1a","Code_396","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","2c922e7d-fe13-4c3e-822f-b276255e6cf3","Code_397","Unit of Pressure","2023-12-15","C49669"
"Code","http://www.cdisc.org","7e440636-5295-420e-b239-565ba87c1898","Code_398","Sitting","2023-12-15","C62122"
"Code","http://www.cdisc.org","d4e7f90a-13dc-4ad6-84df-001887b1f5bd","Code_399","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","00765519-e18a-4ea5-ad7d-0eab5c06fb5e","Code_400","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","2d288c84-1701-4969-a757-5178613ab60f","Code_401","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","d0aceea3-b0aa-422b-b623-a02ccb0137f2","Code_402","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","07726bd8-a9d2-4ddd-acce-dcdb7f1332bb","Code_403","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","ebdd93cd-d24a-4a41-8cd5-e06e4f8c2664","Code_404","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","0d5ae5bd-f4a3-49af-8f2f-13b209a41b48","Code_405","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","a1699ddf-4401-480d-96b3-b3f9656e0f6f","Code_406","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","953ccfe6-4265-4f4a-9849-4486cf940409","Code_407","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","0f2ddf76-b21f-4c6f-a360-5a2465535eb8","Code_408","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","9951443b-efc9-4b6d-9710-8619cc004e8f","Code_409","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","8479bb44-8ae9-4c87-af1e-b23c540d21b3","Code_410","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","2e999da8-7a14-4a0c-aede-8cb630c7088f","Code_411","DIABP","2023-12-15","C25299"
"Code","http://www.cdisc.org","e43f9981-6273-4226-b445-177a7c79cc57","Code_412","HR","2023-12-15","C49677"
"Code","http://www.cdisc.org","2ae140ae-9146-4fa9-ae94-e2c78d7e5fdf","Code_413","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","ae09ea82-fe68-4272-9561-9491dbe00efd","Code_414","Count per Minute","2023-12-15","C73688"
"Code","http://www.cdisc.org","545c9e9c-c406-4882-8f24-40cdaab839f8","Code_415","Sitting","2023-12-15","C62122"
"Code","http://www.cdisc.org","f44e29e3-8968-4c31-85ae-3ebcc6c8b230","Code_416","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","bddcccf8-7dd6-4ecf-80b5-8d0d372109b6","Code_417","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","3f47f4bc-6ee2-4067-8735-a3d1841b336f","Code_418","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","3f7f8828-3d38-4b6b-aacb-d0ff863bddb7","Code_419","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","5d57d613-bd55-430f-936d-372ee08e84b5","Code_420","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","dc2c8145-94fd-493a-83f3-d7cc787718b2","Code_421","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","7fd6a84c-f04d-454c-b00d-b6927ca08a81","Code_422","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","9b1af963-f9ef-4b46-9686-a4859da625b2","Code_423","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","0aca417e-7b6c-4371-bcc7-94be1438dbef","Code_424","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","e7d8b2c9-91b2-4988-9cfb-144a1cbef265","Code_425","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","42184f91-1d2a-424d-9417-1a6078379b80","Code_426","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","06c78d34-bc9d-4d51-b140-9f4e7571fa0b","Code_427","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","10986d92-51ea-451b-b2da-75da9d561df9","Code_428","HR","2023-12-15","C49677"
"Code","http://www.cdisc.org","b9005698-c2a0-4e9c-ae96-92a9568a30ed","Code_123","Placebo Comparator Arm","2023-12-15","C174268"
"Code","http://www.cdisc.org","28964719-12a7-43e4-919a-2def2ab05abb","Code_124","Data Generated Within Study","2023-12-15","C188866"
"Code","http://www.cdisc.org","c63494fe-dbb3-47f5-ae36-261555024625","Code_125","Active Comparator Arm","2023-12-15","C174267"
"Code","http://www.cdisc.org","574a182f-f54c-4a9b-bbca-e6feda2ab345","Code_126","Data Generated Within Study","2023-12-15","C188866"
"Code","http://www.cdisc.org","7ba533d2-8272-4e3c-89f6-61143551ed8a","Code_127","Active Comparator Arm","2023-12-15","C174267"
"Code","http://www.cdisc.org","e460cf8d-e6ce-4010-a21a-3b367a78b21e","Code_128","Data Generated Within Study","2023-12-15","C188866"
"Code","http://www.cdisc.org","6fd813c7-7734-49bc-b25a-3bef142fad54","Code_136","Double Blind Study","2023-12-15","C15228"
"Code","http://www.cdisc.org","c55ace74-98c8-4489-b21f-cbaf4550fbcd","Code_129","Screening Epoch","2023-12-15","C202487"
"Code","http://www.cdisc.org","328d48c9-18ca-4aaf-89f7-24253309e6b0","Code_130","Treatment Epoch","2023-12-15","C101526"
"Code","http://www.cdisc.org","eb402813-765f-418c-8b5e-e404bab79546","Code_131","Treatment Epoch","2023-12-15","C101526"
"Code","http://www.cdisc.org","fcf48560-1d13-45de-ab5a-a8f2674a003d","Code_132","Treatment Epoch","2023-12-15","C101526"
"Code","http://www.cdisc.org","d00103fd-9f28-4738-91d7-2562c0d9e98b","Code_133","Follow-Up Epoch","2023-12-15","C202578"
"Code","ICD-10-CM","93f16c31-4ea2-44ba-9bf7-eb66a5953fc8","Code_546","Alzheimer's disease; unspecified","1","G30.9"
"Code","SNOMED","9ac89fc7-77b1-4c26-8b03-54877320bf3c","Code_547","Alzheimer's disease","January 31, 2018","26929004"
"Code","http://www.cdisc.org","d20084df-98c9-4337-948e-e4cc46fe28f8","Code_142","Sponsor","2023-12-15","C70793"
"Code","http://www.cdisc.org","136313b4-1588-44fa-9ea1-649b7bae21a9","Code_551","Primary Objective","2023-12-15","C85826"
"Code","http://www.cdisc.org","f5d06427-9b19-45dc-8b03-252aa076d4bc","Code_550","Primary Endpoint","2023-12-15","C94496"
"Code","http://www.cdisc.org","1529286e-dcf6-4130-87f5-5b576b7fa1cd","Code_552","Primary Endpoint","2023-12-15","C94496"
"Code","http://www.cdisc.org","26d95f43-18a3-4328-b20b-8ca1d2c8c0a7","Code_554","Primary Objective","2023-12-15","C85826"
"Code","http://www.cdisc.org","153dfcd0-ef74-48a9-ab45-e9b5ab35a3e8","Code_553","Primary Endpoint","2023-12-15","C94496"
"Code","http://www.cdisc.org","8cc2c794-4d22-4997-bd98-f5a4f458dc10","Code_555","Primary Endpoint","2023-12-15","C94496"
"Code","http://www.cdisc.org","64e0150d-561e-4795-bd3a-a187fc4ed6bc","Code_556","Primary Endpoint","2023-12-15","C94496"
"Code","http://www.cdisc.org","3a87c39c-b2ed-4438-8237-09b7ac24676f","Code_558","Secondary Objective","2023-12-15","C85827"
"Code","http://www.cdisc.org","5495bdf3-4769-484b-8d30-aa5584f6b844","Code_557","Secondary Endpoint","2023-12-15","C139173"
"Code","http://www.cdisc.org","27ba1751-b9ce-4e71-b5f5-d19edce46be5","Code_559","Secondary Endpoint","2023-12-15","C139173"
"Code","http://www.cdisc.org","3f188b81-abb8-4bd5-9624-fcac9edad66e","Code_560","Secondary Endpoint","2023-12-15","C139173"
"Code","http://www.cdisc.org","998b9d44-9c37-4c62-a48e-e067efa316ed","Code_562","Secondary Objective","2023-12-15","C85827"
"Code","http://www.cdisc.org","40f6d968-4183-40db-81fb-f6c88c263b05","Code_561","Secondary Endpoint","2023-12-15","C139173"
"Code","http://www.cdisc.org","cee9bc6f-fa9b-4e28-861d-ab7ee0ebec66","Code_564","Secondary Objective","2023-12-15","C85827"
"Code","http://www.cdisc.org","25748948-de90-4f5a-a4bb-1fa6c9028b0b","Code_563","Secondary Endpoint","2023-12-15","C139173"
"Code","http://www.cdisc.org","ad751bf1-f4ab-4e1d-bc53-5e9d9cce6ce3","Code_566","Secondary Objective","2023-12-15","C85827"
"Code","http://www.cdisc.org","0584b70e-bf52-4867-bf12-9bef77a41539","Code_565","Secondary Endpoint","2023-12-15","C139173"
"Code","http://www.cdisc.org","7b1e8cb4-fc38-437e-98ec-c121d69ca7cb","Code_549","Both","2023-12-15","C49636"
"Code","http://www.cdisc.org","c9f3104f-1997-435c-9193-ecdcf2ae6b6a","Code_567","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","bfc7c5dd-ff20-415a-85e2-16dcfc932279","Code_568","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","1cc73fba-6be3-4f80-82f7-c07d6acfe67c","Code_569","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","810100d9-86f2-4b79-a754-df67b93a96ad","Code_570","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","d701c6ea-676e-4362-9f08-c25360ed0c9a","Code_571","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","c5cef67f-49c1-4ca3-98f3-6d1a6f955220","Code_572","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","a30705ab-d27d-4f84-a42d-dda73239fdc5","Code_573","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","438a5194-3588-4505-8f13-09b4a1012d67","Code_574","Inclusion Criteria","2023-12-15","C25532"
"Code","http://www.cdisc.org","5e2b5f90-bca1-4e3c-bba6-1a784d155027","Code_575","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","10550593-c404-4305-a431-6f2075c8f852","Code_576","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","b4994e6c-2f97-43c1-886c-1e4bdcb849a5","Code_577","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","56ede591-3f88-4c58-a61a-4da80da29377","Code_578","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","7ff5ce67-20c4-42eb-bec6-c70bf6f97871","Code_579","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","001f2a16-55bc-4b38-b2af-fef214174b3a","Code_580","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","27eee0d8-8691-40b2-93e5-6c883005974f","Code_581","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","bd7f8c71-db51-49e2-a78c-805273d70dac","Code_582","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","b9ca6aaa-ba4f-4345-82f3-f17cff35db33","Code_583","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","66e41bfe-6cf6-46f2-96ab-37d9cf07d218","Code_584","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","bc3f5950-dee9-499a-a5bc-f081a7ddbd30","Code_585","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","81262d06-93b7-41d3-b4cd-f429d4fa9b9a","Code_586","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","2dd29637-3476-47c7-af07-55deb187629d","Code_587","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","632b4177-e5a2-44fe-bcd8-6b07a87f2720","Code_588","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","6bd7f99e-566c-4ffe-b61d-7a084ee1fa3f","Code_589","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","af9f7fc2-24fa-43e6-b755-fe3fd70a672c","Code_590","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","8f44c8b7-ecb1-42e2-bf99-3a8c75bb7dae","Code_591","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","8630d445-bb3b-4b8e-b090-5371ef341ce1","Code_592","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","10ffc6da-093f-45cb-ba23-df00042c61e2","Code_593","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","f22e5fd0-166e-4e3b-ba9f-33880cc4b452","Code_594","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","e196ecc1-b04c-4532-ae9a-35884875e1f0","Code_595","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","765d1fed-701c-4140-8299-6b12bd166ecc","Code_596","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","2409fa05-2029-41bb-a4d3-2920f3af32f2","Code_597","Exclusion Criteria","2023-12-15","C25370"
"Code","http://www.cdisc.org","d38a457d-951d-4ea7-ad06-e7e61200017e","Code_548","Year","2023-12-15","C29848"
"Code","http://www.cdisc.org","67f10bdb-dc33-4d2a-9440-4339af6f32a0","Code_14","Before","2023-12-15","C201357"
"Code","http://www.cdisc.org","110dc690-6849-4edb-9279-52f060988b2f","Code_15","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","a3e715c9-e473-4c53-80b4-328e21ba98de","Code_16","Before","2023-12-15","C201357"
"Code","http://www.cdisc.org","b11002ed-bcd4-4334-832a-d1699f6cfe71","Code_17","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","7227bcc9-d962-4ba4-8dd9-33cbadccbb1b","Code_19","Fixed Reference","2023-12-15","C201358"
"Code","http://www.cdisc.org","55e844b9-432b-4c8f-ba0e-e6b0ee297a88","Code_20","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","cddbd96b-908a-4225-9769-66e6adbac40a","Code_21","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","447993be-896a-48ac-a15b-12e8ae43f28d","Code_22","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","20d004e6-b735-41de-b9f7-ea16126e7e14","Code_24","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","7bb35b89-1727-41b7-a4b3-95cfdb6c7e10","Code_25","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","45cc982e-10cf-40b2-9133-2faedb7a10f1","Code_27","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","ac77888b-0797-4571-b582-a697a1b8f5ba","Code_28","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","6cfe0eb5-3280-45b3-acdd-e6bc3ee7408a","Code_30","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","87f3f075-d904-4d40-967d-075917b41382","Code_31","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","39624363-4ecf-4fea-81f4-1c29c0aa194e","Code_35","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","9bcdd9a8-3c5d-415a-a357-2794ca5751b8","Code_36","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","656a2dfd-f695-43fe-b44e-1dfebc6a3df5","Code_40","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","43ab1f2d-2d38-4721-90e9-9215fb10b0d9","Code_41","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","6d5c98f6-76dd-41bd-8712-4eb59d08cbd3","Code_45","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","5c3e643a-50b2-4b65-82a5-3e28d0978dfa","Code_46","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","aa723e1b-84dd-4e94-ab36-64c35cc7a440","Code_50","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","9c6ec780-a205-4c44-aecf-162061cbc56e","Code_51","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","fdf59954-842b-414a-aa98-80275aec0d17","Code_53","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","f80e0650-c723-4a17-9652-58374f220771","Code_54","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","b6ddee8a-154c-4a9a-8de5-3d2aa4933722","Code_33","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","2a384fa1-82d4-4fd0-9519-bbb6c7f0ee21","Code_34","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","d8d5ae2d-8528-4999-9e20-8ce8dc3dd933","Code_38","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","f3218b36-acd7-4463-8cce-d82f9700d689","Code_39","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","b27136d8-c961-48a2-b9ce-bcabd4749592","Code_43","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","96a9b613-8702-4ad1-8d86-2c0bb9eafefc","Code_44","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","b89abc7e-1e7e-4114-8e1f-5a71000c9acd","Code_48","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","8ed6aaad-e253-4493-9ce7-0a4970ae83d7","Code_49","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","2e1246e8-834f-4980-980b-f9cde6817128","Code_56","Fixed Reference","2023-12-15","C201358"
"Code","http://www.cdisc.org","c8d0b0b9-90db-4484-9673-e69b3e39119a","Code_57","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","80246086-ef81-490b-80d6-301b4d816298","Code_58","Fixed Reference","2023-12-15","C201358"
"Code","http://www.cdisc.org","74139819-3de3-4c1a-a877-1ae7f829e6d0","Code_59","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","16d169bd-eba0-4593-9d8d-1a2dc2d97513","Code_60","Fixed Reference","2023-12-15","C201358"
"Code","http://www.cdisc.org","89d6ec91-4066-43a1-ada4-4acbca662f6c","Code_61","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","a55b4dbb-2e7d-49d0-ac76-cb37212bc356","Code_62","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","107ca02b-472a-4185-9144-9eac463c9b58","Code_63","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","e1499ee9-6e56-4b0a-abd5-c5b367df7b5b","Code_64","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","d8a7c3e4-853e-49a6-9c4f-2339d6cdeb9a","Code_65","End to Start","2023-12-15","C201353"
"Code","http://www.cdisc.org","4eddb53b-cb09-46af-bc3b-0b4424cf6af8","Code_66","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","7b2d8636-f416-4b53-b6ea-72bbbc30c250","Code_67","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","5db633ba-aaae-4314-ab10-e6d0097d0a54","Code_68","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","cb575f1d-932d-429c-bf18-33a61aeb3f22","Code_69","End to Start","2023-12-15","C201353"
"Code","http://www.cdisc.org","0b2cbcf5-582e-415b-b771-295be0a9dad7","Code_70","After","2023-12-15","C201356"
"Code","http://www.cdisc.org","4b164948-577a-4d8e-812f-493de5a1deb1","Code_71","Start to Start","2023-12-15","C201355"
"Code","http://www.cdisc.org","e3472e31-f9fd-4451-8a0c-869b76e7e160","Code_598","Clinical Study Sponsor","2023-12-15","C70793"
"Code","ISO 3166 1 alpha3","2975396c-9521-4a2e-b011-15e684981ab5","Code_599","United Kingdom of Great Britain and Northern Ireland","2020-08","GBR"
"Code","http://www.cdisc.org","bfe2cb67-b8bb-477c-ae5c-c9a063281bac","Code_3","Study Acronym","2023-12-15","C94108"
"Code","http://www.cdisc.org","6dd12413-201a-467c-8142-0d4b0b55deb1","Code_5","Brief Study Title","2023-12-15","C99905x1"
"Code","http://www.cdisc.org","9dbf972b-08dd-4593-9c48-2585ca849818","Code_6","Official Study Title","2023-12-15","C99905x2"
"Code","http://www.cdisc.org","95d32d17-7774-4588-8b88-8e2ae166658b","Code_7","Public Study Title","2023-12-15","C99905x3"
"Code","http://www.cdisc.org","1d174b6c-8d65-4e74-999e-55824c41d659","Code_8","Final","2023-12-15","C25508"
"Code","http://www.cdisc.org","23d744ba-f8a6-4905-8eb5-799cc2e3ba25","Code_11","Protocol Effective Date","2023-12-15","C99903x1"
"Code","http://www.cdisc.org","e1117abc-5c9e-4893-abc9-971d65e96901","Code_13","Region","2023-12-15","C41129"
"Code","ISO 3166 1 alpha3","78b90397-d1b0-42d1-afba-2f75d0f449b6","Code_12","Europe","2020-08","150"
