"instanceType","code","codeSystemVersion","id","decode","codeSystem","uuid:ID"
"Code","C62167","2023-12-15","Code_383","Supine Position","http://www.cdisc.org","9a5aa1e1-cae9-4d22-832e-084f24a1fa8b"
"Code","C62164","2023-12-15","Code_384","Body Position","http://www.cdisc.org","bba5683f-57d7-4540-ab48-2be8ae532eee"
"Code","C12681","2023-12-15","Code_385","Brachial Artery","http://www.cdisc.org","32717a1b-db77-42c3-a2be-e6bfaa0bd04d"
"Code","C12687","2023-12-15","Code_386","Common Carotid Artery","http://www.cdisc.org","bee17549-05cd-44b3-9980-5280066ead06"
"Code","C32478","2023-12-15","Code_387","Dorsalis Pedis Artery","http://www.cdisc.org","0880443f-16a7-4209-9fdb-99fb271591ba"
"Code","C12715","2023-12-15","Code_388","Femoral Artery","http://www.cdisc.org","a43e6188-2135-4d4e-ba5b-8b715e027e93"
"Code","C12838","2023-12-15","Code_389","Radial Artery","http://www.cdisc.org","f3386ca2-3983-41e1-90b4-be419ac076f9"
"Code","C13717","2023-12-15","Code_390","Anatomic Site","http://www.cdisc.org","2caca5e1-9ac6-4570-a473-5fa1f007fae9"
"Code","C25229","2023-12-15","Code_391","Left","http://www.cdisc.org","4e6732bf-f096-4d91-8ea5-f4d6e8906974"
"Code","C25228","2023-12-15","Code_392","Right","http://www.cdisc.org","3fa9e3ce-13ef-4157-96a3-e4d0adbc987e"
"Code","C25185","2023-12-15","Code_393","Laterality","http://www.cdisc.org","4f60fb35-55e6-4bdf-9c64-c094308b0bc3"
"Code","C25298","2023-12-15","Code_394","SYSBP","http://www.cdisc.org","ff3510c0-4290-4e13-a291-aa632c974b1c"
"Code","C25299","2023-12-15","Code_395","DIABP","http://www.cdisc.org","290c3811-a674-4cbb-88ef-a15db5043667"
"Code","C77140","2023-12-15","Code_396","Clinical Test Result","http://www.cdisc.org","c5f366f9-288d-4421-82d4-e851bf8b74e2"
"Code","C49669","2023-12-15","Code_397","Unit of Pressure","http://www.cdisc.org","c349e4f8-b7b9-4124-b632-5ec997e31bcc"
"Code","C62122","2023-12-15","Code_398","Sitting","http://www.cdisc.org","d43314a2-5d83-4f47-a4da-069bae3f5f9b"
"Code","C62166","2023-12-15","Code_399","Standing","http://www.cdisc.org","089bbf6b-2724-4bbd-a54a-68ce50e4377a"
"Code","C62167","2023-12-15","Code_400","Supine Position","http://www.cdisc.org","5741d1e4-057b-411d-965b-12b506401e90"
"Code","C62164","2023-12-15","Code_401","Body Position","http://www.cdisc.org","1048dbeb-b711-479b-9293-c2fe4a0885d8"
"Code","C12681","2023-12-15","Code_402","Brachial Artery","http://www.cdisc.org","b078ba82-ba6c-4f20-a555-d3d4a528d7a4"
"Code","C12687","2023-12-15","Code_403","Common Carotid Artery","http://www.cdisc.org","b58023c5-e257-4bf8-b0f9-51627d847789"
"Code","C32478","2023-12-15","Code_404","Dorsalis Pedis Artery","http://www.cdisc.org","2e65b3e5-d2e5-4b4a-aa25-39d14d76d15d"
"Code","C12715","2023-12-15","Code_405","Femoral Artery","http://www.cdisc.org","a7b298b5-185e-4756-9045-86d76ee47d1a"
"Code","C12838","2023-12-15","Code_406","Radial Artery","http://www.cdisc.org","bfb01362-b52e-416b-a33f-466aa7ec1ed6"
"Code","C13717","2023-12-15","Code_407","Anatomic Site","http://www.cdisc.org","c10f63fb-4560-4931-9e5a-6e85d946400b"
"Code","C25229","2023-12-15","Code_408","Left","http://www.cdisc.org","155d33f3-2692-4bdd-bb0e-f6267e01f090"
"Code","C25228","2023-12-15","Code_409","Right","http://www.cdisc.org","50a2fbd3-748f-4c50-b17d-e810f2cdfe64"
"Code","C25185","2023-12-15","Code_410","Laterality","http://www.cdisc.org","5d8ffa3f-e4d3-4a26-9f3d-42d35536589e"
"Code","C25299","2023-12-15","Code_411","DIABP","http://www.cdisc.org","816b2ab5-ad3a-4ba0-bdf2-7018bea8d329"
"Code","C49677","2023-12-15","Code_412","HR","http://www.cdisc.org","64ae6604-08d3-4b3a-89c7-d4816962a29b"
"Code","C77140","2023-12-15","Code_413","Clinical Test Result","http://www.cdisc.org","bfd1571f-e1ac-4bb9-b706-ee9a8a73dde1"
"Code","C73688","2023-12-15","Code_414","Count per Minute","http://www.cdisc.org","8aec3634-a4ae-4512-b44b-dfd6f8a789c2"
"Code","C62122","2023-12-15","Code_415","Sitting","http://www.cdisc.org","45200b26-5dd0-4877-9e93-3880cd6a3021"
"Code","C62166","2023-12-15","Code_416","Standing","http://www.cdisc.org","9164ea3a-e1d0-476d-934a-aba269d7284c"
"Code","C62167","2023-12-15","Code_417","Supine Position","http://www.cdisc.org","dd422a98-3d92-438c-8b29-da819081ce64"
"Code","C62164","2023-12-15","Code_418","Body Position","http://www.cdisc.org","a8dbacbd-0c5f-4d19-b0b1-369abdb6c9c8"
"Code","C12681","2023-12-15","Code_419","Brachial Artery","http://www.cdisc.org","151024a9-0d42-4fd9-9ec9-bc1b7ed164a6"
"Code","C12687","2023-12-15","Code_420","Common Carotid Artery","http://www.cdisc.org","22ca96e3-c269-4f80-89d8-5ea649833ab4"
"Code","C32478","2023-12-15","Code_421","Dorsalis Pedis Artery","http://www.cdisc.org","41e6dc2c-f032-4a7b-95f8-871875ac721f"
"Code","C12715","2023-12-15","Code_422","Femoral Artery","http://www.cdisc.org","4da9512a-b17b-4507-a3a9-eb4005bab609"
"Code","C12838","2023-12-15","Code_423","Radial Artery","http://www.cdisc.org","160a4b21-bda0-4f5b-8f5e-93ebe51c1052"
"Code","C13717","2023-12-15","Code_424","Anatomic Site","http://www.cdisc.org","73029a37-6f2b-4f8a-beee-5a7cfec9d06f"
"Code","C25229","2023-12-15","Code_425","Left","http://www.cdisc.org","88f6ffa4-2e54-45bb-a8cf-99139e5cfde8"
"Code","C25228","2023-12-15","Code_426","Right","http://www.cdisc.org","115b5cee-3420-4e74-9353-1dd6867cf728"
"Code","C25185","2023-12-15","Code_427","Laterality","http://www.cdisc.org","2f8ded24-5b10-40b7-ab10-4b6617ca1700"
"Code","C49677","2023-12-15","Code_428","HR","http://www.cdisc.org","2a233513-3403-4b16-afc2-b868e0911cf3"
"Code","C174268","2023-12-15","Code_123","Placebo Comparator Arm","http://www.cdisc.org","fc8e23fe-7a55-4038-b2a4-f45917889e48"
"Code","C188866","2023-12-15","Code_124","Data Generated Within Study","http://www.cdisc.org","3ea6b7e8-7dee-4e9a-9642-4a3ebe3db4c3"
"Code","C174267","2023-12-15","Code_125","Active Comparator Arm","http://www.cdisc.org","24157e3e-3438-40c0-a330-f11fcb5fb877"
"Code","C188866","2023-12-15","Code_126","Data Generated Within Study","http://www.cdisc.org","f012aa8b-a147-43c2-9c5f-2fc703600122"
"Code","C174267","2023-12-15","Code_127","Active Comparator Arm","http://www.cdisc.org","37ac6bc9-5f18-4d8f-9d44-651483d397e1"
"Code","C188866","2023-12-15","Code_128","Data Generated Within Study","http://www.cdisc.org","4b4de79c-fac7-40fe-891c-e749da305d74"
"Code","C15228","2023-12-15","Code_136","Double Blind Study","http://www.cdisc.org","88ec34a0-a07d-4e18-a857-22c6bd8714c0"
"Code","C202487","2023-12-15","Code_129","Screening Epoch","http://www.cdisc.org","97cc799f-1589-4f38-8f11-864b66550b20"
"Code","C101526","2023-12-15","Code_130","Treatment Epoch","http://www.cdisc.org","454e3fa0-3e2b-4126-af84-bde14e5d96f8"
"Code","C101526","2023-12-15","Code_131","Treatment Epoch","http://www.cdisc.org","f84f4820-4245-4aab-a40f-4c8731bdd385"
"Code","C101526","2023-12-15","Code_132","Treatment Epoch","http://www.cdisc.org","78bc0c02-ebd1-4cbe-b25e-3dddbd2664c4"
"Code","C202578","2023-12-15","Code_133","Follow-Up Epoch","http://www.cdisc.org","c2eb35d8-9cbb-497c-893c-bb9e5633fc22"
"Code","G30.9","1","Code_546","Alzheimer's disease; unspecified","ICD-10-CM","d366433d-7e72-44e8-aa6b-ed0ca81e3d01"
"Code","26929004","January 31, 2018","Code_547","Alzheimer's disease","SNOMED","669e8031-1394-4b1f-a683-b04c4383814e"
"Code","C70793","2023-12-15","Code_142","Sponsor","http://www.cdisc.org","18095df6-c001-48b5-9caf-d76282f05a4c"
"Code","C85826","2023-12-15","Code_551","Primary Objective","http://www.cdisc.org","6ad472af-16ae-4327-9bc8-f55b31914717"
"Code","C94496","2023-12-15","Code_550","Primary Endpoint","http://www.cdisc.org","232fc4e4-dff4-495a-ae33-b9c64355ca50"
"Code","C94496","2023-12-15","Code_552","Primary Endpoint","http://www.cdisc.org","4091d184-27ed-44e1-9d73-8291655c2d4e"
"Code","C85826","2023-12-15","Code_554","Primary Objective","http://www.cdisc.org","9cecc923-6eee-4f2e-8fc9-90b331aeb46c"
"Code","C94496","2023-12-15","Code_553","Primary Endpoint","http://www.cdisc.org","2d47931e-9ba5-46a5-90d5-c17dd5bf41cb"
"Code","C94496","2023-12-15","Code_555","Primary Endpoint","http://www.cdisc.org","3318652d-267d-407b-9a62-cf51f101b94f"
"Code","C94496","2023-12-15","Code_556","Primary Endpoint","http://www.cdisc.org","9223a85f-4149-4aad-ae49-53bdffa1442c"
"Code","C85827","2023-12-15","Code_558","Secondary Objective","http://www.cdisc.org","2cc37fc8-b537-4b8b-8c19-5ee249ab3f05"
"Code","C139173","2023-12-15","Code_557","Secondary Endpoint","http://www.cdisc.org","6c30096e-545f-485f-83c3-1514624a2ece"
"Code","C139173","2023-12-15","Code_559","Secondary Endpoint","http://www.cdisc.org","c90cc761-28c8-4c2b-9f1a-229c742a1377"
"Code","C139173","2023-12-15","Code_560","Secondary Endpoint","http://www.cdisc.org","1b45ea91-2a53-4fd3-a897-8946f3ddc379"
"Code","C85827","2023-12-15","Code_562","Secondary Objective","http://www.cdisc.org","82f10ffd-2fc8-487e-8f60-5acfbb071214"
"Code","C139173","2023-12-15","Code_561","Secondary Endpoint","http://www.cdisc.org","06296f45-f29c-476d-b6b4-8f609bde0fb7"
"Code","C85827","2023-12-15","Code_564","Secondary Objective","http://www.cdisc.org","7addd6a7-b5c3-41d4-9539-b63552c08fe6"
"Code","C139173","2023-12-15","Code_563","Secondary Endpoint","http://www.cdisc.org","30146787-df2d-44c8-aa00-55302c64c750"
"Code","C85827","2023-12-15","Code_566","Secondary Objective","http://www.cdisc.org","f011c1ef-3373-4c03-a284-25acc3ede610"
"Code","C139173","2023-12-15","Code_565","Secondary Endpoint","http://www.cdisc.org","ff69ec70-0223-4b78-91f0-5539cc8ed71e"
"Code","C49636","2023-12-15","Code_549","Both","http://www.cdisc.org","99dd0996-95f0-41ac-b8e3-428a34c1942e"
"Code","C25532","2023-12-15","Code_567","Inclusion Criteria","http://www.cdisc.org","95c755f3-ba76-4ac4-a4ec-f8905623a1f1"
"Code","C25532","2023-12-15","Code_568","Inclusion Criteria","http://www.cdisc.org","363dcc47-d006-4699-9036-4da2e3ce8fa2"
"Code","C25532","2023-12-15","Code_569","Inclusion Criteria","http://www.cdisc.org","2828141d-53ec-427d-b296-db7c7094d140"
"Code","C25532","2023-12-15","Code_570","Inclusion Criteria","http://www.cdisc.org","0c369ce2-e972-4764-a77c-b65bcdcd4330"
"Code","C25532","2023-12-15","Code_571","Inclusion Criteria","http://www.cdisc.org","2c783a9d-c981-4463-aa22-7018194c80b3"
"Code","C25532","2023-12-15","Code_572","Inclusion Criteria","http://www.cdisc.org","6f58e6b3-aeaa-458f-b220-ee8eedf68bff"
"Code","C25532","2023-12-15","Code_573","Inclusion Criteria","http://www.cdisc.org","13f6e2c0-1266-496e-b280-fec92635f7e3"
"Code","C25532","2023-12-15","Code_574","Inclusion Criteria","http://www.cdisc.org","8b662d3f-f975-4bba-8092-c3105e31ec91"
"Code","C25370","2023-12-15","Code_575","Exclusion Criteria","http://www.cdisc.org","3d32c984-3987-4c9f-be22-6c92d03f1957"
"Code","C25370","2023-12-15","Code_576","Exclusion Criteria","http://www.cdisc.org","84e67dd3-7baf-4823-89ad-9bf81acc9cfd"
"Code","C25370","2023-12-15","Code_577","Exclusion Criteria","http://www.cdisc.org","166b633f-d7b2-49ec-a7ce-37e1417d7948"
"Code","C25370","2023-12-15","Code_578","Exclusion Criteria","http://www.cdisc.org","8626291a-6c6f-49b0-a10e-7f8ce4b4ff72"
"Code","C25370","2023-12-15","Code_579","Exclusion Criteria","http://www.cdisc.org","caab6a13-0a57-4440-b908-55dfa1f965c1"
"Code","C25370","2023-12-15","Code_580","Exclusion Criteria","http://www.cdisc.org","ca0bbe85-8fe6-4f98-aa7d-f8c04d5f9f1f"
"Code","C25370","2023-12-15","Code_581","Exclusion Criteria","http://www.cdisc.org","40cfd091-3408-45a3-8551-2eaa559f4cf6"
"Code","C25370","2023-12-15","Code_582","Exclusion Criteria","http://www.cdisc.org","a94fff13-a47d-466f-a3a9-2f80a6a57781"
"Code","C25370","2023-12-15","Code_583","Exclusion Criteria","http://www.cdisc.org","55e14c86-1753-4e2f-b9f1-b1757c62859c"
"Code","C25370","2023-12-15","Code_584","Exclusion Criteria","http://www.cdisc.org","bbb2b96e-960b-4435-8f87-527ca752eb86"
"Code","C25370","2023-12-15","Code_585","Exclusion Criteria","http://www.cdisc.org","cfd8eb00-e389-4b7b-955b-ac8fb2703d9e"
"Code","C25370","2023-12-15","Code_586","Exclusion Criteria","http://www.cdisc.org","e936315f-8176-4b67-9e6f-43bc5bee2677"
"Code","C25370","2023-12-15","Code_587","Exclusion Criteria","http://www.cdisc.org","529d8ae4-608b-4bf3-9197-021aff978726"
"Code","C25370","2023-12-15","Code_588","Exclusion Criteria","http://www.cdisc.org","3cb2889a-f226-4741-b4f6-86c765cc27c4"
"Code","C25370","2023-12-15","Code_589","Exclusion Criteria","http://www.cdisc.org","43070bc7-f8d9-44c3-897f-e77c5d934544"
"Code","C25370","2023-12-15","Code_590","Exclusion Criteria","http://www.cdisc.org","ee7d31d7-9e4d-4cd8-8ec0-f66db6bd3c4f"
"Code","C25370","2023-12-15","Code_591","Exclusion Criteria","http://www.cdisc.org","d42272cb-df3c-4b90-af8d-6e7a86207e1a"
"Code","C25370","2023-12-15","Code_592","Exclusion Criteria","http://www.cdisc.org","6ab028cb-a022-4ad4-804b-07f2af771803"
"Code","C25370","2023-12-15","Code_593","Exclusion Criteria","http://www.cdisc.org","aecb84b8-8c82-4253-a2e7-c85528b55538"
"Code","C25370","2023-12-15","Code_594","Exclusion Criteria","http://www.cdisc.org","051ce2f6-5a9a-4008-a4ae-d8717347b5bc"
"Code","C25370","2023-12-15","Code_595","Exclusion Criteria","http://www.cdisc.org","fe5055a1-5e0a-4c88-b5fa-7156b31cab12"
"Code","C25370","2023-12-15","Code_596","Exclusion Criteria","http://www.cdisc.org","b8d2ea6c-4180-4e84-84fd-29490f2653e2"
"Code","C25370","2023-12-15","Code_597","Exclusion Criteria","http://www.cdisc.org","e708bc1d-99e8-41eb-9c87-b272adf29048"
"Code","C29848","2023-12-15","Code_548","Year","http://www.cdisc.org","a9c3b80d-ac67-4656-ad4b-945f89dd9104"
"Code","C201357","2023-12-15","Code_14","Before","http://www.cdisc.org","bf013c24-acc2-45fa-817b-ca3f97ad863f"
"Code","C201355","2023-12-15","Code_15","Start to Start","http://www.cdisc.org","4b9fcf96-7cb1-404e-9685-8b7ce2258a3e"
"Code","C201357","2023-12-15","Code_16","Before","http://www.cdisc.org","4d9854dd-7a24-480d-8d4a-afbbeb46572a"
"Code","C201355","2023-12-15","Code_17","Start to Start","http://www.cdisc.org","7e0dc98d-709a-45c8-a411-4f169bfac2e6"
"Code","C201358","2023-12-15","Code_19","Fixed Reference","http://www.cdisc.org","74e0c12b-d707-40d9-afdd-bf809d85e3e2"
"Code","C201355","2023-12-15","Code_20","Start to Start","http://www.cdisc.org","0ea374d7-1058-4ad7-a97f-5c937af47dc7"
"Code","C201356","2023-12-15","Code_21","After","http://www.cdisc.org","b91a0ee9-a389-40cf-b936-a4d8df9acc73"
"Code","C201355","2023-12-15","Code_22","Start to Start","http://www.cdisc.org","7730c024-9c8f-4d8a-935f-04ed4da1323a"
"Code","C201356","2023-12-15","Code_24","After","http://www.cdisc.org","86f834b6-841e-4920-814f-603ad6c61761"
"Code","C201355","2023-12-15","Code_25","Start to Start","http://www.cdisc.org","6c1054c2-a378-4ecf-b4a7-692faf554c8e"
"Code","C201356","2023-12-15","Code_27","After","http://www.cdisc.org","f994922e-8c75-436d-bd8a-1fffa047442b"
"Code","C201355","2023-12-15","Code_28","Start to Start","http://www.cdisc.org","5ef012ff-497c-4a53-8269-8ff678acaf6f"
"Code","C201356","2023-12-15","Code_30","After","http://www.cdisc.org","c26d4068-8b67-438b-8afa-4ec2a6f0dd19"
"Code","C201355","2023-12-15","Code_31","Start to Start","http://www.cdisc.org","55b86ede-fb68-435c-b853-b9a26c5dbfa5"
"Code","C201356","2023-12-15","Code_35","After","http://www.cdisc.org","f423d47b-1075-42de-a41a-0f19398ee8a3"
"Code","C201355","2023-12-15","Code_36","Start to Start","http://www.cdisc.org","1bfbf44e-2b94-4b52-b536-d7b732e463e5"
"Code","C201356","2023-12-15","Code_40","After","http://www.cdisc.org","2004fe64-dfd6-4dbd-9637-671e6b4ae021"
"Code","C201355","2023-12-15","Code_41","Start to Start","http://www.cdisc.org","6971f758-e8b9-486d-9dcf-d1c6d6daf66f"
"Code","C201356","2023-12-15","Code_45","After","http://www.cdisc.org","e29e41cf-fea3-4a83-b641-e6c033e77f36"
"Code","C201355","2023-12-15","Code_46","Start to Start","http://www.cdisc.org","a20e17ff-9a60-4f9f-b0bf-c038b174564a"
"Code","C201356","2023-12-15","Code_50","After","http://www.cdisc.org","f24a583a-8469-4df7-9f0f-448d3add43a1"
"Code","C201355","2023-12-15","Code_51","Start to Start","http://www.cdisc.org","fa74ddfa-5397-4e8f-a11e-f1cec98d5094"
"Code","C201356","2023-12-15","Code_53","After","http://www.cdisc.org","3d3d0c6e-29e8-4835-ab9e-8685bb5b130c"
"Code","C201355","2023-12-15","Code_54","Start to Start","http://www.cdisc.org","3558aac0-26a7-49a2-8501-d26036a5f9a4"
"Code","C201356","2023-12-15","Code_33","After","http://www.cdisc.org","8e7604c9-bc33-4a18-9c9f-4db6e82f1eee"
"Code","C201355","2023-12-15","Code_34","Start to Start","http://www.cdisc.org","9d13b227-3620-4c27-93ac-f5d97fcbcb4a"
"Code","C201356","2023-12-15","Code_38","After","http://www.cdisc.org","80c3c0cd-6fb9-41b5-a586-27a31b0a8fab"
"Code","C201355","2023-12-15","Code_39","Start to Start","http://www.cdisc.org","75458d87-dc45-4ff7-9422-3663d95cce94"
"Code","C201356","2023-12-15","Code_43","After","http://www.cdisc.org","fa89fb80-8266-450d-86f8-a662750d7919"
"Code","C201355","2023-12-15","Code_44","Start to Start","http://www.cdisc.org","07ac2606-46a0-4dda-9821-2229f5a6ebec"
"Code","C201356","2023-12-15","Code_48","After","http://www.cdisc.org","5738d072-7d3b-4daa-8ba7-75f0c5fc8528"
"Code","C201355","2023-12-15","Code_49","Start to Start","http://www.cdisc.org","c50701ac-2cb4-49bf-bba7-d09a74d83ec7"
"Code","C201358","2023-12-15","Code_56","Fixed Reference","http://www.cdisc.org","f2230016-272f-4bf0-9e3d-ac0d5a1b9141"
"Code","C201355","2023-12-15","Code_57","Start to Start","http://www.cdisc.org","dd665536-43d5-4e1f-b62a-e11c6188d830"
"Code","C201358","2023-12-15","Code_58","Fixed Reference","http://www.cdisc.org","0ba052ac-0112-45d4-95b1-d8996b2fd210"
"Code","C201355","2023-12-15","Code_59","Start to Start","http://www.cdisc.org","ed969851-2119-4a06-abe3-8b73b7165027"
"Code","C201358","2023-12-15","Code_60","Fixed Reference","http://www.cdisc.org","4d4b3dfc-e780-416e-bf8c-368d7e9daf6e"
"Code","C201355","2023-12-15","Code_61","Start to Start","http://www.cdisc.org","124f454d-5bad-4403-af0f-691b60390c96"
"Code","C201356","2023-12-15","Code_62","After","http://www.cdisc.org","adcbca9e-6e71-4632-9578-c35cdb4486aa"
"Code","C201355","2023-12-15","Code_63","Start to Start","http://www.cdisc.org","c7dda089-75c3-44f1-9522-b37ee1e816ce"
"Code","C201356","2023-12-15","Code_64","After","http://www.cdisc.org","07456fb5-e476-4486-be5c-49496a30b0b3"
"Code","C201353","2023-12-15","Code_65","End to Start","http://www.cdisc.org","6d6c7cc3-ea77-4a33-a28c-06b0b59f1677"
"Code","C201356","2023-12-15","Code_66","After","http://www.cdisc.org","dc5cdb8f-b906-4882-bc54-21bd882440ad"
"Code","C201355","2023-12-15","Code_67","Start to Start","http://www.cdisc.org","d520e25d-1d99-4d69-8d3b-9f98704af75b"
"Code","C201356","2023-12-15","Code_68","After","http://www.cdisc.org","4ca3fb5e-d28e-4250-b340-8cd4edc48ed4"
"Code","C201353","2023-12-15","Code_69","End to Start","http://www.cdisc.org","1cfd0360-6429-437e-989a-6d78e4d85e8a"
"Code","C201356","2023-12-15","Code_70","After","http://www.cdisc.org","2e5ddc1f-bc47-4204-bfd9-419a67b51269"
"Code","C201355","2023-12-15","Code_71","Start to Start","http://www.cdisc.org","c851316c-e21a-4004-8f1c-69ae7a899b9a"
"Code","C70793","2023-12-15","Code_598","Clinical Study Sponsor","http://www.cdisc.org","ff073065-88b7-424b-8c6d-f3a63d05cc83"
"Code","GBR","2020-08","Code_599","United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","c1a12ca4-5e9e-4195-a7d2-804a80c0faba"
"Code","C94108","2023-12-15","Code_3","Study Acronym","http://www.cdisc.org","df907cb0-5153-4e7a-968d-03a525d28100"
"Code","C99905x1","2023-12-15","Code_5","Brief Study Title","http://www.cdisc.org","1d37dea6-34e5-4400-9fa7-416ba383f195"
"Code","C99905x2","2023-12-15","Code_6","Official Study Title","http://www.cdisc.org","c624135a-2143-453f-9650-904d1470e4b5"
"Code","C99905x3","2023-12-15","Code_7","Public Study Title","http://www.cdisc.org","5d796be7-c519-457e-8f33-96fc01d64b83"
"Code","C25508","2023-12-15","Code_8","Final","http://www.cdisc.org","7c04fcab-3107-4af0-b543-74e07d76c7c1"
"Code","C99903x1","2023-12-15","Code_11","Protocol Effective Date","http://www.cdisc.org","5b00bf27-a2b6-47df-826d-68e792eb374e"
"Code","C41129","2023-12-15","Code_13","Region","http://www.cdisc.org","d8662f58-ed65-4be2-a175-4d9be8a5b43b"
"Code","150","2020-08","Code_12","Europe","ISO 3166 1 alpha3","af8fe7dc-591b-4d92-8ec0-bbdb2ab1b8fb"
