"instanceType","id","code","codeSystemVersion","decode","uuid:ID","codeSystem"
"Code","Code_379","C77140","2023-12-15","Clinical Test Result","0a8591b5-24db-4865-8e5d-7dd525589a60","http://www.cdisc.org"
"Code","Code_380","C49669","2023-12-15","Unit of Pressure","87157f09-19ca-4c34-b191-8392dfc6a29c","http://www.cdisc.org"
"Code","Code_381","C62122","2023-12-15","Sitting","6cda1397-44af-4890-a0c7-53496febd2d7","http://www.cdisc.org"
"Code","Code_382","C62166","2023-12-15","Standing","19e573e5-ab48-49b9-b976-870f2bed698b","http://www.cdisc.org"
"Code","Code_383","C62167","2023-12-15","Supine Position","f9ce95a2-5ee3-4ef2-9946-69af48e2cf81","http://www.cdisc.org"
"Code","Code_384","C62164","2023-12-15","Body Position","d99d54cd-1ab7-4eea-9538-c9db8164dee2","http://www.cdisc.org"
"Code","Code_385","C12681","2023-12-15","Brachial Artery","237b8fc1-b93e-43b2-ae49-13ff58a39a14","http://www.cdisc.org"
"Code","Code_386","C12687","2023-12-15","Common Carotid Artery","190c54b9-fc98-4a89-9c8f-ad2a27a85239","http://www.cdisc.org"
"Code","Code_387","C32478","2023-12-15","Dorsalis Pedis Artery","e89ac8b8-4399-4dbd-a191-d7a0c840478a","http://www.cdisc.org"
"Code","Code_388","C12715","2023-12-15","Femoral Artery","1a45d896-efc7-4c3d-b27a-8965e6cd6353","http://www.cdisc.org"
"Code","Code_389","C12838","2023-12-15","Radial Artery","80245710-2d30-4e63-8423-3b2004492a65","http://www.cdisc.org"
"Code","Code_390","C13717","2023-12-15","Anatomic Site","f22bbd83-dd8d-45ee-a884-fb832e0f2246","http://www.cdisc.org"
"Code","Code_391","C25229","2023-12-15","Left","1cc30621-b2c9-4c15-98ca-a053f950def5","http://www.cdisc.org"
"Code","Code_392","C25228","2023-12-15","Right","aa2942cc-aec2-4ee6-8c86-3dc232b1cf54","http://www.cdisc.org"
"Code","Code_393","C25185","2023-12-15","Laterality","da4d9003-75d0-455d-a956-9f67cd473188","http://www.cdisc.org"
"Code","Code_394","C25298","2023-12-15","SYSBP","ab1a8250-4e49-471b-bc19-ac2909f5550b","http://www.cdisc.org"
"Code","Code_395","C25299","2023-12-15","DIABP","ce878818-78d6-43ae-9c6d-ddc75777f24c","http://www.cdisc.org"
"Code","Code_396","C77140","2023-12-15","Clinical Test Result","90dde53e-2794-4397-b0db-4f2b5de835b9","http://www.cdisc.org"
"Code","Code_397","C49669","2023-12-15","Unit of Pressure","e2f1203c-9720-431f-88bf-e39495a58287","http://www.cdisc.org"
"Code","Code_398","C62122","2023-12-15","Sitting","6315f1cb-3e20-46ab-b902-e8a7e2e5e915","http://www.cdisc.org"
"Code","Code_399","C62166","2023-12-15","Standing","d5865e52-f411-4238-9690-980b4cb447b4","http://www.cdisc.org"
"Code","Code_400","C62167","2023-12-15","Supine Position","8d453d28-9366-41ed-a18e-d2f638575ab0","http://www.cdisc.org"
"Code","Code_401","C62164","2023-12-15","Body Position","ed91a14a-a02f-4780-8c08-6fb8a39753d6","http://www.cdisc.org"
"Code","Code_402","C12681","2023-12-15","Brachial Artery","4708f88b-846c-4f43-8879-76c7e23ec65d","http://www.cdisc.org"
"Code","Code_403","C12687","2023-12-15","Common Carotid Artery","9bba52cd-dba1-498a-b2e7-dbbfc2445754","http://www.cdisc.org"
"Code","Code_404","C32478","2023-12-15","Dorsalis Pedis Artery","fb905cfc-79dc-4a18-b7a1-58d2d8414ff6","http://www.cdisc.org"
"Code","Code_405","C12715","2023-12-15","Femoral Artery","c5eb2c94-14f1-4439-b40c-6be6f9647460","http://www.cdisc.org"
"Code","Code_406","C12838","2023-12-15","Radial Artery","1bb7d327-c368-4c08-8276-7e1db5837299","http://www.cdisc.org"
"Code","Code_407","C13717","2023-12-15","Anatomic Site","bdbdf6f8-872c-4cda-9f20-d71e94db5f35","http://www.cdisc.org"
"Code","Code_408","C25229","2023-12-15","Left","d724ce49-d3d8-4e42-9110-1fcdfabb94d0","http://www.cdisc.org"
"Code","Code_409","C25228","2023-12-15","Right","eddd7b1e-fcf6-4394-9d26-9c0997d7b4bf","http://www.cdisc.org"
"Code","Code_410","C25185","2023-12-15","Laterality","06783075-990a-4ce5-97bb-000f184245fd","http://www.cdisc.org"
"Code","Code_411","C25299","2023-12-15","DIABP","8932fb67-1319-4c39-b721-b4dd3e18efdf","http://www.cdisc.org"
"Code","Code_412","C49677","2023-12-15","HR","abb73b34-2b75-42e6-ad64-2246965303e2","http://www.cdisc.org"
"Code","Code_413","C77140","2023-12-15","Clinical Test Result","de297a5e-2e92-4e19-87f5-a33efbf73a64","http://www.cdisc.org"
"Code","Code_414","C73688","2023-12-15","Count per Minute","2f140ea8-95c5-4b7d-bbbd-2c746b436651","http://www.cdisc.org"
"Code","Code_415","C62122","2023-12-15","Sitting","29f4e880-b996-434f-a836-3ce439be495b","http://www.cdisc.org"
"Code","Code_416","C62166","2023-12-15","Standing","aed13d08-40d0-48b2-ab2b-ad9aa4ce32a3","http://www.cdisc.org"
"Code","Code_417","C62167","2023-12-15","Supine Position","96254d26-a8db-47a5-aaf9-ce8cfa06e490","http://www.cdisc.org"
"Code","Code_418","C62164","2023-12-15","Body Position","d4ad754b-6ed5-4b07-b1bc-10607c28f6b4","http://www.cdisc.org"
"Code","Code_419","C12681","2023-12-15","Brachial Artery","323672fd-727e-43d5-9b86-55dcf4560888","http://www.cdisc.org"
"Code","Code_420","C12687","2023-12-15","Common Carotid Artery","69b86a88-22f7-4b2f-9e2a-27105c5e751c","http://www.cdisc.org"
"Code","Code_421","C32478","2023-12-15","Dorsalis Pedis Artery","d8800e47-81a8-4595-a298-c90fd8f80b82","http://www.cdisc.org"
"Code","Code_422","C12715","2023-12-15","Femoral Artery","42995624-c05a-4cf5-8477-bd76250f25b5","http://www.cdisc.org"
"Code","Code_423","C12838","2023-12-15","Radial Artery","b4fe8828-0a5b-4aa0-bc56-515014235141","http://www.cdisc.org"
"Code","Code_424","C13717","2023-12-15","Anatomic Site","5e2bce97-3017-4930-a660-214d19cea487","http://www.cdisc.org"
"Code","Code_425","C25229","2023-12-15","Left","f6e45adb-35ca-47b3-b31d-7da9640f9585","http://www.cdisc.org"
"Code","Code_426","C25228","2023-12-15","Right","83a602d3-3c47-45e2-b587-d0e2da27936c","http://www.cdisc.org"
"Code","Code_427","C25185","2023-12-15","Laterality","3b93106b-4fab-4199-bd50-a674cf3f9e03","http://www.cdisc.org"
"Code","Code_428","C49677","2023-12-15","HR","432e6f90-ac3f-4d92-9e73-8f982ef20783","http://www.cdisc.org"
"Code","Code_123","C174268","2023-12-15","Placebo Comparator Arm","978f2c88-0dcc-440b-9597-31ec5ce86a0f","http://www.cdisc.org"
"Code","Code_124","C188866","2023-12-15","Data Generated Within Study","b749168a-3e61-4a99-9330-95bf4896312b","http://www.cdisc.org"
"Code","Code_125","C174267","2023-12-15","Active Comparator Arm","48b62f90-dd93-47f7-87a7-3883f4f0772f","http://www.cdisc.org"
"Code","Code_126","C188866","2023-12-15","Data Generated Within Study","2470c0a6-a05b-4d47-808b-ebba0f0023cb","http://www.cdisc.org"
"Code","Code_127","C174267","2023-12-15","Active Comparator Arm","84451b5c-8d01-4708-a69c-6da40f112f2c","http://www.cdisc.org"
"Code","Code_128","C188866","2023-12-15","Data Generated Within Study","dc17e94d-6e54-4cd9-9a2d-75c4666a23a7","http://www.cdisc.org"
"Code","Code_136","C15228","2023-12-15","Double Blind Study","8beab2ec-d8c7-4ece-a1fb-9502013a1975","http://www.cdisc.org"
"Code","Code_129","C202487","2023-12-15","Screening Epoch","70d2eeca-08a2-40cf-a89d-8f860dfa6016","http://www.cdisc.org"
"Code","Code_130","C101526","2023-12-15","Treatment Epoch","2d307ffb-b166-4abb-b3b6-6341cb3c2a52","http://www.cdisc.org"
"Code","Code_131","C101526","2023-12-15","Treatment Epoch","ee30d5e8-20f6-4d92-8b2d-b071e0088f31","http://www.cdisc.org"
"Code","Code_132","C101526","2023-12-15","Treatment Epoch","740a5a38-eb7a-4a37-ae36-07c408ce398a","http://www.cdisc.org"
"Code","Code_133","C202578","2023-12-15","Follow-Up Epoch","b331a823-b920-4475-91e7-f84de7dd046c","http://www.cdisc.org"
"Code","Code_550","G30.9","1","Alzheimer's disease; unspecified","2a3e175a-e123-49a3-917c-e44e5257c628","ICD-10-CM"
"Code","Code_551","26929004","January 31, 2018","Alzheimer's disease","b8ccd73b-3c5a-4ec2-b135-94b2f853fa38","SNOMED"
"Code","Code_142","C70793","2023-12-15","Sponsor","dd44eedc-1aee-4243-834c-9bd83b776193","http://www.cdisc.org"
"Code","Code_555","C85826","2023-12-15","Primary Objective","2e8bb28f-0282-4b09-bf10-2dac58b18db8","http://www.cdisc.org"
"Code","Code_554","C94496","2023-12-15","Primary Endpoint","e81a66bf-df90-459d-b3f4-20dcc1c50ddb","http://www.cdisc.org"
"Code","Code_556","C94496","2023-12-15","Primary Endpoint","5d1020dc-29df-45eb-9de0-01274a332f0c","http://www.cdisc.org"
"Code","Code_558","C85826","2023-12-15","Primary Objective","2922c288-48c1-4e94-bbe0-b3d6e9cb211d","http://www.cdisc.org"
"Code","Code_557","C94496","2023-12-15","Primary Endpoint","56f1d0d5-f875-4c32-b9b7-927d9c4fc48c","http://www.cdisc.org"
"Code","Code_559","C94496","2023-12-15","Primary Endpoint","42e7b469-4296-4a6f-ab23-577eabec64a7","http://www.cdisc.org"
"Code","Code_560","C94496","2023-12-15","Primary Endpoint","a4643355-be4a-49f9-a4cd-87894d6b4635","http://www.cdisc.org"
"Code","Code_562","C85827","2023-12-15","Secondary Objective","b77fb246-8395-4896-bd2f-f714b0b83d27","http://www.cdisc.org"
"Code","Code_561","C139173","2023-12-15","Secondary Endpoint","6f8ac5ef-e9c5-4355-9310-e4f35adca1ed","http://www.cdisc.org"
"Code","Code_563","C139173","2023-12-15","Secondary Endpoint","2697fa2a-0d75-469f-95d0-a47e8072e598","http://www.cdisc.org"
"Code","Code_564","C139173","2023-12-15","Secondary Endpoint","7003f32c-6d9b-4446-8d06-50bdbacf7add","http://www.cdisc.org"
"Code","Code_566","C85827","2023-12-15","Secondary Objective","f175dc42-abfa-4f50-b367-5701c6271851","http://www.cdisc.org"
"Code","Code_565","C139173","2023-12-15","Secondary Endpoint","627fae2e-f0e9-475c-8741-171707b90748","http://www.cdisc.org"
"Code","Code_568","C85827","2023-12-15","Secondary Objective","85ad054c-f527-40ac-922d-50bc7d853ff8","http://www.cdisc.org"
"Code","Code_567","C139173","2023-12-15","Secondary Endpoint","5eefc30a-4840-444e-b1fc-d9ddc4f490d8","http://www.cdisc.org"
"Code","Code_570","C85827","2023-12-15","Secondary Objective","fb949187-0c78-461a-b606-c3895932e51e","http://www.cdisc.org"
"Code","Code_569","C139173","2023-12-15","Secondary Endpoint","0243a4ac-c9dc-4089-978f-1465560f058d","http://www.cdisc.org"
"Code","Code_553","C49636","2023-12-15","Both","58270281-bb82-4058-b579-78295680f07b","http://www.cdisc.org"
"Code","Code_571","C25532","2023-12-15","Inclusion Criteria","4120b2a1-bf44-41c1-801d-1f8fbe4dae4a","http://www.cdisc.org"
"Code","Code_572","C25532","2023-12-15","Inclusion Criteria","ffe1d302-ea9a-4d12-8848-4d86748cd7d3","http://www.cdisc.org"
"Code","Code_573","C25532","2023-12-15","Inclusion Criteria","9d13858a-be52-4425-913b-dadda3392626","http://www.cdisc.org"
"Code","Code_574","C25532","2023-12-15","Inclusion Criteria","9c603c95-3581-4203-9404-8972d34608d5","http://www.cdisc.org"
"Code","Code_575","C25532","2023-12-15","Inclusion Criteria","938821af-4032-41f1-b16e-52436e9a25bd","http://www.cdisc.org"
"Code","Code_576","C25532","2023-12-15","Inclusion Criteria","a66864fb-a93a-41ac-8f16-9e4d2e7f95b1","http://www.cdisc.org"
"Code","Code_577","C25532","2023-12-15","Inclusion Criteria","037cf654-f375-4325-bd7d-ef76dcd605d4","http://www.cdisc.org"
"Code","Code_578","C25532","2023-12-15","Inclusion Criteria","8dbe03f8-08ad-4363-9c8b-639ebc1336b5","http://www.cdisc.org"
"Code","Code_579","C25370","2023-12-15","Exclusion Criteria","1db688cf-f175-4e17-9be4-d18d5143ebbc","http://www.cdisc.org"
"Code","Code_580","C25370","2023-12-15","Exclusion Criteria","f70cb1c9-bb1f-40a2-be73-aa409d75136c","http://www.cdisc.org"
"Code","Code_581","C25370","2023-12-15","Exclusion Criteria","4c7c7039-9d86-46a5-a981-fc68560a222d","http://www.cdisc.org"
"Code","Code_582","C25370","2023-12-15","Exclusion Criteria","d6ab38ef-1574-4213-a43b-28eb1baea052","http://www.cdisc.org"
"Code","Code_583","C25370","2023-12-15","Exclusion Criteria","7973cebf-6cc1-467b-9e72-8a623ff253f7","http://www.cdisc.org"
"Code","Code_584","C25370","2023-12-15","Exclusion Criteria","c00d715f-96b0-45dc-92f9-51589d01cb33","http://www.cdisc.org"
"Code","Code_585","C25370","2023-12-15","Exclusion Criteria","effc05ce-6fe1-4297-bb9a-0932f470d73d","http://www.cdisc.org"
"Code","Code_586","C25370","2023-12-15","Exclusion Criteria","e5d17b3b-85df-4a96-82bd-405bc5f6e099","http://www.cdisc.org"
"Code","Code_587","C25370","2023-12-15","Exclusion Criteria","89716a85-0e27-4424-8c08-56fbdd72eb25","http://www.cdisc.org"
"Code","Code_588","C25370","2023-12-15","Exclusion Criteria","b359911a-dc10-4a0f-b934-70549b8559fb","http://www.cdisc.org"
"Code","Code_589","C25370","2023-12-15","Exclusion Criteria","59685ee4-929c-45d0-89da-da4ddac1ee32","http://www.cdisc.org"
"Code","Code_590","C25370","2023-12-15","Exclusion Criteria","53abd60a-d90e-4c49-a5bd-8ebedd2347e8","http://www.cdisc.org"
"Code","Code_591","C25370","2023-12-15","Exclusion Criteria","221630b5-d08e-4610-a8ec-0fb9545674fb","http://www.cdisc.org"
"Code","Code_592","C25370","2023-12-15","Exclusion Criteria","6f9507aa-9e75-4312-b1af-1bfb4585a5d1","http://www.cdisc.org"
"Code","Code_593","C25370","2023-12-15","Exclusion Criteria","f57df9ac-f35e-42e7-bd1b-265e52ba58fe","http://www.cdisc.org"
"Code","Code_594","C25370","2023-12-15","Exclusion Criteria","fa9f0143-3822-4a32-a3c0-4ba29fabd491","http://www.cdisc.org"
"Code","Code_595","C25370","2023-12-15","Exclusion Criteria","e5f5dccb-3163-4ef5-9b3a-232c87455923","http://www.cdisc.org"
"Code","Code_596","C25370","2023-12-15","Exclusion Criteria","a74b26d2-03f7-4ba6-b3ca-c1574e51ed14","http://www.cdisc.org"
"Code","Code_597","C25370","2023-12-15","Exclusion Criteria","18b6b5c6-6480-40a0-9564-8734c2398025","http://www.cdisc.org"
"Code","Code_598","C25370","2023-12-15","Exclusion Criteria","219ac434-3ad5-4e96-9945-7d785e25b141","http://www.cdisc.org"
"Code","Code_599","C25370","2023-12-15","Exclusion Criteria","dc70ca88-a181-4571-a2e2-6bbc459a12b6","http://www.cdisc.org"
"Code","Code_600","C25370","2023-12-15","Exclusion Criteria","af26e589-2293-4a7f-adc6-6f4cd4b55f19","http://www.cdisc.org"
"Code","Code_601","C25370","2023-12-15","Exclusion Criteria","c27c886f-f070-40e7-a85f-794827848506","http://www.cdisc.org"
"Code","Code_552","C29848","2023-12-15","Year","70ef657f-98d1-45ef-a867-b2f2763d6b90","http://www.cdisc.org"
"Code","Code_14","C201357","2023-12-15","Before","216aa8a5-ab3a-44ee-9bcd-dbe2169b79a4","http://www.cdisc.org"
"Code","Code_15","C201355","2023-12-15","Start to Start","be2ef128-8cf2-4615-9856-73c7bc69d554","http://www.cdisc.org"
"Code","Code_16","C201357","2023-12-15","Before","8d802303-f3b4-4b3e-a4c6-c64d0520e5e4","http://www.cdisc.org"
"Code","Code_17","C201355","2023-12-15","Start to Start","95cafd3f-8413-4359-a0e5-67d6845900b5","http://www.cdisc.org"
"Code","Code_19","C201358","2023-12-15","Fixed Reference","edd4b794-295c-4abe-8c0c-c46440c5869d","http://www.cdisc.org"
"Code","Code_20","C201355","2023-12-15","Start to Start","e53a0a36-669f-4135-b325-8b802a6b5523","http://www.cdisc.org"
"Code","Code_21","C201356","2023-12-15","After","fcf17eec-51e3-462c-a2d5-3bd449fb95e6","http://www.cdisc.org"
"Code","Code_22","C201355","2023-12-15","Start to Start","f83ffaa2-dd50-4197-b226-7631c60c0e2e","http://www.cdisc.org"
"Code","Code_24","C201356","2023-12-15","After","77b6d9f6-cddb-49e6-8901-1cac7722b95b","http://www.cdisc.org"
"Code","Code_25","C201355","2023-12-15","Start to Start","092f01c6-9671-40c8-9005-04cea6d3e49f","http://www.cdisc.org"
"Code","Code_27","C201356","2023-12-15","After","cec3e303-7bb7-4b99-87b9-3ff189257930","http://www.cdisc.org"
"Code","Code_28","C201355","2023-12-15","Start to Start","07946e96-51a2-456c-ac14-ebee4588dbbf","http://www.cdisc.org"
"Code","Code_30","C201356","2023-12-15","After","f353338b-e95b-44a7-8724-12d43b556175","http://www.cdisc.org"
"Code","Code_31","C201355","2023-12-15","Start to Start","f09e9435-e62c-49b3-abeb-e7c434593b2e","http://www.cdisc.org"
"Code","Code_35","C201356","2023-12-15","After","4c308c5c-bb22-4b6d-82ba-bdc4e3530c69","http://www.cdisc.org"
"Code","Code_36","C201355","2023-12-15","Start to Start","4df27b29-fd2f-4480-ad3a-ae2351acd1c4","http://www.cdisc.org"
"Code","Code_40","C201356","2023-12-15","After","393a99eb-8950-4505-86a0-0373d2236adc","http://www.cdisc.org"
"Code","Code_41","C201355","2023-12-15","Start to Start","c156c407-6108-480a-a87e-9a9781d0bf27","http://www.cdisc.org"
"Code","Code_45","C201356","2023-12-15","After","2db101b7-1671-4cfc-b1a7-96252f2eb045","http://www.cdisc.org"
"Code","Code_46","C201355","2023-12-15","Start to Start","b33a8d92-b27d-4e98-8e15-885ec98fa296","http://www.cdisc.org"
"Code","Code_50","C201356","2023-12-15","After","6694642f-f4e8-41c7-ae72-8a8143c439ad","http://www.cdisc.org"
"Code","Code_51","C201355","2023-12-15","Start to Start","48f8483b-4d6e-4e45-b6aa-5e4799f3ee8b","http://www.cdisc.org"
"Code","Code_53","C201356","2023-12-15","After","d37630d5-e7ba-4fbf-a65c-3f33ec7ff760","http://www.cdisc.org"
"Code","Code_54","C201355","2023-12-15","Start to Start","d4387aa9-56a1-4520-b15a-370441cdcec7","http://www.cdisc.org"
"Code","Code_33","C201356","2023-12-15","After","ddd7c91e-0319-477e-84d1-6da66306444f","http://www.cdisc.org"
"Code","Code_34","C201355","2023-12-15","Start to Start","7d7ca77a-0d43-4409-afea-368b552b4ac6","http://www.cdisc.org"
"Code","Code_38","C201356","2023-12-15","After","66a9ad17-8730-4dd0-adb6-7e81c06244bc","http://www.cdisc.org"
"Code","Code_39","C201355","2023-12-15","Start to Start","e3e9122f-4ac7-43b8-bdaf-8d43a0f4ad83","http://www.cdisc.org"
"Code","Code_43","C201356","2023-12-15","After","745cffa1-2a48-4c1a-b385-ab4b045fe02b","http://www.cdisc.org"
"Code","Code_44","C201355","2023-12-15","Start to Start","70113c24-3209-4ead-91c9-cb1241b9fa83","http://www.cdisc.org"
"Code","Code_48","C201356","2023-12-15","After","cf4f5b65-a308-4d01-9161-e92dfd1e8fc9","http://www.cdisc.org"
"Code","Code_49","C201355","2023-12-15","Start to Start","d3dce346-c000-42fd-9060-21f99476f78f","http://www.cdisc.org"
"Code","Code_56","C201358","2023-12-15","Fixed Reference","35e7b36a-a43d-4c0b-b90a-4d9b2cc009d0","http://www.cdisc.org"
"Code","Code_57","C201355","2023-12-15","Start to Start","d290a367-9378-4756-9191-5315d8c517fc","http://www.cdisc.org"
"Code","Code_58","C201358","2023-12-15","Fixed Reference","426cddae-9ffb-4a37-9593-e4c6a1095cfe","http://www.cdisc.org"
"Code","Code_59","C201355","2023-12-15","Start to Start","84ea4927-4695-47ca-9cbb-4cab0196148f","http://www.cdisc.org"
"Code","Code_60","C201358","2023-12-15","Fixed Reference","a106d693-3c59-439d-ae99-679fc8169615","http://www.cdisc.org"
"Code","Code_61","C201355","2023-12-15","Start to Start","b38f417d-65fe-4382-984d-2dbca9c74fd9","http://www.cdisc.org"
"Code","Code_62","C201356","2023-12-15","After","2c05348d-a228-4e43-8eb7-c3b83247e214","http://www.cdisc.org"
"Code","Code_63","C201355","2023-12-15","Start to Start","6d874911-ad50-4c54-a16c-f9f12cd8fb1e","http://www.cdisc.org"
"Code","Code_64","C201356","2023-12-15","After","80fdfe6e-5027-47a7-8bd4-f04f013a644d","http://www.cdisc.org"
"Code","Code_65","C201353","2023-12-15","End to Start","93c93892-9860-4fe2-8807-29aab1fcf121","http://www.cdisc.org"
"Code","Code_66","C201356","2023-12-15","After","6b69eda7-8e0d-4765-a751-e41442acaef7","http://www.cdisc.org"
"Code","Code_67","C201355","2023-12-15","Start to Start","fa5e50f6-425f-4cd4-8f68-93306cc32c99","http://www.cdisc.org"
"Code","Code_68","C201356","2023-12-15","After","034428ab-905e-470d-8343-964cea3e2aaf","http://www.cdisc.org"
"Code","Code_69","C201353","2023-12-15","End to Start","449600f2-f47b-4ee2-a1a1-40b1fc34bdf4","http://www.cdisc.org"
"Code","Code_70","C201356","2023-12-15","After","c34b3d4c-6349-4988-8ab6-fd3e09c365c6","http://www.cdisc.org"
"Code","Code_71","C201355","2023-12-15","Start to Start","d890312b-1214-4298-9004-42a5278815d4","http://www.cdisc.org"
"Code","Code_602","C70793","2023-12-15","Clinical Study Sponsor","1d77b604-15b5-4519-8d43-3a34194da581","http://www.cdisc.org"
"Code","Code_603","GBR","2020-08","United Kingdom of Great Britain and Northern Ireland","0ea510a8-556e-41f0-a26c-8c8b3b81bd32","ISO 3166 1 alpha3"
"Code","Code_3","C94108","2023-12-15","Study Acronym","cde2f437-168c-482d-b1d8-d795a28720d0","http://www.cdisc.org"
"Code","Code_5","C99905x1","2023-12-15","Brief Study Title","e2bcf5a9-439d-4639-9474-af5af55053dd","http://www.cdisc.org"
"Code","Code_6","C99905x2","2023-12-15","Official Study Title","0bb542d6-c656-49aa-bb19-86e5ba5a6e11","http://www.cdisc.org"
"Code","Code_7","C99905x3","2023-12-15","Public Study Title","5c5b4f49-c680-4017-9a97-f229e8ce79c7","http://www.cdisc.org"
"Code","Code_8","C25508","2023-12-15","Final","d6d57c6a-cd8d-49a3-97a0-09a1cc86a0a5","http://www.cdisc.org"
"Code","Code_11","C99903x1","2023-12-15","Protocol Effective Date","ec9caf52-1e8b-49da-a2f3-e4d88a3bf2a0","http://www.cdisc.org"
"Code","Code_13","C41129","2023-12-15","Region","87ab20fa-fc8d-4680-9de6-8dd9dc1f34ee","http://www.cdisc.org"
"Code","Code_12","150","2020-08","Europe","f882f847-09bf-4f4d-a052-d4a124a29459","ISO 3166 1 alpha3"
