"codeSystem","uuid:ID","code","decode","instanceType","id","codeSystemVersion"
"http://www.cdisc.org","fa905f32-4f88-43be-9e8c-bd794c822a55","C201356","After","Code","Code_33","2023-12-15"
"http://www.cdisc.org","84ccdb48-c040-4e5a-9fe1-de87fdd6d6c9","C201355","Start to Start","Code","Code_34","2023-12-15"
"http://www.cdisc.org","2861c083-787e-4557-ba66-f94b3b6f9b07","C201357","Before","Code","Code_35","2023-12-15"
"http://www.cdisc.org","7bd9427e-fe90-4d83-9cb8-fb3def7c3333","C201355","Start to Start","Code","Code_36","2023-12-15"
"http://www.cdisc.org","0d136bf6-b5bc-4789-a659-8cf4e8b05f3e","C201357","Before","Code","Code_37","2023-12-15"
"http://www.cdisc.org","59e68dda-4a05-481f-8329-2a6b8726da06","C201355","Start to Start","Code","Code_38","2023-12-15"
"http://www.cdisc.org","b058e5b5-caa7-4885-ad86-8b27af4d146e","C201357","Before","Code","Code_39","2023-12-15"
"http://www.cdisc.org","33eb2fe1-a531-4ae9-bd94-8c8a5cd27607","C201355","Start to Start","Code","Code_40","2023-12-15"
"http://www.cdisc.org","c94d8183-9361-4596-9160-adf234d3c82c","C201357","Before","Code","Code_41","2023-12-15"
"http://www.cdisc.org","bcf4d5f8-7ec5-4b94-a031-d16224b82d6a","C201355","Start to Start","Code","Code_42","2023-12-15"
"http://www.cdisc.org","0cb5e70b-1be3-43e7-87de-1a9d43793ae5","C201358","Fixed Reference","Code","Code_43","2023-12-15"
"http://www.cdisc.org","f5842029-fc6d-47c2-84f0-36a6b554e1bf","C201355","Start to Start","Code","Code_44","2023-12-15"
"http://www.cdisc.org","76312e80-7d5f-4bcf-b88b-7e6cee859c48","C201356","After","Code","Code_45","2023-12-15"
"http://www.cdisc.org","3a277d87-0b78-4725-845e-dabe039d6413","C201355","Start to Start","Code","Code_46","2023-12-15"
"http://www.cdisc.org","0ee45253-066e-4b25-980e-2a70cdbde120","C201356","After","Code","Code_47","2023-12-15"
"http://www.cdisc.org","ddb0a088-899e-4f16-a06f-212fa1673d40","C201355","Start to Start","Code","Code_48","2023-12-15"
"http://www.cdisc.org","fb1db16d-a3ef-4106-90db-0e1a90d18ce4","C201356","After","Code","Code_49","2023-12-15"
"http://www.cdisc.org","75b83dbe-7430-4db2-b04c-2c70c2f67d3b","C201355","Start to Start","Code","Code_50","2023-12-15"
"http://www.cdisc.org","82c322dd-8a9b-4302-9d44-64df13255f06","C201356","After","Code","Code_51","2023-12-15"
"http://www.cdisc.org","b079caad-074e-4350-8d13-ca54283a8092","C201355","Start to Start","Code","Code_52","2023-12-15"
"http://www.cdisc.org","2e79e078-0b04-4f6f-ac68-56c24e577242","C201356","After","Code","Code_53","2023-12-15"
"http://www.cdisc.org","225b5542-4d48-496a-bfc1-3f12f294b155","C201355","Start to Start","Code","Code_54","2023-12-15"
"http://www.cdisc.org","2c49b181-9e70-417d-8291-40ac8adb2fd0","C201356","After","Code","Code_55","2023-12-15"
"http://www.cdisc.org","aab8f3a9-4e24-4966-b677-0fb7d2fe9665","C201355","Start to Start","Code","Code_56","2023-12-15"
"http://www.cdisc.org","3809af6c-a20c-4cf2-8ea8-49e1b9ff94c8","C201356","After","Code","Code_57","2023-12-15"
"http://www.cdisc.org","a426606c-865f-417e-a7ad-f0df4df97b33","C201355","Start to Start","Code","Code_58","2023-12-15"
"http://www.cdisc.org","984a814c-9f3a-4876-8da6-5fafae3c33b1","C201356","After","Code","Code_59","2023-12-15"
"http://www.cdisc.org","d862b87f-36dc-4671-96a7-828456503a9e","C201355","Start to Start","Code","Code_60","2023-12-15"
"http://www.cdisc.org","5e8220b2-a477-47b2-ad4e-c5315be160c5","C201356","After","Code","Code_61","2023-12-15"
"http://www.cdisc.org","e085b5e4-daab-403c-9c7e-c749530029dc","C201355","Start to Start","Code","Code_62","2023-12-15"
"http://www.cdisc.org","ae0ae2ad-8dea-4b87-a703-829bcd85a856","C201356","After","Code","Code_63","2023-12-15"
"http://www.cdisc.org","e88edd78-cfee-42fc-bd07-18cddb212711","C201355","Start to Start","Code","Code_64","2023-12-15"
"http://www.cdisc.org","44836903-20ba-4109-b1e9-6f53ce471df0","C201356","After","Code","Code_65","2023-12-15"
"http://www.cdisc.org","4a0196be-e525-40c9-bbca-ba5dbfd777d1","C201355","Start to Start","Code","Code_66","2023-12-15"
"http://www.cdisc.org","10540868-93ce-4021-97fe-d16f992300ec","C201356","After","Code","Code_67","2023-12-15"
"http://www.cdisc.org","f281694d-91b6-41d2-a889-f8a9e700fb51","C201355","Start to Start","Code","Code_68","2023-12-15"
"http://www.cdisc.org","160c5894-452b-4880-acf0-8f7d5ba0fe25","C201356","After","Code","Code_69","2023-12-15"
"http://www.cdisc.org","24678579-ec67-42bc-9653-09c701d61354","C201355","Start to Start","Code","Code_70","2023-12-15"
"http://www.cdisc.org","b727b484-3805-4ddd-89e2-02f8ad1f5149","C201356","After","Code","Code_71","2023-12-15"
"http://www.cdisc.org","db34f36e-91b2-42ae-a75a-142c7f19d64d","C201355","Start to Start","Code","Code_72","2023-12-15"
"http://www.cdisc.org","16935125-d693-4981-83a4-0f9183f0879c","C201356","After","Code","Code_73","2023-12-15"
"http://www.cdisc.org","694e817f-fc7a-4c93-b277-750c175a932b","C201355","Start to Start","Code","Code_74","2023-12-15"
"http://www.cdisc.org","180a4c03-dfe7-4c8b-92fd-cdf31e3981d6","C201356","After","Code","Code_75","2023-12-15"
"http://www.cdisc.org","ae805111-d7fc-421a-a01a-2bc6e53e7418","C201355","Start to Start","Code","Code_76","2023-12-15"
"http://www.cdisc.org","6d53f2a2-2549-4506-889e-264eb85efb47","C201356","After","Code","Code_77","2023-12-15"
"http://www.cdisc.org","1d5952d4-dce7-4469-8306-f40d3875e819","C201355","Start to Start","Code","Code_78","2023-12-15"
"http://www.cdisc.org","f7ef2731-1d6d-401c-af14-517cc6d1beca","C201356","After","Code","Code_79","2023-12-15"
"http://www.cdisc.org","e3e892be-30e4-47be-a9a9-77309420fe0e","C201355","Start to Start","Code","Code_80","2023-12-15"
"http://www.cdisc.org","256b4605-5f27-4c43-a4f4-78fd1fb4eb63","C201356","After","Code","Code_81","2023-12-15"
"http://www.cdisc.org","932aec46-d6d7-4951-8437-120e86fb0621","C201355","Start to Start","Code","Code_82","2023-12-15"
"http://www.cdisc.org","40308477-3ede-46bd-b51f-33b8c9d84750","C201356","After","Code","Code_83","2023-12-15"
"http://www.cdisc.org","c7f5ecc4-1c48-434f-8d77-acfd171e515f","C201355","Start to Start","Code","Code_84","2023-12-15"
"http://www.cdisc.org","d7f8a520-44c8-4168-9b69-39d94fb20bc1","C201356","After","Code","Code_85","2023-12-15"
"http://www.cdisc.org","8dcbbfb7-8344-430e-bb6d-64a64d989140","C201355","Start to Start","Code","Code_86","2023-12-15"
"http://www.cdisc.org","a6e8d5a9-57da-47e4-983e-15fc3ee59d2a","C201356","After","Code","Code_87","2023-12-15"
"http://www.cdisc.org","ada86cae-8fd2-4bf6-a485-1ab0a1f42324","C201355","Start to Start","Code","Code_88","2023-12-15"
"http://www.cdisc.org","15586b0c-c32d-402d-8087-720c5b07984d","C201356","After","Code","Code_89","2023-12-15"
"http://www.cdisc.org","a5747f26-523e-472c-9059-d7fa841d70a2","C201355","Start to Start","Code","Code_90","2023-12-15"
"http://www.cdisc.org","a1ecf7a6-46c4-4b34-8a11-7e826bb73513","C201356","After","Code","Code_91","2023-12-15"
"http://www.cdisc.org","35a13c19-9aa0-4f8b-845b-ca56e0b641fa","C201355","Start to Start","Code","Code_92","2023-12-15"
"http://www.cdisc.org","85318998-7fb3-404a-870a-73f72cce7f49","C201356","After","Code","Code_93","2023-12-15"
"http://www.cdisc.org","0b485c95-7574-4f23-9a30-d0c371e0c6e9","C201355","Start to Start","Code","Code_94","2023-12-15"
"http://www.cdisc.org","ea8affaf-fa0c-4c08-b55d-b1e48c5b9a5c","C201356","After","Code","Code_95","2023-12-15"
"http://www.cdisc.org","c161ffec-fd0b-4ee1-8f5d-0cf408ea60c8","C201355","Start to Start","Code","Code_96","2023-12-15"
"http://www.cdisc.org","9fcb9f77-7d59-4e71-bedc-5ba99e4d63c3","C201356","After","Code","Code_97","2023-12-15"
"http://www.cdisc.org","bf3a29e4-654d-4acf-a7c0-7b5ccca4a836","C201355","Start to Start","Code","Code_98","2023-12-15"
"http://www.cdisc.org","eaaa9eaa-563f-497a-b432-7c3c730fff02","C201356","After","Code","Code_99","2023-12-15"
"http://www.cdisc.org","ac5ba59f-7b90-417f-b9be-c709491d28a6","C201355","Start to Start","Code","Code_100","2023-12-15"
"http://www.cdisc.org","26ec32dc-c7a2-4ac0-b148-dc6c1a30846b","C201356","After","Code","Code_101","2023-12-15"
"http://www.cdisc.org","e1e9a6ef-f516-4b1b-8aa7-5ea8ef314834","C201355","Start to Start","Code","Code_102","2023-12-15"
"http://www.cdisc.org","3851f7b8-d40c-4d39-892c-b187aa448e1e","C201356","After","Code","Code_103","2023-12-15"
"http://www.cdisc.org","2eb485bf-efff-42cb-b836-a8027f1288f0","C201355","Start to Start","Code","Code_104","2023-12-15"
"http://www.cdisc.org","810ea1ea-f3f4-4c4f-ad5f-fd81083f645c","C201356","After","Code","Code_105","2023-12-15"
"http://www.cdisc.org","b9d7e7cc-dd5c-4bcf-a28f-90710c83f54b","C201355","Start to Start","Code","Code_106","2023-12-15"
"http://www.cdisc.org","126aa39f-0293-47f4-9ab6-b7992a5f8742","C201356","After","Code","Code_107","2023-12-15"
"http://www.cdisc.org","fb1a2c29-6d5e-45e1-b200-c32c3531b59a","C201355","Start to Start","Code","Code_108","2023-12-15"
"http://www.cdisc.org","3388df39-cfe2-423c-8384-4a4b31aec7ef","C201356","After","Code","Code_109","2023-12-15"
"http://www.cdisc.org","566b9b66-d981-44ae-9d33-0c77c50ce2a1","C201355","Start to Start","Code","Code_110","2023-12-15"
"http://www.cdisc.org","cdc671fd-f9bf-433d-b516-76f9cf46e626","C201356","After","Code","Code_111","2023-12-15"
"http://www.cdisc.org","fe164407-9769-484d-aa4e-a461259a4eb0","C201355","Start to Start","Code","Code_112","2023-12-15"
"http://www.cdisc.org","49c5d025-38b4-4c9d-a89d-8aed1b7a6a9c","C201356","After","Code","Code_113","2023-12-15"
"http://www.cdisc.org","7671696b-a6fa-45c5-9c03-858be04227fb","C201355","Start to Start","Code","Code_114","2023-12-15"
"http://www.cdisc.org","e09bd913-44a6-4f46-9d54-58315c1450fc","C201356","After","Code","Code_115","2023-12-15"
"http://www.cdisc.org","f55e8333-a0b9-41f3-846f-a135a48a875d","C201355","Start to Start","Code","Code_116","2023-12-15"
"http://www.cdisc.org","973f2293-d058-4da9-a6d6-b45c157c178a","C201356","After","Code","Code_117","2023-12-15"
"http://www.cdisc.org","f8716cb4-701e-4f1e-b9f4-f28c8d7084f8","C201355","Start to Start","Code","Code_118","2023-12-15"
"http://www.cdisc.org","22da59ec-5e8f-4ab7-8c0f-8ac25218d891","C201356","After","Code","Code_119","2023-12-15"
"http://www.cdisc.org","8c696849-4235-4658-b978-bdb0bc329216","C201355","Start to Start","Code","Code_120","2023-12-15"
"http://www.cdisc.org","0d98c545-b517-40ee-8739-0ad89d9784b0","C201356","After","Code","Code_121","2023-12-15"
"http://www.cdisc.org","36b3494e-6615-4261-9908-c5e4fced78f6","C201355","Start to Start","Code","Code_122","2023-12-15"
"http://www.cdisc.org","a6d3626e-3693-4c69-ac99-e1e3f16ec090","C201356","After","Code","Code_123","2023-12-15"
"http://www.cdisc.org","d029a75f-b3f8-45e1-9545-952a545eb25d","C201355","Start to Start","Code","Code_124","2023-12-15"
"http://www.cdisc.org","5eaf0ac8-4d49-4577-b5fe-58136c379b49","C201358","Fixed Reference","Code","Code_148","2023-12-15"
"http://www.cdisc.org","6dcc6901-b337-4bb6-a7d5-9a11fa6a13ae","C201355","Start to Start","Code","Code_149","2023-12-15"
"http://www.cdisc.org","c4b459d6-bd86-4331-a017-d828ae1d5d48","C201358","Fixed Reference","Code","Code_150","2023-12-15"
"http://www.cdisc.org","c15c7514-5869-475d-80db-3a788253c5fc","C201355","Start to Start","Code","Code_151","2023-12-15"
"http://www.cdisc.org","cd1bbb0c-7e33-4cc9-8e95-be73400577fe","C201357","Before","Code","Code_126","2023-12-15"
"http://www.cdisc.org","c030ee15-85e5-41fe-a7e6-e2b0a66ea2c5","C201355","Start to Start","Code","Code_127","2023-12-15"
"http://www.cdisc.org","a7d71f44-77f6-42c9-a398-d2587574af0c","C201358","Fixed Reference","Code","Code_128","2023-12-15"
"http://www.cdisc.org","332d2d54-0296-4a53-9a00-34ebc19c7c88","C201355","Start to Start","Code","Code_129","2023-12-15"
"http://www.cdisc.org","72669f60-fd68-41e4-8eb1-3ed2fd13c1b1","C201356","After","Code","Code_130","2023-12-15"
"http://www.cdisc.org","e7256000-4ab2-4e36-b7ce-3424dab91240","C201355","Start to Start","Code","Code_131","2023-12-15"
"http://www.cdisc.org","5b04688d-5de0-4974-93df-d69adbab78d2","C201356","After","Code","Code_132","2023-12-15"
"http://www.cdisc.org","9950f588-624f-41ef-ba09-87e8524e552d","C201355","Start to Start","Code","Code_133","2023-12-15"
"http://www.cdisc.org","9ead9efe-4066-4c45-a164-ffcdc78d6940","C201356","After","Code","Code_134","2023-12-15"
"http://www.cdisc.org","cc3dc501-edb6-4219-bc96-ba2fa8fd7cac","C201355","Start to Start","Code","Code_135","2023-12-15"
"http://www.cdisc.org","90f63671-02de-4ada-b964-831723ed514e","C201356","After","Code","Code_136","2023-12-15"
"http://www.cdisc.org","94b96387-356c-46f5-b9c3-1a84b1181066","C201355","Start to Start","Code","Code_137","2023-12-15"
"http://www.cdisc.org","ff32b2cf-4c3c-4b13-b2b4-77ff7b777b0f","C201356","After","Code","Code_138","2023-12-15"
"http://www.cdisc.org","68dbad2e-b87e-409b-acad-8a9f23b0a57c","C201355","Start to Start","Code","Code_139","2023-12-15"
"http://www.cdisc.org","6aa7dec9-23f3-4abf-9c59-0898dea86806","C201356","After","Code","Code_140","2023-12-15"
"http://www.cdisc.org","6af4bf19-17b5-4757-916a-f7a582598ebe","C201355","Start to Start","Code","Code_141","2023-12-15"
"http://www.cdisc.org","26b40a63-fc81-40d5-ac15-f714922c6016","C201356","After","Code","Code_142","2023-12-15"
"http://www.cdisc.org","24b26ce3-f00a-4f62-8b49-0e57c631d823","C201355","Start to Start","Code","Code_143","2023-12-15"
"http://www.cdisc.org","14d58edf-7ec8-439d-b657-e526aaa1c6a1","C201356","After","Code","Code_144","2023-12-15"
"http://www.cdisc.org","eea08c24-540c-41ac-8bc2-fa24f7d6d38f","C201355","Start to Start","Code","Code_145","2023-12-15"
"http://www.cdisc.org","aa38b666-043d-4d09-addc-0d422543b1cc","C201356","After","Code","Code_146","2023-12-15"
"http://www.cdisc.org","13939725-04c2-43e2-9e33-9d9ce2ec22e0","C201355","Start to Start","Code","Code_147","2023-12-15"
"http://www.cdisc.org","fdb7bd70-5bff-42d3-b05f-f8596aaa7f81","C201358","Fixed Reference","Code","Code_152","2023-12-15"
"http://www.cdisc.org","c01b6d82-d316-407d-a296-13c2dbbda96f","C201355","Start to Start","Code","Code_153","2023-12-15"
"http://www.cdisc.org","3b12d34e-1ff0-4302-88e3-d533ac2bf3ce","C70793","Clinical Study Sponsor","Code","Code_563","2023-12-15"
"ISO 3166 1 alpha3","2f5cb94f-b54e-4bbf-a87a-ebd75ed0f07b","GBR","United Kingdom of Great Britain and Northern Ireland","Code","Code_564","2020-08"
"http://www.cdisc.org","e3cc56aa-6dcb-4f6b-84ce-d21b278460bf","C99905x1","Brief Study Title","Code","Code_4","2023-12-15"
"http://www.cdisc.org","9be5ea70-505e-44fc-aeae-3004bda937ed","C99905x2","Official Study Title","Code","Code_5","2023-12-15"
"http://www.cdisc.org","c9fc8397-2b1d-445b-acec-1ef9dcbf2905","C99905x3","Public Study Title","Code","Code_6","2023-12-15"
"http://www.cdisc.org","a949b486-ff85-4752-b6df-4789749ac2b9","C99905x4","Scientific Study Title","Code","Code_7","2023-12-15"
"http://www.cdisc.org","340442b1-9031-4e0f-996f-37103c030df3","C25508","Final","Code","Code_8","2023-12-15"
"http://www.cdisc.org","45ebecd7-d19c-4e03-ba80-0639de3aee15","C132352","Sponsor Approval Date","Code","Code_9","2023-12-15"
"http://www.cdisc.org","3cb5d13c-8449-4024-97db-45e47f3d26fa","C68846","Global","Code","Code_10","2023-12-15"
"http://www.cdisc.org","e3e7a310-96c1-4c2b-84f4-1dc7340bf124","C132352","Sponsor Approval Date","Code","Code_11","2023-12-15"
"http://www.cdisc.org","9f62a59a-a0d6-4aef-b797-83672088893d","C68846","Global","Code","Code_12","2023-12-15"
"http://www.cdisc.org","e4a87cca-4200-488c-966b-a2f1b33fb532","C132352","Sponsor Approval Date","Code","Code_13","2023-12-15"
"http://www.cdisc.org","b9d8063a-53c3-47ec-b4ae-31960976abaa","C68846","Global","Code","Code_14","2023-12-15"
"http://www.cdisc.org","7ccb72da-a346-4e0f-91ad-28db983ff242","C132352","Sponsor Approval Date","Code","Code_15","2023-12-15"
"http://www.cdisc.org","70c3c36e-b250-4782-a35a-6cd99c738984","C68846","Global","Code","Code_16","2023-12-15"
"http://www.cdisc.org","20bc6abb-3f6e-4d40-9a54-b69ab42a7586","C132352","Sponsor Approval Date","Code","Code_17","2023-12-15"
"http://www.cdisc.org","2b9a0300-973e-410c-aa0d-e736ef8f7924","C25464","Country","Code","Code_19","2023-12-15"
"ISO 3166 1 alpha3","58e74f11-e54a-4a02-a9be-477180f38add","USA","United States of America","Code","Code_18","2020-08"
