"decode","uuid:ID","codeSystem","instanceType","code","codeSystemVersion","id"
"SYSBP","cab473ca-b7dc-4673-8748-51056a23909b","http://www.cdisc.org","Code","C25298","2023-12-15","Code_378"
"Clinical Test Result","2b5f9c07-fd91-43c3-9002-1524bbc63ef6","http://www.cdisc.org","Code","C77140","2023-12-15","Code_379"
"Unit of Pressure","1b670358-da38-4eaf-bd78-69eaabaec61d","http://www.cdisc.org","Code","C49669","2023-12-15","Code_380"
"Sitting","cbbe6ee8-eee0-4f11-9bd4-9bc5f570fa4a","http://www.cdisc.org","Code","C62122","2023-12-15","Code_381"
"Standing","062df8b9-67d8-4804-97a4-db3d93c80884","http://www.cdisc.org","Code","C62166","2023-12-15","Code_382"
"Supine Position","3c0acef5-d863-4e2f-801e-2d120ea818f9","http://www.cdisc.org","Code","C62167","2023-12-15","Code_383"
"Body Position","c54e50a7-bf25-4bab-81f3-76c945bb58ff","http://www.cdisc.org","Code","C62164","2023-12-15","Code_384"
"Brachial Artery","98aacc6c-895f-41a1-ba52-77dc9637f972","http://www.cdisc.org","Code","C12681","2023-12-15","Code_385"
"Common Carotid Artery","7dfbe1c4-1a92-4b73-bc17-8f4725e266ee","http://www.cdisc.org","Code","C12687","2023-12-15","Code_386"
"Dorsalis Pedis Artery","26abce1d-d1cb-4fa8-9239-e4e853c352bd","http://www.cdisc.org","Code","C32478","2023-12-15","Code_387"
"Femoral Artery","86c3de9e-d169-478f-b497-bd63e3aa52c4","http://www.cdisc.org","Code","C12715","2023-12-15","Code_388"
"Radial Artery","22b1c32b-0219-4930-a8c1-df2ca957d804","http://www.cdisc.org","Code","C12838","2023-12-15","Code_389"
"Anatomic Site","8a19fedc-b9a3-4232-82b8-3053608fe702","http://www.cdisc.org","Code","C13717","2023-12-15","Code_390"
"Left","0f19edcd-b9ba-4188-81cd-157d6cffb30f","http://www.cdisc.org","Code","C25229","2023-12-15","Code_391"
"Right","df60fa16-94a0-4c50-9ac4-da6626e06401","http://www.cdisc.org","Code","C25228","2023-12-15","Code_392"
"Laterality","78640eb4-3d2f-4ed9-a53b-bd0b3f84a2bb","http://www.cdisc.org","Code","C25185","2023-12-15","Code_393"
"SYSBP","9154ea43-d75b-4d37-ad34-3978381fe384","http://www.cdisc.org","Code","C25298","2023-12-15","Code_394"
"DIABP","87a71479-29df-4513-a795-f6b5aa30d64e","http://www.cdisc.org","Code","C25299","2023-12-15","Code_395"
"Clinical Test Result","5ac72224-26b2-4dec-ad03-10ab12dd33d1","http://www.cdisc.org","Code","C77140","2023-12-15","Code_396"
"Unit of Pressure","3ca9e8b7-2683-4fa8-8e68-debfb857b37f","http://www.cdisc.org","Code","C49669","2023-12-15","Code_397"
"Sitting","d37a9a5d-838d-47c0-9408-91f139b671c5","http://www.cdisc.org","Code","C62122","2023-12-15","Code_398"
"Standing","190d6305-af76-4d00-aab0-8b5442bc2b66","http://www.cdisc.org","Code","C62166","2023-12-15","Code_399"
"Supine Position","6fb49958-408a-488a-b8a5-528198ce70c1","http://www.cdisc.org","Code","C62167","2023-12-15","Code_400"
"Body Position","f14e51a1-a519-4e51-a2ea-7c78a41bd80b","http://www.cdisc.org","Code","C62164","2023-12-15","Code_401"
"Brachial Artery","90456d84-90d3-4e94-b1f9-af0bc2cbe09b","http://www.cdisc.org","Code","C12681","2023-12-15","Code_402"
"Common Carotid Artery","6259758a-8997-4f4e-9bd5-f7df69cca136","http://www.cdisc.org","Code","C12687","2023-12-15","Code_403"
"Dorsalis Pedis Artery","897b8f49-5528-4c1f-a466-d4a6fe28a8d5","http://www.cdisc.org","Code","C32478","2023-12-15","Code_404"
"Femoral Artery","884acc72-8004-4ce3-95fb-80b948a75332","http://www.cdisc.org","Code","C12715","2023-12-15","Code_405"
"Radial Artery","70c6cb65-0b90-4348-b8b7-f5df50724a14","http://www.cdisc.org","Code","C12838","2023-12-15","Code_406"
"Anatomic Site","7f3ed358-dcd8-48ac-9596-9b394c91864b","http://www.cdisc.org","Code","C13717","2023-12-15","Code_407"
"Left","5559a6aa-4a19-4e83-baaf-bbc2af0176cf","http://www.cdisc.org","Code","C25229","2023-12-15","Code_408"
"Right","8b0d95e7-771c-4846-8bc0-98ecaefc3f2b","http://www.cdisc.org","Code","C25228","2023-12-15","Code_409"
"Laterality","b7a12eb1-d76e-4d83-9633-c4e492a15c48","http://www.cdisc.org","Code","C25185","2023-12-15","Code_410"
"DIABP","6569b8a8-5a5c-45cf-819b-abab3e7ee081","http://www.cdisc.org","Code","C25299","2023-12-15","Code_411"
"HR","d2f0145a-43a5-4b2f-855b-8d6d523f0a27","http://www.cdisc.org","Code","C49677","2023-12-15","Code_412"
"Clinical Test Result","977de7ca-2fbb-48fb-9892-ceccc285e7d1","http://www.cdisc.org","Code","C77140","2023-12-15","Code_413"
"Count per Minute","5f632236-c105-4122-8de1-6d50d9bf5d95","http://www.cdisc.org","Code","C73688","2023-12-15","Code_414"
"Sitting","42230a94-e945-45af-959e-1437299bbcad","http://www.cdisc.org","Code","C62122","2023-12-15","Code_415"
"Standing","c1bb0f42-ed31-4fc7-9a66-580909185c05","http://www.cdisc.org","Code","C62166","2023-12-15","Code_416"
"Supine Position","165bcfcc-f292-47d6-8a65-9e580f0094e4","http://www.cdisc.org","Code","C62167","2023-12-15","Code_417"
"Body Position","8305f6a3-8046-4c2c-a52d-341e13f505e9","http://www.cdisc.org","Code","C62164","2023-12-15","Code_418"
"Brachial Artery","4dc5a480-d658-455e-96c9-9d1b320956f3","http://www.cdisc.org","Code","C12681","2023-12-15","Code_419"
"Common Carotid Artery","e203aa6e-c4d3-40af-94ee-77d1822e6f66","http://www.cdisc.org","Code","C12687","2023-12-15","Code_420"
"Dorsalis Pedis Artery","bc9b70c1-3a1b-4a64-b811-560875286abf","http://www.cdisc.org","Code","C32478","2023-12-15","Code_421"
"Femoral Artery","c84bae69-1014-4884-9a42-f3f66efaac3a","http://www.cdisc.org","Code","C12715","2023-12-15","Code_422"
"Radial Artery","9a12cced-e171-4da9-bb30-cfb376d305f1","http://www.cdisc.org","Code","C12838","2023-12-15","Code_423"
"Anatomic Site","d00bc575-04f6-49c1-8a56-e4a9c88d57c7","http://www.cdisc.org","Code","C13717","2023-12-15","Code_424"
"Left","bd20ea9b-3548-43e5-bd08-a46c509e43f0","http://www.cdisc.org","Code","C25229","2023-12-15","Code_425"
"Right","81ffac51-f36c-4507-9391-2c1fa7f2608d","http://www.cdisc.org","Code","C25228","2023-12-15","Code_426"
"Laterality","3442a688-0f71-4873-8369-6c1bbaeb185d","http://www.cdisc.org","Code","C25185","2023-12-15","Code_427"
"HR","ce2a9e9e-4390-4931-96fe-cdb57c9e2d1c","http://www.cdisc.org","Code","C49677","2023-12-15","Code_428"
"Placebo Comparator Arm","648a4521-20ef-45a1-a8b9-e123ef290662","http://www.cdisc.org","Code","C174268","2023-12-15","Code_123"
"Data Generated Within Study","c119c29d-66e4-49ea-8301-cb4e20aa8046","http://www.cdisc.org","Code","C188866","2023-12-15","Code_124"
"Active Comparator Arm","0fc01b0e-196f-468b-a7ee-fb65093d762d","http://www.cdisc.org","Code","C174267","2023-12-15","Code_125"
"Data Generated Within Study","0c0e28a7-a125-4b08-b292-b5271107d123","http://www.cdisc.org","Code","C188866","2023-12-15","Code_126"
"Active Comparator Arm","d80d9a12-f39e-4196-94a7-8f6139f0f266","http://www.cdisc.org","Code","C174267","2023-12-15","Code_127"
"Data Generated Within Study","24795a22-da12-438b-b2ce-58178c1952a1","http://www.cdisc.org","Code","C188866","2023-12-15","Code_128"
"Double Blind Study","1c60306a-1d23-4d0b-aab0-4245745c2cea","http://www.cdisc.org","Code","C15228","2023-12-15","Code_136"
"Screening Epoch","0804a061-355e-477a-a0c5-bd6c4625bf9b","http://www.cdisc.org","Code","C202487","2023-12-15","Code_129"
"Treatment Epoch","da00d976-2904-47dd-828d-35bd669a09ab","http://www.cdisc.org","Code","C101526","2023-12-15","Code_130"
"Treatment Epoch","8b2d7e50-03b0-43a1-b132-2e8475d4f366","http://www.cdisc.org","Code","C101526","2023-12-15","Code_131"
"Treatment Epoch","5cf53f88-df6c-4048-95ca-43d727f2ac9e","http://www.cdisc.org","Code","C101526","2023-12-15","Code_132"
"Follow-Up Epoch","2f1e4c15-109a-406b-b059-2ade6b27e2c7","http://www.cdisc.org","Code","C202578","2023-12-15","Code_133"
"Alzheimer's disease; unspecified","b73b21e7-2b2b-4ec5-acfe-bb9295320e7c","ICD-10-CM","Code","G30.9","1","Code_550"
"Alzheimer's disease","c8bd98c9-a4e7-427d-82c4-946071424fba","SNOMED","Code","26929004","January 31, 2018","Code_551"
"Sponsor","662ded3e-3096-444f-a514-bfe6ef4e4dfe","http://www.cdisc.org","Code","C70793","2023-12-15","Code_142"
"Primary Objective","ea2e1820-05fb-471b-aecb-693588d0440c","http://www.cdisc.org","Code","C85826","2023-12-15","Code_555"
"Primary Endpoint","9e1a60ca-a41c-48bb-bcc9-77894cc18bd6","http://www.cdisc.org","Code","C94496","2023-12-15","Code_554"
"Primary Endpoint","403a04d9-72b5-4fc3-92c8-fff0c924b079","http://www.cdisc.org","Code","C94496","2023-12-15","Code_556"
"Primary Objective","f8e3e054-9054-4ad7-8432-a6cadc681967","http://www.cdisc.org","Code","C85826","2023-12-15","Code_558"
"Primary Endpoint","50a2526e-ea9a-4269-b708-0a03d7014634","http://www.cdisc.org","Code","C94496","2023-12-15","Code_557"
"Primary Endpoint","24ff11f4-9522-4584-8374-206c9512bf1c","http://www.cdisc.org","Code","C94496","2023-12-15","Code_559"
"Primary Endpoint","0aa5101b-2462-4e3e-96c7-6961be93becc","http://www.cdisc.org","Code","C94496","2023-12-15","Code_560"
"Secondary Objective","55f7568c-e9d8-4452-94a3-50ed3c36c431","http://www.cdisc.org","Code","C85827","2023-12-15","Code_562"
"Secondary Endpoint","c09d5a42-9154-4d68-a08d-1acbeaddf359","http://www.cdisc.org","Code","C139173","2023-12-15","Code_561"
"Secondary Endpoint","9b8751b7-41d3-43ec-a9c1-740ddbb64198","http://www.cdisc.org","Code","C139173","2023-12-15","Code_563"
"Secondary Endpoint","e6d08678-722e-4ee4-8efc-95089a32fe35","http://www.cdisc.org","Code","C139173","2023-12-15","Code_564"
"Secondary Objective","ec20ecbf-f436-40b8-a681-443ade156171","http://www.cdisc.org","Code","C85827","2023-12-15","Code_566"
"Secondary Endpoint","2df95aaf-8960-4d6f-9270-04ba836c3863","http://www.cdisc.org","Code","C139173","2023-12-15","Code_565"
"Secondary Objective","d343ac5c-b3ac-4d3b-a1d2-3ac226cbb0aa","http://www.cdisc.org","Code","C85827","2023-12-15","Code_568"
"Secondary Endpoint","1f304ae2-c3da-4087-9907-26963fc2d14e","http://www.cdisc.org","Code","C139173","2023-12-15","Code_567"
"Secondary Objective","2b955046-2271-4c23-8f8a-a74821bd3966","http://www.cdisc.org","Code","C85827","2023-12-15","Code_570"
"Secondary Endpoint","9856675a-cbaf-4adb-a945-af72e5750eea","http://www.cdisc.org","Code","C139173","2023-12-15","Code_569"
"Both","3ca63dd5-28c5-441d-8e91-b4f8feefe050","http://www.cdisc.org","Code","C49636","2023-12-15","Code_553"
"Inclusion Criteria","f2f6374d-3d71-4c82-904d-d6c502e03c02","http://www.cdisc.org","Code","C25532","2023-12-15","Code_571"
"Inclusion Criteria","83e6b28c-1b31-43ff-ab7a-126d2018886e","http://www.cdisc.org","Code","C25532","2023-12-15","Code_572"
"Inclusion Criteria","ca48eed2-6bb0-4a41-af87-0b6afe41bb88","http://www.cdisc.org","Code","C25532","2023-12-15","Code_573"
"Inclusion Criteria","15ff2e99-240a-4365-bd0f-0891c579e69f","http://www.cdisc.org","Code","C25532","2023-12-15","Code_574"
"Inclusion Criteria","1367b53d-b469-4acb-a54b-10bc1d73f56c","http://www.cdisc.org","Code","C25532","2023-12-15","Code_575"
"Inclusion Criteria","e3ed881a-2106-4af0-a707-3da51f8dfb8a","http://www.cdisc.org","Code","C25532","2023-12-15","Code_576"
"Inclusion Criteria","a209509b-f9fc-4d08-83b6-6fdca62de05d","http://www.cdisc.org","Code","C25532","2023-12-15","Code_577"
"Inclusion Criteria","6b10cd3e-aade-4442-924e-9cf7f935feb0","http://www.cdisc.org","Code","C25532","2023-12-15","Code_578"
"Exclusion Criteria","6e069a4f-5355-4d05-985b-4289c2f10aa3","http://www.cdisc.org","Code","C25370","2023-12-15","Code_579"
"Exclusion Criteria","f755b777-c84c-4b13-9c83-9e08254fa25b","http://www.cdisc.org","Code","C25370","2023-12-15","Code_580"
"Exclusion Criteria","040d5351-9ae3-4b17-9c28-ed73eb07e5b3","http://www.cdisc.org","Code","C25370","2023-12-15","Code_581"
"Exclusion Criteria","18141868-451b-42e9-bd15-6b70dd4f3ca4","http://www.cdisc.org","Code","C25370","2023-12-15","Code_582"
"Exclusion Criteria","403ef111-ba00-4ab7-bc13-4bb735f7af57","http://www.cdisc.org","Code","C25370","2023-12-15","Code_583"
"Exclusion Criteria","e323f061-d2d2-4a89-b071-63deeab1f65c","http://www.cdisc.org","Code","C25370","2023-12-15","Code_584"
"Exclusion Criteria","946eca8e-6b6b-432c-b0f8-3819f65bccb8","http://www.cdisc.org","Code","C25370","2023-12-15","Code_585"
"Exclusion Criteria","6622cb47-306f-490b-a8cb-623e5dc8caf9","http://www.cdisc.org","Code","C25370","2023-12-15","Code_586"
"Exclusion Criteria","037d3491-22eb-4900-891f-f5afa15fbed9","http://www.cdisc.org","Code","C25370","2023-12-15","Code_587"
"Exclusion Criteria","3207b690-c124-45f9-b019-0c6876f96338","http://www.cdisc.org","Code","C25370","2023-12-15","Code_588"
"Exclusion Criteria","6e932924-6496-4e6f-aa2a-53212f4be8fc","http://www.cdisc.org","Code","C25370","2023-12-15","Code_589"
"Exclusion Criteria","7198e008-22fd-443c-9d85-de3f0fe9640e","http://www.cdisc.org","Code","C25370","2023-12-15","Code_590"
"Exclusion Criteria","2acadf86-e8bc-4c57-b9c9-632fa5161397","http://www.cdisc.org","Code","C25370","2023-12-15","Code_591"
"Exclusion Criteria","9f7306a4-1d48-4610-9612-7d6a8f42c514","http://www.cdisc.org","Code","C25370","2023-12-15","Code_592"
"Exclusion Criteria","a2fb01f9-3ad6-4092-8aba-483b65fca668","http://www.cdisc.org","Code","C25370","2023-12-15","Code_593"
"Exclusion Criteria","1fbb5fe8-db17-4fd3-8d24-82be25d71da8","http://www.cdisc.org","Code","C25370","2023-12-15","Code_594"
"Exclusion Criteria","c55f1614-2762-40bf-8d0d-a9aa0409f3a5","http://www.cdisc.org","Code","C25370","2023-12-15","Code_595"
"Exclusion Criteria","8c2b09dd-3a45-4d7a-a132-afdd4ad9815e","http://www.cdisc.org","Code","C25370","2023-12-15","Code_596"
"Exclusion Criteria","276589de-231c-4782-8f93-d5db99765108","http://www.cdisc.org","Code","C25370","2023-12-15","Code_597"
"Exclusion Criteria","fa2d2f9c-69fa-4eef-9a5e-25884d0611fb","http://www.cdisc.org","Code","C25370","2023-12-15","Code_598"
"Exclusion Criteria","00dd57fd-2380-449c-b95b-43d06542e5fd","http://www.cdisc.org","Code","C25370","2023-12-15","Code_599"
"Exclusion Criteria","811e6c36-68c3-499a-a5dc-a460d6741e1b","http://www.cdisc.org","Code","C25370","2023-12-15","Code_600"
"Exclusion Criteria","4dd65020-c197-4cc4-8275-80091eaffb56","http://www.cdisc.org","Code","C25370","2023-12-15","Code_601"
"Year","2d98b7d3-66c7-48f7-96bf-22af10ece71b","http://www.cdisc.org","Code","C29848","2023-12-15","Code_552"
"Before","005bfaee-6a4e-4a1f-af73-807a38e37b93","http://www.cdisc.org","Code","C201357","2023-12-15","Code_14"
"Start to Start","d248cc4d-8dd5-4c11-8e51-32e072922fb2","http://www.cdisc.org","Code","C201355","2023-12-15","Code_15"
"Before","02ef159a-61bc-4eb6-b70a-4be839310aa9","http://www.cdisc.org","Code","C201357","2023-12-15","Code_16"
"Start to Start","df1b75ac-ebe6-493c-9ff3-23561efd5a80","http://www.cdisc.org","Code","C201355","2023-12-15","Code_17"
"Fixed Reference","6042f9a2-87fc-48c1-ba4c-3fb025f32afd","http://www.cdisc.org","Code","C201358","2023-12-15","Code_19"
"Start to Start","6f8d7c9d-44c4-4464-877c-51003a946fdf","http://www.cdisc.org","Code","C201355","2023-12-15","Code_20"
"After","bb6cc0b8-3227-497d-b70c-1b10d3c614a7","http://www.cdisc.org","Code","C201356","2023-12-15","Code_21"
"Start to Start","400bf54a-fc3f-4c43-b87d-0abb5d6be834","http://www.cdisc.org","Code","C201355","2023-12-15","Code_22"
"After","15ffa3a0-aa3d-4f77-a1e6-a9661199ffce","http://www.cdisc.org","Code","C201356","2023-12-15","Code_24"
"Start to Start","4eb420d7-39a5-46a1-88fb-f2dfd70f9ddc","http://www.cdisc.org","Code","C201355","2023-12-15","Code_25"
"After","695b76fa-7b1f-489b-9854-d9e397cb796a","http://www.cdisc.org","Code","C201356","2023-12-15","Code_27"
"Start to Start","73d08a3f-a42c-4c18-810d-e23b331909f5","http://www.cdisc.org","Code","C201355","2023-12-15","Code_28"
"After","fe09de77-9848-40b9-95c6-aa0c036c0feb","http://www.cdisc.org","Code","C201356","2023-12-15","Code_30"
"Start to Start","99d29f70-518e-4bf3-ace5-493a5f39156d","http://www.cdisc.org","Code","C201355","2023-12-15","Code_31"
"After","fe28ca1a-94e6-4aa5-94a2-718ed65560cb","http://www.cdisc.org","Code","C201356","2023-12-15","Code_35"
"Start to Start","507dd5da-4ced-40b1-ad09-89d60b8fe77f","http://www.cdisc.org","Code","C201355","2023-12-15","Code_36"
"After","4da7c5aa-a2b0-4e25-b3d3-6ac857f34ec0","http://www.cdisc.org","Code","C201356","2023-12-15","Code_40"
"Start to Start","54261f58-272e-4966-aca8-e48aab8fafcb","http://www.cdisc.org","Code","C201355","2023-12-15","Code_41"
"After","99ea8a51-8918-4427-b977-bc016f16f2a5","http://www.cdisc.org","Code","C201356","2023-12-15","Code_45"
"Start to Start","a36e7505-1d4f-469d-a34b-7f1c3d39627c","http://www.cdisc.org","Code","C201355","2023-12-15","Code_46"
"After","9afa6e4e-f8e0-4636-a62d-1e1f615b8584","http://www.cdisc.org","Code","C201356","2023-12-15","Code_50"
"Start to Start","a2b9a005-6e52-48e6-a0fa-078ae556168c","http://www.cdisc.org","Code","C201355","2023-12-15","Code_51"
"After","e18228f5-f02d-46e4-9583-7f4e467ead64","http://www.cdisc.org","Code","C201356","2023-12-15","Code_53"
"Start to Start","3d7268b4-336b-46ba-b701-9572085a0f1b","http://www.cdisc.org","Code","C201355","2023-12-15","Code_54"
"After","137ff2bd-1297-4341-ac23-bc1d0ad5cc10","http://www.cdisc.org","Code","C201356","2023-12-15","Code_33"
"Start to Start","bc856051-f08b-4fc5-a417-294f7a21a23a","http://www.cdisc.org","Code","C201355","2023-12-15","Code_34"
"After","13d81be9-0f2c-4a26-b1b9-a99370b78142","http://www.cdisc.org","Code","C201356","2023-12-15","Code_38"
"Start to Start","8377b0ad-d4b4-41df-bfd9-9ed84467e390","http://www.cdisc.org","Code","C201355","2023-12-15","Code_39"
"After","06e85f79-d553-4b6d-a3aa-0df8038ff144","http://www.cdisc.org","Code","C201356","2023-12-15","Code_43"
"Start to Start","6eb84ba0-16f5-4bb2-83a4-ede91ef94c9c","http://www.cdisc.org","Code","C201355","2023-12-15","Code_44"
"After","8a185cc8-60bd-4206-bbd5-248c92bddf53","http://www.cdisc.org","Code","C201356","2023-12-15","Code_48"
"Start to Start","bf8b99f4-8d61-43b3-a921-db39bdb209be","http://www.cdisc.org","Code","C201355","2023-12-15","Code_49"
"Fixed Reference","9fcd0f44-ac95-4806-9b7e-a05f71e0bba1","http://www.cdisc.org","Code","C201358","2023-12-15","Code_56"
"Start to Start","671f103a-ba97-460c-aafa-9e81656d937f","http://www.cdisc.org","Code","C201355","2023-12-15","Code_57"
"Fixed Reference","120d2641-e617-43eb-88dc-8769ee735cba","http://www.cdisc.org","Code","C201358","2023-12-15","Code_58"
"Start to Start","40cddd50-7bdf-4fb0-b19e-7ba8ea441e4e","http://www.cdisc.org","Code","C201355","2023-12-15","Code_59"
"Fixed Reference","28e5b062-cfe4-4a26-94b4-99fb3dfb07f5","http://www.cdisc.org","Code","C201358","2023-12-15","Code_60"
"Start to Start","53cd828b-b5d8-4ffa-b72e-c07263416e92","http://www.cdisc.org","Code","C201355","2023-12-15","Code_61"
"After","70dfd2da-1532-4a7c-9499-ad37a79aa23a","http://www.cdisc.org","Code","C201356","2023-12-15","Code_62"
"Start to Start","4c6aaea6-81fc-4b01-865b-4b970a7e07c6","http://www.cdisc.org","Code","C201355","2023-12-15","Code_63"
"After","74ad1730-d919-4a72-832c-cd19d79abc6c","http://www.cdisc.org","Code","C201356","2023-12-15","Code_64"
"End to Start","e6096043-2de7-4c6c-804b-2c40af44d4f4","http://www.cdisc.org","Code","C201353","2023-12-15","Code_65"
"After","bf46b7c3-ca1e-4992-9e3c-d499f65e659e","http://www.cdisc.org","Code","C201356","2023-12-15","Code_66"
"Start to Start","394987ed-a658-420b-afc1-710168297f9d","http://www.cdisc.org","Code","C201355","2023-12-15","Code_67"
"After","db98dda2-b84b-4862-a909-400ddc24743a","http://www.cdisc.org","Code","C201356","2023-12-15","Code_68"
"End to Start","b2692985-3104-41e6-a8b0-55200c45b7c6","http://www.cdisc.org","Code","C201353","2023-12-15","Code_69"
"After","451e9162-796a-4f07-bf3f-a69666d91b8e","http://www.cdisc.org","Code","C201356","2023-12-15","Code_70"
"Start to Start","f087e6a6-8378-4784-a4a3-827e97eea45c","http://www.cdisc.org","Code","C201355","2023-12-15","Code_71"
"Clinical Study Sponsor","681f72f2-68df-4de6-b4b0-755a9cc1ef9d","http://www.cdisc.org","Code","C70793","2023-12-15","Code_602"
"United Kingdom of Great Britain and Northern Ireland","4960216d-ed4a-4de9-8295-c4f5b76534a5","ISO 3166 1 alpha3","Code","GBR","2020-08","Code_603"
"Study Acronym","8d33a2ab-1716-4cb6-8d6a-0f4fab93eb90","http://www.cdisc.org","Code","C94108","2023-12-15","Code_3"
"Brief Study Title","8d65d9ef-c4ee-46cc-a2b9-307cab919160","http://www.cdisc.org","Code","C99905x1","2023-12-15","Code_5"
"Official Study Title","de2113eb-11a7-4735-91f2-131a5788a991","http://www.cdisc.org","Code","C99905x2","2023-12-15","Code_6"
"Public Study Title","4a2dd13b-c74f-48ed-b419-c2fa3f78fa5c","http://www.cdisc.org","Code","C99905x3","2023-12-15","Code_7"
"Final","efaee372-4215-470f-abc3-47f65267e0c4","http://www.cdisc.org","Code","C25508","2023-12-15","Code_8"
"Protocol Effective Date","8487dff9-bf7e-4c9f-a2ba-2407b82c18b6","http://www.cdisc.org","Code","C99903x1","2023-12-15","Code_11"
"Region","f2fcdd28-5bc1-41cb-955e-7e6cb6579458","http://www.cdisc.org","Code","C41129","2023-12-15","Code_13"
"Europe","9b0caa29-6afb-4ab1-8552-02e46a6b23fc","ISO 3166 1 alpha3","Code","150","2020-08","Code_12"
