"code","codeSystemVersion","id","instanceType","codeSystem","decode","uuid:ID"
"C62166","2023-12-15","Code_382","Code","http://www.cdisc.org","Standing","d88fd5bd-8267-4121-8edc-3f92dc89b549"
"C62167","2023-12-15","Code_383","Code","http://www.cdisc.org","Supine Position","4d21f5b3-222e-4973-96f6-25feed6c69f9"
"C62164","2023-12-15","Code_384","Code","http://www.cdisc.org","Body Position","01218fbb-3215-4b99-9cdb-f58722e19153"
"C12681","2023-12-15","Code_385","Code","http://www.cdisc.org","Brachial Artery","7b584868-3f4a-40d6-88ee-c3fa412b3f30"
"C12687","2023-12-15","Code_386","Code","http://www.cdisc.org","Common Carotid Artery","a650a528-d534-4515-95be-eea56de008bd"
"C32478","2023-12-15","Code_387","Code","http://www.cdisc.org","Dorsalis Pedis Artery","c80dadfd-a8fe-4d1b-b5b9-4aabb0b00e8d"
"C12715","2023-12-15","Code_388","Code","http://www.cdisc.org","Femoral Artery","5d33848a-78ff-4101-9ae3-63e9636443a6"
"C12838","2023-12-15","Code_389","Code","http://www.cdisc.org","Radial Artery","b8695d85-6458-48b2-8a41-f632467ad0b9"
"C13717","2023-12-15","Code_390","Code","http://www.cdisc.org","Anatomic Site","7e8a72eb-9af1-4ef0-803b-5141814905b7"
"C25229","2023-12-15","Code_391","Code","http://www.cdisc.org","Left","1429a79b-5e50-40d4-984d-bebce1f4b94d"
"C25228","2023-12-15","Code_392","Code","http://www.cdisc.org","Right","359f5ce5-af30-452c-b787-94e96f1419e8"
"C25185","2023-12-15","Code_393","Code","http://www.cdisc.org","Laterality","b46ddb8a-cf88-4921-a6d8-2d58193f7437"
"C25298","2023-12-15","Code_394","Code","http://www.cdisc.org","SYSBP","1dab480c-0636-4fe8-afef-b085e67cbe9e"
"C25299","2023-12-15","Code_395","Code","http://www.cdisc.org","DIABP","314d487a-95f6-4fa5-8f1c-347d827381a6"
"C77140","2023-12-15","Code_396","Code","http://www.cdisc.org","Clinical Test Result","f8a82271-0ae7-41ad-8cf5-36bb405d9b9f"
"C49669","2023-12-15","Code_397","Code","http://www.cdisc.org","Unit of Pressure","1bf65230-c97e-479b-b185-a22043487cb8"
"C62122","2023-12-15","Code_398","Code","http://www.cdisc.org","Sitting","aac9642f-591f-4b2a-976a-08deb4f54112"
"C62166","2023-12-15","Code_399","Code","http://www.cdisc.org","Standing","67f18774-34bf-4a39-b8c9-4c3027a5b5b3"
"C62167","2023-12-15","Code_400","Code","http://www.cdisc.org","Supine Position","a8120e2e-34aa-47df-9287-3d3eb7d81154"
"C62164","2023-12-15","Code_401","Code","http://www.cdisc.org","Body Position","3244bc04-963e-43d1-983e-b3657d86fd67"
"C12681","2023-12-15","Code_402","Code","http://www.cdisc.org","Brachial Artery","9b131d0f-f065-4ba6-a8dd-171befda8959"
"C12687","2023-12-15","Code_403","Code","http://www.cdisc.org","Common Carotid Artery","d0acd589-0e45-4d8a-9b1b-ac6712244ebb"
"C32478","2023-12-15","Code_404","Code","http://www.cdisc.org","Dorsalis Pedis Artery","3c329013-6836-4e57-b33c-11fdd9c9e034"
"C12715","2023-12-15","Code_405","Code","http://www.cdisc.org","Femoral Artery","c2c8ea15-683a-4d74-b8b4-94e7fcac842d"
"C12838","2023-12-15","Code_406","Code","http://www.cdisc.org","Radial Artery","d8fb2566-a040-4703-b988-69c77c5a0180"
"C13717","2023-12-15","Code_407","Code","http://www.cdisc.org","Anatomic Site","a9861c9f-d887-4511-a602-cac8872c47ae"
"C25229","2023-12-15","Code_408","Code","http://www.cdisc.org","Left","b9a0a9d6-a6b0-421a-92f3-a79a6517ebf8"
"C25228","2023-12-15","Code_409","Code","http://www.cdisc.org","Right","a56ea9c1-6076-4fb0-aa68-c63dfb4c54a3"
"C25185","2023-12-15","Code_410","Code","http://www.cdisc.org","Laterality","0846d181-375b-4017-bcb6-e1094374dfe2"
"C25299","2023-12-15","Code_411","Code","http://www.cdisc.org","DIABP","02858e0b-0392-42da-bb8a-a9f4661f5bc6"
"C49677","2023-12-15","Code_412","Code","http://www.cdisc.org","HR","cc277d20-927f-4c9b-9e1c-1268b41a2184"
"C77140","2023-12-15","Code_413","Code","http://www.cdisc.org","Clinical Test Result","c15487f8-b5b7-4213-8fd2-004c051afbc1"
"C73688","2023-12-15","Code_414","Code","http://www.cdisc.org","Count per Minute","de44b0c2-bc80-45fa-bb2a-46a6d8f46c58"
"C62122","2023-12-15","Code_415","Code","http://www.cdisc.org","Sitting","7f786664-a2ec-4e3b-9ff5-f58f49ac37b1"
"C62166","2023-12-15","Code_416","Code","http://www.cdisc.org","Standing","801aeb9a-5623-4ed3-9695-cc2559ba3592"
"C62167","2023-12-15","Code_417","Code","http://www.cdisc.org","Supine Position","8e919b46-0fc3-4a48-9681-def841b25269"
"C62164","2023-12-15","Code_418","Code","http://www.cdisc.org","Body Position","128d5e9c-9970-44e1-a8ed-05bde0279702"
"C12681","2023-12-15","Code_419","Code","http://www.cdisc.org","Brachial Artery","dc11724b-7163-4ee3-ba45-7ee8b93bc5c5"
"C12687","2023-12-15","Code_420","Code","http://www.cdisc.org","Common Carotid Artery","7edf92e5-f0db-4577-aebe-9550c73f30c9"
"C32478","2023-12-15","Code_421","Code","http://www.cdisc.org","Dorsalis Pedis Artery","30c41183-7bd3-4920-bcb1-12b9abd94dcc"
"C12715","2023-12-15","Code_422","Code","http://www.cdisc.org","Femoral Artery","8111bc46-4ae1-462f-ae8f-e7bac2623eee"
"C12838","2023-12-15","Code_423","Code","http://www.cdisc.org","Radial Artery","944cfe8d-4ba4-4726-9f0c-1051119e0989"
"C13717","2023-12-15","Code_424","Code","http://www.cdisc.org","Anatomic Site","c774e0bc-7c07-478a-8546-34594eb5bf67"
"C25229","2023-12-15","Code_425","Code","http://www.cdisc.org","Left","2a218a5d-83c1-4bcc-8143-c73bd430d940"
"C25228","2023-12-15","Code_426","Code","http://www.cdisc.org","Right","954915e1-a44b-424c-b61f-2e865895d4e8"
"C25185","2023-12-15","Code_427","Code","http://www.cdisc.org","Laterality","a2b9dd0b-cb2f-4111-827c-f50c9ae5a12f"
"C49677","2023-12-15","Code_428","Code","http://www.cdisc.org","HR","e64603be-b447-472b-9379-815587670e7a"
"C174268","2023-12-15","Code_123","Code","http://www.cdisc.org","Placebo Control Arm","87fdc8b7-62c6-439b-a161-4837fc979f96"
"C188866","2023-12-15","Code_124","Code","http://www.cdisc.org","Data Generated Within Study","04242ea1-2d5e-4378-979d-b71aa20efbbf"
"C174267","2023-12-15","Code_125","Code","http://www.cdisc.org","Active Comparator Arm","553d8745-05da-41ab-9402-164be7a531fd"
"C188866","2023-12-15","Code_126","Code","http://www.cdisc.org","Data Generated Within Study","eca0f57c-7f7c-4cc5-8b72-28fb9f87e51e"
"C174267","2023-12-15","Code_127","Code","http://www.cdisc.org","Active Comparator Arm","6aa48108-3867-4481-ad41-8ecfacfdee54"
"C188866","2023-12-15","Code_128","Code","http://www.cdisc.org","Data Generated Within Study","c44a5057-25d3-4980-9a77-e425e5dcd767"
"C15228","2023-12-15","Code_136","Code","http://www.cdisc.org","Double Blind Study","d0c7aab6-b13e-4c82-8d3f-b626cd497801"
"C202487","2023-12-15","Code_129","Code","http://www.cdisc.org","Screening Epoch","68a0c0bb-7556-4cec-bee5-8a952aa854b8"
"C101526","2023-12-15","Code_130","Code","http://www.cdisc.org","Treatment Epoch","10c17d05-16cb-4e6c-bf73-59c1a1a3544d"
"C101526","2023-12-15","Code_131","Code","http://www.cdisc.org","Treatment Epoch","5a7d6a86-84d2-4d99-b3f1-c193d33b152a"
"C101526","2023-12-15","Code_132","Code","http://www.cdisc.org","Treatment Epoch","90fdf1ec-b550-4f96-abcf-360f56ba8ab8"
"C202578","2023-12-15","Code_133","Code","http://www.cdisc.org","Follow-Up Epoch","e34c8cfd-8f6a-49f7-be90-cf183cac9385"
"G30.9","1","Code_546","Code","ICD-10-CM","Alzheimer's disease; unspecified","0b527b6b-ca32-459f-a782-908fcef8b34a"
"26929004","January 31, 2018","Code_547","Code","SNOMED","Alzheimer's disease","93458362-5ca2-4803-b00a-e893a5b52b86"
"C70793","2023-12-15","Code_142","Code","http://www.cdisc.org","Sponsor","829417b1-34dd-4dbd-844a-6cd9a2402c9c"
"C85826","2023-12-15","Code_551","Code","http://www.cdisc.org","Primary Objective","920e769f-515a-4ea3-b36b-45b63af5ce05"
"C94496","2023-12-15","Code_550","Code","http://www.cdisc.org","Primary Endpoint","979ecf38-809e-4c17-b611-928cad7dd604"
"C94496","2023-12-15","Code_552","Code","http://www.cdisc.org","Primary Endpoint","9ba4e16b-785b-4402-9271-45760e5f6b1f"
"C85826","2023-12-15","Code_554","Code","http://www.cdisc.org","Primary Objective","1edf31e3-1651-4ce7-a859-4e2502337fb1"
"C94496","2023-12-15","Code_553","Code","http://www.cdisc.org","Primary Endpoint","c959e80f-1ddf-47bd-9949-fe3630ebb6bb"
"C94496","2023-12-15","Code_555","Code","http://www.cdisc.org","Primary Endpoint","fbe989aa-373d-497f-8e79-c6d79352e723"
"C94496","2023-12-15","Code_556","Code","http://www.cdisc.org","Primary Endpoint","48442c74-55fa-494b-afc9-e21238231426"
"C85827","2023-12-15","Code_558","Code","http://www.cdisc.org","Secondary Objective","c64f98fd-7bdb-47a8-aead-9fbeac196925"
"C139173","2023-12-15","Code_557","Code","http://www.cdisc.org","Secondary Endpoint","da1e61f6-ac2c-4f16-a91e-c15eaf6a2a14"
"C139173","2023-12-15","Code_559","Code","http://www.cdisc.org","Secondary Endpoint","2c2a217f-7fb0-4f00-ac38-72e2ae23149c"
"C139173","2023-12-15","Code_560","Code","http://www.cdisc.org","Secondary Endpoint","34880855-cd53-4513-8a43-c2393de98a9a"
"C85827","2023-12-15","Code_562","Code","http://www.cdisc.org","Secondary Objective","dea863d3-8337-4961-af19-93a59822a1d0"
"C139173","2023-12-15","Code_561","Code","http://www.cdisc.org","Secondary Endpoint","29200af9-d3f1-4a04-9ee3-33dd1113490d"
"C85827","2023-12-15","Code_564","Code","http://www.cdisc.org","Secondary Objective","c84a6e4c-c011-4808-89ae-7c836d3261e8"
"C139173","2023-12-15","Code_563","Code","http://www.cdisc.org","Secondary Endpoint","292baccb-b2fe-42ec-9a14-ddead71014bf"
"C85827","2023-12-15","Code_566","Code","http://www.cdisc.org","Secondary Objective","66410ba1-1473-47cc-a302-86f449ab7dd8"
"C139173","2023-12-15","Code_565","Code","http://www.cdisc.org","Secondary Endpoint","e8ee1344-dded-4c6b-9216-38d654f76549"
"C49636","2023-12-15","Code_549","Code","http://www.cdisc.org","Both","43b4f2a7-f780-4ee1-8a8b-b3135898cc31"
"C25532","2023-12-15","Code_567","Code","http://www.cdisc.org","Inclusion Criteria","6f9e896c-f589-42ac-9db7-febc572bb9a7"
"C25532","2023-12-15","Code_568","Code","http://www.cdisc.org","Inclusion Criteria","35c8274a-0491-469e-a977-834fcce7e1d6"
"C25532","2023-12-15","Code_569","Code","http://www.cdisc.org","Inclusion Criteria","f5503683-1366-4d20-8c67-1437498a9eaf"
"C25532","2023-12-15","Code_570","Code","http://www.cdisc.org","Inclusion Criteria","b91ef9c8-f1e5-4a67-afdd-731061270ef0"
"C25532","2023-12-15","Code_571","Code","http://www.cdisc.org","Inclusion Criteria","a2c711b9-993c-421e-9534-0a10f1f685cb"
"C25532","2023-12-15","Code_572","Code","http://www.cdisc.org","Inclusion Criteria","9f2ac472-7cb3-447a-9c25-6e601b5fb147"
"C25532","2023-12-15","Code_573","Code","http://www.cdisc.org","Inclusion Criteria","b0c35b5b-816c-49b3-813a-92bc87f28033"
"C25532","2023-12-15","Code_574","Code","http://www.cdisc.org","Inclusion Criteria","39550c20-7e2d-4451-8be8-afa755b6f8ff"
"C25370","2023-12-15","Code_575","Code","http://www.cdisc.org","Exclusion Criteria","d5cda41e-93dd-4e15-8842-5aaae623aec4"
"C25370","2023-12-15","Code_576","Code","http://www.cdisc.org","Exclusion Criteria","e37dece8-da8a-4a5e-b7e8-3957d221dac1"
"C25370","2023-12-15","Code_577","Code","http://www.cdisc.org","Exclusion Criteria","9a04f510-ccb2-4e13-afe9-05eac4b1f967"
"C25370","2023-12-15","Code_578","Code","http://www.cdisc.org","Exclusion Criteria","3fa16a6c-b954-40df-9ce7-0ef71c4f245c"
"C25370","2023-12-15","Code_579","Code","http://www.cdisc.org","Exclusion Criteria","ff9ae1c7-f513-4318-bcc5-9875926a5abf"
"C25370","2023-12-15","Code_580","Code","http://www.cdisc.org","Exclusion Criteria","df61ce07-13a1-4bac-9fea-0373eb71563a"
"C25370","2023-12-15","Code_581","Code","http://www.cdisc.org","Exclusion Criteria","4673323f-3ab8-4f7d-a450-060a04d4a50b"
"C25370","2023-12-15","Code_582","Code","http://www.cdisc.org","Exclusion Criteria","1360183f-1aa9-4ab1-b24a-b4ce905dd0bc"
"C25370","2023-12-15","Code_583","Code","http://www.cdisc.org","Exclusion Criteria","bd8ac042-9412-41ff-95e1-ebcd79f361d8"
"C25370","2023-12-15","Code_584","Code","http://www.cdisc.org","Exclusion Criteria","8686c0b9-3339-45bc-aea1-c9c9a6fe68a0"
"C25370","2023-12-15","Code_585","Code","http://www.cdisc.org","Exclusion Criteria","d6b317dc-e923-411e-a805-5634a6c53b4b"
"C25370","2023-12-15","Code_586","Code","http://www.cdisc.org","Exclusion Criteria","adc3546c-9419-478e-82cc-25e893826e4b"
"C25370","2023-12-15","Code_587","Code","http://www.cdisc.org","Exclusion Criteria","0f39c14d-cfc8-4947-b8a7-8af1c6a0e28b"
"C25370","2023-12-15","Code_588","Code","http://www.cdisc.org","Exclusion Criteria","3a62e28f-bf57-43a2-932b-582a64d6c520"
"C25370","2023-12-15","Code_589","Code","http://www.cdisc.org","Exclusion Criteria","841d2513-8ea4-4442-9849-8fba7c67e781"
"C25370","2023-12-15","Code_590","Code","http://www.cdisc.org","Exclusion Criteria","fec7fc20-e22d-4d5d-ab38-86e6acef191a"
"C25370","2023-12-15","Code_591","Code","http://www.cdisc.org","Exclusion Criteria","79975da2-b870-422f-817c-a1bdcf403dc6"
"C25370","2023-12-15","Code_592","Code","http://www.cdisc.org","Exclusion Criteria","8ce7dbf8-f021-47f4-92fa-adfdaff17f5d"
"C25370","2023-12-15","Code_593","Code","http://www.cdisc.org","Exclusion Criteria","ca0a891c-7bf8-4c75-889b-1cfb97d801b2"
"C25370","2023-12-15","Code_594","Code","http://www.cdisc.org","Exclusion Criteria","8f67b046-f51d-4506-b2b7-f642492cf208"
"C25370","2023-12-15","Code_595","Code","http://www.cdisc.org","Exclusion Criteria","5e95422a-25d9-4792-a912-2e897dae25a1"
"C25370","2023-12-15","Code_596","Code","http://www.cdisc.org","Exclusion Criteria","fa15cbf9-6da3-45a9-aa4d-324cc147d64e"
"C25370","2023-12-15","Code_597","Code","http://www.cdisc.org","Exclusion Criteria","96c4cbb3-bcac-4021-8a04-ccd6666cde10"
"C29848","2023-12-15","Code_548","Code","http://www.cdisc.org","Year","f7ac248b-4aba-45a8-bac0-bdeb7de9b94b"
"C201357","2023-12-15","Code_14","Code","http://www.cdisc.org","Before","6eda8995-71cf-4fc6-8ea5-6ca58985c46c"
"C201355","2023-12-15","Code_15","Code","http://www.cdisc.org","Start to Start","b3ca3b87-1671-418a-aacd-c2bd363afa1f"
"C201357","2023-12-15","Code_16","Code","http://www.cdisc.org","Before","daa0618a-ba66-4120-8122-75b10047c92b"
"C201355","2023-12-15","Code_17","Code","http://www.cdisc.org","Start to Start","4992fc27-603f-4853-88d6-36ea9ab6ca95"
"C201358","2023-12-15","Code_19","Code","http://www.cdisc.org","Fixed Reference","e7078afb-be38-428b-a871-f97a22448d7e"
"C201355","2023-12-15","Code_20","Code","http://www.cdisc.org","Start to Start","6a9c4ea2-c836-4ce6-8cf6-c5778576c4eb"
"C201356","2023-12-15","Code_21","Code","http://www.cdisc.org","After","20d18810-fedb-43c8-a4c7-75359baa2630"
"C201355","2023-12-15","Code_22","Code","http://www.cdisc.org","Start to Start","8d570286-4cd3-4fce-8f57-1796bb65b554"
"C201356","2023-12-15","Code_24","Code","http://www.cdisc.org","After","ecacb272-aa1a-4e04-96dd-b8eb71bc8c1b"
"C201355","2023-12-15","Code_25","Code","http://www.cdisc.org","Start to Start","bd6c1b80-743b-4717-9064-c8d14dbe6553"
"C201356","2023-12-15","Code_27","Code","http://www.cdisc.org","After","10f35b80-dcad-4281-a236-f9ba93074bf0"
"C201355","2023-12-15","Code_28","Code","http://www.cdisc.org","Start to Start","6d335062-259a-4965-9ecc-afa5bc69c611"
"C201356","2023-12-15","Code_30","Code","http://www.cdisc.org","After","8736458c-9df6-4dc2-aa99-d54b4656e000"
"C201355","2023-12-15","Code_31","Code","http://www.cdisc.org","Start to Start","1acb995d-9ff0-4c94-b94d-db7229d6ff38"
"C201356","2023-12-15","Code_35","Code","http://www.cdisc.org","After","bacb405b-917d-4c3e-adff-485ca818b955"
"C201355","2023-12-15","Code_36","Code","http://www.cdisc.org","Start to Start","17823be8-94ab-4bdc-a585-2817da15be11"
"C201356","2023-12-15","Code_40","Code","http://www.cdisc.org","After","4499acfa-5938-4c7a-be29-be98daa1268a"
"C201355","2023-12-15","Code_41","Code","http://www.cdisc.org","Start to Start","3ed8fdca-c168-4a76-9ce6-f3216cae69b8"
"C201356","2023-12-15","Code_45","Code","http://www.cdisc.org","After","6a5d18b3-c9c8-4462-831d-1e1b61c6ebaf"
"C201355","2023-12-15","Code_46","Code","http://www.cdisc.org","Start to Start","b8a3fed5-576e-4f0f-93e6-cb67fff08866"
"C201356","2023-12-15","Code_50","Code","http://www.cdisc.org","After","cce1b26a-c7b7-415e-ab4f-91600821fd36"
"C201355","2023-12-15","Code_51","Code","http://www.cdisc.org","Start to Start","227677ef-7c10-4f07-b35b-db24ea9385f5"
"C201356","2023-12-15","Code_53","Code","http://www.cdisc.org","After","58d34409-8083-435c-81c8-b2118875ce69"
"C201355","2023-12-15","Code_54","Code","http://www.cdisc.org","Start to Start","9a7639f0-4238-4fe9-be46-38c22b1a755a"
"C201356","2023-12-15","Code_33","Code","http://www.cdisc.org","After","e875c106-547b-4a3e-880f-1c2584492e2d"
"C201355","2023-12-15","Code_34","Code","http://www.cdisc.org","Start to Start","4e3f2ce2-f61b-4381-8b24-576442c3a4f1"
"C201356","2023-12-15","Code_38","Code","http://www.cdisc.org","After","97b5ef9a-e313-4aa0-ab44-617dc88d1b50"
"C201355","2023-12-15","Code_39","Code","http://www.cdisc.org","Start to Start","babc081a-d48e-4720-9cbc-52c843a14cc9"
"C201356","2023-12-15","Code_43","Code","http://www.cdisc.org","After","bcb4442c-3c31-403b-b3c8-044a1a50db57"
"C201355","2023-12-15","Code_44","Code","http://www.cdisc.org","Start to Start","5a3c2157-d85a-4a0e-bec6-08fbd026f4c9"
"C201356","2023-12-15","Code_48","Code","http://www.cdisc.org","After","8754009e-bc6e-4cda-8dd1-bc49a9f2294c"
"C201355","2023-12-15","Code_49","Code","http://www.cdisc.org","Start to Start","22283e05-860c-4d84-9dc1-21faf53909b6"
"C201358","2023-12-15","Code_56","Code","http://www.cdisc.org","Fixed Reference","e5ccb573-2ea1-40de-9aa2-2896938d6c94"
"C201355","2023-12-15","Code_57","Code","http://www.cdisc.org","Start to Start","91a1218d-d85f-4a20-a7ec-49645dd9d275"
"C201358","2023-12-15","Code_58","Code","http://www.cdisc.org","Fixed Reference","555900e8-3d77-4136-9ee3-c3fe52a3d75f"
"C201355","2023-12-15","Code_59","Code","http://www.cdisc.org","Start to Start","ab401da2-008f-419f-a2d4-b74c6c00d9ef"
"C201358","2023-12-15","Code_60","Code","http://www.cdisc.org","Fixed Reference","8ce9d1bc-f31b-4c2f-a432-30193737cf84"
"C201355","2023-12-15","Code_61","Code","http://www.cdisc.org","Start to Start","df3f9026-b5ab-4aff-af2a-d618d0fdd1f6"
"C201356","2023-12-15","Code_62","Code","http://www.cdisc.org","After","b97eb995-6618-497e-bf20-a9e44b37f319"
"C201355","2023-12-15","Code_63","Code","http://www.cdisc.org","Start to Start","b36270ed-6ef9-4eca-950f-8a26f8ec3cc6"
"C201356","2023-12-15","Code_64","Code","http://www.cdisc.org","After","b8e89fe9-b6d8-4fdf-a752-c028177ad0f7"
"C201353","2023-12-15","Code_65","Code","http://www.cdisc.org","End to Start","e27d8030-6569-406d-8a83-ad8fd9ca618a"
"C201356","2023-12-15","Code_66","Code","http://www.cdisc.org","After","219fb94d-9706-42fc-96af-d39d52f15ba9"
"C201355","2023-12-15","Code_67","Code","http://www.cdisc.org","Start to Start","3845eb6d-25b5-4e2a-9c40-2deff9bfe7b9"
"C201356","2023-12-15","Code_68","Code","http://www.cdisc.org","After","b4f39f1f-2b1c-4d9e-890c-38df500a7f99"
"C201353","2023-12-15","Code_69","Code","http://www.cdisc.org","End to Start","dadabee3-b267-4704-a19b-c10ee0f49694"
"C201356","2023-12-15","Code_70","Code","http://www.cdisc.org","After","fa6c7d2d-bed9-494a-8147-2b28454d24a3"
"C201355","2023-12-15","Code_71","Code","http://www.cdisc.org","Start to Start","c09c6cfd-31f3-40a6-9c87-f783de0214d7"
"C70793","2023-12-15","Code_598","Code","http://www.cdisc.org","Clinical Study Sponsor","e0edd213-3ab3-4577-8ab4-a3e54cfb884e"
"GBR","2020-08","Code_599","Code","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","5d5aebf0-eee3-4ead-88de-3bed09561c18"
"C94108","2023-12-15","Code_3","Code","http://www.cdisc.org","Study Acronym","5d891653-577d-4b12-b611-26b30bd93a0b"
"C99905x1","2023-12-15","Code_5","Code","http://www.cdisc.org","Brief Study Title","8fe15c2b-9fcb-4841-ba08-f4a85225a0b4"
"C99905x2","2023-12-15","Code_6","Code","http://www.cdisc.org","Official Study Title","e66a86c3-2509-4f1b-bfd7-6fcfe7434552"
"C99905x3","2023-12-15","Code_7","Code","http://www.cdisc.org","Public Study Title","78404976-caf5-4744-9999-5ccc1fe42db3"
"C25508","2023-12-15","Code_8","Code","http://www.cdisc.org","Final","e07f4610-d819-4080-a71b-4c82bf91ecdf"
"C99903x1","2023-12-15","Code_11","Code","http://www.cdisc.org","Protocol Effective Date","5af2a55e-d85b-4a8a-82aa-f0965b5f98ab"
"C41129","2023-12-15","Code_13","Code","http://www.cdisc.org","Region","33354c96-b25e-4e26-a5d5-fa77da48f43a"
"150","2020-08","Code_12","Code","ISO 3166 1 alpha3","Europe","bbdb3a9d-8e9e-42fd-983e-a19e4db0a362"
