"codeSystem","id","codeSystemVersion","instanceType","decode","code","uuid:ID"
"http://www.cdisc.org","Code_380","2023-12-15","Code","Unit of Pressure","C49669","99abccb8-cba8-4c49-9eea-f70615ceb977"
"http://www.cdisc.org","Code_381","2023-12-15","Code","Sitting","C62122","914e59d2-e3fc-4cbd-902b-2a13a2103b4c"
"http://www.cdisc.org","Code_382","2023-12-15","Code","Standing","C62166","6eeb38c3-9924-41cb-b7e9-e74f9f9ffc72"
"http://www.cdisc.org","Code_383","2023-12-15","Code","Supine Position","C62167","449280ef-fb7e-45db-a4d2-5e3c2bdb85db"
"http://www.cdisc.org","Code_384","2023-12-15","Code","Body Position","C62164","de989be9-ebcc-4adb-adf8-fd6e565351ae"
"http://www.cdisc.org","Code_385","2023-12-15","Code","Brachial Artery","C12681","3b06585c-bfc1-49ae-b6ad-fd19affbbf37"
"http://www.cdisc.org","Code_386","2023-12-15","Code","Common Carotid Artery","C12687","7c18911e-98a6-4eb7-866a-e9bd8829ad03"
"http://www.cdisc.org","Code_387","2023-12-15","Code","Dorsalis Pedis Artery","C32478","4b3cac0c-7b11-448a-bac5-27fdbfd25f42"
"http://www.cdisc.org","Code_388","2023-12-15","Code","Femoral Artery","C12715","593dedd7-6586-4098-a861-d806f64ec7be"
"http://www.cdisc.org","Code_389","2023-12-15","Code","Radial Artery","C12838","37ad9a6e-4ec1-4d09-991b-4a7902414122"
"http://www.cdisc.org","Code_390","2023-12-15","Code","Anatomic Site","C13717","b4ac03a9-e07e-45e7-85c5-85fd5abef5f2"
"http://www.cdisc.org","Code_391","2023-12-15","Code","Left","C25229","ce9a948a-524b-49ce-a3ef-ce78e49ae77d"
"http://www.cdisc.org","Code_392","2023-12-15","Code","Right","C25228","5a1161dd-a0b8-4788-b17c-4f38a52b8923"
"http://www.cdisc.org","Code_393","2023-12-15","Code","Laterality","C25185","b0efee0e-a15b-41df-bdec-11a5a9dd5800"
"http://www.cdisc.org","Code_394","2023-12-15","Code","SYSBP","C25298","f08bd9a5-7130-466a-a58f-36e60d4a2a6e"
"http://www.cdisc.org","Code_395","2023-12-15","Code","DIABP","C25299","3fb63a90-c986-40ab-bc75-52893b9d5687"
"http://www.cdisc.org","Code_396","2023-12-15","Code","Clinical Test Result","C77140","ff2ab42d-7f93-4a63-9408-2e5ec27a389e"
"http://www.cdisc.org","Code_397","2023-12-15","Code","Unit of Pressure","C49669","92a0e836-bfe0-493a-ad55-3a26531bf267"
"http://www.cdisc.org","Code_398","2023-12-15","Code","Sitting","C62122","b613a789-da86-4c79-80f4-9560346ab38a"
"http://www.cdisc.org","Code_399","2023-12-15","Code","Standing","C62166","dc281301-3e8d-4f7f-b19e-1f6d645f4a6d"
"http://www.cdisc.org","Code_400","2023-12-15","Code","Supine Position","C62167","76baf427-062f-4389-bba4-d4f2b89df2f5"
"http://www.cdisc.org","Code_401","2023-12-15","Code","Body Position","C62164","f9e2d66b-75e0-4130-92b3-4cb625b7a647"
"http://www.cdisc.org","Code_402","2023-12-15","Code","Brachial Artery","C12681","0b0cd3be-4708-4688-a053-ee1464b34524"
"http://www.cdisc.org","Code_403","2023-12-15","Code","Common Carotid Artery","C12687","5cbec71f-2eac-4026-88b9-c8ffef9814ef"
"http://www.cdisc.org","Code_404","2023-12-15","Code","Dorsalis Pedis Artery","C32478","c2029236-ff0a-41f9-bddc-c9c3ffc296f7"
"http://www.cdisc.org","Code_405","2023-12-15","Code","Femoral Artery","C12715","7f03ce4c-7a33-4a0c-911a-b27a9d85c530"
"http://www.cdisc.org","Code_406","2023-12-15","Code","Radial Artery","C12838","75b8813d-dedc-4e24-8d15-7d97878ee6b7"
"http://www.cdisc.org","Code_407","2023-12-15","Code","Anatomic Site","C13717","9f40a6ba-5666-429a-9a46-7ff4320c6380"
"http://www.cdisc.org","Code_408","2023-12-15","Code","Left","C25229","768a1a89-d762-4904-95bd-5ac9edfe7c71"
"http://www.cdisc.org","Code_409","2023-12-15","Code","Right","C25228","b9035bb4-f2b9-4d4a-8fde-99536f2d5890"
"http://www.cdisc.org","Code_410","2023-12-15","Code","Laterality","C25185","f04539b3-b3ea-4fd5-b1c7-ad775afce54a"
"http://www.cdisc.org","Code_411","2023-12-15","Code","DIABP","C25299","33b38a00-2daa-4c71-9071-b80857f71595"
"http://www.cdisc.org","Code_412","2023-12-15","Code","HR","C49677","0511cc35-e5f4-49ea-8ff7-266a2481e039"
"http://www.cdisc.org","Code_413","2023-12-15","Code","Clinical Test Result","C77140","4e4d1bb6-be32-49ab-94ca-1421c5820b4d"
"http://www.cdisc.org","Code_414","2023-12-15","Code","Count per Minute","C73688","45475dd5-19b1-4c82-98fb-31601eb67354"
"http://www.cdisc.org","Code_415","2023-12-15","Code","Sitting","C62122","efae28ad-5de3-4837-9d66-e83df6f0c836"
"http://www.cdisc.org","Code_416","2023-12-15","Code","Standing","C62166","6228e222-e812-41a3-9746-a74370b4c90c"
"http://www.cdisc.org","Code_417","2023-12-15","Code","Supine Position","C62167","75ee1234-e6d1-44ea-b359-29852972501a"
"http://www.cdisc.org","Code_418","2023-12-15","Code","Body Position","C62164","b118c72f-65ce-4652-ad9d-58408a933a59"
"http://www.cdisc.org","Code_419","2023-12-15","Code","Brachial Artery","C12681","be84bc2b-73ac-4017-babe-10fd610c4d4a"
"http://www.cdisc.org","Code_420","2023-12-15","Code","Common Carotid Artery","C12687","8260c278-e25e-4194-b4fc-20822091ec3e"
"http://www.cdisc.org","Code_421","2023-12-15","Code","Dorsalis Pedis Artery","C32478","2d109761-3822-412c-bac3-f8de1401a5d5"
"http://www.cdisc.org","Code_422","2023-12-15","Code","Femoral Artery","C12715","f7a3b419-90cb-4902-bed3-d113fa811bfd"
"http://www.cdisc.org","Code_423","2023-12-15","Code","Radial Artery","C12838","5090fd72-798a-441f-890d-ea502b960545"
"http://www.cdisc.org","Code_424","2023-12-15","Code","Anatomic Site","C13717","6ed79697-1061-4a2e-8fca-6115df435f57"
"http://www.cdisc.org","Code_425","2023-12-15","Code","Left","C25229","17f70131-9470-4a43-a836-f9748d35ca1e"
"http://www.cdisc.org","Code_426","2023-12-15","Code","Right","C25228","65059dff-9cf8-45c6-bbe0-a1da1d77ef58"
"http://www.cdisc.org","Code_427","2023-12-15","Code","Laterality","C25185","823fe021-7cad-4e71-aa1d-22274f1afa89"
"http://www.cdisc.org","Code_428","2023-12-15","Code","HR","C49677","19b83dcb-d145-451c-9e5c-5ffa07abfb8e"
"http://www.cdisc.org","Code_123","2023-12-15","Code","Placebo Comparator Arm","C174268","fe9740f6-bea4-4438-b487-1d7185468f33"
"http://www.cdisc.org","Code_124","2023-12-15","Code","Data Generated Within Study","C188866","b827588d-f75c-4f2d-ad46-9b3544520d21"
"http://www.cdisc.org","Code_125","2023-12-15","Code","Active Comparator Arm","C174267","167d19f7-14a6-4dc7-b142-f3be4224322a"
"http://www.cdisc.org","Code_126","2023-12-15","Code","Data Generated Within Study","C188866","4f77135e-de46-4987-a124-be8ddd77bd63"
"http://www.cdisc.org","Code_127","2023-12-15","Code","Active Comparator Arm","C174267","deb501e1-1288-4047-987c-6af5eca1a32f"
"http://www.cdisc.org","Code_128","2023-12-15","Code","Data Generated Within Study","C188866","77ca1ef0-4d3b-49c3-b166-c3261eefec33"
"http://www.cdisc.org","Code_136","2023-12-15","Code","Double Blind Study","C15228","7500bce6-fd92-49e7-9a31-66987bd4df1b"
"http://www.cdisc.org","Code_129","2023-12-15","Code","Screening Epoch","C202487","7bb7fe1e-adc4-409d-8055-8df57344231b"
"http://www.cdisc.org","Code_130","2023-12-15","Code","Treatment Epoch","C101526","d5915736-e896-460d-8c37-907e8168e645"
"http://www.cdisc.org","Code_131","2023-12-15","Code","Treatment Epoch","C101526","beaaa80d-978a-4b8e-bb42-aa71213170a0"
"http://www.cdisc.org","Code_132","2023-12-15","Code","Treatment Epoch","C101526","5f626a69-1cd9-4f84-9bb0-57f33e0fb728"
"http://www.cdisc.org","Code_133","2023-12-15","Code","Follow-Up Epoch","C202578","024d3f80-5b3e-4247-ba07-41f3c4242343"
"ICD-10-CM","Code_550","1","Code","Alzheimer's disease; unspecified","G30.9","abe5bc3d-977f-4216-b66f-7db2c5b62e93"
"SNOMED","Code_551","January 31, 2018","Code","Alzheimer's disease","26929004","8d387088-696a-4624-89d0-f1a1cd9ec7be"
"http://www.cdisc.org","Code_142","2023-12-15","Code","Sponsor","C70793","90814dbc-061d-4338-a86d-d4d153bcc268"
"http://www.cdisc.org","Code_555","2023-12-15","Code","Primary Objective","C85826","3b38069b-8ebc-46e2-8993-2d327b6bca35"
"http://www.cdisc.org","Code_554","2023-12-15","Code","Primary Endpoint","C94496","219c43ed-af89-42e6-bc6f-510842e99a4b"
"http://www.cdisc.org","Code_556","2023-12-15","Code","Primary Endpoint","C94496","51c4ce3e-c011-4812-ab04-cb6707f33a48"
"http://www.cdisc.org","Code_558","2023-12-15","Code","Primary Objective","C85826","dede60bf-458c-4c13-a36f-13330911f53e"
"http://www.cdisc.org","Code_557","2023-12-15","Code","Primary Endpoint","C94496","5d93fcdf-73a0-4798-8c31-b809dab0e8b0"
"http://www.cdisc.org","Code_559","2023-12-15","Code","Primary Endpoint","C94496","eb161ecc-67aa-4b3a-8326-76ee75c8704d"
"http://www.cdisc.org","Code_560","2023-12-15","Code","Primary Endpoint","C94496","97f69571-dc8f-4cee-b034-ee16f2a00afb"
"http://www.cdisc.org","Code_562","2023-12-15","Code","Secondary Objective","C85827","65abfeb1-cd1e-44fb-b491-4715fc6dcec7"
"http://www.cdisc.org","Code_561","2023-12-15","Code","Secondary Endpoint","C139173","4f62095d-eefc-45cc-a736-95d7e574f1e1"
"http://www.cdisc.org","Code_563","2023-12-15","Code","Secondary Endpoint","C139173","3e428173-6919-4e83-93db-5f7f6f7c4607"
"http://www.cdisc.org","Code_564","2023-12-15","Code","Secondary Endpoint","C139173","1f9f33ea-69f6-4c18-b785-c61dc5519188"
"http://www.cdisc.org","Code_566","2023-12-15","Code","Secondary Objective","C85827","d11e6f6f-9267-4ad1-b632-e7b997f885d0"
"http://www.cdisc.org","Code_565","2023-12-15","Code","Secondary Endpoint","C139173","f37e3df2-579d-45f0-a0cc-7a9399183ad7"
"http://www.cdisc.org","Code_568","2023-12-15","Code","Secondary Objective","C85827","489109e6-baf5-426c-9d54-1fa491bde709"
"http://www.cdisc.org","Code_567","2023-12-15","Code","Secondary Endpoint","C139173","808ab84f-9eb4-447d-8382-4dda26399780"
"http://www.cdisc.org","Code_570","2023-12-15","Code","Secondary Objective","C85827","5686bb74-e50a-4673-8b7e-a3250d62649a"
"http://www.cdisc.org","Code_569","2023-12-15","Code","Secondary Endpoint","C139173","3c4ae80f-2fcd-417d-88cf-2dc50cc66874"
"http://www.cdisc.org","Code_553","2023-12-15","Code","Both","C49636","7866204f-f7b8-443d-aabc-32398bcf4916"
"http://www.cdisc.org","Code_571","2023-12-15","Code","Inclusion Criteria","C25532","2cd20294-b0eb-45b0-82d2-c3f89fd0741c"
"http://www.cdisc.org","Code_572","2023-12-15","Code","Inclusion Criteria","C25532","d53b92fe-65d1-4adb-9977-c4c84b29bd46"
"http://www.cdisc.org","Code_573","2023-12-15","Code","Inclusion Criteria","C25532","7712d670-dfcc-449c-9be8-dc9a8baf3521"
"http://www.cdisc.org","Code_574","2023-12-15","Code","Inclusion Criteria","C25532","1aa5a647-5a4b-4d26-b0d1-dad10dcd0ec7"
"http://www.cdisc.org","Code_575","2023-12-15","Code","Inclusion Criteria","C25532","05fdb4e5-566f-4a64-a213-5ab16576c5ac"
"http://www.cdisc.org","Code_576","2023-12-15","Code","Inclusion Criteria","C25532","4729b449-5b64-40ac-b2da-bb4da7415a56"
"http://www.cdisc.org","Code_577","2023-12-15","Code","Inclusion Criteria","C25532","4fafaa75-9970-4e26-ace1-f55f70ea72ee"
"http://www.cdisc.org","Code_578","2023-12-15","Code","Inclusion Criteria","C25532","8362f8fb-92bc-499e-8a81-9422e3e2e8ca"
"http://www.cdisc.org","Code_579","2023-12-15","Code","Exclusion Criteria","C25370","52a9e797-bd98-4bef-8336-a3be5f1cc41a"
"http://www.cdisc.org","Code_580","2023-12-15","Code","Exclusion Criteria","C25370","cdefe3c8-a10e-40cd-b3a4-0849b32fe592"
"http://www.cdisc.org","Code_581","2023-12-15","Code","Exclusion Criteria","C25370","ce312d1c-f7a0-44ac-8358-34c9abaf58c8"
"http://www.cdisc.org","Code_582","2023-12-15","Code","Exclusion Criteria","C25370","33fd5d66-f2b0-4516-9dc9-7ade02e584ee"
"http://www.cdisc.org","Code_583","2023-12-15","Code","Exclusion Criteria","C25370","cd3b2baf-0567-4369-a252-3d4d6fa17bbc"
"http://www.cdisc.org","Code_584","2023-12-15","Code","Exclusion Criteria","C25370","6940f115-e9bf-4ede-b0c5-1af838d2db00"
"http://www.cdisc.org","Code_585","2023-12-15","Code","Exclusion Criteria","C25370","dd1926fb-ecb8-485c-8b05-0ebdda8a2c0e"
"http://www.cdisc.org","Code_586","2023-12-15","Code","Exclusion Criteria","C25370","0016aac1-71f2-4af4-a508-272e1d058c8c"
"http://www.cdisc.org","Code_587","2023-12-15","Code","Exclusion Criteria","C25370","b430725c-eb77-4c54-a500-5910916a5094"
"http://www.cdisc.org","Code_588","2023-12-15","Code","Exclusion Criteria","C25370","cef89f9f-2104-45c4-83d0-142cbd728c21"
"http://www.cdisc.org","Code_589","2023-12-15","Code","Exclusion Criteria","C25370","5fb0d881-d1cc-4636-a289-a74136eb2631"
"http://www.cdisc.org","Code_590","2023-12-15","Code","Exclusion Criteria","C25370","99a59968-228f-44cc-b635-6da30a261e48"
"http://www.cdisc.org","Code_591","2023-12-15","Code","Exclusion Criteria","C25370","0b4f590e-553c-42c8-960b-ce0a5258f678"
"http://www.cdisc.org","Code_592","2023-12-15","Code","Exclusion Criteria","C25370","9060b4f4-0355-4f1f-9592-41363b09717e"
"http://www.cdisc.org","Code_593","2023-12-15","Code","Exclusion Criteria","C25370","56504095-6676-4885-a48c-72d04e019303"
"http://www.cdisc.org","Code_594","2023-12-15","Code","Exclusion Criteria","C25370","82e6ec50-5c2d-42e3-a382-866aa62c7688"
"http://www.cdisc.org","Code_595","2023-12-15","Code","Exclusion Criteria","C25370","b7f34379-fb24-4f04-b8e7-b70b7084d0fd"
"http://www.cdisc.org","Code_596","2023-12-15","Code","Exclusion Criteria","C25370","ba5cf59e-8e6e-454e-b786-f728cc49908b"
"http://www.cdisc.org","Code_597","2023-12-15","Code","Exclusion Criteria","C25370","c2fdf4b8-0bab-4e56-a0d5-675530a43b82"
"http://www.cdisc.org","Code_598","2023-12-15","Code","Exclusion Criteria","C25370","fa221839-7054-4601-b5cf-3edc1ac6c21d"
"http://www.cdisc.org","Code_599","2023-12-15","Code","Exclusion Criteria","C25370","515376c1-76f8-4ac1-ae0a-e66372bf5859"
"http://www.cdisc.org","Code_600","2023-12-15","Code","Exclusion Criteria","C25370","20b22d01-03d9-470f-93a9-1b98948f15de"
"http://www.cdisc.org","Code_601","2023-12-15","Code","Exclusion Criteria","C25370","57e72d7a-3077-4496-9d39-2e7d971ed1be"
"http://www.cdisc.org","Code_552","2023-12-15","Code","Year","C29848","7984dedf-2208-441f-917d-33a7f91f1c9b"
"http://www.cdisc.org","Code_14","2023-12-15","Code","Before","C201357","33ebb556-4f81-423c-be5f-5daf0049b8fc"
"http://www.cdisc.org","Code_15","2023-12-15","Code","Start to Start","C201355","dbda5cf7-6013-4b65-a299-1b824962ee76"
"http://www.cdisc.org","Code_16","2023-12-15","Code","Before","C201357","16c6f770-a265-486b-ac5e-730e3fbe1c61"
"http://www.cdisc.org","Code_17","2023-12-15","Code","Start to Start","C201355","d6d89f89-0281-4987-aab3-ac841e0e6f7b"
"http://www.cdisc.org","Code_19","2023-12-15","Code","Fixed Reference","C201358","f2914da0-9bef-4cdd-8c03-3b7765da05c2"
"http://www.cdisc.org","Code_20","2023-12-15","Code","Start to Start","C201355","74aca1ae-bfc6-44f7-a878-ae46cbf42e7a"
"http://www.cdisc.org","Code_21","2023-12-15","Code","After","C201356","b819a194-a1b7-4be8-8080-afcb9b4f141c"
"http://www.cdisc.org","Code_22","2023-12-15","Code","Start to Start","C201355","bff500a2-384d-49f4-b730-8b527d27e3e2"
"http://www.cdisc.org","Code_24","2023-12-15","Code","After","C201356","df8dca98-489a-4b0e-b730-bf3c33186643"
"http://www.cdisc.org","Code_25","2023-12-15","Code","Start to Start","C201355","09d0ea51-f4a7-415b-9e24-6b4c6455369b"
"http://www.cdisc.org","Code_27","2023-12-15","Code","After","C201356","1cb9811b-971b-42af-acab-ac650ad9d1b9"
"http://www.cdisc.org","Code_28","2023-12-15","Code","Start to Start","C201355","865fa0a6-3f14-433b-ade7-855f79279bf2"
"http://www.cdisc.org","Code_30","2023-12-15","Code","After","C201356","ddb767a3-9b0d-4976-b3fe-7a1495a86e92"
"http://www.cdisc.org","Code_31","2023-12-15","Code","Start to Start","C201355","2096f473-65c2-40a7-b692-3de3fa601a96"
"http://www.cdisc.org","Code_35","2023-12-15","Code","After","C201356","722974b8-3a23-45a5-b61e-1ab85d7c94a5"
"http://www.cdisc.org","Code_36","2023-12-15","Code","Start to Start","C201355","dd18c717-d141-43fe-b073-184c7301d7cd"
"http://www.cdisc.org","Code_40","2023-12-15","Code","After","C201356","36e408f4-368b-497b-a60b-a56be2f6f71e"
"http://www.cdisc.org","Code_41","2023-12-15","Code","Start to Start","C201355","24147c2e-e033-4001-bcc9-cc663611b86f"
"http://www.cdisc.org","Code_45","2023-12-15","Code","After","C201356","317d05dd-1baa-42c6-9df0-edc78d52d66f"
"http://www.cdisc.org","Code_46","2023-12-15","Code","Start to Start","C201355","15919043-c813-4da7-856b-9cbc56adbed2"
"http://www.cdisc.org","Code_50","2023-12-15","Code","After","C201356","220e5ebf-8918-493f-8b18-777e44563b87"
"http://www.cdisc.org","Code_51","2023-12-15","Code","Start to Start","C201355","6b9ba199-8c97-4356-bf6c-34a633395173"
"http://www.cdisc.org","Code_53","2023-12-15","Code","After","C201356","e0c88bbc-e129-4c75-a58f-8cca575bb61e"
"http://www.cdisc.org","Code_54","2023-12-15","Code","Start to Start","C201355","d8b0857c-a8fc-4a23-89b5-d061d0c1ed78"
"http://www.cdisc.org","Code_33","2023-12-15","Code","After","C201356","de739b87-c2e9-4fe0-af8a-d55b58b1dfa6"
"http://www.cdisc.org","Code_34","2023-12-15","Code","Start to Start","C201355","21b23af2-c9f9-4cb5-94c1-557182b63d37"
"http://www.cdisc.org","Code_38","2023-12-15","Code","After","C201356","2bbd2f7d-3a8d-4708-96c9-6b9ddfeccf12"
"http://www.cdisc.org","Code_39","2023-12-15","Code","Start to Start","C201355","4ce47efb-a73e-4a65-9f28-37d21b616262"
"http://www.cdisc.org","Code_43","2023-12-15","Code","After","C201356","3abd040b-3ea1-4282-ad11-2419e53e354d"
"http://www.cdisc.org","Code_44","2023-12-15","Code","Start to Start","C201355","4b683b8e-451b-4cfc-becb-ec29e2b62e01"
"http://www.cdisc.org","Code_48","2023-12-15","Code","After","C201356","51cbc402-2c77-4d31-a228-aa222227f210"
"http://www.cdisc.org","Code_49","2023-12-15","Code","Start to Start","C201355","542a339d-135a-4543-bf05-a6c64934441a"
"http://www.cdisc.org","Code_56","2023-12-15","Code","Fixed Reference","C201358","cad216fe-ca46-4fa4-af8c-ef7ec057383c"
"http://www.cdisc.org","Code_57","2023-12-15","Code","Start to Start","C201355","6bc187e0-e5f4-4770-a273-58b30c504ff4"
"http://www.cdisc.org","Code_58","2023-12-15","Code","Fixed Reference","C201358","0a8731cb-0bc8-4ca2-bc40-8fc2c5ca806e"
"http://www.cdisc.org","Code_59","2023-12-15","Code","Start to Start","C201355","344e656b-ecb0-4234-914c-eb9049226043"
"http://www.cdisc.org","Code_60","2023-12-15","Code","Fixed Reference","C201358","bbaeec2b-a60b-4abe-8a80-2dc15ee3ae8f"
"http://www.cdisc.org","Code_61","2023-12-15","Code","Start to Start","C201355","8904237b-ad49-40a0-ac77-a9cdbda13951"
"http://www.cdisc.org","Code_62","2023-12-15","Code","After","C201356","192378de-e2f0-466e-b5e2-42d5af644e3c"
"http://www.cdisc.org","Code_63","2023-12-15","Code","Start to Start","C201355","74084782-750d-4c48-9361-5202fef46c4a"
"http://www.cdisc.org","Code_64","2023-12-15","Code","After","C201356","a9d12e1a-b0d3-4fe1-a828-5c3754acc495"
"http://www.cdisc.org","Code_65","2023-12-15","Code","End to Start","C201353","5bf705f2-7121-4e59-a52f-cf6c884b5b56"
"http://www.cdisc.org","Code_66","2023-12-15","Code","After","C201356","4fd5efe3-c534-4636-8b56-cbf9c7253015"
"http://www.cdisc.org","Code_67","2023-12-15","Code","Start to Start","C201355","9ec0965e-82e7-4c2e-a14f-c87d89c9cab5"
"http://www.cdisc.org","Code_68","2023-12-15","Code","After","C201356","15f58884-3273-464f-a0d0-79c17cffe1ea"
"http://www.cdisc.org","Code_69","2023-12-15","Code","End to Start","C201353","f98ed78e-7853-4463-b72a-0b4c27dcab52"
"http://www.cdisc.org","Code_70","2023-12-15","Code","After","C201356","d251da97-9951-49d3-aee9-3344cf31338e"
"http://www.cdisc.org","Code_71","2023-12-15","Code","Start to Start","C201355","e80c0ce5-c2bc-40ee-9902-3472a36ac8a8"
"http://www.cdisc.org","Code_602","2023-12-15","Code","Clinical Study Sponsor","C70793","0b0322fa-ce68-498e-8e08-9866f781e121"
"ISO 3166 1 alpha3","Code_603","2020-08","Code","United Kingdom of Great Britain and Northern Ireland","GBR","2ccd82c3-03ea-42cc-83a2-c2c7ce671159"
"http://www.cdisc.org","Code_3","2023-12-15","Code","Study Acronym","C94108","9d0951ce-288d-4b29-832b-fe9c13afa443"
"http://www.cdisc.org","Code_5","2023-12-15","Code","Brief Study Title","C99905x1","848a84a3-2c3d-4e6b-9e8a-4946a151dea6"
"http://www.cdisc.org","Code_6","2023-12-15","Code","Official Study Title","C99905x2","3915a09e-1215-4be7-a657-095e120bee78"
"http://www.cdisc.org","Code_7","2023-12-15","Code","Public Study Title","C99905x3","71d3d003-3860-4cbe-adcd-2dad6c401362"
"http://www.cdisc.org","Code_8","2023-12-15","Code","Final","C25508","eefd9220-7d58-40f7-89a5-dc3275051fc0"
"http://www.cdisc.org","Code_11","2023-12-15","Code","Protocol Effective Date","C99903x1","4bc5f520-0557-4490-b4f8-7e8f534e4818"
"http://www.cdisc.org","Code_13","2023-12-15","Code","Region","C41129","4f2f7a13-f2c0-46f7-874b-7063ee6cabab"
"ISO 3166 1 alpha3","Code_12","2020-08","Code","Europe","150","45e31e1b-abf7-476d-a263-b5587561b1d4"
