"code","codeSystemVersion","id","instanceType","decode","uuid:ID","codeSystem"
"C62164","2023-12-15","Code_384","Code","Body Position","9876ff2c-5cd7-49f6-8194-cf0e61315972","http://www.cdisc.org"
"C12681","2023-12-15","Code_385","Code","Brachial Artery","687748e2-8c1d-4944-8398-4adf1131b7ec","http://www.cdisc.org"
"C12687","2023-12-15","Code_386","Code","Common Carotid Artery","73dff807-3022-4c3d-9883-5bab35313eb8","http://www.cdisc.org"
"C32478","2023-12-15","Code_387","Code","Dorsalis Pedis Artery","6630d873-ac88-404c-8ee3-872c68ba8163","http://www.cdisc.org"
"C12715","2023-12-15","Code_388","Code","Femoral Artery","062bcc1a-5f7d-41fe-a457-26a4edca833e","http://www.cdisc.org"
"C12838","2023-12-15","Code_389","Code","Radial Artery","7355bd22-7de3-4fd5-b268-2363d8980337","http://www.cdisc.org"
"C13717","2023-12-15","Code_390","Code","Anatomic Site","d8689b9a-dabc-4721-ad4e-5ddd4d1f8ffb","http://www.cdisc.org"
"C25229","2023-12-15","Code_391","Code","Left","3c560740-3f08-4e3d-a6af-1019977036a6","http://www.cdisc.org"
"C25228","2023-12-15","Code_392","Code","Right","3f981c52-7631-42ed-8d34-49fbbe00be11","http://www.cdisc.org"
"C25185","2023-12-15","Code_393","Code","Laterality","6c37137a-8bad-4578-9a0d-9a9252510ffd","http://www.cdisc.org"
"C25298","2023-12-15","Code_394","Code","SYSBP","9607f6a0-b23b-4d17-a7ae-031788f4e4b1","http://www.cdisc.org"
"C25299","2023-12-15","Code_395","Code","DIABP","04ce63fc-1e56-4c93-8ab6-4d1678f36444","http://www.cdisc.org"
"C77140","2023-12-15","Code_396","Code","Clinical Test Result","08761115-9e56-4cc1-a84c-639a64aa3f52","http://www.cdisc.org"
"C49669","2023-12-15","Code_397","Code","Unit of Pressure","40b1724a-cff9-4261-84c9-b9711bbdb0c8","http://www.cdisc.org"
"C62122","2023-12-15","Code_398","Code","Sitting","c7c948a3-28b0-4d8a-ab4a-add628b4a311","http://www.cdisc.org"
"C62166","2023-12-15","Code_399","Code","Standing","9b493dce-1291-4f18-b1da-99730835d89e","http://www.cdisc.org"
"C62167","2023-12-15","Code_400","Code","Supine Position","0fa98e50-c2ea-4638-9957-486e574108f3","http://www.cdisc.org"
"C62164","2023-12-15","Code_401","Code","Body Position","8f1abb39-ccf9-426c-8302-a8e15b45950d","http://www.cdisc.org"
"C12681","2023-12-15","Code_402","Code","Brachial Artery","bba6cdc0-7105-41e9-85b9-bb173350d018","http://www.cdisc.org"
"C12687","2023-12-15","Code_403","Code","Common Carotid Artery","5370d5b7-8022-48db-8033-4d25aa367d5a","http://www.cdisc.org"
"C32478","2023-12-15","Code_404","Code","Dorsalis Pedis Artery","78ebbbe7-fd57-4e68-953a-7b47b96f6cce","http://www.cdisc.org"
"C12715","2023-12-15","Code_405","Code","Femoral Artery","9058200f-ec71-4124-bdac-6be9d355314c","http://www.cdisc.org"
"C12838","2023-12-15","Code_406","Code","Radial Artery","cc05dc9d-6939-4ffa-94a8-a2fd8c6d39e4","http://www.cdisc.org"
"C13717","2023-12-15","Code_407","Code","Anatomic Site","5744be70-28a2-46c1-808c-e9ea1bd68f4e","http://www.cdisc.org"
"C25229","2023-12-15","Code_408","Code","Left","aec2fd1e-b86c-4d07-9870-03a27d4f5ebb","http://www.cdisc.org"
"C25228","2023-12-15","Code_409","Code","Right","ac48559d-7e8a-4a42-b7d2-2c48e06ec42e","http://www.cdisc.org"
"C25185","2023-12-15","Code_410","Code","Laterality","4160a5fd-eae2-4538-b698-fe5d2dd2e218","http://www.cdisc.org"
"C25299","2023-12-15","Code_411","Code","DIABP","5fe87251-6eee-40e3-9261-520490347da9","http://www.cdisc.org"
"C49677","2023-12-15","Code_412","Code","HR","9b602dfc-d139-4491-ad0a-ab8be96ee572","http://www.cdisc.org"
"C77140","2023-12-15","Code_413","Code","Clinical Test Result","d5826dd5-9c98-4083-a2a9-8c91aa072b8b","http://www.cdisc.org"
"C73688","2023-12-15","Code_414","Code","Count per Minute","ea49344e-aa8b-480d-b440-f56bf33e9c97","http://www.cdisc.org"
"C62122","2023-12-15","Code_415","Code","Sitting","3287ad62-5abc-44bf-8d84-bbc015cf72a8","http://www.cdisc.org"
"C62166","2023-12-15","Code_416","Code","Standing","e8c4a8db-8a68-46f0-87ad-8aed4e54f959","http://www.cdisc.org"
"C62167","2023-12-15","Code_417","Code","Supine Position","102fe305-14c9-44fe-ad77-49da952840e9","http://www.cdisc.org"
"C62164","2023-12-15","Code_418","Code","Body Position","d1a3002d-e556-499c-84a5-fee5e9878822","http://www.cdisc.org"
"C12681","2023-12-15","Code_419","Code","Brachial Artery","f5bb7350-d9cb-486e-9c61-ee25dcacaa6b","http://www.cdisc.org"
"C12687","2023-12-15","Code_420","Code","Common Carotid Artery","c6093d63-3947-45d6-a558-e730d3190f57","http://www.cdisc.org"
"C32478","2023-12-15","Code_421","Code","Dorsalis Pedis Artery","66f59863-04a5-4335-94cd-95e64e7333dc","http://www.cdisc.org"
"C12715","2023-12-15","Code_422","Code","Femoral Artery","d8367c9a-dc8e-42cd-83e3-6b7a9bcb025b","http://www.cdisc.org"
"C12838","2023-12-15","Code_423","Code","Radial Artery","20b88da1-6b47-4c20-93f4-eb711b14b154","http://www.cdisc.org"
"C13717","2023-12-15","Code_424","Code","Anatomic Site","02d54265-178f-4be9-9ad1-0fb58258f3fe","http://www.cdisc.org"
"C25229","2023-12-15","Code_425","Code","Left","7ba821c8-31b1-42bb-b235-1c45150ea1de","http://www.cdisc.org"
"C25228","2023-12-15","Code_426","Code","Right","c126480d-f5bd-4528-b78e-54049cef221d","http://www.cdisc.org"
"C25185","2023-12-15","Code_427","Code","Laterality","2ee76fb6-fbb0-4b00-a924-4b19ecf9ee77","http://www.cdisc.org"
"C49677","2023-12-15","Code_428","Code","HR","78069787-c7eb-4102-a96d-cee5e61da99d","http://www.cdisc.org"
"C174268","2023-12-15","Code_123","Code","Placebo Comparator Arm","672a89ed-c57a-4abf-b8f0-6ddff6a2e4da","http://www.cdisc.org"
"C188866","2023-12-15","Code_124","Code","Data Generated Within Study","c501905d-a9d6-4574-a859-4f29e44ab7a4","http://www.cdisc.org"
"C174267","2023-12-15","Code_125","Code","Active Comparator Arm","df40eef4-e9c1-4f29-8d21-f081baf561eb","http://www.cdisc.org"
"C188866","2023-12-15","Code_126","Code","Data Generated Within Study","9ede106a-0015-473d-81f8-1deeeb4ec9c2","http://www.cdisc.org"
"C174267","2023-12-15","Code_127","Code","Active Comparator Arm","49fbae63-5c49-485b-8f8d-c346bf553200","http://www.cdisc.org"
"C188866","2023-12-15","Code_128","Code","Data Generated Within Study","a63f26d9-0fa9-4839-ad3f-ddb2d89b875c","http://www.cdisc.org"
"C15228","2023-12-15","Code_136","Code","Double Blind Study","fb6adf23-ec46-4f4e-b6cd-fb0b0568910a","http://www.cdisc.org"
"C202487","2023-12-15","Code_129","Code","Screening Epoch","b9a7e627-3b7d-4578-b832-e1c4b20ace9e","http://www.cdisc.org"
"C101526","2023-12-15","Code_130","Code","Treatment Epoch","d46836ff-dbeb-4b04-9a4a-60df2c75ff0f","http://www.cdisc.org"
"C101526","2023-12-15","Code_131","Code","Treatment Epoch","a70524fa-02bf-4c1a-a169-366c1a9a736f","http://www.cdisc.org"
"C101526","2023-12-15","Code_132","Code","Treatment Epoch","7a483100-7a87-40a8-a84d-e3a29be3039b","http://www.cdisc.org"
"C202578","2023-12-15","Code_133","Code","Follow-Up Epoch","29615431-3219-4f0d-8b07-11a56af02182","http://www.cdisc.org"
"G30.9","1","Code_546","Code","Alzheimer's disease; unspecified","e94f4663-dd3a-4f8f-ac53-cf14641e1c6a","ICD-10-CM"
"26929004","January 31, 2018","Code_547","Code","Alzheimer's disease","65629a1d-242c-44d6-b895-2064719f9478","SNOMED"
"C70793","2023-12-15","Code_142","Code","Sponsor","1240c8a8-8dd8-4c35-83ba-00bb648407d2","http://www.cdisc.org"
"C85826","2023-12-15","Code_551","Code","Primary Objective","4f2e8c01-0af7-434d-8161-e1caea862fd4","http://www.cdisc.org"
"C94496","2023-12-15","Code_550","Code","Primary Endpoint","2fadb784-9a7b-4fb9-bb49-f51042a2a075","http://www.cdisc.org"
"C94496","2023-12-15","Code_552","Code","Primary Endpoint","451db62c-ea0c-4560-9ddb-5bea90cbb1d4","http://www.cdisc.org"
"C85826","2023-12-15","Code_554","Code","Primary Objective","13c9cf4b-e178-4f2a-bad9-971d0b92d130","http://www.cdisc.org"
"C94496","2023-12-15","Code_553","Code","Primary Endpoint","9bd8e774-9e30-42e6-aa1a-f395997b9c93","http://www.cdisc.org"
"C94496","2023-12-15","Code_555","Code","Primary Endpoint","a39aecf6-0cca-440c-9e34-4337950df84e","http://www.cdisc.org"
"C94496","2023-12-15","Code_556","Code","Primary Endpoint","6b5eb2de-7478-408f-b1f3-5e617187fd5d","http://www.cdisc.org"
"C85827","2023-12-15","Code_558","Code","Secondary Objective","2349928e-b81f-40e0-96e7-427458033e36","http://www.cdisc.org"
"C139173","2023-12-15","Code_557","Code","Secondary Endpoint","8016cdb0-e0d5-4bfd-bcda-513912238ca2","http://www.cdisc.org"
"C139173","2023-12-15","Code_559","Code","Secondary Endpoint","ef676adf-1c40-4f53-8c55-c8fd5bc0f1eb","http://www.cdisc.org"
"C139173","2023-12-15","Code_560","Code","Secondary Endpoint","8df346c5-bd88-40de-8697-ded3a74debc8","http://www.cdisc.org"
"C85827","2023-12-15","Code_562","Code","Secondary Objective","3c9e95e0-5979-4287-9aec-f60472db1fe1","http://www.cdisc.org"
"C139173","2023-12-15","Code_561","Code","Secondary Endpoint","fa8b4546-dd39-418b-9a7f-d5d4e4ff9580","http://www.cdisc.org"
"C85827","2023-12-15","Code_564","Code","Secondary Objective","68d15f15-9a19-4870-a4a8-3348bf05887e","http://www.cdisc.org"
"C139173","2023-12-15","Code_563","Code","Secondary Endpoint","382ea297-fc05-47e9-912f-79950f9190da","http://www.cdisc.org"
"C85827","2023-12-15","Code_566","Code","Secondary Objective","9aacc760-4a8a-455a-9fe3-469a370bccfb","http://www.cdisc.org"
"C139173","2023-12-15","Code_565","Code","Secondary Endpoint","f0436040-3c5c-4c15-a9de-3471f27f240c","http://www.cdisc.org"
"C49636","2023-12-15","Code_549","Code","Both","b42899ed-a034-4919-af38-1d136b859328","http://www.cdisc.org"
"C25532","2023-12-15","Code_567","Code","Inclusion Criteria","836ec1d0-4c78-42fe-b459-12d016fa33e6","http://www.cdisc.org"
"C25532","2023-12-15","Code_568","Code","Inclusion Criteria","fb501f41-282f-44a0-8213-70bed05c72a9","http://www.cdisc.org"
"C25532","2023-12-15","Code_569","Code","Inclusion Criteria","828761f7-9cca-45d4-b979-9f6d7237af9d","http://www.cdisc.org"
"C25532","2023-12-15","Code_570","Code","Inclusion Criteria","b031a2cd-c8be-49d3-a18a-7e642d29dfe0","http://www.cdisc.org"
"C25532","2023-12-15","Code_571","Code","Inclusion Criteria","deabff21-c9b9-4cb1-a126-bc43a0306adf","http://www.cdisc.org"
"C25532","2023-12-15","Code_572","Code","Inclusion Criteria","15e3e426-9066-4a35-a7ee-c804ee3731dd","http://www.cdisc.org"
"C25532","2023-12-15","Code_573","Code","Inclusion Criteria","945532a8-c8b6-465b-8b79-7d2c28946ec1","http://www.cdisc.org"
"C25532","2023-12-15","Code_574","Code","Inclusion Criteria","b8999edd-b38d-4e96-8662-19f266b4995d","http://www.cdisc.org"
"C25370","2023-12-15","Code_575","Code","Exclusion Criteria","7f163437-07a0-4b54-b15b-f2b90a7e7402","http://www.cdisc.org"
"C25370","2023-12-15","Code_576","Code","Exclusion Criteria","03ba759d-d3c5-436a-9259-42e994173b53","http://www.cdisc.org"
"C25370","2023-12-15","Code_577","Code","Exclusion Criteria","f6d171d8-f1a7-481f-97bc-0bb374523b11","http://www.cdisc.org"
"C25370","2023-12-15","Code_578","Code","Exclusion Criteria","96a14094-6a04-4686-b926-56e39b0a86f6","http://www.cdisc.org"
"C25370","2023-12-15","Code_579","Code","Exclusion Criteria","b7ccdc43-ea40-4f85-9fbe-7ea93baac047","http://www.cdisc.org"
"C25370","2023-12-15","Code_580","Code","Exclusion Criteria","ebd04b7d-43da-4b64-8b26-fcdf228f19d9","http://www.cdisc.org"
"C25370","2023-12-15","Code_581","Code","Exclusion Criteria","f9100bcb-720c-4c5d-9987-cb4d653a0699","http://www.cdisc.org"
"C25370","2023-12-15","Code_582","Code","Exclusion Criteria","d3644f9b-27c6-4df0-8953-2aeb060a7b6c","http://www.cdisc.org"
"C25370","2023-12-15","Code_583","Code","Exclusion Criteria","a7517bc0-cdcb-44c9-8f59-068f3d14406f","http://www.cdisc.org"
"C25370","2023-12-15","Code_584","Code","Exclusion Criteria","cc488bbf-82ca-45d9-a068-1a1409615113","http://www.cdisc.org"
"C25370","2023-12-15","Code_585","Code","Exclusion Criteria","48dcb718-3740-4680-aa2c-b8e7ecf4b004","http://www.cdisc.org"
"C25370","2023-12-15","Code_586","Code","Exclusion Criteria","fa5c967b-db41-4b19-a042-99c2efd1b6b9","http://www.cdisc.org"
"C25370","2023-12-15","Code_587","Code","Exclusion Criteria","9e278cd9-bb55-43d1-a6f8-79e37abfda1d","http://www.cdisc.org"
"C25370","2023-12-15","Code_588","Code","Exclusion Criteria","3419e938-b91e-4867-a678-a1a6e29f35b9","http://www.cdisc.org"
"C25370","2023-12-15","Code_589","Code","Exclusion Criteria","be3bc0a5-fd10-4c25-9b07-6c67c668eee6","http://www.cdisc.org"
"C25370","2023-12-15","Code_590","Code","Exclusion Criteria","d2900d4c-259e-479f-9c9c-fc38bb791393","http://www.cdisc.org"
"C25370","2023-12-15","Code_591","Code","Exclusion Criteria","911d6615-7a3a-4966-b09b-fbd43ad2f45c","http://www.cdisc.org"
"C25370","2023-12-15","Code_592","Code","Exclusion Criteria","75f4f0bc-7fb1-4ec6-9849-2a628e0e77cc","http://www.cdisc.org"
"C25370","2023-12-15","Code_593","Code","Exclusion Criteria","c21f3f04-3069-4d41-90ee-a6ef3624582f","http://www.cdisc.org"
"C25370","2023-12-15","Code_594","Code","Exclusion Criteria","2ea928a1-8e43-4fbb-a503-0b256f34b70f","http://www.cdisc.org"
"C25370","2023-12-15","Code_595","Code","Exclusion Criteria","1b122f9b-6b32-462e-b0fb-a9eb3df4709b","http://www.cdisc.org"
"C25370","2023-12-15","Code_596","Code","Exclusion Criteria","44d4c6a7-72db-4648-9377-6228e1ffb52a","http://www.cdisc.org"
"C25370","2023-12-15","Code_597","Code","Exclusion Criteria","2ab1faee-0063-4849-85d1-81562eadc991","http://www.cdisc.org"
"C29848","2023-12-15","Code_548","Code","Year","161050e9-cf77-4ea0-9539-eeffb3fb6000","http://www.cdisc.org"
"C201357","2023-12-15","Code_14","Code","Before","90cd94a3-5c68-49db-b122-94f76114612a","http://www.cdisc.org"
"C201355","2023-12-15","Code_15","Code","Start to Start","620eea30-6017-495b-ac82-24e3ffa4baec","http://www.cdisc.org"
"C201357","2023-12-15","Code_16","Code","Before","44d03010-c7d9-4e69-a4b7-6749a1f9413a","http://www.cdisc.org"
"C201355","2023-12-15","Code_17","Code","Start to Start","fc56182b-49a7-49c9-bc29-9072588e1007","http://www.cdisc.org"
"C201358","2023-12-15","Code_19","Code","Fixed Reference","2505d8ae-c186-4ea3-9b4f-e5685dbdb0ec","http://www.cdisc.org"
"C201355","2023-12-15","Code_20","Code","Start to Start","5e08b679-2fc1-4938-ac48-a5ab03c925b1","http://www.cdisc.org"
"C201356","2023-12-15","Code_21","Code","After","f7e0be3e-565c-432e-a7f3-371a0fdbd484","http://www.cdisc.org"
"C201355","2023-12-15","Code_22","Code","Start to Start","f7796273-d47d-46bb-8364-1ac79919baab","http://www.cdisc.org"
"C201356","2023-12-15","Code_24","Code","After","38e9aab1-17f4-42e1-8888-3e806b19ad2c","http://www.cdisc.org"
"C201355","2023-12-15","Code_25","Code","Start to Start","86a25dff-0c1f-4e9a-a10a-ec3bad47540e","http://www.cdisc.org"
"C201356","2023-12-15","Code_27","Code","After","01458ae4-539f-4b1c-8ccd-5f667e344d33","http://www.cdisc.org"
"C201355","2023-12-15","Code_28","Code","Start to Start","4ca27c4c-2d46-4610-8cb8-114bf987bd42","http://www.cdisc.org"
"C201356","2023-12-15","Code_30","Code","After","0ea51f0e-886a-48b0-927a-3868fcf52809","http://www.cdisc.org"
"C201355","2023-12-15","Code_31","Code","Start to Start","e629820e-9054-49ab-9770-2f9c09e4818c","http://www.cdisc.org"
"C201356","2023-12-15","Code_35","Code","After","801493e0-1d36-4dfa-840b-6022fc0de812","http://www.cdisc.org"
"C201355","2023-12-15","Code_36","Code","Start to Start","346e0bc6-b0a6-4115-8a80-9fb778ad6999","http://www.cdisc.org"
"C201356","2023-12-15","Code_40","Code","After","5db25ed8-f9ce-4d0c-b078-4f81c78d8a5f","http://www.cdisc.org"
"C201355","2023-12-15","Code_41","Code","Start to Start","0294c91a-7796-46c3-b7d0-518efc519051","http://www.cdisc.org"
"C201356","2023-12-15","Code_45","Code","After","de5fad03-c3b8-4919-b7b4-4064ad56ba8f","http://www.cdisc.org"
"C201355","2023-12-15","Code_46","Code","Start to Start","d4e08501-f567-45cd-883c-0ba0b7dc5752","http://www.cdisc.org"
"C201356","2023-12-15","Code_50","Code","After","a403f2de-410b-4b0e-b496-e5002eadef66","http://www.cdisc.org"
"C201355","2023-12-15","Code_51","Code","Start to Start","ffe4de53-4076-49e3-af95-8bbaaa9a5234","http://www.cdisc.org"
"C201356","2023-12-15","Code_53","Code","After","71787982-ac38-4414-8bf3-69c59326b675","http://www.cdisc.org"
"C201355","2023-12-15","Code_54","Code","Start to Start","ec8e5af7-ecf3-4704-b769-a1941aacfc22","http://www.cdisc.org"
"C201356","2023-12-15","Code_33","Code","After","3ce2cb25-d613-43ac-9231-bd7e5d549ba1","http://www.cdisc.org"
"C201355","2023-12-15","Code_34","Code","Start to Start","56a81ec4-847e-4782-8426-e2b411a9e0d7","http://www.cdisc.org"
"C201356","2023-12-15","Code_38","Code","After","9adfc63e-3892-4a41-be5a-caea51814163","http://www.cdisc.org"
"C201355","2023-12-15","Code_39","Code","Start to Start","4e187d47-f5b0-42fc-966a-4f7ca9d8600a","http://www.cdisc.org"
"C201356","2023-12-15","Code_43","Code","After","1d36baba-feac-47e9-972c-654f76b130df","http://www.cdisc.org"
"C201355","2023-12-15","Code_44","Code","Start to Start","e1c23b3f-181c-4cf9-a4c3-dfba105ed258","http://www.cdisc.org"
"C201356","2023-12-15","Code_48","Code","After","892e61a7-bff8-47a3-9604-eea544cf9470","http://www.cdisc.org"
"C201355","2023-12-15","Code_49","Code","Start to Start","c5323f77-b871-4f16-956c-e79985cdff5a","http://www.cdisc.org"
"C201358","2023-12-15","Code_56","Code","Fixed Reference","82c08311-287b-4c16-975c-55e9f3e633f2","http://www.cdisc.org"
"C201355","2023-12-15","Code_57","Code","Start to Start","43ac6762-d71d-43b7-a44c-ee34d53e232c","http://www.cdisc.org"
"C201358","2023-12-15","Code_58","Code","Fixed Reference","e8f04a73-70d1-4d7b-ba03-f8d0f2ad2931","http://www.cdisc.org"
"C201355","2023-12-15","Code_59","Code","Start to Start","5d63bed9-8b81-492c-bd4a-e99d3c06c569","http://www.cdisc.org"
"C201358","2023-12-15","Code_60","Code","Fixed Reference","9dd0c2a3-d010-4399-b841-e74355bd79c6","http://www.cdisc.org"
"C201355","2023-12-15","Code_61","Code","Start to Start","18a3d865-4e72-4506-873c-c9cf62eb26dc","http://www.cdisc.org"
"C201356","2023-12-15","Code_62","Code","After","82f5ea81-977d-4a95-97c7-2ad31304a265","http://www.cdisc.org"
"C201355","2023-12-15","Code_63","Code","Start to Start","afd73515-7f1b-42c6-9c29-3a3867a55f7e","http://www.cdisc.org"
"C201356","2023-12-15","Code_64","Code","After","59a51104-baa0-496a-a7c3-a06e3c1a5f8d","http://www.cdisc.org"
"C201353","2023-12-15","Code_65","Code","End to Start","14281f1a-338e-445e-8633-815679cf79f9","http://www.cdisc.org"
"C201356","2023-12-15","Code_66","Code","After","f42cc6de-e54c-4fa7-ae3c-3216e8f64bdb","http://www.cdisc.org"
"C201355","2023-12-15","Code_67","Code","Start to Start","baf4ce04-761c-4a93-b95f-66f8befb251d","http://www.cdisc.org"
"C201356","2023-12-15","Code_68","Code","After","91a75d7c-d4ce-4912-b469-1101b5b8bf70","http://www.cdisc.org"
"C201353","2023-12-15","Code_69","Code","End to Start","079cc4a7-339f-49ab-844b-b9620b5b78a9","http://www.cdisc.org"
"C201356","2023-12-15","Code_70","Code","After","d347c7a3-2f75-4d6c-a368-28aac854d0aa","http://www.cdisc.org"
"C201355","2023-12-15","Code_71","Code","Start to Start","00073175-4841-410a-839f-2907affc3d40","http://www.cdisc.org"
"C70793","2023-12-15","Code_598","Code","Clinical Study Sponsor","0e74754b-f75f-4202-8eb7-56ecd94a3e08","http://www.cdisc.org"
"GBR","2020-08","Code_599","Code","United Kingdom of Great Britain and Northern Ireland","66430f34-fede-47d2-892e-5eda1ce256bd","ISO 3166 1 alpha3"
"C94108","2023-12-15","Code_3","Code","Study Acronym","03f4c229-2f84-4a60-b13d-f426d244a34b","http://www.cdisc.org"
"C99905x1","2023-12-15","Code_5","Code","Brief Study Title","75847056-0505-4f31-96a2-9985a9c20b92","http://www.cdisc.org"
"C99905x2","2023-12-15","Code_6","Code","Official Study Title","7bf5d71d-dd17-49ab-93c0-0f075ce1e9e9","http://www.cdisc.org"
"C99905x3","2023-12-15","Code_7","Code","Public Study Title","cff0857a-4160-46cb-a86c-47cad0741419","http://www.cdisc.org"
"C25508","2023-12-15","Code_8","Code","Final","7875741e-7ea0-4ad3-96d2-6f332fea5551","http://www.cdisc.org"
"C99903x1","2023-12-15","Code_11","Code","Protocol Effective Date","ada5ec43-ced6-4e90-ab51-f564dc0c4043","http://www.cdisc.org"
"C41129","2023-12-15","Code_13","Code","Region","8182dd28-9ae9-43e9-94ac-fa0ec9b7cd39","http://www.cdisc.org"
"150","2020-08","Code_12","Code","Europe","400005b6-c0f7-416c-95de-a0654e5175ba","ISO 3166 1 alpha3"
