"id","codeSystemVersion","decode","code","codeSystem","uuid:ID","instanceType"
"Code_377","2023-12-15","HR","C49677","http://www.cdisc.org","484010ab-c166-40eb-94b1-42608e0d9f21","Code"
"Code_378","2023-12-15","SYSBP","C25298","http://www.cdisc.org","47557a9c-cb2f-4267-bfa5-983485efb769","Code"
"Code_379","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","95b6cde6-7212-463e-94c1-392ab53043dc","Code"
"Code_380","2023-12-15","Unit of Pressure","C49669","http://www.cdisc.org","700541d7-4f94-4482-a3d3-ab4090f92fca","Code"
"Code_381","2023-12-15","Sitting","C62122","http://www.cdisc.org","31a27f8e-41d1-4245-be53-ce51aabfba04","Code"
"Code_382","2023-12-15","Standing","C62166","http://www.cdisc.org","394179cc-dd49-4989-b1d3-94df392c0567","Code"
"Code_383","2023-12-15","Supine Position","C62167","http://www.cdisc.org","fcad6cdd-17b0-424e-80a3-1b64f7d4aba2","Code"
"Code_384","2023-12-15","Body Position","C62164","http://www.cdisc.org","1d02a56c-ed6c-42e2-90fb-5c644c32296c","Code"
"Code_385","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","447c2b40-5ecc-4637-8448-756cb58494ec","Code"
"Code_386","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","b15a93bd-3ab8-47e2-8bd3-8ed2bb4089c7","Code"
"Code_387","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","0c83e168-4bd7-4942-bc06-8e3670526d9d","Code"
"Code_388","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","c7f14efd-1dce-426a-9055-61221912e91f","Code"
"Code_389","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","1c690136-b3db-4bbb-9498-28debe8b799f","Code"
"Code_390","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","0d29e706-e196-4d1e-827a-d421112b812c","Code"
"Code_391","2023-12-15","Left","C25229","http://www.cdisc.org","df2283e6-635e-4f07-af5c-2c8e4703f49f","Code"
"Code_392","2023-12-15","Right","C25228","http://www.cdisc.org","78cc6ded-6bf2-4724-92f6-c83ef4971178","Code"
"Code_393","2023-12-15","Laterality","C25185","http://www.cdisc.org","04824682-82d1-4903-9796-715c28d33926","Code"
"Code_394","2023-12-15","SYSBP","C25298","http://www.cdisc.org","53399204-f88c-4743-af9f-e0c90ab191ac","Code"
"Code_395","2023-12-15","DIABP","C25299","http://www.cdisc.org","c2a52fe9-a80c-42a5-b67f-cd32ac811a39","Code"
"Code_396","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","c33067e0-ed94-438a-ad42-adb91d06d7e2","Code"
"Code_397","2023-12-15","Unit of Pressure","C49669","http://www.cdisc.org","7350257d-6d51-46e0-8ec9-af584d208699","Code"
"Code_398","2023-12-15","Sitting","C62122","http://www.cdisc.org","fddb6ea2-413c-40ac-81e9-b7def985e52b","Code"
"Code_399","2023-12-15","Standing","C62166","http://www.cdisc.org","b2bf1bbf-3118-43a9-9bb6-d1f74dd5c7b9","Code"
"Code_400","2023-12-15","Supine Position","C62167","http://www.cdisc.org","c979ed9e-c7cd-4f04-8dbb-583a15e0687e","Code"
"Code_401","2023-12-15","Body Position","C62164","http://www.cdisc.org","407fe317-cdde-4ec6-95fc-5a6177c0246d","Code"
"Code_402","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","0cda6330-e5c2-4057-9b32-6fc7f6ff89fa","Code"
"Code_403","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","79ec6589-ff5b-47d1-82c7-d1a7fafc2df5","Code"
"Code_404","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","1464aa3f-687f-4c91-b8b0-0a6957f958f1","Code"
"Code_405","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","d499fc83-4831-4206-b254-4c8cdd119746","Code"
"Code_406","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","ed8bb8db-b51a-4061-902b-adfd4f09be36","Code"
"Code_407","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","2b07388c-ce78-4e77-95d9-044a8b402215","Code"
"Code_408","2023-12-15","Left","C25229","http://www.cdisc.org","90d0a624-2cfc-439a-9f65-d34f38eb5f2d","Code"
"Code_409","2023-12-15","Right","C25228","http://www.cdisc.org","282d8a4d-092d-4123-9621-2013adc45d30","Code"
"Code_410","2023-12-15","Laterality","C25185","http://www.cdisc.org","f0f4ffa2-7a9b-4e6f-9c52-9f952ebad2b2","Code"
"Code_411","2023-12-15","DIABP","C25299","http://www.cdisc.org","7926ce16-c7db-4bbb-97d0-60c6d774cd25","Code"
"Code_412","2023-12-15","HR","C49677","http://www.cdisc.org","d8f048e4-8317-4a9a-a578-283c8ca31590","Code"
"Code_413","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","7b31d01b-2b49-44f4-b578-1f9202b1cd7b","Code"
"Code_414","2023-12-15","Count per Minute","C73688","http://www.cdisc.org","205a21aa-b783-4c35-8800-4da8e81a0f93","Code"
"Code_415","2023-12-15","Sitting","C62122","http://www.cdisc.org","942c7b89-7a9e-4bb9-b196-296cbb8f4c09","Code"
"Code_416","2023-12-15","Standing","C62166","http://www.cdisc.org","b149ec70-3801-463e-bc9e-8ac1c7305a3d","Code"
"Code_417","2023-12-15","Supine Position","C62167","http://www.cdisc.org","bd080090-e1d3-40e0-888b-49afeadb6001","Code"
"Code_418","2023-12-15","Body Position","C62164","http://www.cdisc.org","7e387026-dc42-4877-9055-4a804229cbc7","Code"
"Code_419","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","b187fd5f-58a1-42a1-b640-c5d3f77fa508","Code"
"Code_420","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","1793afca-ef6d-42a6-9eea-87a0a605bc8d","Code"
"Code_421","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","f2d3afae-2fcf-42b5-b2fe-db07e5c22540","Code"
"Code_422","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","140652b5-a914-4053-bf75-697a58605e1d","Code"
"Code_423","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","f9e38e18-4bed-4900-b142-ed118995cd18","Code"
"Code_424","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","85030e4e-2b76-41d5-92bf-499dbec9aea3","Code"
"Code_425","2023-12-15","Left","C25229","http://www.cdisc.org","2cf3bc2b-7ce2-4901-8c42-42add1b498c2","Code"
"Code_426","2023-12-15","Right","C25228","http://www.cdisc.org","4f030405-ae1c-4927-a7af-a26e9d903a59","Code"
"Code_427","2023-12-15","Laterality","C25185","http://www.cdisc.org","a9f19e92-c329-474e-9920-82a833d1900b","Code"
"Code_428","2023-12-15","HR","C49677","http://www.cdisc.org","1a30bf92-efc2-4e7c-b5c9-fc4ee2e9c49a","Code"
"Code_123","2023-12-15","Placebo Comparator Arm","C174268","http://www.cdisc.org","0028594b-a370-481b-b465-e3c891844bb7","Code"
"Code_124","2023-12-15","Data Generated Within Study","C188866","http://www.cdisc.org","bfe0c52c-aeca-498b-a464-8930398bd247","Code"
"Code_125","2023-12-15","Active Comparator Arm","C174267","http://www.cdisc.org","657bedb9-c03f-4c96-8f46-ae052417757d","Code"
"Code_126","2023-12-15","Data Generated Within Study","C188866","http://www.cdisc.org","8bf9aa2e-ebab-41e5-98f3-6c41fd7f3637","Code"
"Code_127","2023-12-15","Active Comparator Arm","C174267","http://www.cdisc.org","9d1999ea-b5ee-49d8-8a78-cf9811c9ebde","Code"
"Code_128","2023-12-15","Data Generated Within Study","C188866","http://www.cdisc.org","9f6e22e4-6eb4-4938-af21-88e16bb41d03","Code"
"Code_136","2023-12-15","Double Blind Study","C15228","http://www.cdisc.org","c2f8c3fe-0b7a-4d6c-a259-0aba1a458653","Code"
"Code_129","2023-12-15","Screening Epoch","C202487","http://www.cdisc.org","7178b998-caf4-4894-9628-2af85d162070","Code"
"Code_130","2023-12-15","Treatment Epoch","C101526","http://www.cdisc.org","e8b84867-ed79-481d-9302-2a3f828a57ad","Code"
"Code_131","2023-12-15","Treatment Epoch","C101526","http://www.cdisc.org","77f625ea-d5f3-49da-bdbf-7bc3c41b929a","Code"
"Code_132","2023-12-15","Treatment Epoch","C101526","http://www.cdisc.org","3f5db431-89e4-4ef8-bb47-ec99ef9f7e36","Code"
"Code_133","2023-12-15","Follow-Up Epoch","C202578","http://www.cdisc.org","5c3278eb-a6b8-4f43-9305-ce8bcb60a101","Code"
"Code_550","1","Alzheimer's disease; unspecified","G30.9","ICD-10-CM","29948229-837f-43c7-a38c-38ee36196469","Code"
"Code_551","January 31, 2018","Alzheimer's disease","26929004","SNOMED","5a6f6963-0070-4cc1-bb5d-7881fa80e833","Code"
"Code_142","2023-12-15","Sponsor","C70793","http://www.cdisc.org","195c2f38-2de4-48b7-bd2e-c080c7d43f11","Code"
"Code_555","2023-12-15","Primary Objective","C85826","http://www.cdisc.org","d7d7cd53-425c-4dc7-8a41-23520ca202b7","Code"
"Code_554","2023-12-15","Primary Endpoint","C94496","http://www.cdisc.org","f4d44ecc-dbaf-43b5-b0a6-abe222a7649f","Code"
"Code_556","2023-12-15","Primary Endpoint","C94496","http://www.cdisc.org","99b2ee64-eefd-43a6-be02-1bc8df67390b","Code"
"Code_558","2023-12-15","Primary Objective","C85826","http://www.cdisc.org","969d82d1-c55d-44c5-b580-0ac78bed6fda","Code"
"Code_557","2023-12-15","Primary Endpoint","C94496","http://www.cdisc.org","b08e6667-d33a-4b4e-986c-32b1250c1f4e","Code"
"Code_559","2023-12-15","Primary Endpoint","C94496","http://www.cdisc.org","6fbdc050-43ad-429f-86fd-61762904b88c","Code"
"Code_560","2023-12-15","Primary Endpoint","C94496","http://www.cdisc.org","6d7a96fc-54e1-4a9e-b775-8d414c5bca1a","Code"
"Code_562","2023-12-15","Secondary Objective","C85827","http://www.cdisc.org","75637c93-39ca-4578-bc9b-9a07f15b5695","Code"
"Code_561","2023-12-15","Secondary Endpoint","C139173","http://www.cdisc.org","04555ef2-8833-4c6a-88ec-93c9e43d24e7","Code"
"Code_563","2023-12-15","Secondary Endpoint","C139173","http://www.cdisc.org","4fda25a3-1588-400a-9587-2d425c43cd25","Code"
"Code_564","2023-12-15","Secondary Endpoint","C139173","http://www.cdisc.org","8b339534-a8a1-4c7c-b08f-c372e2ce2996","Code"
"Code_566","2023-12-15","Secondary Objective","C85827","http://www.cdisc.org","6e70a8e6-b0d3-41be-8c3f-2dc5f9d83712","Code"
"Code_565","2023-12-15","Secondary Endpoint","C139173","http://www.cdisc.org","280bfa06-3945-4715-9c53-1631506ce93b","Code"
"Code_568","2023-12-15","Secondary Objective","C85827","http://www.cdisc.org","943efa6a-a541-4e16-911b-5f3071583ce1","Code"
"Code_567","2023-12-15","Secondary Endpoint","C139173","http://www.cdisc.org","18815f1f-edde-419f-8b64-229f356e150e","Code"
"Code_570","2023-12-15","Secondary Objective","C85827","http://www.cdisc.org","6e93d9be-33d1-466d-8fec-51965d2f9a6e","Code"
"Code_569","2023-12-15","Secondary Endpoint","C139173","http://www.cdisc.org","6169829a-7115-40c0-8d2b-c3b7457edfe0","Code"
"Code_553","2023-12-15","Both","C49636","http://www.cdisc.org","4c6b285a-0129-42cb-b8de-bbf8dadb287a","Code"
"Code_571","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","b248ea92-fca3-4872-aa3e-a9de0c7cc158","Code"
"Code_572","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","ea74b866-c91c-4f78-bda3-ff85c45ec932","Code"
"Code_573","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","dec3efb5-730e-44f1-9bc6-3791dc6dd3cf","Code"
"Code_574","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","56c599ff-a346-4e3c-b318-965b21d12d2a","Code"
"Code_575","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","3723b679-ecc1-464c-ab21-f36cee0f2787","Code"
"Code_576","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","01ab154e-0f83-4e1d-aece-fc40245dfc6c","Code"
"Code_577","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","bfbc6e2f-2499-440a-935a-f75fad5c9ab3","Code"
"Code_578","2023-12-15","Inclusion Criteria","C25532","http://www.cdisc.org","1336982c-94a8-4e7c-bbe1-482a0026c161","Code"
"Code_579","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","441a21c7-02b7-4696-b4ba-524ba794bea3","Code"
"Code_580","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","1e4c7d4a-995c-4ff4-989d-15b5abbdddbd","Code"
"Code_581","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","0fd33c65-9dba-4cbe-8990-e0414d0f1ec5","Code"
"Code_582","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","882ffb54-067a-45cf-8061-232875184f75","Code"
"Code_583","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","0ab6ecca-5fa4-43eb-84a9-530d1d578201","Code"
"Code_584","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","6bb20b5c-f385-4a66-bc31-4d287f231555","Code"
"Code_585","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","bb5e7591-bf59-4612-b0dd-acb93f4d2e86","Code"
"Code_586","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","30cf5df7-1eff-4ada-b7a1-823487cbee8d","Code"
"Code_587","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","23eba97c-51d7-434f-981d-6d61f2675f87","Code"
"Code_588","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","999a26cd-b7f4-48a4-80cf-450c54723a4f","Code"
"Code_589","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","864d1c32-be1c-4cf9-927b-5ae49783f0c5","Code"
"Code_590","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","2f4c6f52-f2c0-4d8c-ab3a-14b15067d1ab","Code"
"Code_591","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","e30541b7-6136-4696-b1b5-a5ebcc030b63","Code"
"Code_592","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","81426cab-eb5b-49b1-b059-304e2d1cf7b3","Code"
"Code_593","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","52374966-f7d3-404d-afb7-07b5d70d4bd1","Code"
"Code_594","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","73e4a3c8-f39a-4306-8da4-50ad056e1b71","Code"
"Code_595","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","a2277dbb-fcd1-4654-b0bf-70ed8ba793c0","Code"
"Code_596","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","08fbeb57-0fba-4f68-81b6-707aabf7f7c9","Code"
"Code_597","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","2ed05e83-9c18-4a6c-9e2e-006ab0974823","Code"
"Code_598","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","3c9db0bf-0067-4fc0-bcf0-880059b7d0d3","Code"
"Code_599","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","299b6b96-55db-44b2-a537-1680b3811b73","Code"
"Code_600","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","037bcde3-4233-45be-89d5-3c216513e37c","Code"
"Code_601","2023-12-15","Exclusion Criteria","C25370","http://www.cdisc.org","d5b40028-ce8a-47e6-87d2-fdf4437caa4d","Code"
"Code_552","2023-12-15","Year","C29848","http://www.cdisc.org","666fdc09-411d-483b-842d-b0b01020d74f","Code"
"Code_14","2023-12-15","Before","C201357","http://www.cdisc.org","3eff9729-66d2-4736-b577-ff80c42bfb8e","Code"
"Code_15","2023-12-15","Start to Start","C201355","http://www.cdisc.org","16f15066-3251-491b-95c8-3ec019dcfd8c","Code"
"Code_16","2023-12-15","Before","C201357","http://www.cdisc.org","bce63a70-8f35-470d-aad9-fb196193607e","Code"
"Code_17","2023-12-15","Start to Start","C201355","http://www.cdisc.org","38d8164b-2999-44a2-b658-c0e91f70babd","Code"
"Code_19","2023-12-15","Fixed Reference","C201358","http://www.cdisc.org","5853cfe7-0624-4462-adf3-89f536cc351f","Code"
"Code_20","2023-12-15","Start to Start","C201355","http://www.cdisc.org","2b795128-2fee-4754-b776-ef72689820bc","Code"
"Code_21","2023-12-15","After","C201356","http://www.cdisc.org","5f6ca30a-6b5f-4d45-bed1-c73f09b7f4b7","Code"
"Code_22","2023-12-15","Start to Start","C201355","http://www.cdisc.org","8c96ca0c-ad02-4555-9c21-746be4b87660","Code"
"Code_24","2023-12-15","After","C201356","http://www.cdisc.org","aa340205-b1f9-4e4d-9da4-f2d99c3a908e","Code"
"Code_25","2023-12-15","Start to Start","C201355","http://www.cdisc.org","5cd7dbae-7da2-4521-9beb-3f37c6510600","Code"
"Code_27","2023-12-15","After","C201356","http://www.cdisc.org","d2d2a274-0d35-4dda-a6ef-e3bcd5847e58","Code"
"Code_28","2023-12-15","Start to Start","C201355","http://www.cdisc.org","6a1d52e5-08c9-4eb5-8c58-fc23b42d3f2a","Code"
"Code_30","2023-12-15","After","C201356","http://www.cdisc.org","95cd9e32-9e2c-46ad-8816-711de746ff25","Code"
"Code_31","2023-12-15","Start to Start","C201355","http://www.cdisc.org","907248b7-83c1-4152-a1d6-5afb2e137e9b","Code"
"Code_35","2023-12-15","After","C201356","http://www.cdisc.org","60d3706b-95dc-441e-a888-ad5cd1214f1d","Code"
"Code_36","2023-12-15","Start to Start","C201355","http://www.cdisc.org","b844a9f5-516b-439c-b730-bdad0dec251c","Code"
"Code_40","2023-12-15","After","C201356","http://www.cdisc.org","df6d659d-784b-4979-858d-11caf2457fa4","Code"
"Code_41","2023-12-15","Start to Start","C201355","http://www.cdisc.org","9d99a699-3f43-4b91-94b2-c653aefe6e94","Code"
"Code_45","2023-12-15","After","C201356","http://www.cdisc.org","af9101ec-90be-4358-9e53-830e64774c2d","Code"
"Code_46","2023-12-15","Start to Start","C201355","http://www.cdisc.org","b5bc896b-e8d2-49d8-b5b8-8311f5304ca0","Code"
"Code_50","2023-12-15","After","C201356","http://www.cdisc.org","2e8a6a92-ada3-4962-9bbe-d1e94700711f","Code"
"Code_51","2023-12-15","Start to Start","C201355","http://www.cdisc.org","4cb19017-f149-4225-8fcd-4062940906c1","Code"
"Code_53","2023-12-15","After","C201356","http://www.cdisc.org","131c3ec2-b884-4005-80f5-09fd83045c75","Code"
"Code_54","2023-12-15","Start to Start","C201355","http://www.cdisc.org","a1cc1ed9-7363-40e4-a5b2-205d366477e9","Code"
"Code_33","2023-12-15","After","C201356","http://www.cdisc.org","7eda83ad-3821-4698-ad69-951b3c8b4638","Code"
"Code_34","2023-12-15","Start to Start","C201355","http://www.cdisc.org","fe482aed-663a-4503-8529-128da313cae7","Code"
"Code_38","2023-12-15","After","C201356","http://www.cdisc.org","37bdb986-4678-48fb-9af5-490071d55e54","Code"
"Code_39","2023-12-15","Start to Start","C201355","http://www.cdisc.org","50eb2a29-2b9c-4d8c-9f80-601f543e6732","Code"
"Code_43","2023-12-15","After","C201356","http://www.cdisc.org","b0e99db9-8103-4109-bbfb-74262d16f550","Code"
"Code_44","2023-12-15","Start to Start","C201355","http://www.cdisc.org","e77f422f-40b2-4cc7-83f6-ca25f3d24330","Code"
"Code_48","2023-12-15","After","C201356","http://www.cdisc.org","cc5c36e5-281a-4755-bcc9-47217fad926e","Code"
"Code_49","2023-12-15","Start to Start","C201355","http://www.cdisc.org","e13ffa8c-9715-470c-846d-2f64cdbe5c90","Code"
"Code_56","2023-12-15","Fixed Reference","C201358","http://www.cdisc.org","691e7236-c00f-4ae1-8ac6-7f29bde6f158","Code"
"Code_57","2023-12-15","Start to Start","C201355","http://www.cdisc.org","3dd328ce-f48f-44b4-96c5-f620735ad05f","Code"
"Code_58","2023-12-15","Fixed Reference","C201358","http://www.cdisc.org","314a82c9-1c1b-40f2-b56a-b050c3235f98","Code"
"Code_59","2023-12-15","Start to Start","C201355","http://www.cdisc.org","4679f65f-efd3-4eba-99d0-68d456003c2b","Code"
"Code_60","2023-12-15","Fixed Reference","C201358","http://www.cdisc.org","0a579154-3e12-46e6-9418-481df82c8391","Code"
"Code_61","2023-12-15","Start to Start","C201355","http://www.cdisc.org","9d7e5a2e-ca37-4e45-98ac-15f6bebd9d12","Code"
"Code_62","2023-12-15","After","C201356","http://www.cdisc.org","8813aeb0-4345-4a35-bb94-9ea5d947159e","Code"
"Code_63","2023-12-15","Start to Start","C201355","http://www.cdisc.org","c7c5a562-be31-4b1c-ac76-89accc0c7f7d","Code"
"Code_64","2023-12-15","After","C201356","http://www.cdisc.org","c81d73ba-e233-4580-984b-3c6e7f87cbe1","Code"
"Code_65","2023-12-15","End to Start","C201353","http://www.cdisc.org","b2e08733-64d4-4332-9289-d946dc7f68fd","Code"
"Code_66","2023-12-15","After","C201356","http://www.cdisc.org","a4ea6f07-2446-4eb6-bd3c-771e57456b0d","Code"
"Code_67","2023-12-15","Start to Start","C201355","http://www.cdisc.org","96d143c7-801d-4375-8eff-56e9100f6ea2","Code"
"Code_68","2023-12-15","After","C201356","http://www.cdisc.org","9bfd0c60-bb58-4024-935f-99ab9addc43b","Code"
"Code_69","2023-12-15","End to Start","C201353","http://www.cdisc.org","ed5c4a33-fc52-4248-a8e0-a237742256dc","Code"
"Code_70","2023-12-15","After","C201356","http://www.cdisc.org","e8a8fb5d-db5e-41a3-85b5-0870ead50df0","Code"
"Code_71","2023-12-15","Start to Start","C201355","http://www.cdisc.org","5656f9c5-2866-4f1a-8fde-026351a5407a","Code"
"Code_602","2023-12-15","Clinical Study Sponsor","C70793","http://www.cdisc.org","ad754f22-0e50-4071-912a-a45f707354ba","Code"
"Code_603","2020-08","United Kingdom of Great Britain and Northern Ireland","GBR","ISO 3166 1 alpha3","c401aca3-eec8-4e11-8e0e-109ea00cb296","Code"
"Code_3","2023-12-15","Study Acronym","C94108","http://www.cdisc.org","36f2c038-e371-40ab-9975-86519911d195","Code"
"Code_5","2023-12-15","Brief Study Title","C99905x1","http://www.cdisc.org","92149403-0a25-4b86-929f-d4d3e345167c","Code"
"Code_6","2023-12-15","Official Study Title","C99905x2","http://www.cdisc.org","7f2af56c-f026-4f7a-8f34-5db4853e9404","Code"
"Code_7","2023-12-15","Public Study Title","C99905x3","http://www.cdisc.org","2c8fb2e4-7b4b-45ee-9fe2-156918b712e0","Code"
"Code_8","2023-12-15","Final","C25508","http://www.cdisc.org","f68ea789-653a-4111-8746-76cdceadaef0","Code"
"Code_11","2023-12-15","Protocol Effective Date","C99903x1","http://www.cdisc.org","283a96c5-7e03-42aa-8d22-e1c949b37d40","Code"
"Code_13","2023-12-15","Region","C41129","http://www.cdisc.org","4d2d9ee9-8a6d-41de-bec2-2ae5b724a248","Code"
"Code_12","2020-08","Europe","150","ISO 3166 1 alpha3","c9a76c53-186f-4252-b11b-5ec26d6fef9f","Code"
