"codeSystem","codeSystemVersion","id","uuid:ID","decode","code","instanceType"
"http://www.cdisc.org","2023-12-15","Code_384","7cacccfe-02dd-4175-bb09-7a85577e797d","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_385","7f6d812b-cc77-4ca5-9aa0-7aaea874c09d","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_386","2c62daa7-666a-4f11-b348-868fa501be61","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_387","9cc06d6b-ddbc-408f-a22e-52d6f5bdd4dc","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_388","4bf1fc79-a259-4824-a5fc-2ecb3e9a6bdf","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_389","45d0cdcc-65f1-4f62-a642-eb84f5c52e41","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_390","8d079228-ba39-4153-a6e6-9f268ca4703f","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_391","427ad317-5967-48d4-b7ad-b45e64608e70","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_392","bf33215a-7cc4-4a52-bc6d-924e87e2b6d8","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_393","b5527e04-d921-4351-8139-f45a3ef7ab3f","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_394","8aa38746-a492-4ef0-8954-20dc99c06453","SYSBP","C25298","Code"
"http://www.cdisc.org","2023-12-15","Code_395","31375b00-90ce-4d36-9455-94cb55890724","DIABP","C25299","Code"
"http://www.cdisc.org","2023-12-15","Code_396","babc447a-ccbb-434e-92bd-486fe0688706","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_397","c2d8194e-51c1-476a-8ee1-46989537af5b","Unit of Pressure","C49669","Code"
"http://www.cdisc.org","2023-12-15","Code_398","2fb29cb3-d4c8-4d23-8609-1e427fddee24","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_399","d01a108c-c381-4dcd-a1a8-4b1d6f61537d","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_400","f654f1f6-e7ff-4949-a87c-4408929b9f06","Supine Position","C62167","Code"
"http://www.cdisc.org","2023-12-15","Code_401","fe3db5d0-0f1a-47fb-9d6d-b5964e290737","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_402","6ec78a57-ca13-4c8b-8644-06d456586823","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_403","995da289-a8d4-456d-9fae-c7d6791970c9","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_404","1a817216-6f10-4659-a6f1-51d11f1d7915","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_405","b061837c-5471-4756-8eba-71320bccc04e","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_406","57de5b67-2999-4377-9db3-318bb6e05c61","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_407","d64a477f-df70-40ae-98ba-eeac505d8a14","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_408","90aec162-0d25-41cf-a39b-28db527ab7c3","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_409","72988ce7-0148-48a3-b814-bca403432766","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_410","8d654db1-def0-452d-a369-4d563db7f813","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_411","4e2a9c25-8e0c-4eaf-9366-3502a01b9d55","DIABP","C25299","Code"
"http://www.cdisc.org","2023-12-15","Code_412","055a74f0-c1fe-449e-ad21-f3db47233d9f","HR","C49677","Code"
"http://www.cdisc.org","2023-12-15","Code_413","1efc2853-9d7d-4644-b6ba-966b115b2c25","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_414","bef3cbda-895a-44e8-b7a8-16792b66ac43","Count per Minute","C73688","Code"
"http://www.cdisc.org","2023-12-15","Code_415","00bfdd59-fce1-4228-8039-2f20b4b9afa5","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_416","cda14eab-0e92-404d-b150-7ccc948b5a74","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_417","9926a526-efce-4cdb-b613-68b159da6b5f","Supine Position","C62167","Code"
"http://www.cdisc.org","2023-12-15","Code_418","90627e48-2ba9-4ce3-abc1-4c07e9a0d7ef","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_419","30bc8c94-b320-4598-96b4-7015c6da70ac","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_420","fcbcf097-f5ee-475b-922b-ad25505342d3","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_421","fe979001-4ea8-4442-b18d-1b8c67f5b90a","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_422","83bc5d4b-7c27-433b-af07-ef40a1f47fc2","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_423","3bcd8840-6b5a-45fc-bd41-9139729b6048","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_424","8c641f51-2f89-4121-8d1d-320eb7ac2ede","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_425","7354a8be-3c4e-4943-a8a5-a6f5453ff1b5","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_426","25c8fdde-2469-4d1d-9671-b56f8073b483","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_427","005d50d7-767f-4061-ad88-40514513cd56","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_428","86d04e84-cdcb-4102-aa7a-742ea85efc89","HR","C49677","Code"
"http://www.cdisc.org","2023-12-15","Code_123","75b60ff5-cbf0-4c03-a5be-1e3f60f13b0c","Placebo Comparator Arm","C174268","Code"
"http://www.cdisc.org","2023-12-15","Code_124","8f7d133b-7903-4cbf-9f78-7888c1a8fe5d","Data Generated Within Study","C188866","Code"
"http://www.cdisc.org","2023-12-15","Code_125","39c82cef-56e7-4c70-a390-1464da9e9bfc","Active Comparator Arm","C174267","Code"
"http://www.cdisc.org","2023-12-15","Code_126","10ea28b8-9a8d-42f9-80da-158cccd173c4","Data Generated Within Study","C188866","Code"
"http://www.cdisc.org","2023-12-15","Code_127","81d398a9-fedb-4b24-ad34-f363254c6b11","Active Comparator Arm","C174267","Code"
"http://www.cdisc.org","2023-12-15","Code_128","d2bee8ae-89c6-47c6-8910-7d501b4d2ffd","Data Generated Within Study","C188866","Code"
"http://www.cdisc.org","2023-12-15","Code_136","67c6e0af-ccf6-418c-82f0-243f1a5d5b81","Double Blind Study","C15228","Code"
"http://www.cdisc.org","2023-12-15","Code_129","6b58be23-0cf7-4b7b-b31a-3d780bf0ec99","Screening Epoch","C202487","Code"
"http://www.cdisc.org","2023-12-15","Code_130","2861d489-2ada-48cb-9258-7a83f72055c2","Treatment Epoch","C101526","Code"
"http://www.cdisc.org","2023-12-15","Code_131","dab7f75b-5dd0-4846-9051-72edaa113fdb","Treatment Epoch","C101526","Code"
"http://www.cdisc.org","2023-12-15","Code_132","e51bdb18-df7a-4a57-8492-0e35149f6a2f","Treatment Epoch","C101526","Code"
"http://www.cdisc.org","2023-12-15","Code_133","b940510d-8ecf-40ac-b285-8f6851f5ab03","Follow-Up Epoch","C202578","Code"
"ICD-10-CM","1","Code_546","edbf9c57-cb6c-4fde-b216-1000477e457d","Alzheimer's disease; unspecified","G30.9","Code"
"SNOMED","January 31, 2018","Code_547","946a31fa-8a67-425c-a55d-7007b4e376a7","Alzheimer's disease","26929004","Code"
"http://www.cdisc.org","2023-12-15","Code_142","b699df65-d44f-482e-8144-d374f9d13220","Sponsor","C70793","Code"
"http://www.cdisc.org","2023-12-15","Code_551","4850c407-194b-4c7e-817a-cb832ee14643","Primary Objective","C85826","Code"
"http://www.cdisc.org","2023-12-15","Code_550","07b7b5f1-d83b-43dc-972b-6e3af29b9243","Primary Endpoint","C94496","Code"
"http://www.cdisc.org","2023-12-15","Code_552","470d92f3-c06d-4ae3-8261-1c8f3e642f69","Primary Endpoint","C94496","Code"
"http://www.cdisc.org","2023-12-15","Code_554","e04e0775-556a-49ac-a406-15119d11f359","Primary Objective","C85826","Code"
"http://www.cdisc.org","2023-12-15","Code_553","0ef6ecba-7bc9-4e21-b929-b28bdc11e779","Primary Endpoint","C94496","Code"
"http://www.cdisc.org","2023-12-15","Code_555","633a59fb-3d03-44b4-973e-60289523a204","Primary Endpoint","C94496","Code"
"http://www.cdisc.org","2023-12-15","Code_556","95e6647e-923f-4acc-b9fc-dba84a9c0588","Primary Endpoint","C94496","Code"
"http://www.cdisc.org","2023-12-15","Code_558","1b4a269e-375e-4047-bd6e-285d5af07bfa","Secondary Objective","C85827","Code"
"http://www.cdisc.org","2023-12-15","Code_557","417fb2bc-673e-4bae-91ad-4bfc263f75df","Secondary Endpoint","C139173","Code"
"http://www.cdisc.org","2023-12-15","Code_559","b1c634be-8bb8-4966-98c6-de1931293f70","Secondary Endpoint","C139173","Code"
"http://www.cdisc.org","2023-12-15","Code_560","2731f908-648e-434b-a321-2fb35d7f356a","Secondary Endpoint","C139173","Code"
"http://www.cdisc.org","2023-12-15","Code_562","f79cb0a1-9165-4e36-9d05-79d4c2971808","Secondary Objective","C85827","Code"
"http://www.cdisc.org","2023-12-15","Code_561","64c3123d-a44f-4487-bdba-f9f468cf070c","Secondary Endpoint","C139173","Code"
"http://www.cdisc.org","2023-12-15","Code_564","8e2f123b-9801-4f06-b5dd-ec68c817d99d","Secondary Objective","C85827","Code"
"http://www.cdisc.org","2023-12-15","Code_563","62376847-e82a-4a13-a7ae-6dc2f4bdf5cb","Secondary Endpoint","C139173","Code"
"http://www.cdisc.org","2023-12-15","Code_566","4fba5b70-9688-4d95-be38-eb0df1e2f9ce","Secondary Objective","C85827","Code"
"http://www.cdisc.org","2023-12-15","Code_565","fcafbfb4-3711-46f1-9307-effca97b602b","Secondary Endpoint","C139173","Code"
"http://www.cdisc.org","2023-12-15","Code_549","090b6897-4b69-4aad-8f16-93b016ce3256","Both","C49636","Code"
"http://www.cdisc.org","2023-12-15","Code_567","fe076e4a-0f17-429e-83b5-5ed9d37dcb7a","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_568","7e6628fc-d401-42fe-b038-25fd6a8951da","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_569","86508937-8b68-4291-96c6-d512bcecbccc","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_570","14c4aec9-415b-4923-a499-16d668b270b3","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_571","f7cd7003-2a36-41a9-8ac4-cf79fb87153b","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_572","089f93a4-4446-4223-9bb2-3a022222cf74","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_573","a2cf474f-d85a-4c3a-a4b4-e04da96ecf0c","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_574","e5ea235c-bb66-4943-a494-ec8fba10d36f","Inclusion Criteria","C25532","Code"
"http://www.cdisc.org","2023-12-15","Code_575","71638c59-a2ab-4c34-9f2c-a83ebd41b807","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_576","eee020bc-8747-4eb9-877f-377870262a72","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_577","ef5ea5cf-1654-4e4b-b9bf-dc045c56c03d","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_578","8c4e1c40-72ae-4a00-b0c3-5946e5c4d0df","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_579","0bbc9192-1795-4d1e-a14c-39a1958113be","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_580","480adbc1-2314-4524-82a2-77354ddbccd8","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_581","43a31e63-3301-42b9-b92e-d6a7660a533a","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_582","ff57bfb5-9928-4626-93ef-3502e34c1ed3","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_583","401eeace-2d2e-4f0b-8ccd-073ce43aec4c","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_584","820be37b-7638-4191-acd2-6500a84b7a2f","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_585","98e6bea4-645e-4153-af77-17460804a0bc","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_586","1b93caa9-b7cc-4ad0-af4e-e797f20a8f75","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_587","dbfcd11f-e76b-4d4d-a0fb-79e92270286e","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_588","05f56620-59b5-4852-9b12-b8c980091dac","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_589","25ce04b7-7efe-4217-adba-2db0939aef0a","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_590","c03f9b21-58cd-45f6-964e-6ec194a8f706","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_591","ab39a85e-4d90-4274-9ddf-e101277f15d7","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_592","c48a3dcf-0b2c-4b5e-853e-38b4304bd954","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_593","f9d45574-6223-42db-af8c-a4d239f71f14","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_594","77cb9677-014a-44fd-b6c5-e38dd52995e0","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_595","0841f88b-75b8-4ce7-8da7-135dfe193eda","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_596","f9dbaa50-ecb7-463e-a7ff-5774f0f70794","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_597","7ccd2bf5-1aee-4db0-b8c6-9452803f784f","Exclusion Criteria","C25370","Code"
"http://www.cdisc.org","2023-12-15","Code_548","67dc66a3-2d85-45d8-b026-6204acd71055","Year","C29848","Code"
"http://www.cdisc.org","2023-12-15","Code_14","f858d544-517d-4890-a1b6-34c7d809ee8c","Before","C201357","Code"
"http://www.cdisc.org","2023-12-15","Code_15","39b11a6d-e202-4933-8088-df3ca2c282f7","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_16","37d5ae07-bc2a-4430-b539-2714990c0182","Before","C201357","Code"
"http://www.cdisc.org","2023-12-15","Code_17","9044da77-4746-40bc-9ca1-433b67c17c93","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_19","de20ab38-25fa-4dd7-9c72-31640ec870b4","Fixed Reference","C201358","Code"
"http://www.cdisc.org","2023-12-15","Code_20","7dbd1936-ef6a-4af3-8b99-1d8eda5372f7","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_21","1eef7b31-a4d5-4bc4-9c87-10f8f1de5809","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_22","4b231f49-16bd-43d9-8402-8aecc48fa559","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_24","259f7fa8-f4f7-4aa6-8ce7-dbb1da7fea7b","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_25","6187d34c-6d36-4c32-aea7-c7a9253cb7af","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_27","355ec04d-abfc-4675-949a-3dac0ac78349","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_28","45156474-6ab2-41bb-bdb8-fc822fb548b0","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_30","92de9fbd-1369-4c87-bc73-00ccf50b2d60","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_31","e5302a52-3649-43ff-be17-d8af6a51ebff","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_35","1a8e6080-f29e-4804-8833-718c881c0a7d","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_36","1679abdc-a8d8-484d-b15b-a15f29097e51","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_40","a43136cb-3821-4d64-bc98-e4cfe50b5531","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_41","23a78765-2d71-4630-b811-66e35c62c59e","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_45","2e3b7619-a9b4-4a3f-9cdf-70fd546f3337","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_46","447eaf8b-dd9e-4456-9a1b-7b8b6747f49e","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_50","48b3d885-56aa-4fa0-90d9-da5f2d0e97e4","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_51","f54358a4-7ca6-459a-9f42-6a9bb57b696d","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_53","8259f7c8-77e8-4ea5-afab-b13d4e127b03","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_54","5d3b062e-23b7-46c6-9037-595104250bf4","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_33","743b458a-1d67-4c89-876e-badee29e432f","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_34","ed13539c-35bb-43b9-8b49-c5ed840a49d0","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_38","cc0c8181-8a1a-422b-9410-bf030dbeaeb4","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_39","1b46c3db-e7ff-4a53-8894-9ce1bdfb2eea","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_43","6818aa56-d561-46db-94fe-dff3307eebee","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_44","46842a6d-28d9-4de7-882d-09ce66a86f0c","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_48","1415dc03-1982-4fd2-a03a-1b54f20b3218","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_49","443bfe74-7c37-42d4-b2d8-86f2dce7faaa","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_56","226e9ade-1d44-40f6-89b4-1c71f6492d3a","Fixed Reference","C201358","Code"
"http://www.cdisc.org","2023-12-15","Code_57","42d260eb-5064-4155-871d-5013691e3163","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_58","97c2d42f-4573-48dc-9d4b-866e26b7c8e8","Fixed Reference","C201358","Code"
"http://www.cdisc.org","2023-12-15","Code_59","24cf6905-2613-489b-b7c4-fa503a418cf3","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_60","0fcec6af-62e9-4bcc-8e32-a307001b225c","Fixed Reference","C201358","Code"
"http://www.cdisc.org","2023-12-15","Code_61","6079299a-b2a8-40f8-95b5-d7179770e46a","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_62","1abfa756-e18a-411a-b382-7c0e2b90df99","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_63","9e035327-e58f-48fe-9b84-5bc4cbc4d847","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_64","007b0057-7b20-4bef-af11-7f4df4275d65","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_65","50139e0a-22d0-40b4-92a8-c36555fc7d6a","End to Start","C201353","Code"
"http://www.cdisc.org","2023-12-15","Code_66","cbc0ba75-518b-448d-8cfb-a91567604619","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_67","8b671a58-ca80-48f1-b261-9ef2bd52a79d","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_68","94e6e428-180b-4798-a712-38719d160675","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_69","c5f95a6e-bfc8-4128-9b49-265c65d29d7a","End to Start","C201353","Code"
"http://www.cdisc.org","2023-12-15","Code_70","f8f8ca78-0229-4cbf-a363-204b2950acc8","After","C201356","Code"
"http://www.cdisc.org","2023-12-15","Code_71","37297e67-cc0e-42d7-9735-20f3ab6d9cb2","Start to Start","C201355","Code"
"http://www.cdisc.org","2023-12-15","Code_598","2327f748-442b-4d2c-8e51-717626e64d1b","Clinical Study Sponsor","C70793","Code"
"ISO 3166 1 alpha3","2020-08","Code_599","c8e7f2f9-a015-4071-b0da-5c4c10b4c38b","United Kingdom of Great Britain and Northern Ireland","GBR","Code"
"http://www.cdisc.org","2023-12-15","Code_3","3af71759-c540-41dd-a81c-ae7b9fd4d972","Study Acronym","C94108","Code"
"http://www.cdisc.org","2023-12-15","Code_5","8241b375-63e4-4403-9d03-b5c3a731d1ae","Brief Study Title","C99905x1","Code"
"http://www.cdisc.org","2023-12-15","Code_6","0bdf91f1-691a-48eb-a70a-d39396173328","Official Study Title","C99905x2","Code"
"http://www.cdisc.org","2023-12-15","Code_7","e88ee357-338a-42ac-aba7-d91728a362fd","Public Study Title","C99905x3","Code"
"http://www.cdisc.org","2023-12-15","Code_8","42cdbebd-ab7c-405f-9161-a8032591968c","Final","C25508","Code"
"http://www.cdisc.org","2023-12-15","Code_11","7b8ba3b9-389a-427d-b6e5-3f8d1e9c1b7c","Protocol Effective Date","C99903x1","Code"
"http://www.cdisc.org","2023-12-15","Code_13","5aea4fe0-8024-4af0-b993-0d1a1b6be96f","Region","C41129","Code"
"ISO 3166 1 alpha3","2020-08","Code_12","0fe79349-0fc7-4a2f-b8b5-37667b6ff160","Europe","150","Code"
