"decode","id","codeSystem","code","uuid:ID","codeSystemVersion","instanceType"
"Supine Position","Code_383","http://www.cdisc.org","C62167","97dd1bb8-b1dd-489d-9104-93d2da3dccef","2023-12-15","Code"
"Body Position","Code_384","http://www.cdisc.org","C62164","e039ff4a-eca9-4a06-b5b4-afbad3c25532","2023-12-15","Code"
"Brachial Artery","Code_385","http://www.cdisc.org","C12681","481232a2-bb9b-43b5-9182-7fad792094df","2023-12-15","Code"
"Common Carotid Artery","Code_386","http://www.cdisc.org","C12687","886efd13-5319-4afa-ae4a-541020827091","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_387","http://www.cdisc.org","C32478","eb7cdb00-34e3-49b4-91d7-2fd99c69ddd4","2023-12-15","Code"
"Femoral Artery","Code_388","http://www.cdisc.org","C12715","25224c26-c7cf-400c-af37-f57e8722033b","2023-12-15","Code"
"Radial Artery","Code_389","http://www.cdisc.org","C12838","34b86525-07e0-401e-a037-22fedecf94e5","2023-12-15","Code"
"Anatomic Site","Code_390","http://www.cdisc.org","C13717","85079ee2-04cc-40c1-816a-4cc2971581c3","2023-12-15","Code"
"Left","Code_391","http://www.cdisc.org","C25229","06b8b44c-755f-4f1f-b874-dfffc70c21a7","2023-12-15","Code"
"Right","Code_392","http://www.cdisc.org","C25228","97db6a60-53bf-464e-a3f9-9725604a4b71","2023-12-15","Code"
"Laterality","Code_393","http://www.cdisc.org","C25185","e7cbb8b3-0889-45c3-8269-cc29e4a04794","2023-12-15","Code"
"SYSBP","Code_394","http://www.cdisc.org","C25298","0a015055-765d-425e-a530-aaffab2d53ef","2023-12-15","Code"
"DIABP","Code_395","http://www.cdisc.org","C25299","5b43370f-c578-4a21-98ab-17b2cdc3602e","2023-12-15","Code"
"Clinical Test Result","Code_396","http://www.cdisc.org","C77140","3af6d481-6fcd-4ffb-b910-ee28215d401c","2023-12-15","Code"
"Unit of Pressure","Code_397","http://www.cdisc.org","C49669","de8af98b-78cd-4056-b31d-4a01876ba5c9","2023-12-15","Code"
"Sitting","Code_398","http://www.cdisc.org","C62122","4fb498b9-f66c-4f6c-84d1-2b0c7c817cfc","2023-12-15","Code"
"Standing","Code_399","http://www.cdisc.org","C62166","a2d449a3-4d1c-4e4d-8f29-8e91e7129831","2023-12-15","Code"
"Supine Position","Code_400","http://www.cdisc.org","C62167","0f4f51b6-2bbc-4790-976e-a7867b84d62a","2023-12-15","Code"
"Body Position","Code_401","http://www.cdisc.org","C62164","84583d7a-8c2e-4935-a608-10fcf27ade07","2023-12-15","Code"
"Brachial Artery","Code_402","http://www.cdisc.org","C12681","3d8daba2-769f-4189-ac35-6bd067554dd1","2023-12-15","Code"
"Common Carotid Artery","Code_403","http://www.cdisc.org","C12687","1cc7b397-6ef8-4d94-890c-a1468d0ab76e","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_404","http://www.cdisc.org","C32478","60171da7-e6f1-48f6-95e1-c255bb93e79a","2023-12-15","Code"
"Femoral Artery","Code_405","http://www.cdisc.org","C12715","e64ed424-3086-4e3b-bbb5-be55d36ac35d","2023-12-15","Code"
"Radial Artery","Code_406","http://www.cdisc.org","C12838","f23d02b3-06ac-4de3-83a7-0e3c2b78971c","2023-12-15","Code"
"Anatomic Site","Code_407","http://www.cdisc.org","C13717","aafd3def-b7e4-4a97-be1a-fd005d7d1810","2023-12-15","Code"
"Left","Code_408","http://www.cdisc.org","C25229","4a86f633-d708-4ce5-920b-70fbe466c4b7","2023-12-15","Code"
"Right","Code_409","http://www.cdisc.org","C25228","256fd051-3cf5-4895-be32-f8bf75185fc3","2023-12-15","Code"
"Laterality","Code_410","http://www.cdisc.org","C25185","5b366d7f-5919-4ed1-9b4e-68f4f2ef64a1","2023-12-15","Code"
"DIABP","Code_411","http://www.cdisc.org","C25299","85688313-6866-4c58-b959-ff42b9e38d00","2023-12-15","Code"
"HR","Code_412","http://www.cdisc.org","C49677","a866334c-d23a-4327-898a-2bfcbf0bb1f9","2023-12-15","Code"
"Clinical Test Result","Code_413","http://www.cdisc.org","C77140","e10db92c-8599-45e7-af0a-701eabb04bb8","2023-12-15","Code"
"Count per Minute","Code_414","http://www.cdisc.org","C73688","d8880df6-1e20-421d-869c-3e5a2ad87590","2023-12-15","Code"
"Sitting","Code_415","http://www.cdisc.org","C62122","760089e1-2c15-420c-babd-bfaf0ae2afff","2023-12-15","Code"
"Standing","Code_416","http://www.cdisc.org","C62166","ca162aa3-41c0-4ded-af90-b805a73d3523","2023-12-15","Code"
"Supine Position","Code_417","http://www.cdisc.org","C62167","4beed42d-d507-4e4a-be14-68630b34c510","2023-12-15","Code"
"Body Position","Code_418","http://www.cdisc.org","C62164","0e567bde-bd00-45cc-b673-b28159612096","2023-12-15","Code"
"Brachial Artery","Code_419","http://www.cdisc.org","C12681","e3ad814a-45ff-4bb7-8d9d-5a19b4579bdc","2023-12-15","Code"
"Common Carotid Artery","Code_420","http://www.cdisc.org","C12687","bb6a37fe-f91b-44c0-b764-4e08273cfad2","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_421","http://www.cdisc.org","C32478","969d292d-0f0a-4f05-8a36-b27971336d0b","2023-12-15","Code"
"Femoral Artery","Code_422","http://www.cdisc.org","C12715","1377fcef-3678-459c-83a6-3ffba63e99df","2023-12-15","Code"
"Radial Artery","Code_423","http://www.cdisc.org","C12838","6354f2f2-c464-48f3-9bb5-a3b1959a0716","2023-12-15","Code"
"Anatomic Site","Code_424","http://www.cdisc.org","C13717","c05a878b-415b-4e28-976e-004ab8124b2d","2023-12-15","Code"
"Left","Code_425","http://www.cdisc.org","C25229","38cf6e08-8168-4a52-87f6-0aa5d2535224","2023-12-15","Code"
"Right","Code_426","http://www.cdisc.org","C25228","60115a03-6811-47e4-8642-10e5e59a7439","2023-12-15","Code"
"Laterality","Code_427","http://www.cdisc.org","C25185","f48a8f8d-5499-4209-8719-875d89cf2ddd","2023-12-15","Code"
"HR","Code_428","http://www.cdisc.org","C49677","752d4159-842e-4239-b97b-114656f8f989","2023-12-15","Code"
"Placebo Control Arm","Code_123","http://www.cdisc.org","C174268","7f07d670-2c03-4fa5-ac3a-42548d9171f0","2023-12-15","Code"
"Data Generated Within Study","Code_124","http://www.cdisc.org","C188866","6ad6e843-e8db-4052-9532-5aa043918f40","2023-12-15","Code"
"Active Comparator Arm","Code_125","http://www.cdisc.org","C174267","fb7d32dd-a9c3-431b-bf92-c4a64886aa8b","2023-12-15","Code"
"Data Generated Within Study","Code_126","http://www.cdisc.org","C188866","daaacebb-e613-457f-99b8-b205bca5296b","2023-12-15","Code"
"Active Comparator Arm","Code_127","http://www.cdisc.org","C174267","e8fcb5e8-9e84-4c39-9f74-6d372b0a29f6","2023-12-15","Code"
"Data Generated Within Study","Code_128","http://www.cdisc.org","C188866","06c9c654-455e-48b7-ac2d-180d2589f158","2023-12-15","Code"
"Double Blind Study","Code_136","http://www.cdisc.org","C15228","7aa7488c-0308-4d2d-8a91-74381c18b584","2023-12-15","Code"
"Screening Epoch","Code_129","http://www.cdisc.org","C202487","4bc9535b-9b4f-4331-9b33-3aa7e6d0c3ce","2023-12-15","Code"
"Treatment Epoch","Code_130","http://www.cdisc.org","C101526","fd7662a7-46b8-480c-8447-2ab86ba55976","2023-12-15","Code"
"Treatment Epoch","Code_131","http://www.cdisc.org","C101526","bfbfae07-73b0-4cf4-bee0-e7520ea02831","2023-12-15","Code"
"Treatment Epoch","Code_132","http://www.cdisc.org","C101526","8a8ba2ec-3d60-4374-9abe-35dd97c9fe1a","2023-12-15","Code"
"Follow-Up Epoch","Code_133","http://www.cdisc.org","C202578","066b5337-7fd6-4273-bb20-794c48284592","2023-12-15","Code"
"Alzheimer's disease; unspecified","Code_546","ICD-10-CM","G30.9","a714f77b-49ad-4cc2-acd3-8952a9401fc0","1","Code"
"Alzheimer's disease","Code_547","SNOMED","26929004","63bfd46e-aab9-4cd5-8315-8f7496c5cc3c","January 31, 2018","Code"
"Sponsor","Code_142","http://www.cdisc.org","C70793","302078f2-79ca-43d7-91d8-b5cc11c7160c","2023-12-15","Code"
"Primary Objective","Code_551","http://www.cdisc.org","C85826","16afde30-77d3-4ae0-8508-81367a44a1e7","2023-12-15","Code"
"Primary Endpoint","Code_550","http://www.cdisc.org","C94496","fc61a4bc-695d-45d7-9f09-698698e6c4cd","2023-12-15","Code"
"Primary Endpoint","Code_552","http://www.cdisc.org","C94496","7d3d920b-6ee5-4579-a7ad-e8ba3864d56a","2023-12-15","Code"
"Primary Objective","Code_554","http://www.cdisc.org","C85826","58ef5ff5-f534-4c5b-9c6c-1f8730a1f950","2023-12-15","Code"
"Primary Endpoint","Code_553","http://www.cdisc.org","C94496","997bdede-8eb8-49dd-9213-95d2ceb4cd5b","2023-12-15","Code"
"Primary Endpoint","Code_555","http://www.cdisc.org","C94496","b3572a90-03ab-40c1-92cd-24444fa766e0","2023-12-15","Code"
"Primary Endpoint","Code_556","http://www.cdisc.org","C94496","0f9c4274-84cb-444b-a956-ba1874cac26b","2023-12-15","Code"
"Secondary Objective","Code_558","http://www.cdisc.org","C85827","78d6d876-1a86-4be7-a9f6-fcb7becc0dac","2023-12-15","Code"
"Secondary Endpoint","Code_557","http://www.cdisc.org","C139173","cdcc729f-78cf-4c75-9d26-f97c74dfedba","2023-12-15","Code"
"Secondary Endpoint","Code_559","http://www.cdisc.org","C139173","c695400d-22d0-4de3-8a81-ef6b3a72d856","2023-12-15","Code"
"Secondary Endpoint","Code_560","http://www.cdisc.org","C139173","14db73f7-3bc0-4076-8f4c-873acd979254","2023-12-15","Code"
"Secondary Objective","Code_562","http://www.cdisc.org","C85827","5124e146-e324-4240-9afc-1e3953f7d57a","2023-12-15","Code"
"Secondary Endpoint","Code_561","http://www.cdisc.org","C139173","85def6d0-c6f0-4041-bcdb-4c34fa3f06ed","2023-12-15","Code"
"Secondary Objective","Code_564","http://www.cdisc.org","C85827","66987dd7-2206-4d15-bbba-0b761273472c","2023-12-15","Code"
"Secondary Endpoint","Code_563","http://www.cdisc.org","C139173","ef46e3f5-3f7d-46ed-a04a-19c10446cae5","2023-12-15","Code"
"Secondary Objective","Code_566","http://www.cdisc.org","C85827","b843a0de-356f-4065-b2d3-63769e82295d","2023-12-15","Code"
"Secondary Endpoint","Code_565","http://www.cdisc.org","C139173","0728aff5-a91b-43ee-b539-d28fd925a812","2023-12-15","Code"
"Both","Code_549","http://www.cdisc.org","C49636","81fe976b-1e39-40cc-84e6-2854adee3022","2023-12-15","Code"
"Inclusion Criteria","Code_567","http://www.cdisc.org","C25532","81665615-4239-42ae-9d4c-52d44250377c","2023-12-15","Code"
"Inclusion Criteria","Code_568","http://www.cdisc.org","C25532","78fe9c99-5107-45a9-a144-06e5c7e952e9","2023-12-15","Code"
"Inclusion Criteria","Code_569","http://www.cdisc.org","C25532","814acba3-0c7e-46f1-b8f5-34bff29a9914","2023-12-15","Code"
"Inclusion Criteria","Code_570","http://www.cdisc.org","C25532","702c7a31-d10f-43a8-b883-de67280e527b","2023-12-15","Code"
"Inclusion Criteria","Code_571","http://www.cdisc.org","C25532","ab046130-8cbb-475e-8ce2-961afae84eb4","2023-12-15","Code"
"Inclusion Criteria","Code_572","http://www.cdisc.org","C25532","0ad047bf-b9dd-4af8-92b5-ccd5e7ab09e5","2023-12-15","Code"
"Inclusion Criteria","Code_573","http://www.cdisc.org","C25532","2968ec22-4459-472f-ae49-d65236004db8","2023-12-15","Code"
"Inclusion Criteria","Code_574","http://www.cdisc.org","C25532","6b6682e7-6d6a-4cbb-ace6-c6950c627ea5","2023-12-15","Code"
"Exclusion Criteria","Code_575","http://www.cdisc.org","C25370","29200847-2a0a-4232-9011-774445010874","2023-12-15","Code"
"Exclusion Criteria","Code_576","http://www.cdisc.org","C25370","1d8214d4-c1d4-4915-8549-ce3225d8d60f","2023-12-15","Code"
"Exclusion Criteria","Code_577","http://www.cdisc.org","C25370","f5bfd42f-5e25-4801-b536-e37ad9453cde","2023-12-15","Code"
"Exclusion Criteria","Code_578","http://www.cdisc.org","C25370","0594483a-c90e-4301-97a7-59a24aeefbcc","2023-12-15","Code"
"Exclusion Criteria","Code_579","http://www.cdisc.org","C25370","ce91da90-8a84-40c1-9ba3-e826cceb0c23","2023-12-15","Code"
"Exclusion Criteria","Code_580","http://www.cdisc.org","C25370","5ce5658e-4d16-401c-adf0-e995bbbe620a","2023-12-15","Code"
"Exclusion Criteria","Code_581","http://www.cdisc.org","C25370","2361a4cf-9af2-475c-81c2-a9093221beaa","2023-12-15","Code"
"Exclusion Criteria","Code_582","http://www.cdisc.org","C25370","89152716-3352-4041-a2ac-08927f525185","2023-12-15","Code"
"Exclusion Criteria","Code_583","http://www.cdisc.org","C25370","f3f74579-85a8-4f68-81d6-c4797f651406","2023-12-15","Code"
"Exclusion Criteria","Code_584","http://www.cdisc.org","C25370","a968c084-934a-489e-a2a7-492c8b8dad44","2023-12-15","Code"
"Exclusion Criteria","Code_585","http://www.cdisc.org","C25370","a9e18e36-9c3c-4872-98e7-8854de0381bf","2023-12-15","Code"
"Exclusion Criteria","Code_586","http://www.cdisc.org","C25370","f997ae7e-de0e-4793-a1e4-6c3b75aa2f85","2023-12-15","Code"
"Exclusion Criteria","Code_587","http://www.cdisc.org","C25370","7b99bd72-9da9-4fc8-92f1-9401b84418db","2023-12-15","Code"
"Exclusion Criteria","Code_588","http://www.cdisc.org","C25370","b911612b-1a20-4654-b1fa-4ba24ea723d8","2023-12-15","Code"
"Exclusion Criteria","Code_589","http://www.cdisc.org","C25370","fa698bdb-4239-4fc9-8a0a-3268d5678f26","2023-12-15","Code"
"Exclusion Criteria","Code_590","http://www.cdisc.org","C25370","765021bf-01e7-4eea-b093-189abd3dba32","2023-12-15","Code"
"Exclusion Criteria","Code_591","http://www.cdisc.org","C25370","fc7eaf42-4a75-470a-af79-d25a6fac67d0","2023-12-15","Code"
"Exclusion Criteria","Code_592","http://www.cdisc.org","C25370","6c38c6a0-32d9-494c-b744-7691254af828","2023-12-15","Code"
"Exclusion Criteria","Code_593","http://www.cdisc.org","C25370","10d4291f-dc50-4307-bf72-bfe2f5a8e5c6","2023-12-15","Code"
"Exclusion Criteria","Code_594","http://www.cdisc.org","C25370","28e7b55a-8f5f-4112-9db2-0288e2b608ad","2023-12-15","Code"
"Exclusion Criteria","Code_595","http://www.cdisc.org","C25370","3b427ac9-8cef-4a69-86fd-f15b1d7e4bab","2023-12-15","Code"
"Exclusion Criteria","Code_596","http://www.cdisc.org","C25370","00fd0d36-1206-407f-8a26-031e7399658f","2023-12-15","Code"
"Exclusion Criteria","Code_597","http://www.cdisc.org","C25370","1d300f8c-b0c9-4e1f-85d8-5cb09fe128b4","2023-12-15","Code"
"Year","Code_548","http://www.cdisc.org","C29848","8c0e79c2-0e9e-4ecb-a25d-2ecdacbdd5e2","2023-12-15","Code"
"Before","Code_14","http://www.cdisc.org","C201357","021594d1-148d-4aeb-8ea9-6cf5ab8a2ff3","2023-12-15","Code"
"Start to Start","Code_15","http://www.cdisc.org","C201355","66df1aed-53a9-4c9f-ba25-c0af29549f92","2023-12-15","Code"
"Before","Code_16","http://www.cdisc.org","C201357","86e4f3b3-0eab-4f36-8776-d970169396a6","2023-12-15","Code"
"Start to Start","Code_17","http://www.cdisc.org","C201355","ffea2fea-be95-4125-a25c-390484db7ad6","2023-12-15","Code"
"Fixed Reference","Code_19","http://www.cdisc.org","C201358","7585b784-bfae-43ff-9439-debea46d6153","2023-12-15","Code"
"Start to Start","Code_20","http://www.cdisc.org","C201355","33cfd822-7e83-42a5-ac19-c3d873a00ee4","2023-12-15","Code"
"After","Code_21","http://www.cdisc.org","C201356","aa20f90b-4b67-45f2-977e-b7da831567b8","2023-12-15","Code"
"Start to Start","Code_22","http://www.cdisc.org","C201355","42bef2c5-09b7-46f1-9f05-8bf01f84ae13","2023-12-15","Code"
"After","Code_24","http://www.cdisc.org","C201356","3d54fb7d-da20-40a7-8b28-f39eedf1c15f","2023-12-15","Code"
"Start to Start","Code_25","http://www.cdisc.org","C201355","939efee9-374f-4fbd-be49-07d156218134","2023-12-15","Code"
"After","Code_27","http://www.cdisc.org","C201356","e39efdec-9098-4a77-994b-d977a9c9dc6d","2023-12-15","Code"
"Start to Start","Code_28","http://www.cdisc.org","C201355","0963abdf-1463-4109-8bd5-ea9b093e2f2e","2023-12-15","Code"
"After","Code_30","http://www.cdisc.org","C201356","0921c114-2862-48dd-81bc-1428fdfe0a5e","2023-12-15","Code"
"Start to Start","Code_31","http://www.cdisc.org","C201355","7bef773e-5789-4e75-9d50-9dfc197befc6","2023-12-15","Code"
"After","Code_35","http://www.cdisc.org","C201356","672a9732-d9dd-49d3-b4bf-3ee967ff8442","2023-12-15","Code"
"Start to Start","Code_36","http://www.cdisc.org","C201355","1303851c-ac9b-4958-a1d7-e5e596fe5806","2023-12-15","Code"
"After","Code_40","http://www.cdisc.org","C201356","55e19720-f152-48d9-b9c9-0a0d2aff12b8","2023-12-15","Code"
"Start to Start","Code_41","http://www.cdisc.org","C201355","93a16204-2585-4632-9f82-52ef0c69b52e","2023-12-15","Code"
"After","Code_45","http://www.cdisc.org","C201356","3c1b0541-a787-41b4-8e49-6b2f4f08eb7a","2023-12-15","Code"
"Start to Start","Code_46","http://www.cdisc.org","C201355","bab1b622-7652-4e8f-848c-fb57b7df006b","2023-12-15","Code"
"After","Code_50","http://www.cdisc.org","C201356","5fb44ed2-ee70-4664-8578-15a050457c16","2023-12-15","Code"
"Start to Start","Code_51","http://www.cdisc.org","C201355","3c91354d-26b3-4973-8d0a-b4fed9e17ff1","2023-12-15","Code"
"After","Code_53","http://www.cdisc.org","C201356","08c4765b-f711-4b91-81aa-2077104f6397","2023-12-15","Code"
"Start to Start","Code_54","http://www.cdisc.org","C201355","40be9465-559a-4d6c-a0ee-c637b2141212","2023-12-15","Code"
"After","Code_33","http://www.cdisc.org","C201356","57fdda3c-31e9-4650-b782-e27defe76c07","2023-12-15","Code"
"Start to Start","Code_34","http://www.cdisc.org","C201355","da1428fa-1bcb-4401-ba4f-305b4244c893","2023-12-15","Code"
"After","Code_38","http://www.cdisc.org","C201356","5fa2b099-59c4-420f-a9e2-dcd974bb45ba","2023-12-15","Code"
"Start to Start","Code_39","http://www.cdisc.org","C201355","5a7e89e4-0bda-463b-990e-9e27e6df6013","2023-12-15","Code"
"After","Code_43","http://www.cdisc.org","C201356","ad72d26e-f10c-41ec-9de0-e4b38c6d9ec8","2023-12-15","Code"
"Start to Start","Code_44","http://www.cdisc.org","C201355","74218414-2fbd-48a3-8eaf-81c249eba997","2023-12-15","Code"
"After","Code_48","http://www.cdisc.org","C201356","387ef420-aab9-465b-ac1e-16f21f280569","2023-12-15","Code"
"Start to Start","Code_49","http://www.cdisc.org","C201355","fcf92c2c-c4f5-4635-bb8b-398055995331","2023-12-15","Code"
"Fixed Reference","Code_56","http://www.cdisc.org","C201358","4dfca26f-1951-4927-ba76-b6147b62a5d2","2023-12-15","Code"
"Start to Start","Code_57","http://www.cdisc.org","C201355","772cb2b8-d6a7-447b-b17b-e09e0ef21162","2023-12-15","Code"
"Fixed Reference","Code_58","http://www.cdisc.org","C201358","d7540028-c6b7-46b3-810a-a4b4970cbe07","2023-12-15","Code"
"Start to Start","Code_59","http://www.cdisc.org","C201355","e1b048c1-49e0-4b3e-9575-76f1839810c4","2023-12-15","Code"
"Fixed Reference","Code_60","http://www.cdisc.org","C201358","47a58235-49e9-4b36-a63a-d4f74b48e743","2023-12-15","Code"
"Start to Start","Code_61","http://www.cdisc.org","C201355","7bb14022-c13c-40b1-86c7-4cfa21b2968e","2023-12-15","Code"
"After","Code_62","http://www.cdisc.org","C201356","8db47cc7-24b9-4588-bbe2-c3b40a0eaf74","2023-12-15","Code"
"Start to Start","Code_63","http://www.cdisc.org","C201355","19f49a97-f0b9-4a90-8ce2-397a6229d799","2023-12-15","Code"
"After","Code_64","http://www.cdisc.org","C201356","95ab3ace-6674-4dc7-8a57-f7b8047819da","2023-12-15","Code"
"End to Start","Code_65","http://www.cdisc.org","C201353","8ad623f8-62d8-42f6-bc6d-70d5e841924b","2023-12-15","Code"
"After","Code_66","http://www.cdisc.org","C201356","aec0465b-6525-4389-aa9e-a318d5c20300","2023-12-15","Code"
"Start to Start","Code_67","http://www.cdisc.org","C201355","9512929b-aa1a-417d-ad06-85f9a4569d3e","2023-12-15","Code"
"After","Code_68","http://www.cdisc.org","C201356","6ebdccb0-5e79-47a5-b9ea-bffcc275624c","2023-12-15","Code"
"End to Start","Code_69","http://www.cdisc.org","C201353","79d958f1-f47f-4f13-88b8-d86f9f015d7c","2023-12-15","Code"
"After","Code_70","http://www.cdisc.org","C201356","24c43015-a981-4d8d-8e81-f459448f6df2","2023-12-15","Code"
"Start to Start","Code_71","http://www.cdisc.org","C201355","d77eac49-0798-414c-a790-283facfd5e17","2023-12-15","Code"
"Clinical Study Sponsor","Code_598","http://www.cdisc.org","C70793","605a395e-7a24-425d-b6dd-7dfe4c5518de","2023-12-15","Code"
"United Kingdom of Great Britain and Northern Ireland","Code_599","ISO 3166 1 alpha3","GBR","9e81828c-7f6c-45ad-ade2-9daff088228e","2020-08","Code"
"Study Acronym","Code_3","http://www.cdisc.org","C94108","f05db132-859f-4bca-8f05-7988cef761fc","2023-12-15","Code"
"Brief Study Title","Code_5","http://www.cdisc.org","C99905x1","42b5006c-de35-4a0a-8aba-f97c1404ecfa","2023-12-15","Code"
"Official Study Title","Code_6","http://www.cdisc.org","C99905x2","4aa56f70-dd3b-47d1-9fa8-b9b3b885445d","2023-12-15","Code"
"Public Study Title","Code_7","http://www.cdisc.org","C99905x3","6259c1e6-ab31-4cea-b4e9-b3aeb89a8642","2023-12-15","Code"
"Final","Code_8","http://www.cdisc.org","C25508","bf890062-a9ce-4ffb-817a-362c1c0c76f8","2023-12-15","Code"
"Protocol Effective Date","Code_11","http://www.cdisc.org","C99903x1","0903de42-e203-4b17-b89f-3179307c2bc3","2023-12-15","Code"
"Region","Code_13","http://www.cdisc.org","C41129","270dafd6-ddb1-4881-92ba-848936e29e98","2023-12-15","Code"
"Europe","Code_12","ISO 3166 1 alpha3","150","3e62de5d-4a11-4334-9b34-75c94b641f3e","2020-08","Code"
