"code","uuid:ID","decode","codeSystemVersion","instanceType","id","codeSystem"
"C25298","47e1841a-59e5-442d-beec-dbe6076a277d","SYSBP","2023-12-15","Code","Code_378","http://www.cdisc.org"
"C77140","22d1aff5-60fd-4697-826c-f0363b80e077","Clinical Test Result","2023-12-15","Code","Code_379","http://www.cdisc.org"
"C49669","f6233d3c-9670-48ce-b308-0cbb256db189","Unit of Pressure","2023-12-15","Code","Code_380","http://www.cdisc.org"
"C62122","96e19ac8-3d03-4daa-89ea-54df1b6e20ab","Sitting","2023-12-15","Code","Code_381","http://www.cdisc.org"
"C62166","99631122-48ec-4c20-8b78-4c9b42362eda","Standing","2023-12-15","Code","Code_382","http://www.cdisc.org"
"C62167","695de6c3-153d-4d07-a179-15553c1f6930","Supine Position","2023-12-15","Code","Code_383","http://www.cdisc.org"
"C62164","2f0c33a8-71c4-471e-8e01-1016194fb804","Body Position","2023-12-15","Code","Code_384","http://www.cdisc.org"
"C12681","c51c54fc-70ef-4793-b96b-56b707088911","Brachial Artery","2023-12-15","Code","Code_385","http://www.cdisc.org"
"C12687","817092ec-3da9-4ac2-a8b1-206ae1c00daf","Common Carotid Artery","2023-12-15","Code","Code_386","http://www.cdisc.org"
"C32478","1700e242-7ccc-4cab-9b2e-b58ce2a50654","Dorsalis Pedis Artery","2023-12-15","Code","Code_387","http://www.cdisc.org"
"C12715","e72afc74-958b-4e77-aa59-dd0a41485f90","Femoral Artery","2023-12-15","Code","Code_388","http://www.cdisc.org"
"C12838","06aa6de4-e501-4ee7-86f8-4af0e439c867","Radial Artery","2023-12-15","Code","Code_389","http://www.cdisc.org"
"C13717","3d666ccd-7e71-41f9-acad-4abfd9545d56","Anatomic Site","2023-12-15","Code","Code_390","http://www.cdisc.org"
"C25229","fa28aac3-e0e2-42a3-bfc2-ad621ed45ee4","Left","2023-12-15","Code","Code_391","http://www.cdisc.org"
"C25228","b0effb22-75f0-468a-a84b-d9a6515b1766","Right","2023-12-15","Code","Code_392","http://www.cdisc.org"
"C25185","2cfa3b5d-b856-42b2-9439-fe3e9451f0f2","Laterality","2023-12-15","Code","Code_393","http://www.cdisc.org"
"C25298","2febc148-60ce-4ff9-89fa-f8cc135a056f","SYSBP","2023-12-15","Code","Code_394","http://www.cdisc.org"
"C25299","e62dadb2-6ca9-47b3-a9be-c25e0273c4a7","DIABP","2023-12-15","Code","Code_395","http://www.cdisc.org"
"C77140","19fbe0b2-11f2-49df-b525-b02fd8786d89","Clinical Test Result","2023-12-15","Code","Code_396","http://www.cdisc.org"
"C49669","442d44b6-1f8c-450a-9150-1c9f81d1a969","Unit of Pressure","2023-12-15","Code","Code_397","http://www.cdisc.org"
"C62122","52b47423-af73-46c3-b676-5729146f6126","Sitting","2023-12-15","Code","Code_398","http://www.cdisc.org"
"C62166","b08e6d16-64c8-43a6-a9b5-706f2655bac2","Standing","2023-12-15","Code","Code_399","http://www.cdisc.org"
"C62167","8594e361-7f8b-41b3-a7f7-69bed9de3da9","Supine Position","2023-12-15","Code","Code_400","http://www.cdisc.org"
"C62164","fb9cb464-323d-4425-9de5-5472e05915b5","Body Position","2023-12-15","Code","Code_401","http://www.cdisc.org"
"C12681","70a00483-251f-4421-bc7e-76af17145dc1","Brachial Artery","2023-12-15","Code","Code_402","http://www.cdisc.org"
"C12687","d94023d8-43c9-4dc1-9afa-d2a78e08a67b","Common Carotid Artery","2023-12-15","Code","Code_403","http://www.cdisc.org"
"C32478","fab28223-9891-4090-aa9f-c72c7e9d379c","Dorsalis Pedis Artery","2023-12-15","Code","Code_404","http://www.cdisc.org"
"C12715","634fa026-1191-43be-a9d1-1ddcb5a0635a","Femoral Artery","2023-12-15","Code","Code_405","http://www.cdisc.org"
"C12838","813c350f-2a39-4e68-afeb-637e5fd6b9b0","Radial Artery","2023-12-15","Code","Code_406","http://www.cdisc.org"
"C13717","39c7c948-350b-4c14-80ef-8fa87a1b8623","Anatomic Site","2023-12-15","Code","Code_407","http://www.cdisc.org"
"C25229","d165eb87-8950-4d0b-b373-b4f67edd6fce","Left","2023-12-15","Code","Code_408","http://www.cdisc.org"
"C25228","4feb9377-c6aa-44bb-9c57-dcb7390adb8c","Right","2023-12-15","Code","Code_409","http://www.cdisc.org"
"C25185","c1ea4cc3-b577-4456-9802-5f811d509ff0","Laterality","2023-12-15","Code","Code_410","http://www.cdisc.org"
"C25299","3d7ef50c-4746-4631-bf1b-b9ffbb885b99","DIABP","2023-12-15","Code","Code_411","http://www.cdisc.org"
"C49677","8fde061f-27bf-4d29-8d41-0df8dd5f06f4","HR","2023-12-15","Code","Code_412","http://www.cdisc.org"
"C77140","99a1ba25-6a89-4d5f-ad2d-d8989d9eb4d7","Clinical Test Result","2023-12-15","Code","Code_413","http://www.cdisc.org"
"C73688","7e1c3ea0-4aa8-4c3e-8d39-59268ede27c7","Count per Minute","2023-12-15","Code","Code_414","http://www.cdisc.org"
"C62122","919d6532-d573-42d1-8da0-63e2cc2be7d3","Sitting","2023-12-15","Code","Code_415","http://www.cdisc.org"
"C62166","c06fbcc4-3c17-48ef-af30-871b3dbfe850","Standing","2023-12-15","Code","Code_416","http://www.cdisc.org"
"C62167","73c76b8c-76c4-4c61-ba5a-411a596c1073","Supine Position","2023-12-15","Code","Code_417","http://www.cdisc.org"
"C62164","dd936c9b-3d3d-4ff1-b530-e6d484b83b2f","Body Position","2023-12-15","Code","Code_418","http://www.cdisc.org"
"C12681","206444ef-b713-4bcd-a137-0802a535ff6b","Brachial Artery","2023-12-15","Code","Code_419","http://www.cdisc.org"
"C12687","0fc0b9c5-e4bf-4b21-8e35-da550614102b","Common Carotid Artery","2023-12-15","Code","Code_420","http://www.cdisc.org"
"C32478","6072ecc5-b529-4f31-899e-293355b995ac","Dorsalis Pedis Artery","2023-12-15","Code","Code_421","http://www.cdisc.org"
"C12715","0b81345a-9433-4b2e-a71f-63c706c95b60","Femoral Artery","2023-12-15","Code","Code_422","http://www.cdisc.org"
"C12838","e1e8b7a5-208b-4bdf-86f7-db5fb4950f96","Radial Artery","2023-12-15","Code","Code_423","http://www.cdisc.org"
"C13717","b7c354eb-ab31-4dfc-9281-f624e447b2a3","Anatomic Site","2023-12-15","Code","Code_424","http://www.cdisc.org"
"C25229","596c3a12-7bc3-40ca-a718-8641a2abdef3","Left","2023-12-15","Code","Code_425","http://www.cdisc.org"
"C25228","3abb8bb2-0e52-4d71-9d6f-117be6856836","Right","2023-12-15","Code","Code_426","http://www.cdisc.org"
"C25185","5311660f-2e00-477e-aa67-578622f8f352","Laterality","2023-12-15","Code","Code_427","http://www.cdisc.org"
"C49677","c001913b-27ab-45ad-97e2-ba9ad6f4a1ae","HR","2023-12-15","Code","Code_428","http://www.cdisc.org"
"C174268","6577f6d9-7fe3-46d9-b849-e061dd3b9903","Placebo Comparator Arm","2023-12-15","Code","Code_123","http://www.cdisc.org"
"C188866","abc3998f-bf52-44e9-8fb6-c592dce797ac","Data Generated Within Study","2023-12-15","Code","Code_124","http://www.cdisc.org"
"C174267","ae1667b5-5ffc-4ccf-977c-1851d2eeabef","Active Comparator Arm","2023-12-15","Code","Code_125","http://www.cdisc.org"
"C188866","7e7ab992-4234-4b91-b254-d1a1fcc0af72","Data Generated Within Study","2023-12-15","Code","Code_126","http://www.cdisc.org"
"C174267","4cfeff69-45aa-4d49-8e6d-4601182c78c4","Active Comparator Arm","2023-12-15","Code","Code_127","http://www.cdisc.org"
"C188866","902ecc05-d2a5-47e2-9042-4ebb3ef01352","Data Generated Within Study","2023-12-15","Code","Code_128","http://www.cdisc.org"
"C15228","ee5864af-291b-49a8-92fb-c0692c9755ea","Double Blind Study","2023-12-15","Code","Code_136","http://www.cdisc.org"
"C202487","ce0ce0a7-7093-4aa7-87d2-b2076ede7833","Screening Epoch","2023-12-15","Code","Code_129","http://www.cdisc.org"
"C101526","a80a7ba8-3e81-4b08-8ef8-21eeed01e467","Treatment Epoch","2023-12-15","Code","Code_130","http://www.cdisc.org"
"C101526","f3eade2f-5304-4446-a45c-9f0ff1447799","Treatment Epoch","2023-12-15","Code","Code_131","http://www.cdisc.org"
"C101526","3c68e415-87ea-400b-a995-7340f2aba0cc","Treatment Epoch","2023-12-15","Code","Code_132","http://www.cdisc.org"
"C202578","e45cf12c-5263-47fa-86c4-cbe0293e3436","Follow-Up Epoch","2023-12-15","Code","Code_133","http://www.cdisc.org"
"G30.9","eef4182f-892b-4943-b672-7b5ddff77813","Alzheimer's disease; unspecified","1","Code","Code_550","ICD-10-CM"
"26929004","b17391fa-c583-418e-8cf0-aedc40488bb0","Alzheimer's disease","January 31, 2018","Code","Code_551","SNOMED"
"C70793","fcef79bb-37f2-4633-88f4-405a05c286a9","Sponsor","2023-12-15","Code","Code_142","http://www.cdisc.org"
"C85826","ef717ab4-d3d5-4836-90cc-32edcd8a6e4b","Primary Objective","2023-12-15","Code","Code_555","http://www.cdisc.org"
"C94496","d4c78d85-43c3-49fb-bbcd-5a6fd81324d8","Primary Endpoint","2023-12-15","Code","Code_554","http://www.cdisc.org"
"C94496","40bdeff2-2b3a-4219-9d96-efed54588509","Primary Endpoint","2023-12-15","Code","Code_556","http://www.cdisc.org"
"C85826","211aeb12-3202-4920-b1ee-dca4f39d65c1","Primary Objective","2023-12-15","Code","Code_558","http://www.cdisc.org"
"C94496","5026ebdc-81eb-44d4-8e4b-b7a9dcbdf94e","Primary Endpoint","2023-12-15","Code","Code_557","http://www.cdisc.org"
"C94496","c472e6dc-e0f7-4c88-8034-86b982d88dcf","Primary Endpoint","2023-12-15","Code","Code_559","http://www.cdisc.org"
"C94496","fb145a3e-de81-40f3-94f2-cb0e7ef9548e","Primary Endpoint","2023-12-15","Code","Code_560","http://www.cdisc.org"
"C85827","87933f16-d311-4d98-9356-26eeec7a18c8","Secondary Objective","2023-12-15","Code","Code_562","http://www.cdisc.org"
"C139173","3f5fd6df-7fe1-4ace-9fef-77292f6ce700","Secondary Endpoint","2023-12-15","Code","Code_561","http://www.cdisc.org"
"C139173","af6fb16a-23aa-4ed3-a2e7-a4036eb91672","Secondary Endpoint","2023-12-15","Code","Code_563","http://www.cdisc.org"
"C139173","25f4641d-74da-46ad-9b17-a5efb019bc38","Secondary Endpoint","2023-12-15","Code","Code_564","http://www.cdisc.org"
"C85827","2d1eeabf-0f40-4712-8519-a667d58c9a95","Secondary Objective","2023-12-15","Code","Code_566","http://www.cdisc.org"
"C139173","23ea1879-099c-4d3e-a54c-7ab71c970236","Secondary Endpoint","2023-12-15","Code","Code_565","http://www.cdisc.org"
"C85827","35f3522c-0b38-4abf-b32c-756985514167","Secondary Objective","2023-12-15","Code","Code_568","http://www.cdisc.org"
"C139173","b7779e90-49cf-4957-a805-2f5b1a25e3d8","Secondary Endpoint","2023-12-15","Code","Code_567","http://www.cdisc.org"
"C85827","0e10f6c2-70c5-441d-80d1-7908ee201d8b","Secondary Objective","2023-12-15","Code","Code_570","http://www.cdisc.org"
"C139173","aaa7fc9d-ee85-4157-b32c-b3a5aade0557","Secondary Endpoint","2023-12-15","Code","Code_569","http://www.cdisc.org"
"C49636","3f9eda9d-4a60-4231-9b5a-341239798a61","Both","2023-12-15","Code","Code_553","http://www.cdisc.org"
"C25532","50c37759-44eb-4123-afcf-c971c5c584e9","Inclusion Criteria","2023-12-15","Code","Code_571","http://www.cdisc.org"
"C25532","3f243dd2-ed6a-4615-bb65-611649d091ef","Inclusion Criteria","2023-12-15","Code","Code_572","http://www.cdisc.org"
"C25532","65eec1ce-eac6-4f03-8bd8-c8e57eb9e0f1","Inclusion Criteria","2023-12-15","Code","Code_573","http://www.cdisc.org"
"C25532","c2d68840-29c8-485f-9548-23e4bbf16197","Inclusion Criteria","2023-12-15","Code","Code_574","http://www.cdisc.org"
"C25532","dfab71f6-6e0b-4847-a92c-b3c358b8a01a","Inclusion Criteria","2023-12-15","Code","Code_575","http://www.cdisc.org"
"C25532","0531789c-14df-4e55-adbf-8b6eadfe8ca5","Inclusion Criteria","2023-12-15","Code","Code_576","http://www.cdisc.org"
"C25532","a4f02dd7-5784-4497-b257-17d1a645cf44","Inclusion Criteria","2023-12-15","Code","Code_577","http://www.cdisc.org"
"C25532","3e2d6713-b89d-448b-80ab-ffe2d5023df9","Inclusion Criteria","2023-12-15","Code","Code_578","http://www.cdisc.org"
"C25370","1b0c4f2d-6128-455a-9aad-be09da6aadf5","Exclusion Criteria","2023-12-15","Code","Code_579","http://www.cdisc.org"
"C25370","f395db1d-2b72-4788-8181-043b497cd1bc","Exclusion Criteria","2023-12-15","Code","Code_580","http://www.cdisc.org"
"C25370","93991e3b-34af-44de-8ca4-85526e702f00","Exclusion Criteria","2023-12-15","Code","Code_581","http://www.cdisc.org"
"C25370","d3b76cc5-830f-48b4-b2b5-26d49f0407c9","Exclusion Criteria","2023-12-15","Code","Code_582","http://www.cdisc.org"
"C25370","9e513bd2-26d6-456b-aea2-393533806948","Exclusion Criteria","2023-12-15","Code","Code_583","http://www.cdisc.org"
"C25370","4d13dd3f-9dbd-46b4-bf91-b128cdf6505f","Exclusion Criteria","2023-12-15","Code","Code_584","http://www.cdisc.org"
"C25370","6f00daf4-48de-41df-905d-774de192aaf3","Exclusion Criteria","2023-12-15","Code","Code_585","http://www.cdisc.org"
"C25370","f3de3779-53fd-4d91-8ecc-4c8a72b8ccdf","Exclusion Criteria","2023-12-15","Code","Code_586","http://www.cdisc.org"
"C25370","10ecf2fa-5bd7-4c4f-8dc8-0cbf078c3f98","Exclusion Criteria","2023-12-15","Code","Code_587","http://www.cdisc.org"
"C25370","c6b22039-6927-4365-a773-242a59afa8db","Exclusion Criteria","2023-12-15","Code","Code_588","http://www.cdisc.org"
"C25370","9686e4f9-d5b4-4044-a6c7-786dc57247c8","Exclusion Criteria","2023-12-15","Code","Code_589","http://www.cdisc.org"
"C25370","c08128d1-70cd-4175-9f74-a30d172d5421","Exclusion Criteria","2023-12-15","Code","Code_590","http://www.cdisc.org"
"C25370","bc1fe5a6-6855-47a4-90b9-ce2784a40099","Exclusion Criteria","2023-12-15","Code","Code_591","http://www.cdisc.org"
"C25370","4b240723-a5df-4c36-90e0-9fe7d29c2382","Exclusion Criteria","2023-12-15","Code","Code_592","http://www.cdisc.org"
"C25370","2259773f-1aeb-463d-a07d-86342c5695b2","Exclusion Criteria","2023-12-15","Code","Code_593","http://www.cdisc.org"
"C25370","ac834688-c455-4bf3-b806-149452e205e5","Exclusion Criteria","2023-12-15","Code","Code_594","http://www.cdisc.org"
"C25370","1e669838-1f7e-43b2-8777-39defb4c1dc3","Exclusion Criteria","2023-12-15","Code","Code_595","http://www.cdisc.org"
"C25370","8f5e6f63-de5f-462b-8f3b-c76905aa24ab","Exclusion Criteria","2023-12-15","Code","Code_596","http://www.cdisc.org"
"C25370","7c39d390-36c9-4c34-9d29-a0abf208d04e","Exclusion Criteria","2023-12-15","Code","Code_597","http://www.cdisc.org"
"C25370","dd5a5948-e9b4-48c0-a33d-cf8182da540f","Exclusion Criteria","2023-12-15","Code","Code_598","http://www.cdisc.org"
"C25370","1113b8fe-2e82-4898-b44b-14201be92f8b","Exclusion Criteria","2023-12-15","Code","Code_599","http://www.cdisc.org"
"C25370","105f08cc-30e9-4d66-83a5-a543f8b77e59","Exclusion Criteria","2023-12-15","Code","Code_600","http://www.cdisc.org"
"C25370","9b4f51e6-6e3d-49da-ba99-7e0786928808","Exclusion Criteria","2023-12-15","Code","Code_601","http://www.cdisc.org"
"C29848","17977fbb-2d8b-4c62-93b3-aef108bedf13","Year","2023-12-15","Code","Code_552","http://www.cdisc.org"
"C201357","2a7d5793-801b-42ab-9721-5347e99e4290","Before","2023-12-15","Code","Code_14","http://www.cdisc.org"
"C201355","72db5e96-ca1c-4b4c-b8ec-bc3dfb53eeba","Start to Start","2023-12-15","Code","Code_15","http://www.cdisc.org"
"C201357","35f32b0b-254f-4fd0-9279-af50711cd152","Before","2023-12-15","Code","Code_16","http://www.cdisc.org"
"C201355","265a0a3a-8a52-4315-b1dc-6a9bb17f9f2f","Start to Start","2023-12-15","Code","Code_17","http://www.cdisc.org"
"C201358","78112f85-5d91-4ece-bbf4-94423104d951","Fixed Reference","2023-12-15","Code","Code_19","http://www.cdisc.org"
"C201355","3ed6e8ee-2526-4adf-95a4-645cd4f9a09a","Start to Start","2023-12-15","Code","Code_20","http://www.cdisc.org"
"C201356","f30d2b1b-ce5f-4071-99f8-3376ca508a8b","After","2023-12-15","Code","Code_21","http://www.cdisc.org"
"C201355","e1b8a3b4-8cb8-42d7-bb7e-d910a64dec97","Start to Start","2023-12-15","Code","Code_22","http://www.cdisc.org"
"C201356","0672928b-f88f-43ec-b498-30c4317dd361","After","2023-12-15","Code","Code_24","http://www.cdisc.org"
"C201355","d4ff16cc-fc63-4db5-a93e-950abc032d5d","Start to Start","2023-12-15","Code","Code_25","http://www.cdisc.org"
"C201356","7ab71366-4fcd-49dc-9c93-63768d103144","After","2023-12-15","Code","Code_27","http://www.cdisc.org"
"C201355","015ea780-5f9e-43c4-914d-b988644a39d8","Start to Start","2023-12-15","Code","Code_28","http://www.cdisc.org"
"C201356","43fb01d6-9f6e-4245-8fb8-44687afc5da0","After","2023-12-15","Code","Code_30","http://www.cdisc.org"
"C201355","9945236e-0070-454d-b69c-fe2d07c87765","Start to Start","2023-12-15","Code","Code_31","http://www.cdisc.org"
"C201356","f9894118-607e-49d6-a471-5877150b0d57","After","2023-12-15","Code","Code_35","http://www.cdisc.org"
"C201355","e3148483-db8f-4530-939a-552f3082ad50","Start to Start","2023-12-15","Code","Code_36","http://www.cdisc.org"
"C201356","805e4c80-ad39-4b75-b636-e907b2cd3824","After","2023-12-15","Code","Code_40","http://www.cdisc.org"
"C201355","779e6fb6-f951-4d27-9b58-fecc08be99c6","Start to Start","2023-12-15","Code","Code_41","http://www.cdisc.org"
"C201356","9ebd85a7-e83e-4dab-b056-18b7c664d7d6","After","2023-12-15","Code","Code_45","http://www.cdisc.org"
"C201355","8171c67b-1d99-4bf9-bffc-35787a9cc364","Start to Start","2023-12-15","Code","Code_46","http://www.cdisc.org"
"C201356","d81e447d-0155-407b-8b20-bfbcfc747b35","After","2023-12-15","Code","Code_50","http://www.cdisc.org"
"C201355","d1479ca7-435b-4446-9e92-daccd64a0d0f","Start to Start","2023-12-15","Code","Code_51","http://www.cdisc.org"
"C201356","9859481f-9013-4f05-bc3b-c06bc5947766","After","2023-12-15","Code","Code_53","http://www.cdisc.org"
"C201355","27f3a387-ad38-4791-8e52-10ebfb64df05","Start to Start","2023-12-15","Code","Code_54","http://www.cdisc.org"
"C201356","d09c87b5-13b8-4613-aec3-c1e41d59dd71","After","2023-12-15","Code","Code_33","http://www.cdisc.org"
"C201355","cd58f40c-8b12-4945-8b52-f59b3c8cfdbf","Start to Start","2023-12-15","Code","Code_34","http://www.cdisc.org"
"C201356","a0226794-424a-47f9-96c2-b8bf74d85b6c","After","2023-12-15","Code","Code_38","http://www.cdisc.org"
"C201355","4a3d1cb6-60cd-4a84-9177-1a4a830c59d9","Start to Start","2023-12-15","Code","Code_39","http://www.cdisc.org"
"C201356","ad99076e-386a-42de-b33b-a245dbe2a6ec","After","2023-12-15","Code","Code_43","http://www.cdisc.org"
"C201355","f448e687-d80e-4269-bde7-a912fef85986","Start to Start","2023-12-15","Code","Code_44","http://www.cdisc.org"
"C201356","73278738-0665-46a8-93a0-d91f5643939a","After","2023-12-15","Code","Code_48","http://www.cdisc.org"
"C201355","dd7520f1-4a8b-4cbc-ba21-8f3597c69c10","Start to Start","2023-12-15","Code","Code_49","http://www.cdisc.org"
"C201358","151dfeb1-821d-4cd3-9053-b0e468d5c3ec","Fixed Reference","2023-12-15","Code","Code_56","http://www.cdisc.org"
"C201355","d10f367a-7e8a-4b6a-b33d-efe18a1d5071","Start to Start","2023-12-15","Code","Code_57","http://www.cdisc.org"
"C201358","5499063f-996e-48f7-9766-7143b029a776","Fixed Reference","2023-12-15","Code","Code_58","http://www.cdisc.org"
"C201355","06f85374-107f-4d68-aec9-21ca078a3178","Start to Start","2023-12-15","Code","Code_59","http://www.cdisc.org"
"C201358","8957308b-95f9-4dfd-8fb8-261ebf98e726","Fixed Reference","2023-12-15","Code","Code_60","http://www.cdisc.org"
"C201355","b349d9eb-c248-46b0-bea1-238369d0d4ab","Start to Start","2023-12-15","Code","Code_61","http://www.cdisc.org"
"C201356","029202f3-f46c-46b5-a9a0-d51ca5100a29","After","2023-12-15","Code","Code_62","http://www.cdisc.org"
"C201355","a5a6a37b-0c91-477a-a2c1-5cd4f89cdc33","Start to Start","2023-12-15","Code","Code_63","http://www.cdisc.org"
"C201356","6325c7ad-6a8b-473f-9123-14757c0f9796","After","2023-12-15","Code","Code_64","http://www.cdisc.org"
"C201353","85fe6854-0b27-4583-9468-0e7979c29252","End to Start","2023-12-15","Code","Code_65","http://www.cdisc.org"
"C201356","fb88f7c3-166d-4709-b2ae-0a409f59adc4","After","2023-12-15","Code","Code_66","http://www.cdisc.org"
"C201355","0419dcb4-9fbe-4f57-b23f-74eb248be9b0","Start to Start","2023-12-15","Code","Code_67","http://www.cdisc.org"
"C201356","b34f0d99-d434-4d62-8369-fa5cbd2ba36d","After","2023-12-15","Code","Code_68","http://www.cdisc.org"
"C201353","6c4949e2-8489-4fbc-bf31-031db60330bd","End to Start","2023-12-15","Code","Code_69","http://www.cdisc.org"
"C201356","4ea66901-eda0-4c96-803f-3534dc14b60b","After","2023-12-15","Code","Code_70","http://www.cdisc.org"
"C201355","92bf0fa2-dd14-4f88-a7aa-30407112ed00","Start to Start","2023-12-15","Code","Code_71","http://www.cdisc.org"
"C70793","74229765-4982-4061-9026-76d4883d5e3f","Clinical Study Sponsor","2023-12-15","Code","Code_602","http://www.cdisc.org"
"GBR","cfbb5919-96cb-4250-8bfb-497e467220af","United Kingdom of Great Britain and Northern Ireland","2020-08","Code","Code_603","ISO 3166 1 alpha3"
"C94108","3559f386-3078-4fd4-ab2c-3d4cbee4a7cf","Study Acronym","2023-12-15","Code","Code_3","http://www.cdisc.org"
"C99905x1","d605a4ed-25bc-4638-88d8-ee4e0156f80b","Brief Study Title","2023-12-15","Code","Code_5","http://www.cdisc.org"
"C99905x2","580ffa33-8333-4c5a-a3d3-54e78720afed","Official Study Title","2023-12-15","Code","Code_6","http://www.cdisc.org"
"C99905x3","78421f1b-0306-4376-b238-9246fbc14658","Public Study Title","2023-12-15","Code","Code_7","http://www.cdisc.org"
"C25508","9fd4a3d9-155d-4289-8bcb-a6f7465949fe","Final","2023-12-15","Code","Code_8","http://www.cdisc.org"
"C99903x1","36881304-37e4-4f8a-a173-3cd92b9535e7","Protocol Effective Date","2023-12-15","Code","Code_11","http://www.cdisc.org"
"C41129","ac189840-7455-4699-bae2-4ec27636e9c6","Region","2023-12-15","Code","Code_13","http://www.cdisc.org"
"150","f8f73f61-27cf-47be-89d5-2ed4c8df62bc","Europe","2020-08","Code","Code_12","ISO 3166 1 alpha3"
