"codeSystem","codeSystemVersion","uuid:ID","instanceType","code","decode","id"
"http://www.cdisc.org","2023-12-15","b065b99a-ac16-443a-8eb9-d5d99159e0b0","Code","C77140","Clinical Test Result","Code_379"
"http://www.cdisc.org","2023-12-15","bbd705d8-d12f-42d6-997b-23890220055a","Code","C49669","Unit of Pressure","Code_380"
"http://www.cdisc.org","2023-12-15","a2aab88b-da35-4bb6-8a2b-ca74a4c1be6f","Code","C62122","Sitting","Code_381"
"http://www.cdisc.org","2023-12-15","23f9175a-cb0b-4f7c-9c9c-4defba76ca2e","Code","C62166","Standing","Code_382"
"http://www.cdisc.org","2023-12-15","ede80981-1a51-4f32-9601-ca36b21f1ece","Code","C62167","Supine Position","Code_383"
"http://www.cdisc.org","2023-12-15","81bc1273-89d6-405c-879e-e103d16f7bf5","Code","C62164","Body Position","Code_384"
"http://www.cdisc.org","2023-12-15","fd36baff-620c-408f-b5ea-86052a20ac66","Code","C12681","Brachial Artery","Code_385"
"http://www.cdisc.org","2023-12-15","c8926e5d-1c1c-404b-ab0f-8ba004fbf71e","Code","C12687","Common Carotid Artery","Code_386"
"http://www.cdisc.org","2023-12-15","739eb848-760e-4e34-986e-52a286c9cc9a","Code","C32478","Dorsalis Pedis Artery","Code_387"
"http://www.cdisc.org","2023-12-15","2890391b-e28f-4bec-b21e-95637d34a288","Code","C12715","Femoral Artery","Code_388"
"http://www.cdisc.org","2023-12-15","55e5e2c9-a7a7-4702-95d7-bfaf96c15b8b","Code","C12838","Radial Artery","Code_389"
"http://www.cdisc.org","2023-12-15","62bbc7a1-9598-4c0f-b0c2-f1f6152d4c11","Code","C13717","Anatomic Site","Code_390"
"http://www.cdisc.org","2023-12-15","1a907ab5-d361-4410-a843-8a3176cdd415","Code","C25229","Left","Code_391"
"http://www.cdisc.org","2023-12-15","bba95f03-528e-4e98-8192-f0c8a9ab2cd9","Code","C25228","Right","Code_392"
"http://www.cdisc.org","2023-12-15","40ae0068-c257-482f-bc17-961a96964e90","Code","C25185","Laterality","Code_393"
"http://www.cdisc.org","2023-12-15","b30d2818-03e6-437c-9bec-6edd9d0b60ee","Code","C25298","SYSBP","Code_394"
"http://www.cdisc.org","2023-12-15","37cbaf16-d5f7-4988-a18e-2cce28fa93ed","Code","C25299","DIABP","Code_395"
"http://www.cdisc.org","2023-12-15","920caf99-c292-4a3a-9e5c-3cdbefa94721","Code","C77140","Clinical Test Result","Code_396"
"http://www.cdisc.org","2023-12-15","873db82e-cb85-4cce-89e3-fed441689383","Code","C49669","Unit of Pressure","Code_397"
"http://www.cdisc.org","2023-12-15","b67cc137-fba2-49c0-b9ad-62b799955167","Code","C62122","Sitting","Code_398"
"http://www.cdisc.org","2023-12-15","cbb9dda8-6e0f-4fe2-bae0-cb7f083f296e","Code","C62166","Standing","Code_399"
"http://www.cdisc.org","2023-12-15","c3c06fce-adf1-4efd-a43b-ca4ed191ea1c","Code","C62167","Supine Position","Code_400"
"http://www.cdisc.org","2023-12-15","d1c973d9-c0cc-4381-8ee7-85db21d200c2","Code","C62164","Body Position","Code_401"
"http://www.cdisc.org","2023-12-15","8cb7b6f5-b687-431a-8de2-a09710ce2405","Code","C12681","Brachial Artery","Code_402"
"http://www.cdisc.org","2023-12-15","a8a522a8-2f93-4d0d-9fe2-d63bd324c0b9","Code","C12687","Common Carotid Artery","Code_403"
"http://www.cdisc.org","2023-12-15","0d09a6ea-77d4-4852-a6f6-010e3e951531","Code","C32478","Dorsalis Pedis Artery","Code_404"
"http://www.cdisc.org","2023-12-15","05c9ea6d-491a-498b-bb3e-783bcfa3e611","Code","C12715","Femoral Artery","Code_405"
"http://www.cdisc.org","2023-12-15","f03832cd-5d09-4a8b-b98c-639ead7130dc","Code","C12838","Radial Artery","Code_406"
"http://www.cdisc.org","2023-12-15","341550db-f429-4b62-9c7e-e20c9a54fba7","Code","C13717","Anatomic Site","Code_407"
"http://www.cdisc.org","2023-12-15","5c6c5474-5f09-405d-a7a2-bdac5be14038","Code","C25229","Left","Code_408"
"http://www.cdisc.org","2023-12-15","68b330a4-19ff-4312-bf3c-7bf32ffb0a94","Code","C25228","Right","Code_409"
"http://www.cdisc.org","2023-12-15","7787483a-2785-4f0a-8e2b-9128bb1bbb98","Code","C25185","Laterality","Code_410"
"http://www.cdisc.org","2023-12-15","5aadec1d-c3a9-48ee-be3e-fee63494ed5c","Code","C25299","DIABP","Code_411"
"http://www.cdisc.org","2023-12-15","36f6afa5-136f-476f-91bf-2a2311fad2cb","Code","C49677","HR","Code_412"
"http://www.cdisc.org","2023-12-15","a47e76d6-1d0b-4991-bd76-8b04c0b05941","Code","C77140","Clinical Test Result","Code_413"
"http://www.cdisc.org","2023-12-15","1b2bf6fd-6c53-41c6-a6d3-63810e283002","Code","C73688","Count per Minute","Code_414"
"http://www.cdisc.org","2023-12-15","1a0a3f21-8fec-4789-8029-03012ccc8c01","Code","C62122","Sitting","Code_415"
"http://www.cdisc.org","2023-12-15","9f58e2c2-51ea-49d7-84b5-54c6c43f1183","Code","C62166","Standing","Code_416"
"http://www.cdisc.org","2023-12-15","36abe6d5-8987-41c2-b7b0-8cd4add27b93","Code","C62167","Supine Position","Code_417"
"http://www.cdisc.org","2023-12-15","2de5fa7f-002e-41c9-9ab8-6c4a4177db28","Code","C62164","Body Position","Code_418"
"http://www.cdisc.org","2023-12-15","0bfe7f79-a7eb-4540-a665-d70e28a2c2ec","Code","C12681","Brachial Artery","Code_419"
"http://www.cdisc.org","2023-12-15","4768cd2a-d69e-49d8-a162-3275e34cd134","Code","C12687","Common Carotid Artery","Code_420"
"http://www.cdisc.org","2023-12-15","3584fba5-3525-48fa-8423-ebb05c5e7f66","Code","C32478","Dorsalis Pedis Artery","Code_421"
"http://www.cdisc.org","2023-12-15","72e6688a-ff07-43fa-b9a4-c8bc47a5d699","Code","C12715","Femoral Artery","Code_422"
"http://www.cdisc.org","2023-12-15","ebbb36d8-6b90-49d3-a4c7-98414268e279","Code","C12838","Radial Artery","Code_423"
"http://www.cdisc.org","2023-12-15","ac964351-00db-4916-b6fa-b54869dd2a21","Code","C13717","Anatomic Site","Code_424"
"http://www.cdisc.org","2023-12-15","e8b51ee4-7ab8-4afa-96d2-880195d1d725","Code","C25229","Left","Code_425"
"http://www.cdisc.org","2023-12-15","4df976b5-3bcc-4b0e-b520-9b4e8ed2b965","Code","C25228","Right","Code_426"
"http://www.cdisc.org","2023-12-15","a120bab5-6fe6-4eed-8632-c2662392f97a","Code","C25185","Laterality","Code_427"
"http://www.cdisc.org","2023-12-15","235d90ed-a7e1-4d1e-bd3e-af61e626daa6","Code","C49677","HR","Code_428"
"http://www.cdisc.org","2023-12-15","9d4fda19-60b2-425d-9031-3cfc98f4dcd1","Code","C174268","Placebo Comparator Arm","Code_123"
"http://www.cdisc.org","2023-12-15","91c5ab51-1d19-48ff-ac7f-d429caea1b8d","Code","C188866","Data Generated Within Study","Code_124"
"http://www.cdisc.org","2023-12-15","779df767-464b-42fa-b84e-06e289811d19","Code","C174267","Active Comparator Arm","Code_125"
"http://www.cdisc.org","2023-12-15","7ce3fb29-d100-4b37-afc9-428ebec89f55","Code","C188866","Data Generated Within Study","Code_126"
"http://www.cdisc.org","2023-12-15","b011212a-82ec-42ca-9454-a057b069f06d","Code","C174267","Active Comparator Arm","Code_127"
"http://www.cdisc.org","2023-12-15","ee2a0e89-db96-4c16-b09f-82d7761b03bc","Code","C188866","Data Generated Within Study","Code_128"
"http://www.cdisc.org","2023-12-15","713943be-9666-4839-ac79-2fc8820b5f65","Code","C15228","Double Blind Study","Code_136"
"http://www.cdisc.org","2023-12-15","947d7a93-8a94-4bf8-ba56-614004ad67db","Code","C202487","Screening Epoch","Code_129"
"http://www.cdisc.org","2023-12-15","f4a9c0da-3fe1-43e5-90e1-266bfb8409bc","Code","C101526","Treatment Epoch","Code_130"
"http://www.cdisc.org","2023-12-15","1c93c9ac-4b41-415e-9afe-4da5459f0e55","Code","C101526","Treatment Epoch","Code_131"
"http://www.cdisc.org","2023-12-15","044c2654-b9d5-4b44-ad91-de59554f37a8","Code","C101526","Treatment Epoch","Code_132"
"http://www.cdisc.org","2023-12-15","3c78cd6e-4698-4f66-b0ed-1a3071f84c03","Code","C202578","Follow-Up Epoch","Code_133"
"ICD-10-CM","1","760e55c0-cd35-47a1-91ad-5e932d482fe0","Code","G30.9","Alzheimer's disease; unspecified","Code_550"
"SNOMED","January 31, 2018","4c75e53a-680d-474e-8ad5-367be16ec322","Code","26929004","Alzheimer's disease","Code_551"
"http://www.cdisc.org","2023-12-15","ec0f3140-2ea0-4182-8b2c-b12c14b26692","Code","C70793","Sponsor","Code_142"
"http://www.cdisc.org","2023-12-15","0da42cf1-5773-44d1-95d8-12396149b8ab","Code","C85826","Primary Objective","Code_555"
"http://www.cdisc.org","2023-12-15","52f16ca0-a221-4e58-8f5d-f0bf4c792d7a","Code","C94496","Primary Endpoint","Code_554"
"http://www.cdisc.org","2023-12-15","7345135e-acf5-4c9b-a811-4d2add218815","Code","C94496","Primary Endpoint","Code_556"
"http://www.cdisc.org","2023-12-15","4cde7475-d720-43ab-80e8-b2ae0bb34b97","Code","C85826","Primary Objective","Code_558"
"http://www.cdisc.org","2023-12-15","959c3b4e-317a-40f2-9cc0-4b9f069dba76","Code","C94496","Primary Endpoint","Code_557"
"http://www.cdisc.org","2023-12-15","354b12a3-5434-4527-a17b-e00135ca47ac","Code","C94496","Primary Endpoint","Code_559"
"http://www.cdisc.org","2023-12-15","f2c26ff7-ea31-488b-a20e-608a77389b31","Code","C94496","Primary Endpoint","Code_560"
"http://www.cdisc.org","2023-12-15","fc4476f5-e6de-4fb0-a4db-651e2c0a3708","Code","C85827","Secondary Objective","Code_562"
"http://www.cdisc.org","2023-12-15","340c5cb0-cdea-49b5-9751-148f9fac7b57","Code","C139173","Secondary Endpoint","Code_561"
"http://www.cdisc.org","2023-12-15","27cc4b22-e147-44a2-85ae-799774e9ca9e","Code","C139173","Secondary Endpoint","Code_563"
"http://www.cdisc.org","2023-12-15","4190bde8-9283-4354-a73d-96ab6d2c03f4","Code","C139173","Secondary Endpoint","Code_564"
"http://www.cdisc.org","2023-12-15","ac2c374d-7979-4dfe-8513-dc919da779f7","Code","C85827","Secondary Objective","Code_566"
"http://www.cdisc.org","2023-12-15","07af3cad-8454-4ce4-a30b-781cc7c5134d","Code","C139173","Secondary Endpoint","Code_565"
"http://www.cdisc.org","2023-12-15","cf01c144-6769-459b-ab53-98d8c0521040","Code","C85827","Secondary Objective","Code_568"
"http://www.cdisc.org","2023-12-15","6dd01da2-0de2-4c09-a3b7-d044f1d07a03","Code","C139173","Secondary Endpoint","Code_567"
"http://www.cdisc.org","2023-12-15","8a0e23b4-67de-4d42-a447-e9907b1bfd5d","Code","C85827","Secondary Objective","Code_570"
"http://www.cdisc.org","2023-12-15","6e0486bc-5c9a-471b-9969-120a3d9a5e4d","Code","C139173","Secondary Endpoint","Code_569"
"http://www.cdisc.org","2023-12-15","9ca99419-fe5d-41d7-89f9-54193cb342df","Code","C49636","Both","Code_553"
"http://www.cdisc.org","2023-12-15","b6d1584b-ddab-4e7a-a2e3-a13874dc135b","Code","C25532","Inclusion Criteria","Code_571"
"http://www.cdisc.org","2023-12-15","6465622e-458e-4513-948e-cbff97425a33","Code","C25532","Inclusion Criteria","Code_572"
"http://www.cdisc.org","2023-12-15","2a59b3f3-a69e-4e9b-8382-c864923ebbb9","Code","C25532","Inclusion Criteria","Code_573"
"http://www.cdisc.org","2023-12-15","ba10099a-d5a0-49db-8695-53c947c43f75","Code","C25532","Inclusion Criteria","Code_574"
"http://www.cdisc.org","2023-12-15","1ab8f7c0-4790-4c7a-bd65-4b3474dc97e1","Code","C25532","Inclusion Criteria","Code_575"
"http://www.cdisc.org","2023-12-15","75aebb62-5742-4776-87d3-f7fdb9dbf2e7","Code","C25532","Inclusion Criteria","Code_576"
"http://www.cdisc.org","2023-12-15","1ff49eae-b53e-4154-bd90-6ff81396110e","Code","C25532","Inclusion Criteria","Code_577"
"http://www.cdisc.org","2023-12-15","14993589-07a3-4aee-b599-b8fcd14bcfd3","Code","C25532","Inclusion Criteria","Code_578"
"http://www.cdisc.org","2023-12-15","2ab3d7b7-f1db-4227-970c-48af71f91d93","Code","C25370","Exclusion Criteria","Code_579"
"http://www.cdisc.org","2023-12-15","f427efbb-3bbe-4ab7-b37e-7e37b79e6cf9","Code","C25370","Exclusion Criteria","Code_580"
"http://www.cdisc.org","2023-12-15","852ee8e5-be84-4b86-a771-3ada03089f63","Code","C25370","Exclusion Criteria","Code_581"
"http://www.cdisc.org","2023-12-15","9d0a17db-23a3-4e93-872e-56e1b83dee00","Code","C25370","Exclusion Criteria","Code_582"
"http://www.cdisc.org","2023-12-15","5bd32a16-c413-4a7e-bed1-b51d858d54f9","Code","C25370","Exclusion Criteria","Code_583"
"http://www.cdisc.org","2023-12-15","166d892b-783a-4148-afa1-d31f81c92055","Code","C25370","Exclusion Criteria","Code_584"
"http://www.cdisc.org","2023-12-15","59020101-e6e0-453a-ab30-54756bc9e9ea","Code","C25370","Exclusion Criteria","Code_585"
"http://www.cdisc.org","2023-12-15","0246fe0f-6c63-4786-ba17-7b738de731d5","Code","C25370","Exclusion Criteria","Code_586"
"http://www.cdisc.org","2023-12-15","ff907812-16d4-4ad2-b464-d960342b9b9d","Code","C25370","Exclusion Criteria","Code_587"
"http://www.cdisc.org","2023-12-15","b7b80a06-d8b8-4684-83f2-1081508b6af8","Code","C25370","Exclusion Criteria","Code_588"
"http://www.cdisc.org","2023-12-15","aad3a902-6fb3-41e0-bd26-6a8e4f7c9e00","Code","C25370","Exclusion Criteria","Code_589"
"http://www.cdisc.org","2023-12-15","f67a0b30-5f4f-43c5-acbb-89371ce733e5","Code","C25370","Exclusion Criteria","Code_590"
"http://www.cdisc.org","2023-12-15","590b77a0-5d86-498b-a4e5-a2468fe8d167","Code","C25370","Exclusion Criteria","Code_591"
"http://www.cdisc.org","2023-12-15","833bb3e9-557c-4fa4-9333-e20be6f903f0","Code","C25370","Exclusion Criteria","Code_592"
"http://www.cdisc.org","2023-12-15","9fc6ca88-edfe-438b-b16e-feba5c333393","Code","C25370","Exclusion Criteria","Code_593"
"http://www.cdisc.org","2023-12-15","1dc0c695-3012-4f6d-8555-8df98597e4be","Code","C25370","Exclusion Criteria","Code_594"
"http://www.cdisc.org","2023-12-15","aba64f86-6db7-4bd3-bd69-17e997a8aa19","Code","C25370","Exclusion Criteria","Code_595"
"http://www.cdisc.org","2023-12-15","62e9d661-4a29-45fd-85c9-a98c1849a184","Code","C25370","Exclusion Criteria","Code_596"
"http://www.cdisc.org","2023-12-15","4d727451-e2a4-4930-ab1e-0c9fa365af52","Code","C25370","Exclusion Criteria","Code_597"
"http://www.cdisc.org","2023-12-15","7ed28f3f-a0c5-4b49-9a43-a976dc91a9c6","Code","C25370","Exclusion Criteria","Code_598"
"http://www.cdisc.org","2023-12-15","285e06a4-4882-4596-b973-0a9d73fcae43","Code","C25370","Exclusion Criteria","Code_599"
"http://www.cdisc.org","2023-12-15","712c9b5f-2ca4-4e4d-878c-ba26ab4098eb","Code","C25370","Exclusion Criteria","Code_600"
"http://www.cdisc.org","2023-12-15","4ca041c6-9bd7-471c-a498-db94afdc4243","Code","C25370","Exclusion Criteria","Code_601"
"http://www.cdisc.org","2023-12-15","d6483f3b-f2c4-4b0c-bf9e-1ad812bed8e0","Code","C29848","Year","Code_552"
"http://www.cdisc.org","2023-12-15","ca5ae2f8-ccab-40c4-bee9-7ef73e07da7f","Code","C201357","Before","Code_14"
"http://www.cdisc.org","2023-12-15","a12fd758-a53f-4f29-9f9b-7cd4d0ee907d","Code","C201355","Start to Start","Code_15"
"http://www.cdisc.org","2023-12-15","ac2eb376-040e-4965-9ca7-4f32f9d732a0","Code","C201357","Before","Code_16"
"http://www.cdisc.org","2023-12-15","07adddeb-12e7-46b7-bb89-e4923e5167a6","Code","C201355","Start to Start","Code_17"
"http://www.cdisc.org","2023-12-15","397122d6-deee-46a2-bba2-de1bb5f54ceb","Code","C201358","Fixed Reference","Code_19"
"http://www.cdisc.org","2023-12-15","a08f6f82-5b4d-4042-b444-39916a246e2a","Code","C201355","Start to Start","Code_20"
"http://www.cdisc.org","2023-12-15","eb5bd54e-9e2e-451f-a9fa-5849dedf1252","Code","C201356","After","Code_21"
"http://www.cdisc.org","2023-12-15","3513aa29-b1ff-4520-9bae-3e9f4078d933","Code","C201355","Start to Start","Code_22"
"http://www.cdisc.org","2023-12-15","9e625794-f1c2-4bee-902c-2a4dbb96cc77","Code","C201356","After","Code_24"
"http://www.cdisc.org","2023-12-15","e215ee06-bc07-44c1-b403-6086058092ea","Code","C201355","Start to Start","Code_25"
"http://www.cdisc.org","2023-12-15","15a7a351-c16e-407b-b2d3-46e1c2eb8355","Code","C201356","After","Code_27"
"http://www.cdisc.org","2023-12-15","e8735a15-5387-421b-8ea1-a1f30f59f045","Code","C201355","Start to Start","Code_28"
"http://www.cdisc.org","2023-12-15","ee75acbb-fffc-4550-b300-f0603ba31c0d","Code","C201356","After","Code_30"
"http://www.cdisc.org","2023-12-15","8f96e10b-5d83-47a1-9ad7-7e02cb58def5","Code","C201355","Start to Start","Code_31"
"http://www.cdisc.org","2023-12-15","d0900799-47c2-4353-a74f-9245fb086b3a","Code","C201356","After","Code_35"
"http://www.cdisc.org","2023-12-15","5a4e69a8-a890-48d3-bc61-2b00694b2884","Code","C201355","Start to Start","Code_36"
"http://www.cdisc.org","2023-12-15","72f8c5b4-3678-4024-8788-0dc588aa1340","Code","C201356","After","Code_40"
"http://www.cdisc.org","2023-12-15","d4d8a6ca-b8ba-4015-bfd3-1353374ff9f9","Code","C201355","Start to Start","Code_41"
"http://www.cdisc.org","2023-12-15","cdbce69e-76d2-4ba8-9a6f-d95c99b1ab79","Code","C201356","After","Code_45"
"http://www.cdisc.org","2023-12-15","7edd8842-894e-42a2-a922-3e545f26a0d5","Code","C201355","Start to Start","Code_46"
"http://www.cdisc.org","2023-12-15","b3e653dd-0d26-4141-af7f-e32af8c019bb","Code","C201356","After","Code_50"
"http://www.cdisc.org","2023-12-15","2433a838-dec8-4528-9bd7-d776b751f0b0","Code","C201355","Start to Start","Code_51"
"http://www.cdisc.org","2023-12-15","0f7671f5-05f5-41db-8b70-5c93514af004","Code","C201356","After","Code_53"
"http://www.cdisc.org","2023-12-15","1ead7261-6d3c-4a96-a304-b8ff7a7f9522","Code","C201355","Start to Start","Code_54"
"http://www.cdisc.org","2023-12-15","b959298d-9992-43c9-a890-f01fc790ec90","Code","C201356","After","Code_33"
"http://www.cdisc.org","2023-12-15","8d25bf53-3376-4d19-a966-d31fd5648fe4","Code","C201355","Start to Start","Code_34"
"http://www.cdisc.org","2023-12-15","552baa1c-ea4a-4f21-8d42-5085d64c2ae1","Code","C201356","After","Code_38"
"http://www.cdisc.org","2023-12-15","927e4a14-52c0-44b6-be19-bdfa7ce82b89","Code","C201355","Start to Start","Code_39"
"http://www.cdisc.org","2023-12-15","23671fd4-3990-4b95-8fe6-61e55ab2b4a2","Code","C201356","After","Code_43"
"http://www.cdisc.org","2023-12-15","36ba7a94-2759-4553-8806-4d3a786add90","Code","C201355","Start to Start","Code_44"
"http://www.cdisc.org","2023-12-15","8fc056ce-91e0-4712-a229-24cdbb6bc03a","Code","C201356","After","Code_48"
"http://www.cdisc.org","2023-12-15","5e3bc89f-a1e0-4977-aa72-8f0bfa72f4cb","Code","C201355","Start to Start","Code_49"
"http://www.cdisc.org","2023-12-15","93b46c75-6400-46a6-9a91-f9d386b724c2","Code","C201358","Fixed Reference","Code_56"
"http://www.cdisc.org","2023-12-15","eca12551-0577-465b-991b-bd70dc69971b","Code","C201355","Start to Start","Code_57"
"http://www.cdisc.org","2023-12-15","49e81b0f-5307-46eb-9002-745f5801e2af","Code","C201358","Fixed Reference","Code_58"
"http://www.cdisc.org","2023-12-15","4f4594b2-72c3-40e4-a21b-220ecfad243f","Code","C201355","Start to Start","Code_59"
"http://www.cdisc.org","2023-12-15","885367bb-8a7a-4e32-8488-386b9cd0bc46","Code","C201358","Fixed Reference","Code_60"
"http://www.cdisc.org","2023-12-15","cb91dff1-45a1-4e4f-b857-fa37657e3ab4","Code","C201355","Start to Start","Code_61"
"http://www.cdisc.org","2023-12-15","925acfce-bbb8-4509-bcdd-017c36145c45","Code","C201356","After","Code_62"
"http://www.cdisc.org","2023-12-15","ee075410-920d-4fd1-80f5-a0bbd5864721","Code","C201355","Start to Start","Code_63"
"http://www.cdisc.org","2023-12-15","7955eb50-58d7-41a3-8bd6-473ab0d39770","Code","C201356","After","Code_64"
"http://www.cdisc.org","2023-12-15","515be11e-bab2-4608-a4e2-808aa937b60f","Code","C201353","End to Start","Code_65"
"http://www.cdisc.org","2023-12-15","a6c8bcb5-e902-4b5c-a4e9-5a0e05c39b55","Code","C201356","After","Code_66"
"http://www.cdisc.org","2023-12-15","12a4b596-5a47-4884-83a0-6a25a6b974f3","Code","C201355","Start to Start","Code_67"
"http://www.cdisc.org","2023-12-15","ee61fc41-9b73-420f-bbe8-9a45f9b2f08b","Code","C201356","After","Code_68"
"http://www.cdisc.org","2023-12-15","b06ae9ee-a1f5-41f9-b57b-4b90e29577ef","Code","C201353","End to Start","Code_69"
"http://www.cdisc.org","2023-12-15","91979d31-0a39-41cd-b7c1-4dad778ed4af","Code","C201356","After","Code_70"
"http://www.cdisc.org","2023-12-15","ad537a31-59c3-4e9c-bb82-51f6b4998d5c","Code","C201355","Start to Start","Code_71"
"http://www.cdisc.org","2023-12-15","718e22ac-7e87-40db-93c6-7bc5a00c4463","Code","C70793","Clinical Study Sponsor","Code_602"
"ISO 3166 1 alpha3","2020-08","59c8fa87-bf9f-4173-9f6d-327062c9e118","Code","GBR","United Kingdom of Great Britain and Northern Ireland","Code_603"
"http://www.cdisc.org","2023-12-15","de41c2b3-ff48-4cb1-90e5-4fc45222ed4d","Code","C94108","Study Acronym","Code_3"
"http://www.cdisc.org","2023-12-15","6d47cf70-0c32-4ed2-9bfd-3b47a8cc8b1b","Code","C99905x1","Brief Study Title","Code_5"
"http://www.cdisc.org","2023-12-15","5491051b-9167-4f18-b195-3730d7419980","Code","C99905x2","Official Study Title","Code_6"
"http://www.cdisc.org","2023-12-15","052c508b-be67-4eed-92f2-0ba9231e6e76","Code","C99905x3","Public Study Title","Code_7"
"http://www.cdisc.org","2023-12-15","17520fb7-af8c-48d2-a05b-f862c7d150cd","Code","C25508","Final","Code_8"
"http://www.cdisc.org","2023-12-15","07be31ed-5b0e-4751-a4a6-0ed26838644d","Code","C99903x1","Protocol Effective Date","Code_11"
"http://www.cdisc.org","2023-12-15","1e2bb4af-be15-49c4-9fee-3eb9b9db15a6","Code","C41129","Region","Code_13"
"ISO 3166 1 alpha3","2020-08","52d004ed-37c6-4cd7-9d79-be9f56b016dd","Code","150","Europe","Code_12"
