"decode","uuid:ID","instanceType","codeSystem","codeSystemVersion","id","code"
"Body Position","d3086fdf-57ba-478b-ab17-c3d860c3d691","Code","http://www.cdisc.org","2023-12-15","Code_384","C62164"
"Brachial Artery","359cb7f1-2aab-44c1-a45c-e26414d55064","Code","http://www.cdisc.org","2023-12-15","Code_385","C12681"
"Common Carotid Artery","5cdbf90f-c404-4adc-9efb-51af0faab257","Code","http://www.cdisc.org","2023-12-15","Code_386","C12687"
"Dorsalis Pedis Artery","cf9b69a3-dffc-4f2a-83fb-52a3bc8c1a46","Code","http://www.cdisc.org","2023-12-15","Code_387","C32478"
"Femoral Artery","8349a73e-b723-4a8f-8aa1-cdaf46482d1f","Code","http://www.cdisc.org","2023-12-15","Code_388","C12715"
"Radial Artery","bf0a09b9-6fb4-4450-84b9-48e4bc410153","Code","http://www.cdisc.org","2023-12-15","Code_389","C12838"
"Anatomic Site","81a537a1-7d7a-48de-a6a3-52bb264c58c0","Code","http://www.cdisc.org","2023-12-15","Code_390","C13717"
"Left","ec0032ff-b6cd-4321-a46a-c8e8e1be060c","Code","http://www.cdisc.org","2023-12-15","Code_391","C25229"
"Right","b3e155cd-d90b-426b-bcd3-da0f01494425","Code","http://www.cdisc.org","2023-12-15","Code_392","C25228"
"Laterality","77ee4ba9-1419-4584-a9ed-f2736ff73dd6","Code","http://www.cdisc.org","2023-12-15","Code_393","C25185"
"SYSBP","ea26c0cf-fd0a-4dd5-8360-d8fc21385bc4","Code","http://www.cdisc.org","2023-12-15","Code_394","C25298"
"DIABP","d1056f10-6a51-41fa-a733-9a28bcf8b25b","Code","http://www.cdisc.org","2023-12-15","Code_395","C25299"
"Clinical Test Result","b493badd-daf4-415a-9269-70a0d5bb7bc5","Code","http://www.cdisc.org","2023-12-15","Code_396","C77140"
"Unit of Pressure","9e0c7324-c263-4beb-9bad-992f063fe862","Code","http://www.cdisc.org","2023-12-15","Code_397","C49669"
"Sitting","3229cc58-1f9a-427d-8d35-0af8d257bd60","Code","http://www.cdisc.org","2023-12-15","Code_398","C62122"
"Standing","72e9e5be-71aa-4b98-966d-4c146f1369bd","Code","http://www.cdisc.org","2023-12-15","Code_399","C62166"
"Supine Position","e6934ceb-a941-479a-aa86-2f9e8a1b1a73","Code","http://www.cdisc.org","2023-12-15","Code_400","C62167"
"Body Position","c4669b70-74f6-4e8e-81a6-faa374cf3faf","Code","http://www.cdisc.org","2023-12-15","Code_401","C62164"
"Brachial Artery","6f29bf0e-b892-4e7a-8347-252da82d44ec","Code","http://www.cdisc.org","2023-12-15","Code_402","C12681"
"Common Carotid Artery","7a4dc328-4505-4515-b5bc-d73c706f2a09","Code","http://www.cdisc.org","2023-12-15","Code_403","C12687"
"Dorsalis Pedis Artery","18a0657d-71fe-4ab2-b533-8cc2c74f50cc","Code","http://www.cdisc.org","2023-12-15","Code_404","C32478"
"Femoral Artery","d354514a-970f-4f0b-9701-d34282a66ec5","Code","http://www.cdisc.org","2023-12-15","Code_405","C12715"
"Radial Artery","ec21dff5-0b33-4b51-b639-70bb3d298fb7","Code","http://www.cdisc.org","2023-12-15","Code_406","C12838"
"Anatomic Site","aea37edc-0af3-44f0-b284-0f838a3d0924","Code","http://www.cdisc.org","2023-12-15","Code_407","C13717"
"Left","3c384e3b-fc26-4747-a481-c2aa6975a936","Code","http://www.cdisc.org","2023-12-15","Code_408","C25229"
"Right","5e88c1af-0325-4513-8f31-fcba6b0066d3","Code","http://www.cdisc.org","2023-12-15","Code_409","C25228"
"Laterality","63b027cd-aa54-4d43-aee8-4d8a73803fa3","Code","http://www.cdisc.org","2023-12-15","Code_410","C25185"
"DIABP","a767c324-3ff5-46f1-8744-388a0675521c","Code","http://www.cdisc.org","2023-12-15","Code_411","C25299"
"HR","cfafdf0b-9b6f-4870-bd1f-13909cb6ffb4","Code","http://www.cdisc.org","2023-12-15","Code_412","C49677"
"Clinical Test Result","3fbd7749-b737-481f-b744-db1db5160717","Code","http://www.cdisc.org","2023-12-15","Code_413","C77140"
"Count per Minute","e41b6063-b67f-4768-8fe5-1d81e1a7784b","Code","http://www.cdisc.org","2023-12-15","Code_414","C73688"
"Sitting","afcde264-b895-469e-983b-d355dfa6fe3f","Code","http://www.cdisc.org","2023-12-15","Code_415","C62122"
"Standing","599a3d80-a209-4f4f-b2ab-6b20dda9a517","Code","http://www.cdisc.org","2023-12-15","Code_416","C62166"
"Supine Position","2f403d0c-127c-4b85-9ada-392a2705c996","Code","http://www.cdisc.org","2023-12-15","Code_417","C62167"
"Body Position","88096982-d7ba-498e-92c4-e51856b3af57","Code","http://www.cdisc.org","2023-12-15","Code_418","C62164"
"Brachial Artery","181e9387-cd70-469a-a976-3b5d14a16854","Code","http://www.cdisc.org","2023-12-15","Code_419","C12681"
"Common Carotid Artery","3328aede-f85f-4d08-93c3-1aa3c2022502","Code","http://www.cdisc.org","2023-12-15","Code_420","C12687"
"Dorsalis Pedis Artery","0c99a737-c091-4798-aff1-41c1da59a682","Code","http://www.cdisc.org","2023-12-15","Code_421","C32478"
"Femoral Artery","ee87abf2-23a4-49ce-9267-8a92371ad1ff","Code","http://www.cdisc.org","2023-12-15","Code_422","C12715"
"Radial Artery","bd4ddd4d-f329-4668-acfa-147b177e5da7","Code","http://www.cdisc.org","2023-12-15","Code_423","C12838"
"Anatomic Site","679475b0-2308-4d30-8039-7355f4e23068","Code","http://www.cdisc.org","2023-12-15","Code_424","C13717"
"Left","d4584b77-973e-4ac1-b1fe-398175e9478d","Code","http://www.cdisc.org","2023-12-15","Code_425","C25229"
"Right","b2698ecc-0790-451e-be38-7e9f7f5fdbc7","Code","http://www.cdisc.org","2023-12-15","Code_426","C25228"
"Laterality","d9619291-abd5-4d6b-a643-74656b6c7d47","Code","http://www.cdisc.org","2023-12-15","Code_427","C25185"
"HR","20a17014-e4c9-4926-98b1-902568fb3682","Code","http://www.cdisc.org","2023-12-15","Code_428","C49677"
"Placebo Control Arm","038e1100-56db-4e5b-881e-51971c40a7ba","Code","http://www.cdisc.org","2023-12-15","Code_123","C174268"
"Data Generated Within Study","1d7c0f21-deb8-46ce-a75d-e34ff4dc9a88","Code","http://www.cdisc.org","2023-12-15","Code_124","C188866"
"Active Comparator Arm","7fd0befc-e921-4750-a504-28fafad30bbb","Code","http://www.cdisc.org","2023-12-15","Code_125","C174267"
"Data Generated Within Study","f0a92ebf-73de-4fa4-8c56-68dba30042fb","Code","http://www.cdisc.org","2023-12-15","Code_126","C188866"
"Active Comparator Arm","f9beaf87-f16d-4c27-9754-3cca5832a44f","Code","http://www.cdisc.org","2023-12-15","Code_127","C174267"
"Data Generated Within Study","ca609021-2101-4dd0-a96f-1cb44c4116ab","Code","http://www.cdisc.org","2023-12-15","Code_128","C188866"
"Double Blind Study","540f96ac-6298-41dc-89e9-3563c471a79e","Code","http://www.cdisc.org","2023-12-15","Code_136","C15228"
"Screening Epoch","fcd6be6d-856a-44fa-a50d-5393f4c40bbd","Code","http://www.cdisc.org","2023-12-15","Code_129","C202487"
"Treatment Epoch","589fb0b1-46eb-4e2b-9de6-f6a532ec60db","Code","http://www.cdisc.org","2023-12-15","Code_130","C101526"
"Treatment Epoch","317bf4e7-753d-4dc8-86c1-0c6a8ce6e0ef","Code","http://www.cdisc.org","2023-12-15","Code_131","C101526"
"Treatment Epoch","0b2eb172-7081-4c9a-9be4-714433847288","Code","http://www.cdisc.org","2023-12-15","Code_132","C101526"
"Follow-Up Epoch","602ca5a5-10c8-4c05-8b92-393da6ad72c7","Code","http://www.cdisc.org","2023-12-15","Code_133","C202578"
"Alzheimer's disease; unspecified","b730b0c4-782b-4a6a-85b8-cd3ef4ac69f6","Code","ICD-10-CM","1","Code_546","G30.9"
"Alzheimer's disease","4c573a05-daef-4c93-8f66-3bb4fa8662e7","Code","SNOMED","January 31, 2018","Code_547","26929004"
"Sponsor","a5379819-02ea-4330-881c-b1491820bd59","Code","http://www.cdisc.org","2023-12-15","Code_142","C70793"
"Primary Objective","c223d46f-8f92-47b5-bd84-02668a6798da","Code","http://www.cdisc.org","2023-12-15","Code_551","C85826"
"Primary Endpoint","02cea381-2f0b-49d1-98c5-1c2d0c80d977","Code","http://www.cdisc.org","2023-12-15","Code_550","C94496"
"Primary Endpoint","8ac8e74a-b783-4da7-9cb1-9b9ba3905c61","Code","http://www.cdisc.org","2023-12-15","Code_552","C94496"
"Primary Objective","1c9eaa03-47e7-4cc9-b81f-ddb01bcd6bc2","Code","http://www.cdisc.org","2023-12-15","Code_554","C85826"
"Primary Endpoint","298422e8-ca3f-4bca-94cd-17c0e052aafb","Code","http://www.cdisc.org","2023-12-15","Code_553","C94496"
"Primary Endpoint","f996f71b-411b-4e65-913c-8afe332cd046","Code","http://www.cdisc.org","2023-12-15","Code_555","C94496"
"Primary Endpoint","11cb5985-6844-4827-b030-726b24b72a1e","Code","http://www.cdisc.org","2023-12-15","Code_556","C94496"
"Secondary Objective","4c3d156f-fd65-4e59-9feb-d8aeb2109f26","Code","http://www.cdisc.org","2023-12-15","Code_558","C85827"
"Secondary Endpoint","c9eb773b-8595-423a-9fa3-5427ce52be13","Code","http://www.cdisc.org","2023-12-15","Code_557","C139173"
"Secondary Endpoint","709a7440-eeb0-4b31-8f99-48f4a86770bf","Code","http://www.cdisc.org","2023-12-15","Code_559","C139173"
"Secondary Endpoint","3b04805d-8257-4357-87bb-0225c87df94a","Code","http://www.cdisc.org","2023-12-15","Code_560","C139173"
"Secondary Objective","76d62777-7b26-49b5-b9b7-91cebb030b77","Code","http://www.cdisc.org","2023-12-15","Code_562","C85827"
"Secondary Endpoint","2447f994-844d-4f88-90a7-bf2684a100cd","Code","http://www.cdisc.org","2023-12-15","Code_561","C139173"
"Secondary Objective","8ce4aba2-4c53-40a2-8663-3cdbaddb7c7b","Code","http://www.cdisc.org","2023-12-15","Code_564","C85827"
"Secondary Endpoint","91e23ad7-466b-4bed-b31a-660f02e8fb1a","Code","http://www.cdisc.org","2023-12-15","Code_563","C139173"
"Secondary Objective","6b53f950-eb4b-41da-86fc-e7a8fbffb1f1","Code","http://www.cdisc.org","2023-12-15","Code_566","C85827"
"Secondary Endpoint","9e81d98a-dc9a-47b9-a8c8-30a1b61bb8e7","Code","http://www.cdisc.org","2023-12-15","Code_565","C139173"
"Both","f05ad3dd-f5d1-4410-baad-537af8fdda24","Code","http://www.cdisc.org","2023-12-15","Code_549","C49636"
"Inclusion Criteria","c7f8bd3c-aa31-4ac6-a94c-4fec7af45496","Code","http://www.cdisc.org","2023-12-15","Code_567","C25532"
"Inclusion Criteria","64526e18-9bb2-481f-b041-61b2fb93e0ff","Code","http://www.cdisc.org","2023-12-15","Code_568","C25532"
"Inclusion Criteria","7838eda3-4a79-4b88-8a0f-12e8195311b6","Code","http://www.cdisc.org","2023-12-15","Code_569","C25532"
"Inclusion Criteria","06070139-bb6a-4685-a7ea-069e726394ce","Code","http://www.cdisc.org","2023-12-15","Code_570","C25532"
"Inclusion Criteria","5a591935-ff44-4e9b-b887-16ec0de374a7","Code","http://www.cdisc.org","2023-12-15","Code_571","C25532"
"Inclusion Criteria","c93f53cd-c3ee-441c-848a-fde6cabca9da","Code","http://www.cdisc.org","2023-12-15","Code_572","C25532"
"Inclusion Criteria","ecca2569-a4fb-48ae-b3e0-ac88c7f8f0b5","Code","http://www.cdisc.org","2023-12-15","Code_573","C25532"
"Inclusion Criteria","307446e7-bdac-4a6d-b554-8cf4320f09ef","Code","http://www.cdisc.org","2023-12-15","Code_574","C25532"
"Exclusion Criteria","b8446bf9-cc40-460e-b309-099b953c954c","Code","http://www.cdisc.org","2023-12-15","Code_575","C25370"
"Exclusion Criteria","1358cf73-11c6-44e5-831e-b7154b26c398","Code","http://www.cdisc.org","2023-12-15","Code_576","C25370"
"Exclusion Criteria","7217f9ba-2fe3-4bbf-8563-9b69d2f2c0f5","Code","http://www.cdisc.org","2023-12-15","Code_577","C25370"
"Exclusion Criteria","3fc4f4bd-f7ea-4259-84ab-e98096b5d275","Code","http://www.cdisc.org","2023-12-15","Code_578","C25370"
"Exclusion Criteria","03eac956-2cda-42c2-acd5-82d50b858587","Code","http://www.cdisc.org","2023-12-15","Code_579","C25370"
"Exclusion Criteria","d7d0357a-c6ab-48f7-9206-fb6ae72ee444","Code","http://www.cdisc.org","2023-12-15","Code_580","C25370"
"Exclusion Criteria","983ae780-1c44-425b-bdd2-60a7f06079b2","Code","http://www.cdisc.org","2023-12-15","Code_581","C25370"
"Exclusion Criteria","7b1f1ed9-140b-4c83-be10-ff64425d85ac","Code","http://www.cdisc.org","2023-12-15","Code_582","C25370"
"Exclusion Criteria","cb3dd9a2-e0e8-47a4-8bd0-644db34663b3","Code","http://www.cdisc.org","2023-12-15","Code_583","C25370"
"Exclusion Criteria","1ad670db-e381-4a8d-ac78-d6a69eddca8e","Code","http://www.cdisc.org","2023-12-15","Code_584","C25370"
"Exclusion Criteria","bf5278f8-0514-4d74-ae35-945b1cbb5d65","Code","http://www.cdisc.org","2023-12-15","Code_585","C25370"
"Exclusion Criteria","48828bee-1de6-4b3c-84f8-780e0b16b283","Code","http://www.cdisc.org","2023-12-15","Code_586","C25370"
"Exclusion Criteria","ebe77c12-dc92-48a0-ac83-dafa8c53140a","Code","http://www.cdisc.org","2023-12-15","Code_587","C25370"
"Exclusion Criteria","3ac03062-f059-48ce-af1a-7387e1e6d2fe","Code","http://www.cdisc.org","2023-12-15","Code_588","C25370"
"Exclusion Criteria","6613a5fc-f792-4d73-b43e-938ad1a6f27d","Code","http://www.cdisc.org","2023-12-15","Code_589","C25370"
"Exclusion Criteria","c2b1a8ef-d533-493f-a45a-336efabaab3c","Code","http://www.cdisc.org","2023-12-15","Code_590","C25370"
"Exclusion Criteria","57099104-c418-42af-b538-faad870e6954","Code","http://www.cdisc.org","2023-12-15","Code_591","C25370"
"Exclusion Criteria","b47d3774-75a2-4cae-b41b-d1a015e376e5","Code","http://www.cdisc.org","2023-12-15","Code_592","C25370"
"Exclusion Criteria","04faa539-5e76-4e11-a372-263f840d3230","Code","http://www.cdisc.org","2023-12-15","Code_593","C25370"
"Exclusion Criteria","d138bdce-5da3-46cf-8a0c-3fb3f8ce79de","Code","http://www.cdisc.org","2023-12-15","Code_594","C25370"
"Exclusion Criteria","41dfef76-7a38-4f0a-b5a0-8eabc1cb1077","Code","http://www.cdisc.org","2023-12-15","Code_595","C25370"
"Exclusion Criteria","c018c064-147f-4c61-b374-3ef2e0c061a3","Code","http://www.cdisc.org","2023-12-15","Code_596","C25370"
"Exclusion Criteria","dfdd3843-7f0f-436b-9b79-625c5967f444","Code","http://www.cdisc.org","2023-12-15","Code_597","C25370"
"Year","cee8d3d7-0b0e-4147-9ca4-6853d2638c5f","Code","http://www.cdisc.org","2023-12-15","Code_548","C29848"
"Before","cba82c96-bc79-43d8-9b79-14a630d48aee","Code","http://www.cdisc.org","2023-12-15","Code_14","C201357"
"Start to Start","eb51f04e-93e1-439f-aed1-d8c7fc027cff","Code","http://www.cdisc.org","2023-12-15","Code_15","C201355"
"Before","dd5b2cf9-876e-4a08-aa5c-d41b59e31014","Code","http://www.cdisc.org","2023-12-15","Code_16","C201357"
"Start to Start","0626d8ee-efb0-4fd7-9448-aa1de2745a9f","Code","http://www.cdisc.org","2023-12-15","Code_17","C201355"
"Fixed Reference","4534a9f9-c18e-4a7a-bb0a-9452122ae717","Code","http://www.cdisc.org","2023-12-15","Code_19","C201358"
"Start to Start","92f3b2c8-6391-4632-a791-b156571c24b8","Code","http://www.cdisc.org","2023-12-15","Code_20","C201355"
"After","4e9c011d-59a3-4aa2-af19-abcfa692cd69","Code","http://www.cdisc.org","2023-12-15","Code_21","C201356"
"Start to Start","25ef1fec-1b07-45b6-8ed8-dad48520fc12","Code","http://www.cdisc.org","2023-12-15","Code_22","C201355"
"After","e8f1ddca-72d5-4012-9c93-5e92e69679d7","Code","http://www.cdisc.org","2023-12-15","Code_24","C201356"
"Start to Start","b7150d41-9fc3-4179-8a6d-8735c17bb923","Code","http://www.cdisc.org","2023-12-15","Code_25","C201355"
"After","343719b7-5640-40b7-9e85-22bfa3db4953","Code","http://www.cdisc.org","2023-12-15","Code_27","C201356"
"Start to Start","adc24a56-a0d1-4325-a50d-9eabca267387","Code","http://www.cdisc.org","2023-12-15","Code_28","C201355"
"After","b756be87-46f2-4f4c-b34f-8851cb8cf294","Code","http://www.cdisc.org","2023-12-15","Code_30","C201356"
"Start to Start","aa2586b3-d33a-43a3-80df-14ff2abbf04d","Code","http://www.cdisc.org","2023-12-15","Code_31","C201355"
"After","a0cb0e7e-cdcc-4337-b279-fcbfcaeefad7","Code","http://www.cdisc.org","2023-12-15","Code_35","C201356"
"Start to Start","b4eb844a-2816-46ad-b7bc-1967ac311572","Code","http://www.cdisc.org","2023-12-15","Code_36","C201355"
"After","9292d40c-071b-4832-8930-3a9b3ae945a4","Code","http://www.cdisc.org","2023-12-15","Code_40","C201356"
"Start to Start","b9d31fbf-1199-494e-9243-bf72c998f3d5","Code","http://www.cdisc.org","2023-12-15","Code_41","C201355"
"After","e5cec833-7f4b-4d92-a3ac-166ff2ae374a","Code","http://www.cdisc.org","2023-12-15","Code_45","C201356"
"Start to Start","2f393f98-f0e2-42f5-bb08-8107d236f5f6","Code","http://www.cdisc.org","2023-12-15","Code_46","C201355"
"After","17890115-bde0-434e-9658-dc2d55eba6b1","Code","http://www.cdisc.org","2023-12-15","Code_50","C201356"
"Start to Start","92acf5bb-910b-48ea-9677-d52164847f54","Code","http://www.cdisc.org","2023-12-15","Code_51","C201355"
"After","c1176a67-523d-4b1c-9f7c-da4a14a589f6","Code","http://www.cdisc.org","2023-12-15","Code_53","C201356"
"Start to Start","f7fb8530-6acf-4a02-a5e5-5dcb58123c8a","Code","http://www.cdisc.org","2023-12-15","Code_54","C201355"
"After","831243ee-c145-45d4-a591-6a9140edc66c","Code","http://www.cdisc.org","2023-12-15","Code_33","C201356"
"Start to Start","ae7e82dc-2009-4ee9-90a9-91ad7a1f4a63","Code","http://www.cdisc.org","2023-12-15","Code_34","C201355"
"After","a4628418-0799-438d-8d05-c3dd01738fd9","Code","http://www.cdisc.org","2023-12-15","Code_38","C201356"
"Start to Start","e4112fc6-55b7-40c3-8194-70349b2f1921","Code","http://www.cdisc.org","2023-12-15","Code_39","C201355"
"After","93596484-e9d5-44d4-9b96-64858afc2da5","Code","http://www.cdisc.org","2023-12-15","Code_43","C201356"
"Start to Start","4bc27d87-a917-4d26-a110-fb3baeb32e2a","Code","http://www.cdisc.org","2023-12-15","Code_44","C201355"
"After","d837fe0c-5487-417f-8634-1fd9e8d2685b","Code","http://www.cdisc.org","2023-12-15","Code_48","C201356"
"Start to Start","4b99da0e-e1d7-4acc-ab6c-cff5f52fc257","Code","http://www.cdisc.org","2023-12-15","Code_49","C201355"
"Fixed Reference","35bfc2a4-db16-4ddf-8e49-7c5fa715c635","Code","http://www.cdisc.org","2023-12-15","Code_56","C201358"
"Start to Start","7b23a158-c426-4b52-b8e0-78ba86224d18","Code","http://www.cdisc.org","2023-12-15","Code_57","C201355"
"Fixed Reference","b757b9f1-38f3-4fd5-acf3-80a9c0e9b2ad","Code","http://www.cdisc.org","2023-12-15","Code_58","C201358"
"Start to Start","162593c8-b8f2-46f7-aa32-2bf85a6268be","Code","http://www.cdisc.org","2023-12-15","Code_59","C201355"
"Fixed Reference","fae2752e-f118-47d0-8f52-752cdd09b447","Code","http://www.cdisc.org","2023-12-15","Code_60","C201358"
"Start to Start","2f8ff487-7dba-436a-b354-4a0994e1d978","Code","http://www.cdisc.org","2023-12-15","Code_61","C201355"
"After","f3c8f752-583d-4edf-a523-020932b4baa4","Code","http://www.cdisc.org","2023-12-15","Code_62","C201356"
"Start to Start","5fa46706-691b-4051-98a2-a6f0911d117e","Code","http://www.cdisc.org","2023-12-15","Code_63","C201355"
"After","137b6616-3ebd-4ee3-af61-3648ea1ac203","Code","http://www.cdisc.org","2023-12-15","Code_64","C201356"
"End to Start","0234ac5d-218b-40dc-bdc4-b9556db22e6a","Code","http://www.cdisc.org","2023-12-15","Code_65","C201353"
"After","c17d0b9a-59cc-4e64-9a2c-51c41f9f025c","Code","http://www.cdisc.org","2023-12-15","Code_66","C201356"
"Start to Start","adf231b3-4697-45ba-842e-1e92404d182d","Code","http://www.cdisc.org","2023-12-15","Code_67","C201355"
"After","3c180a5c-3c03-45c7-9203-1f6e15b339bf","Code","http://www.cdisc.org","2023-12-15","Code_68","C201356"
"End to Start","8ebb2d2c-0b9a-45bc-a9fe-98906f9d8845","Code","http://www.cdisc.org","2023-12-15","Code_69","C201353"
"After","4e62f434-15f1-4ef2-a7a2-c6e54d7e4153","Code","http://www.cdisc.org","2023-12-15","Code_70","C201356"
"Start to Start","baf974ba-cf85-41da-ab89-492c04d90457","Code","http://www.cdisc.org","2023-12-15","Code_71","C201355"
"Clinical Study Sponsor","da8e6b83-6226-4a26-9510-830aea45915f","Code","http://www.cdisc.org","2023-12-15","Code_598","C70793"
"United Kingdom of Great Britain and Northern Ireland","f7035156-7390-414f-878e-ba84d65013c0","Code","ISO 3166 1 alpha3","2020-08","Code_599","GBR"
"Study Acronym","5c5a5132-82c2-4c46-a77c-f963823a0ef6","Code","http://www.cdisc.org","2023-12-15","Code_3","C94108"
"Brief Study Title","93742f6f-47ef-43a0-b66b-f876789ddc11","Code","http://www.cdisc.org","2023-12-15","Code_5","C99905x1"
"Official Study Title","39981526-23f4-4a4d-b516-23d1679925e5","Code","http://www.cdisc.org","2023-12-15","Code_6","C99905x2"
"Public Study Title","01be4a7a-de47-4efb-9717-9d6427c3923c","Code","http://www.cdisc.org","2023-12-15","Code_7","C99905x3"
"Final","bd66c5aa-863f-4220-a4cb-753e04a733f7","Code","http://www.cdisc.org","2023-12-15","Code_8","C25508"
"Protocol Effective Date","0a540a78-2b22-481d-b614-b1673a3986a8","Code","http://www.cdisc.org","2023-12-15","Code_11","C99903x1"
"Region","bc86b644-af13-4857-942b-d9910c46a5d6","Code","http://www.cdisc.org","2023-12-15","Code_13","C41129"
"Europe","0320f767-988b-41bd-a84c-8e76e80a42dc","Code","ISO 3166 1 alpha3","2020-08","Code_12","150"
