"code","codeSystem","codeSystemVersion","instanceType","uuid:ID","id","decode"
"C62164","http://www.cdisc.org","2023-12-15","Code","85ab55ed-3cf8-4d8c-9cae-2b99732179b7","Code_384","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","c5555969-aa07-43f0-af0d-0000a5145ac2","Code_385","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","85e07179-852e-4972-9d29-90129a47f2e0","Code_386","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","a634cfd8-233f-46ac-98d7-f0cdc5ee538e","Code_387","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","ba4f41f9-c01a-4c87-a9a9-9273900c41db","Code_388","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","991235ca-a249-4014-b8c2-c1b4ece68fa9","Code_389","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","1850ba64-daa7-475c-b1f2-5caf1a47fc34","Code_390","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","dd25cf0d-89a1-49cb-b840-9988f6f69b07","Code_391","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","6cf26fbf-82d6-4500-ba39-fd6c8ccf88f2","Code_392","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","fb98d23e-c26d-48c8-a89b-35385d4e0103","Code_393","Laterality"
"C25298","http://www.cdisc.org","2023-12-15","Code","dea1a8e8-fe7f-413e-b2d6-95ab4bf8f998","Code_394","SYSBP"
"C25299","http://www.cdisc.org","2023-12-15","Code","872304d7-f50b-4f06-9c7f-05af787610fe","Code_395","DIABP"
"C77140","http://www.cdisc.org","2023-12-15","Code","5239c822-fef2-4aa0-bb66-a8e422b5351e","Code_396","Clinical Test Result"
"C49669","http://www.cdisc.org","2023-12-15","Code","54b3c99a-902b-455a-8c1a-3b79b2857c96","Code_397","Unit of Pressure"
"C62122","http://www.cdisc.org","2023-12-15","Code","275faeaf-0cb4-429c-999d-8e5f1e7279e0","Code_398","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","d38ab9d2-026a-4e79-ab27-e1c131724b13","Code_399","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","34209316-1faf-4e12-81cd-8941476e02b7","Code_400","Supine Position"
"C62164","http://www.cdisc.org","2023-12-15","Code","6afaee37-46e9-4f54-9e59-0a8b9fe5a34f","Code_401","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","5253810e-21c0-49bd-9e6b-0c46e0ff2b7f","Code_402","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","75e35392-391d-441b-89fc-7204646cce1c","Code_403","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","37592df6-5f9d-47a8-8d86-4823b06798c4","Code_404","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","a47b4271-eb39-4050-b3d4-ed5b3f41964d","Code_405","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","d20882f1-40aa-4c0c-a4ca-38847ae11741","Code_406","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","fe0057f8-38da-49e0-8aa5-25d28e93ef67","Code_407","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","726f9d4f-0ef7-42aa-bc4c-c84e4218b12c","Code_408","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","fcbcceea-15e0-4182-8066-819bf79d3dca","Code_409","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","9af80475-917e-4ac8-9d17-d921acd0c7bd","Code_410","Laterality"
"C25299","http://www.cdisc.org","2023-12-15","Code","b27be818-b5eb-436b-bd6e-d4b49d863099","Code_411","DIABP"
"C49677","http://www.cdisc.org","2023-12-15","Code","3a674d6c-8c74-4392-ad25-ccc340b67134","Code_412","HR"
"C77140","http://www.cdisc.org","2023-12-15","Code","293ef76e-ca9f-491a-9f24-e4c557e5d4a5","Code_413","Clinical Test Result"
"C73688","http://www.cdisc.org","2023-12-15","Code","783e463b-25e7-44d4-a916-9abc3a3a6d78","Code_414","Count per Minute"
"C62122","http://www.cdisc.org","2023-12-15","Code","ceb199fb-2439-480f-b469-f4ddff69f4a4","Code_415","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","fbdf6d13-72d8-472f-87ad-df6a140a0731","Code_416","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","40aa9308-ec8a-4995-b75f-e1d5672a48a4","Code_417","Supine Position"
"C62164","http://www.cdisc.org","2023-12-15","Code","d2d94437-1c13-4646-bea1-93c0c3abfa05","Code_418","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","a67370c5-e242-40dd-8366-ca7c65e30e16","Code_419","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","b50e995a-c663-413d-9649-190bd92df9e4","Code_420","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","3b2aa088-126d-453a-b416-0155651bcc22","Code_421","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","1e3194ac-0011-4361-af6e-e09e4bb086dd","Code_422","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","a843506c-8816-4f18-907e-129c8f5e9e72","Code_423","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","db4cffdb-bb0d-4709-b359-9d60cd90e737","Code_424","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","8db3b762-075f-4eae-a908-0d2ea82b9f78","Code_425","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","6f1d4a9b-f601-425a-a90d-3e167453636b","Code_426","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","bfe17f26-8b94-422c-90d0-288ab7b9bfe4","Code_427","Laterality"
"C49677","http://www.cdisc.org","2023-12-15","Code","8b6ad272-c9fd-4b90-80b7-439fd765d61c","Code_428","HR"
"C174268","http://www.cdisc.org","2023-12-15","Code","94bde0b1-8098-4ece-8d87-4ef3aa736398","Code_123","Placebo Comparator Arm"
"C188866","http://www.cdisc.org","2023-12-15","Code","e3811be0-f833-4463-90bf-783d17ae7724","Code_124","Data Generated Within Study"
"C174267","http://www.cdisc.org","2023-12-15","Code","6142082f-098e-46e6-84ce-f152438ba244","Code_125","Active Comparator Arm"
"C188866","http://www.cdisc.org","2023-12-15","Code","9e6458a6-c7f2-4696-b7a2-60c3224a7b6e","Code_126","Data Generated Within Study"
"C174267","http://www.cdisc.org","2023-12-15","Code","b847e2f6-8085-412b-9700-afe9fd057cf6","Code_127","Active Comparator Arm"
"C188866","http://www.cdisc.org","2023-12-15","Code","8f5e86ce-0ccd-4e4c-a1ab-dc2048a18964","Code_128","Data Generated Within Study"
"C15228","http://www.cdisc.org","2023-12-15","Code","fe09d9fd-2acf-4e29-b237-e3a5ac44f615","Code_136","Double Blind Study"
"C202487","http://www.cdisc.org","2023-12-15","Code","2d719fc6-8d30-44f7-91bf-ee994b598cc2","Code_129","Screening Epoch"
"C101526","http://www.cdisc.org","2023-12-15","Code","3a70c4b9-8c6a-4ee6-adff-71549309b00a","Code_130","Treatment Epoch"
"C101526","http://www.cdisc.org","2023-12-15","Code","83e79bde-14e2-46d7-a7a7-d5310eb205c7","Code_131","Treatment Epoch"
"C101526","http://www.cdisc.org","2023-12-15","Code","57d166f0-be8d-4a54-95c0-8a8873017477","Code_132","Treatment Epoch"
"C202578","http://www.cdisc.org","2023-12-15","Code","33d229fd-14a5-4fd7-89ae-dfc58b92084f","Code_133","Follow-Up Epoch"
"G30.9","ICD-10-CM","1","Code","2abcca40-06ff-4f2d-919e-97571d2cbbcb","Code_546","Alzheimer's disease; unspecified"
"26929004","SNOMED","January 31, 2018","Code","d71954dd-0806-4dee-bf7d-721614a53dda","Code_547","Alzheimer's disease"
"C70793","http://www.cdisc.org","2023-12-15","Code","f48daced-5158-4533-874e-93b2eef2d827","Code_142","Sponsor"
"C85826","http://www.cdisc.org","2023-12-15","Code","9416066a-f1ec-4f4f-a481-09a23fba2593","Code_551","Primary Objective"
"C94496","http://www.cdisc.org","2023-12-15","Code","44b19f4b-d27d-4884-aa9b-8d0777285edf","Code_550","Primary Endpoint"
"C94496","http://www.cdisc.org","2023-12-15","Code","c2b5c21e-639f-4adf-8d7e-7f9c39506a04","Code_552","Primary Endpoint"
"C85826","http://www.cdisc.org","2023-12-15","Code","1ef6e494-f10b-4f19-803a-06c319906d8c","Code_554","Primary Objective"
"C94496","http://www.cdisc.org","2023-12-15","Code","e90f236a-11aa-4e76-b58b-232990af9ee7","Code_553","Primary Endpoint"
"C94496","http://www.cdisc.org","2023-12-15","Code","9b46df44-f666-4292-9d65-90c619d79487","Code_555","Primary Endpoint"
"C94496","http://www.cdisc.org","2023-12-15","Code","c5a34420-d3ba-4fda-bd38-b476ecf2e7e3","Code_556","Primary Endpoint"
"C85827","http://www.cdisc.org","2023-12-15","Code","f498bc9b-1557-4f16-8f1f-c3700582dbe1","Code_558","Secondary Objective"
"C139173","http://www.cdisc.org","2023-12-15","Code","8206b5b5-1ef7-4343-b804-26fd900dfa4d","Code_557","Secondary Endpoint"
"C139173","http://www.cdisc.org","2023-12-15","Code","8bdf808c-8c49-41bc-b7d3-baa17c0bbb8b","Code_559","Secondary Endpoint"
"C139173","http://www.cdisc.org","2023-12-15","Code","278e7f82-5f8d-4d1c-aa07-b785739b46c0","Code_560","Secondary Endpoint"
"C85827","http://www.cdisc.org","2023-12-15","Code","35d774ed-3866-4fd6-bcee-30a03b2933fd","Code_562","Secondary Objective"
"C139173","http://www.cdisc.org","2023-12-15","Code","09447251-4421-4940-9ebd-e2df9f9c8c24","Code_561","Secondary Endpoint"
"C85827","http://www.cdisc.org","2023-12-15","Code","21c3bc9c-71dd-4d76-a261-237429d36579","Code_564","Secondary Objective"
"C139173","http://www.cdisc.org","2023-12-15","Code","abe41308-f0a3-46c1-9da6-965423651a14","Code_563","Secondary Endpoint"
"C85827","http://www.cdisc.org","2023-12-15","Code","c6abee48-f481-4bf2-ae04-c79f1baa164d","Code_566","Secondary Objective"
"C139173","http://www.cdisc.org","2023-12-15","Code","d216ebe8-77e5-46d1-9659-4dfb1106e670","Code_565","Secondary Endpoint"
"C49636","http://www.cdisc.org","2023-12-15","Code","d07bf2db-f7c8-4c8f-98f7-1aff176af307","Code_549","Both"
"C25532","http://www.cdisc.org","2023-12-15","Code","93db74eb-5a6f-48d7-a0b2-e1c1d51efcb9","Code_567","Inclusion Criteria"
"C25532","http://www.cdisc.org","2023-12-15","Code","7f724c87-e931-419a-81b1-0b0786051b8d","Code_568","Inclusion Criteria"
"C25532","http://www.cdisc.org","2023-12-15","Code","900a75e8-e002-4a38-87ba-5435bb70fb01","Code_569","Inclusion Criteria"
"C25532","http://www.cdisc.org","2023-12-15","Code","2ad350b2-b89a-4306-8711-0d072e21fd3a","Code_570","Inclusion Criteria"
"C25532","http://www.cdisc.org","2023-12-15","Code","c11ec9cc-22ad-4bba-b612-502224d5aee0","Code_571","Inclusion Criteria"
"C25532","http://www.cdisc.org","2023-12-15","Code","712e7122-00ec-4500-84b6-a4039903bb26","Code_572","Inclusion Criteria"
"C25532","http://www.cdisc.org","2023-12-15","Code","8e1c6383-5c31-4d09-a67b-98db01ee77cd","Code_573","Inclusion Criteria"
"C25532","http://www.cdisc.org","2023-12-15","Code","623fe16e-405f-4565-a283-b61ac4509b5c","Code_574","Inclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","fbfa407a-c304-435e-8d9c-25336662ac91","Code_575","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","0934f748-b5a0-4ffc-b9d5-2138f2ef754d","Code_576","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","68a7ffe3-5027-4eb6-b8ab-6c6ed2a46017","Code_577","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","e35b08d5-b12a-4841-8d8d-a536343f664a","Code_578","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","90337ba2-2af2-47b4-8d46-be31c9e73c95","Code_579","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","686c72ec-d228-4cb7-80fe-4fff7facc271","Code_580","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","fd23494a-3581-474a-83ae-e0851d72b06f","Code_581","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","5dc07a9c-6578-493a-a575-a834949b99e9","Code_582","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","e7a2360f-5fb3-4a6f-a63d-2c6deec27002","Code_583","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","a4ae0626-e21f-4fea-a4d3-9e3247e9952a","Code_584","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","ef16520d-8f69-414a-a6d9-a4b2f786a944","Code_585","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","6a4d06f5-f2d6-44a3-9188-5e800ca3e6b8","Code_586","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","67e21481-2e0c-441d-8f90-b45403b4ff39","Code_587","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","cc0cc99b-a358-4f83-83e1-58923772c018","Code_588","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","8d78e34c-e14a-4fa4-89ee-316ea556cf65","Code_589","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","71feb872-8fbd-4d2e-86b0-8004945c5d1b","Code_590","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","4ea80631-ed65-49a6-90c4-c02d967eba96","Code_591","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","c76f6094-a68e-4f71-882e-2f8dd51850be","Code_592","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","08948740-a580-4e85-af9b-c99492d53b3d","Code_593","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","302cdc0b-55ee-4f9a-ae08-6ab8225cfa90","Code_594","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","347a2a75-32c3-4e42-b902-f3aa68962ba5","Code_595","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","b8db6b61-619d-4bad-92ac-3e1a24087b46","Code_596","Exclusion Criteria"
"C25370","http://www.cdisc.org","2023-12-15","Code","39ed1102-8d9b-4be7-80c4-f0a5b8617782","Code_597","Exclusion Criteria"
"C29848","http://www.cdisc.org","2023-12-15","Code","2f98d822-f802-4d67-b919-9aa8ac6a3e01","Code_548","Year"
"C201357","http://www.cdisc.org","2023-12-15","Code","5fcdd7d9-ca5f-4f13-ac2e-c003e080e6b8","Code_14","Before"
"C201355","http://www.cdisc.org","2023-12-15","Code","da9c0d54-b931-4b91-a665-ece4fad1b91e","Code_15","Start to Start"
"C201357","http://www.cdisc.org","2023-12-15","Code","73f48700-f41c-4110-a6cf-02a913221f00","Code_16","Before"
"C201355","http://www.cdisc.org","2023-12-15","Code","bbbb9b81-5440-4c3a-ba45-0924632fd400","Code_17","Start to Start"
"C201358","http://www.cdisc.org","2023-12-15","Code","5fc8eb96-f436-48a4-867b-4c31debb6e7b","Code_19","Fixed Reference"
"C201355","http://www.cdisc.org","2023-12-15","Code","e8b0f0d4-105b-4091-9f4c-0467d7b5d490","Code_20","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","faa432d3-098a-41b7-864a-a946b7d8475e","Code_21","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","1d103a1a-9eac-4477-9a40-ba8b33ae8d4a","Code_22","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","0061c90e-36ed-44d4-9972-09d87299acdb","Code_24","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","2d058092-cb0a-4d7f-8087-939e74dc2aba","Code_25","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","e1b39df4-6a52-4249-b90a-3f25d8d03c55","Code_27","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","43c3bcb4-a2f8-43e3-82a8-cd18123f53da","Code_28","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","1c244bc7-0159-4754-b0f9-4a00b6d34cce","Code_30","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","8df539ac-2515-462f-ad99-c8b40f733ce3","Code_31","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","dc8badd6-c09b-4ec3-ad80-6ca9898bf917","Code_35","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","e399bc79-68c0-423d-8a42-bd947c08756a","Code_36","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","af15d5e5-ce68-40f0-a99e-cafb72a67f04","Code_40","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","9455d66c-b2ca-4a64-ba1f-de2d52f29159","Code_41","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","bcd247ba-e931-4df4-83c7-d9833dbc1299","Code_45","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","3fe32fb3-9abd-4bef-ba05-0005838d038a","Code_46","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","03e87dc8-7633-47ab-b08b-e7832b41ea7d","Code_50","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","2894b7ba-8ad6-4eb9-899e-3bedc5eb77ec","Code_51","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","366a42ec-cd58-42e4-bf28-1f411d6eb828","Code_53","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","1e5c5093-6597-46f0-9538-e34eaba3f0c6","Code_54","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","a9105b82-de49-45d3-94d4-8bee5e3fb1bd","Code_33","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","69f683c1-2323-4505-a155-231a1019b0a0","Code_34","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","69a340f1-b152-456c-9fd9-299b7e88effa","Code_38","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","09a96f49-54cb-4633-9ec7-65c87bc14c8f","Code_39","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","70fa8fd4-03a1-45a8-9cc5-54117cc126d9","Code_43","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","b881755b-ddf2-4334-9353-0924446a4883","Code_44","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","cc955481-dcc0-4745-b794-52b21621f396","Code_48","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","136a0f77-eabd-4754-ad11-f728a3faeeee","Code_49","Start to Start"
"C201358","http://www.cdisc.org","2023-12-15","Code","41d8da11-066b-4956-b0f8-20cc6343aece","Code_56","Fixed Reference"
"C201355","http://www.cdisc.org","2023-12-15","Code","912d2ebd-1d29-4eb6-b317-540bc6922f32","Code_57","Start to Start"
"C201358","http://www.cdisc.org","2023-12-15","Code","a92157ac-e1aa-476c-b85f-686255b8e1c6","Code_58","Fixed Reference"
"C201355","http://www.cdisc.org","2023-12-15","Code","ea201668-83b3-43e0-812f-f1a870d339b1","Code_59","Start to Start"
"C201358","http://www.cdisc.org","2023-12-15","Code","00c55502-6c5f-4772-a04c-3a2e2b314a72","Code_60","Fixed Reference"
"C201355","http://www.cdisc.org","2023-12-15","Code","ea0e8ca8-e47b-40f5-a248-ee833fb61ff8","Code_61","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","4209f0f2-48e2-4d2f-be22-46a4a9320831","Code_62","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","4d412fb4-d97b-410e-8a3b-ef3c7e686b6a","Code_63","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","de68442d-3839-45bd-b555-9567c5729c0f","Code_64","After"
"C201353","http://www.cdisc.org","2023-12-15","Code","ce0abca2-6813-4b70-96bf-409008de814e","Code_65","End to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","eb215e5b-1edb-456d-bc75-6ab13898bdff","Code_66","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","0c3aba0a-dda1-4c34-a529-717561e1ef5c","Code_67","Start to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","e2fa6836-b547-44dd-8c98-335f71206366","Code_68","After"
"C201353","http://www.cdisc.org","2023-12-15","Code","ca5a2a4f-526c-4aad-a5ed-97725c6b0b78","Code_69","End to Start"
"C201356","http://www.cdisc.org","2023-12-15","Code","134a5fc5-5f16-4196-9fe4-bd09315a8196","Code_70","After"
"C201355","http://www.cdisc.org","2023-12-15","Code","d3f91b60-91fa-4a58-901f-7d06cc8b8169","Code_71","Start to Start"
"C70793","http://www.cdisc.org","2023-12-15","Code","5d337895-408c-4eb0-a4b9-cc48b5b1b97b","Code_598","Clinical Study Sponsor"
"GBR","ISO 3166 1 alpha3","2020-08","Code","276afb5c-ee81-4f7f-861f-080535220c72","Code_599","United Kingdom of Great Britain and Northern Ireland"
"C94108","http://www.cdisc.org","2023-12-15","Code","9338c231-c949-492c-bdc9-b04e7e343515","Code_3","Study Acronym"
"C99905x1","http://www.cdisc.org","2023-12-15","Code","87cad12f-3691-40be-bc5d-37bb015faadf","Code_5","Brief Study Title"
"C99905x2","http://www.cdisc.org","2023-12-15","Code","4dd0d532-eab2-4758-aa52-6f3c7b879829","Code_6","Official Study Title"
"C99905x3","http://www.cdisc.org","2023-12-15","Code","9f9b70f6-b033-4fcb-abdf-167286a92382","Code_7","Public Study Title"
"C25508","http://www.cdisc.org","2023-12-15","Code","f3dc3440-be66-4bb0-b994-5b269dfc5282","Code_8","Final"
"C99903x1","http://www.cdisc.org","2023-12-15","Code","d0a4657e-f578-4b7c-81d0-3a2761146e6f","Code_11","Protocol Effective Date"
"C41129","http://www.cdisc.org","2023-12-15","Code","cb11d3e7-984c-4ca4-bd79-8b10f5d83817","Code_13","Region"
"150","ISO 3166 1 alpha3","2020-08","Code","2a987284-5e8f-4d1a-a72f-fcf18d49e349","Code_12","Europe"
