"instanceType","code","uuid:ID","codeSystem","id","decode","codeSystemVersion"
"Code","C62122","aaaf22b0-5530-439b-a327-f20cb74de5bd","http://www.cdisc.org","Code_381","Sitting","2023-12-15"
"Code","C62166","ad17b39c-6559-4bd1-a286-e567a1888b44","http://www.cdisc.org","Code_382","Standing","2023-12-15"
"Code","C62167","d60dc64c-faff-4419-af3e-9e479b027aef","http://www.cdisc.org","Code_383","Supine Position","2023-12-15"
"Code","C62164","3939635b-90b6-4ec0-ab73-206d7fb9c8a7","http://www.cdisc.org","Code_384","Body Position","2023-12-15"
"Code","C12681","ae9416d1-14ff-451c-83b4-2bc8714f0e99","http://www.cdisc.org","Code_385","Brachial Artery","2023-12-15"
"Code","C12687","a7e351b4-6253-421d-bf60-d308261d4809","http://www.cdisc.org","Code_386","Common Carotid Artery","2023-12-15"
"Code","C32478","5c411ad5-049e-4834-9fd7-61fa72f5c50b","http://www.cdisc.org","Code_387","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","da88dcdf-2a19-4748-a369-35ccfbd76d2c","http://www.cdisc.org","Code_388","Femoral Artery","2023-12-15"
"Code","C12838","25256fbd-da90-4786-bd9e-e1a440dc63ac","http://www.cdisc.org","Code_389","Radial Artery","2023-12-15"
"Code","C13717","ba446090-708f-4def-a9fa-431733fe05e4","http://www.cdisc.org","Code_390","Anatomic Site","2023-12-15"
"Code","C25229","762e17d5-dd48-4fed-913c-b6def7fab007","http://www.cdisc.org","Code_391","Left","2023-12-15"
"Code","C25228","cb1b69be-c460-4223-aa3d-96d71e14de42","http://www.cdisc.org","Code_392","Right","2023-12-15"
"Code","C25185","be5e7b94-cabe-4a3c-b0d2-00256c911862","http://www.cdisc.org","Code_393","Laterality","2023-12-15"
"Code","C25298","1d74b665-7b97-4def-b3de-33e3ddf40e2d","http://www.cdisc.org","Code_394","SYSBP","2023-12-15"
"Code","C25299","b1c50516-13c2-491f-9a57-6166f078a1aa","http://www.cdisc.org","Code_395","DIABP","2023-12-15"
"Code","C77140","2473e258-4fba-4a1a-9917-ebcf9a2591d6","http://www.cdisc.org","Code_396","Clinical Test Result","2023-12-15"
"Code","C49669","48db8697-bbea-478e-ac42-3d6b0b35d72f","http://www.cdisc.org","Code_397","Unit of Pressure","2023-12-15"
"Code","C62122","7dcbf1b1-39e2-4d43-b808-4f6d9e13b83a","http://www.cdisc.org","Code_398","Sitting","2023-12-15"
"Code","C62166","fbf31241-44c0-4738-b0e4-9d9d84caf1d5","http://www.cdisc.org","Code_399","Standing","2023-12-15"
"Code","C62167","b4899f77-852c-442e-baff-9521b65d94d4","http://www.cdisc.org","Code_400","Supine Position","2023-12-15"
"Code","C62164","5629e820-051c-4d67-a1da-8a6d4fe81229","http://www.cdisc.org","Code_401","Body Position","2023-12-15"
"Code","C12681","71a89b5e-a261-4219-bcd1-ff74f34962ab","http://www.cdisc.org","Code_402","Brachial Artery","2023-12-15"
"Code","C12687","ccec7147-fafa-41db-be66-c9f7229024ec","http://www.cdisc.org","Code_403","Common Carotid Artery","2023-12-15"
"Code","C32478","fd2f3419-801c-4569-bd32-5ca1ce6af0d9","http://www.cdisc.org","Code_404","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","21ad3119-6626-4888-ae00-2dad1f1e1942","http://www.cdisc.org","Code_405","Femoral Artery","2023-12-15"
"Code","C12838","96092c63-5edb-4650-b4e2-aba53e1e8d25","http://www.cdisc.org","Code_406","Radial Artery","2023-12-15"
"Code","C13717","6e0a190c-d76d-4041-bd2b-02de98cd33b6","http://www.cdisc.org","Code_407","Anatomic Site","2023-12-15"
"Code","C25229","5fb14bda-e42c-4b56-83f2-4cb8e896e33d","http://www.cdisc.org","Code_408","Left","2023-12-15"
"Code","C25228","b5bef373-849e-4b9e-a370-788caee4d759","http://www.cdisc.org","Code_409","Right","2023-12-15"
"Code","C25185","702a1163-9081-4c15-b3f4-e1d3c6360283","http://www.cdisc.org","Code_410","Laterality","2023-12-15"
"Code","C25299","3ef6760c-4c0a-40ff-bffd-4c5e0e8b9850","http://www.cdisc.org","Code_411","DIABP","2023-12-15"
"Code","C49677","e15966e8-6646-4c25-8d6d-b1d05429255c","http://www.cdisc.org","Code_412","HR","2023-12-15"
"Code","C77140","6126ba8f-8f86-46c0-9778-943168e547ea","http://www.cdisc.org","Code_413","Clinical Test Result","2023-12-15"
"Code","C73688","dec096cf-6e1a-4ee1-b42b-c49d96e8da72","http://www.cdisc.org","Code_414","Count per Minute","2023-12-15"
"Code","C62122","527c4de6-5abb-4b79-92b9-fe0494a03229","http://www.cdisc.org","Code_415","Sitting","2023-12-15"
"Code","C62166","f74c1ed2-67ce-40e4-8329-43ecfb3b74c8","http://www.cdisc.org","Code_416","Standing","2023-12-15"
"Code","C62167","0291bdfb-2fbd-4247-aa56-f3812553f34c","http://www.cdisc.org","Code_417","Supine Position","2023-12-15"
"Code","C62164","36260b4a-09af-4d47-9d59-2f97579ccde5","http://www.cdisc.org","Code_418","Body Position","2023-12-15"
"Code","C12681","0fab6db6-2633-425d-aaea-8a39e46ac196","http://www.cdisc.org","Code_419","Brachial Artery","2023-12-15"
"Code","C12687","84a4fbc5-64db-4f0b-b71e-b4bfe5c88f5d","http://www.cdisc.org","Code_420","Common Carotid Artery","2023-12-15"
"Code","C32478","64e3a387-2b59-4313-8460-473ffed0031a","http://www.cdisc.org","Code_421","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","aef1fafa-6277-4391-a1e2-e57747046a42","http://www.cdisc.org","Code_422","Femoral Artery","2023-12-15"
"Code","C12838","689d4786-63b7-4654-87b2-b2430289273b","http://www.cdisc.org","Code_423","Radial Artery","2023-12-15"
"Code","C13717","7a5a4cc5-6003-41d9-831a-b79f493a489b","http://www.cdisc.org","Code_424","Anatomic Site","2023-12-15"
"Code","C25229","62b9281f-43b1-411e-ab4b-8856d8bbdd36","http://www.cdisc.org","Code_425","Left","2023-12-15"
"Code","C25228","a66b3f0e-8b5f-4ed1-81ea-4069c4469a26","http://www.cdisc.org","Code_426","Right","2023-12-15"
"Code","C25185","148e583e-2d23-4f73-aced-a6d949843c9a","http://www.cdisc.org","Code_427","Laterality","2023-12-15"
"Code","C49677","4341fe4d-8268-4258-bcd2-84625dc5276c","http://www.cdisc.org","Code_428","HR","2023-12-15"
"Code","C174268","25a22b11-562a-476f-b5d0-086ba3d8901c","http://www.cdisc.org","Code_123","Placebo Comparator Arm","2023-12-15"
"Code","C188866","9d8724e3-e6ba-40f8-a34d-065626235466","http://www.cdisc.org","Code_124","Data Generated Within Study","2023-12-15"
"Code","C174267","fae3f0bb-5245-4071-8e42-78c4d62facbc","http://www.cdisc.org","Code_125","Active Comparator Arm","2023-12-15"
"Code","C188866","1aea011d-95d9-4c02-bef0-69b4d5b3f889","http://www.cdisc.org","Code_126","Data Generated Within Study","2023-12-15"
"Code","C174267","3b2466a6-cc89-4ce6-8f33-45b7267b95b1","http://www.cdisc.org","Code_127","Active Comparator Arm","2023-12-15"
"Code","C188866","b7bf79d1-34f9-4bfb-aba4-ed4b46120908","http://www.cdisc.org","Code_128","Data Generated Within Study","2023-12-15"
"Code","C15228","c36eb153-0e03-4ce6-b6be-20006352d91b","http://www.cdisc.org","Code_136","Double Blind Study","2023-12-15"
"Code","C202487","765df5be-7a89-45c5-b95e-e448f0b5f9f6","http://www.cdisc.org","Code_129","Screening Epoch","2023-12-15"
"Code","C101526","aff31b31-cca0-429e-b000-cf3f528050ca","http://www.cdisc.org","Code_130","Treatment Epoch","2023-12-15"
"Code","C101526","180d8dbf-2a21-41b4-8aed-0558ddb41097","http://www.cdisc.org","Code_131","Treatment Epoch","2023-12-15"
"Code","C101526","3a07ba1a-15c9-4264-b3cf-0f041f05e5eb","http://www.cdisc.org","Code_132","Treatment Epoch","2023-12-15"
"Code","C202578","432c1514-d1d6-4218-9f0e-c59694798ec9","http://www.cdisc.org","Code_133","Follow-Up Epoch","2023-12-15"
"Code","G30.9","8309eb00-90c6-4705-817c-26f1003fa30c","ICD-10-CM","Code_546","Alzheimer's disease; unspecified","1"
"Code","26929004","d9866e23-da74-4ab6-827e-601ea4f9b7a4","SNOMED","Code_547","Alzheimer's disease","January 31, 2018"
"Code","C70793","93c15a2f-d843-4516-9a9d-ac4aa9f9c944","http://www.cdisc.org","Code_142","Sponsor","2023-12-15"
"Code","C85826","6a64920a-66f6-4bbe-b253-20e24503b4ca","http://www.cdisc.org","Code_551","Primary Objective","2023-12-15"
"Code","C94496","7fe2b647-8a5f-49cf-b619-c3496b5646de","http://www.cdisc.org","Code_550","Primary Endpoint","2023-12-15"
"Code","C94496","0a06ea48-3707-4ff6-83ae-117a75b61790","http://www.cdisc.org","Code_552","Primary Endpoint","2023-12-15"
"Code","C85826","543bba69-57f9-4e0f-a733-7a8be5587a74","http://www.cdisc.org","Code_554","Primary Objective","2023-12-15"
"Code","C94496","5fc3ae2c-9e62-4408-9a3d-9aa1adacb2c9","http://www.cdisc.org","Code_553","Primary Endpoint","2023-12-15"
"Code","C94496","dcaeaf4e-7f98-4899-b8e4-56895a1a7681","http://www.cdisc.org","Code_555","Primary Endpoint","2023-12-15"
"Code","C94496","14a7d588-b5ab-42c5-b19c-800f5b066b94","http://www.cdisc.org","Code_556","Primary Endpoint","2023-12-15"
"Code","C85827","78b7005b-f058-44fa-b483-d5d9b28b27b5","http://www.cdisc.org","Code_558","Secondary Objective","2023-12-15"
"Code","C139173","f7e353c5-e06c-4505-a46b-5fa4beb27e36","http://www.cdisc.org","Code_557","Secondary Endpoint","2023-12-15"
"Code","C139173","82a542d3-51a6-40fc-9a8f-7819b300779f","http://www.cdisc.org","Code_559","Secondary Endpoint","2023-12-15"
"Code","C139173","b5ec6446-5c9b-4703-89d4-b01d04eb1c14","http://www.cdisc.org","Code_560","Secondary Endpoint","2023-12-15"
"Code","C85827","c2cff3d0-5ec5-4150-8218-0c2ec755e0c7","http://www.cdisc.org","Code_562","Secondary Objective","2023-12-15"
"Code","C139173","da77caff-80ef-49c6-b3fe-8903e5a4fbda","http://www.cdisc.org","Code_561","Secondary Endpoint","2023-12-15"
"Code","C85827","148079ce-4aa9-4af2-b1d6-c80832ffe846","http://www.cdisc.org","Code_564","Secondary Objective","2023-12-15"
"Code","C139173","5a50c55b-7646-4d2f-acc2-db26541f11ab","http://www.cdisc.org","Code_563","Secondary Endpoint","2023-12-15"
"Code","C85827","41844dcd-47f4-4db1-8294-2b59e3cd41d8","http://www.cdisc.org","Code_566","Secondary Objective","2023-12-15"
"Code","C139173","40af70ac-a3b7-4b73-a74c-df377a14f438","http://www.cdisc.org","Code_565","Secondary Endpoint","2023-12-15"
"Code","C49636","2a349267-1a59-49bc-addd-858059780e4d","http://www.cdisc.org","Code_549","Both","2023-12-15"
"Code","C25532","4abd0ea9-8a83-4d3a-a9ba-daecbbc8ee8b","http://www.cdisc.org","Code_567","Inclusion Criteria","2023-12-15"
"Code","C25532","83c7cf25-3130-4d7f-9080-2548bccd8d09","http://www.cdisc.org","Code_568","Inclusion Criteria","2023-12-15"
"Code","C25532","66ea70a6-422f-4388-97fd-aa469a1df55d","http://www.cdisc.org","Code_569","Inclusion Criteria","2023-12-15"
"Code","C25532","4b269349-bae2-4174-a884-cfb1731e8fe8","http://www.cdisc.org","Code_570","Inclusion Criteria","2023-12-15"
"Code","C25532","c721dfef-d32a-4c61-ad93-f45379368852","http://www.cdisc.org","Code_571","Inclusion Criteria","2023-12-15"
"Code","C25532","303da845-f7ac-4165-a57d-eb42e32a05c3","http://www.cdisc.org","Code_572","Inclusion Criteria","2023-12-15"
"Code","C25532","c538c49f-2e6e-486c-8a3e-23f0dd363f71","http://www.cdisc.org","Code_573","Inclusion Criteria","2023-12-15"
"Code","C25532","16524579-cbc3-4a3e-acc1-b03efb1881e8","http://www.cdisc.org","Code_574","Inclusion Criteria","2023-12-15"
"Code","C25370","6468c215-306b-4608-950d-52c5aeaac191","http://www.cdisc.org","Code_575","Exclusion Criteria","2023-12-15"
"Code","C25370","dd5bbe6e-48a5-4114-8943-328756999cf8","http://www.cdisc.org","Code_576","Exclusion Criteria","2023-12-15"
"Code","C25370","ca22e63a-59aa-4bd8-8be0-4737090250a8","http://www.cdisc.org","Code_577","Exclusion Criteria","2023-12-15"
"Code","C25370","f9608062-3d31-41dc-821f-46bcdbf99146","http://www.cdisc.org","Code_578","Exclusion Criteria","2023-12-15"
"Code","C25370","202c7e7e-7b99-434e-9556-bc57c09be085","http://www.cdisc.org","Code_579","Exclusion Criteria","2023-12-15"
"Code","C25370","8826fd19-b452-4b73-af09-d74a7626df52","http://www.cdisc.org","Code_580","Exclusion Criteria","2023-12-15"
"Code","C25370","cd7feafa-2941-431d-b9b5-715bab740cdb","http://www.cdisc.org","Code_581","Exclusion Criteria","2023-12-15"
"Code","C25370","97d2384c-6bd5-449d-a0fd-2d008cb1aaf3","http://www.cdisc.org","Code_582","Exclusion Criteria","2023-12-15"
"Code","C25370","38b7cc4b-30e3-4742-baaf-34062a8f9f3b","http://www.cdisc.org","Code_583","Exclusion Criteria","2023-12-15"
"Code","C25370","106bdfa0-4dcc-46ac-b8ff-de846c46d665","http://www.cdisc.org","Code_584","Exclusion Criteria","2023-12-15"
"Code","C25370","62749d8d-44f6-4703-bed8-a9cd26e9f7e9","http://www.cdisc.org","Code_585","Exclusion Criteria","2023-12-15"
"Code","C25370","fb0a3645-0918-4e96-9c9d-104c203f5dd7","http://www.cdisc.org","Code_586","Exclusion Criteria","2023-12-15"
"Code","C25370","b1303526-37b8-4e62-8fd8-8e2ffc85123d","http://www.cdisc.org","Code_587","Exclusion Criteria","2023-12-15"
"Code","C25370","012749c5-a69f-463a-b220-b13f88ebe2c1","http://www.cdisc.org","Code_588","Exclusion Criteria","2023-12-15"
"Code","C25370","392a291c-0c8e-4fd1-84e3-0676336b3dcc","http://www.cdisc.org","Code_589","Exclusion Criteria","2023-12-15"
"Code","C25370","e745f951-97cb-45c5-92ef-971c040bc4db","http://www.cdisc.org","Code_590","Exclusion Criteria","2023-12-15"
"Code","C25370","f40de771-684d-4701-93cc-3d77eb68e577","http://www.cdisc.org","Code_591","Exclusion Criteria","2023-12-15"
"Code","C25370","eec227e3-70f2-4a63-8bee-4d33b05f8752","http://www.cdisc.org","Code_592","Exclusion Criteria","2023-12-15"
"Code","C25370","3144b11e-de2e-4382-85c3-2ed4504e6726","http://www.cdisc.org","Code_593","Exclusion Criteria","2023-12-15"
"Code","C25370","0fd92fa9-15b4-46cd-a4b5-a028268e3404","http://www.cdisc.org","Code_594","Exclusion Criteria","2023-12-15"
"Code","C25370","20ce5dd0-6a2c-40d8-9d81-e76823a90cd7","http://www.cdisc.org","Code_595","Exclusion Criteria","2023-12-15"
"Code","C25370","54b76408-1350-416c-b8df-cc2b9c775880","http://www.cdisc.org","Code_596","Exclusion Criteria","2023-12-15"
"Code","C25370","39037129-a5ea-4567-97ff-dec5902509d3","http://www.cdisc.org","Code_597","Exclusion Criteria","2023-12-15"
"Code","C29848","78e95916-1986-412c-a6de-08825acf6d89","http://www.cdisc.org","Code_548","Year","2023-12-15"
"Code","C201357","fcafbc5e-c771-4d88-a0b9-36acd25bc859","http://www.cdisc.org","Code_14","Before","2023-12-15"
"Code","C201355","ae984a9c-54ee-4f7d-b82e-362c7111f8f9","http://www.cdisc.org","Code_15","Start to Start","2023-12-15"
"Code","C201357","fddefc3f-5fb4-4dde-88f0-a38e7ee96e5e","http://www.cdisc.org","Code_16","Before","2023-12-15"
"Code","C201355","2b3da18e-578d-4426-b591-ee96fa124752","http://www.cdisc.org","Code_17","Start to Start","2023-12-15"
"Code","C201358","977a46f7-7295-49a4-bff6-55c2640ed6de","http://www.cdisc.org","Code_19","Fixed Reference","2023-12-15"
"Code","C201355","08064157-6cee-4fb5-b9eb-e4af1121d48d","http://www.cdisc.org","Code_20","Start to Start","2023-12-15"
"Code","C201356","53a995ca-6909-4763-a315-834166880964","http://www.cdisc.org","Code_21","After","2023-12-15"
"Code","C201355","318dd687-9b9a-40c3-89ec-490304199179","http://www.cdisc.org","Code_22","Start to Start","2023-12-15"
"Code","C201356","a1939376-470a-478f-804f-d6e21a414836","http://www.cdisc.org","Code_24","After","2023-12-15"
"Code","C201355","a5fbbb93-c9f6-43b1-b907-1dd749edeffd","http://www.cdisc.org","Code_25","Start to Start","2023-12-15"
"Code","C201356","44e26be2-7cdf-45d9-b291-1f248dcf8f25","http://www.cdisc.org","Code_27","After","2023-12-15"
"Code","C201355","632b47e8-fa0d-451b-8255-9a669b92f17a","http://www.cdisc.org","Code_28","Start to Start","2023-12-15"
"Code","C201356","8e6d4863-d7d1-4c4f-aabb-0b2c1c8b8d10","http://www.cdisc.org","Code_30","After","2023-12-15"
"Code","C201355","e4fbcce6-2f63-413c-bb16-4ae1bcaf98d8","http://www.cdisc.org","Code_31","Start to Start","2023-12-15"
"Code","C201356","25449ef1-c3a5-4903-9803-bee95aa86486","http://www.cdisc.org","Code_35","After","2023-12-15"
"Code","C201355","3aacc9b5-f3e8-4c2f-a135-2736fce4eabe","http://www.cdisc.org","Code_36","Start to Start","2023-12-15"
"Code","C201356","f5cc5f87-3f2d-43be-885a-1cf77715b573","http://www.cdisc.org","Code_40","After","2023-12-15"
"Code","C201355","07b2ce5b-e33e-479c-b60b-fb0d0ebdbc58","http://www.cdisc.org","Code_41","Start to Start","2023-12-15"
"Code","C201356","ccf96c7a-161b-4969-b674-ee6759d969b5","http://www.cdisc.org","Code_45","After","2023-12-15"
"Code","C201355","0274275a-d103-437b-ba32-32fce08335e4","http://www.cdisc.org","Code_46","Start to Start","2023-12-15"
"Code","C201356","16a6a067-0be9-4eb7-a6e0-241e805c26fd","http://www.cdisc.org","Code_50","After","2023-12-15"
"Code","C201355","b4898920-0339-43fb-9fce-7e29e1d651d3","http://www.cdisc.org","Code_51","Start to Start","2023-12-15"
"Code","C201356","ab8471fd-2c79-415e-8175-a8f4fc304db5","http://www.cdisc.org","Code_53","After","2023-12-15"
"Code","C201355","7308c417-763b-4619-8bc6-56990d0369e1","http://www.cdisc.org","Code_54","Start to Start","2023-12-15"
"Code","C201356","a0cae00c-3339-4e17-ac2e-b63978af94f9","http://www.cdisc.org","Code_33","After","2023-12-15"
"Code","C201355","c9f3a372-e58f-4aa0-a212-d1abd5917c94","http://www.cdisc.org","Code_34","Start to Start","2023-12-15"
"Code","C201356","30fe326c-7a41-452e-92ac-739822f8440a","http://www.cdisc.org","Code_38","After","2023-12-15"
"Code","C201355","fbb7e497-4d92-4b0d-8a05-70df8bc5a368","http://www.cdisc.org","Code_39","Start to Start","2023-12-15"
"Code","C201356","09c81daf-41f5-42e7-93a5-6a65b357b9cb","http://www.cdisc.org","Code_43","After","2023-12-15"
"Code","C201355","cc72ed2e-720d-4e66-ab0c-b62f2a38cfdf","http://www.cdisc.org","Code_44","Start to Start","2023-12-15"
"Code","C201356","e83611a9-4c67-4c77-aeb0-c267d1ecce83","http://www.cdisc.org","Code_48","After","2023-12-15"
"Code","C201355","18f74ec9-ea90-485a-9925-bcea5467021c","http://www.cdisc.org","Code_49","Start to Start","2023-12-15"
"Code","C201358","2ee449df-75bd-4f8d-95ed-2bd1d4dd9b8c","http://www.cdisc.org","Code_56","Fixed Reference","2023-12-15"
"Code","C201355","59e3dd0e-28ca-4eed-9314-19e3132097b0","http://www.cdisc.org","Code_57","Start to Start","2023-12-15"
"Code","C201358","4a5e058c-1853-4af9-9ce4-de5002c3d8e5","http://www.cdisc.org","Code_58","Fixed Reference","2023-12-15"
"Code","C201355","8c90f73d-c18f-474d-a91c-59b0091ec335","http://www.cdisc.org","Code_59","Start to Start","2023-12-15"
"Code","C201358","54f792b3-cede-4fc5-beb4-27434b1502a0","http://www.cdisc.org","Code_60","Fixed Reference","2023-12-15"
"Code","C201355","c14abc2d-6521-41b7-9a4f-174fb32450d1","http://www.cdisc.org","Code_61","Start to Start","2023-12-15"
"Code","C201356","64fe9e65-8fc9-4ce8-a5a4-577365022a1d","http://www.cdisc.org","Code_62","After","2023-12-15"
"Code","C201355","b1211c01-a468-4cae-99e0-7cd59d044f31","http://www.cdisc.org","Code_63","Start to Start","2023-12-15"
"Code","C201356","8c484695-ed70-470b-a833-29fcd5277fa5","http://www.cdisc.org","Code_64","After","2023-12-15"
"Code","C201353","e4336462-d8a3-4b8d-9dcc-0e33c97cda4e","http://www.cdisc.org","Code_65","End to Start","2023-12-15"
"Code","C201356","b2c703b3-4018-4027-b411-8b0a18d8d3b2","http://www.cdisc.org","Code_66","After","2023-12-15"
"Code","C201355","10c2cbf7-6baa-4103-bed4-854c157d25fd","http://www.cdisc.org","Code_67","Start to Start","2023-12-15"
"Code","C201356","1cf3cda8-54a1-4005-8b4a-e8e0a7ce8574","http://www.cdisc.org","Code_68","After","2023-12-15"
"Code","C201353","ba5dce04-38b3-4d0e-b327-ad5d0ba7fbb5","http://www.cdisc.org","Code_69","End to Start","2023-12-15"
"Code","C201356","24526ede-927f-4bba-9254-4f694da31a01","http://www.cdisc.org","Code_70","After","2023-12-15"
"Code","C201355","829ea481-4d07-4a52-a010-ded4e94e7c5a","http://www.cdisc.org","Code_71","Start to Start","2023-12-15"
"Code","C70793","2fb1dae3-c5f4-4539-aca2-affefba76f4d","http://www.cdisc.org","Code_598","Clinical Study Sponsor","2023-12-15"
"Code","GBR","61d9c136-6995-480d-9780-e1e026b3288f","ISO 3166 1 alpha3","Code_599","United Kingdom of Great Britain and Northern Ireland","2020-08"
"Code","C94108","2673f8f6-2692-4fdb-8f73-37edf5618c8d","http://www.cdisc.org","Code_3","Study Acronym","2023-12-15"
"Code","C99905x1","046ebe13-0746-482c-8d0e-931720e0b1d1","http://www.cdisc.org","Code_5","Brief Study Title","2023-12-15"
"Code","C99905x2","e7dd74da-f7f2-427a-afd5-86621ba4f28b","http://www.cdisc.org","Code_6","Official Study Title","2023-12-15"
"Code","C99905x3","3c4ef71f-1690-479c-9ac5-b01b796fc731","http://www.cdisc.org","Code_7","Public Study Title","2023-12-15"
"Code","C25508","bfe1e13b-3d80-4f15-bb57-99e1fc1f2947","http://www.cdisc.org","Code_8","Final","2023-12-15"
"Code","C99903x1","ea6c1522-4e2c-4a4b-853a-06a4df02c372","http://www.cdisc.org","Code_11","Protocol Effective Date","2023-12-15"
"Code","C41129","98ce460f-597d-44b3-bcda-5005e807daf1","http://www.cdisc.org","Code_13","Region","2023-12-15"
"Code","150","adf175db-5b2e-4e3a-92eb-1078b47b8892","ISO 3166 1 alpha3","Code_12","Europe","2020-08"
