"decode","instanceType","codeSystem","uuid:ID","id","code","codeSystemVersion"
"Sitting","Code","http://www.cdisc.org","76ba202d-ead6-4ecb-b2d0-5cb685532617","Code_381","C62122","2023-12-15"
"Standing","Code","http://www.cdisc.org","c679fdc4-edfe-4243-b2eb-c2dc2dad1eec","Code_382","C62166","2023-12-15"
"Supine Position","Code","http://www.cdisc.org","133eb4d7-7d25-4e78-8a84-b008b951f784","Code_383","C62167","2023-12-15"
"Body Position","Code","http://www.cdisc.org","23cc4b69-1e10-4400-a541-8fe200e149e3","Code_384","C62164","2023-12-15"
"Brachial Artery","Code","http://www.cdisc.org","b6aa67b3-097f-4744-94d2-69f6ce59c399","Code_385","C12681","2023-12-15"
"Common Carotid Artery","Code","http://www.cdisc.org","8a3a6512-56fd-4b4f-bda2-3c37b3cce5bf","Code_386","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","http://www.cdisc.org","cab3e709-269a-4599-af10-8ced1ee5950e","Code_387","C32478","2023-12-15"
"Femoral Artery","Code","http://www.cdisc.org","a0aea266-6a8b-4120-9757-3dc15732901c","Code_388","C12715","2023-12-15"
"Radial Artery","Code","http://www.cdisc.org","b14e9bb7-58e1-4a38-bd49-3aee24e67f32","Code_389","C12838","2023-12-15"
"Anatomic Site","Code","http://www.cdisc.org","f7b00c33-5fd2-4217-8799-6239bfeb633f","Code_390","C13717","2023-12-15"
"Left","Code","http://www.cdisc.org","9873b2c7-8dfc-47e0-a321-4975bc371b3d","Code_391","C25229","2023-12-15"
"Right","Code","http://www.cdisc.org","336b1912-20c0-42d5-9299-b421141887d8","Code_392","C25228","2023-12-15"
"Laterality","Code","http://www.cdisc.org","6672c8f1-859b-4cf9-90aa-f8d98b6bb863","Code_393","C25185","2023-12-15"
"SYSBP","Code","http://www.cdisc.org","afbca152-12be-4c12-9333-959df0a49d3b","Code_394","C25298","2023-12-15"
"DIABP","Code","http://www.cdisc.org","9c281954-daf7-480f-93cf-e78d8c1a2bfc","Code_395","C25299","2023-12-15"
"Clinical Test Result","Code","http://www.cdisc.org","3647df10-32f7-4994-ac96-c5b78816e419","Code_396","C77140","2023-12-15"
"Unit of Pressure","Code","http://www.cdisc.org","fbfacf6d-2d33-4887-9ab3-fb231e15f631","Code_397","C49669","2023-12-15"
"Sitting","Code","http://www.cdisc.org","96309999-f8bc-4494-9946-2e9584073a4e","Code_398","C62122","2023-12-15"
"Standing","Code","http://www.cdisc.org","2ac88110-d701-409b-ab97-962a879dd0e5","Code_399","C62166","2023-12-15"
"Supine Position","Code","http://www.cdisc.org","f4d02b12-1fe4-4667-a23f-ed5bef95384f","Code_400","C62167","2023-12-15"
"Body Position","Code","http://www.cdisc.org","b1893e9a-10b0-4dfc-9d91-bca68d0d913d","Code_401","C62164","2023-12-15"
"Brachial Artery","Code","http://www.cdisc.org","12c0c531-ac6e-4b7e-9910-7c2b7cd35a2d","Code_402","C12681","2023-12-15"
"Common Carotid Artery","Code","http://www.cdisc.org","e3cfe145-e4fb-45ec-a956-4273e9bae89d","Code_403","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","http://www.cdisc.org","1d3e8c7f-510c-4eba-aa72-f1a328e5e07c","Code_404","C32478","2023-12-15"
"Femoral Artery","Code","http://www.cdisc.org","97e2af37-aa9c-4801-bef9-b1d372c625fd","Code_405","C12715","2023-12-15"
"Radial Artery","Code","http://www.cdisc.org","31bf4ab0-de18-43be-87c0-ce44170b82c6","Code_406","C12838","2023-12-15"
"Anatomic Site","Code","http://www.cdisc.org","31f0eff1-b25c-460f-92c5-96fdeab392c4","Code_407","C13717","2023-12-15"
"Left","Code","http://www.cdisc.org","1324f891-a035-42ea-9cd2-d8b6f9e76272","Code_408","C25229","2023-12-15"
"Right","Code","http://www.cdisc.org","e176afb2-27fa-423e-9236-228d4bddd5d4","Code_409","C25228","2023-12-15"
"Laterality","Code","http://www.cdisc.org","a0bf894f-f19c-445c-9de9-612fc16c33c6","Code_410","C25185","2023-12-15"
"DIABP","Code","http://www.cdisc.org","cf076d53-dd7a-4fb6-9e4d-e53b77cb9277","Code_411","C25299","2023-12-15"
"HR","Code","http://www.cdisc.org","78ca4cc7-a16d-4d81-9a1b-3b38f32997a3","Code_412","C49677","2023-12-15"
"Clinical Test Result","Code","http://www.cdisc.org","285a2446-490a-4e7e-a92e-266831842372","Code_413","C77140","2023-12-15"
"Count per Minute","Code","http://www.cdisc.org","f464f863-3e1b-41c3-a2cd-9977973a727b","Code_414","C73688","2023-12-15"
"Sitting","Code","http://www.cdisc.org","707c34b2-e245-452f-b183-3fe656e92b17","Code_415","C62122","2023-12-15"
"Standing","Code","http://www.cdisc.org","d3265431-19ae-4de5-836a-7d8512445ccd","Code_416","C62166","2023-12-15"
"Supine Position","Code","http://www.cdisc.org","c2e54e45-ca5a-44df-b35c-8aec90c83c9b","Code_417","C62167","2023-12-15"
"Body Position","Code","http://www.cdisc.org","8414c3c4-534e-4d63-a024-e73aa318edee","Code_418","C62164","2023-12-15"
"Brachial Artery","Code","http://www.cdisc.org","daca1acd-d661-4645-af5e-5171093f0ddb","Code_419","C12681","2023-12-15"
"Common Carotid Artery","Code","http://www.cdisc.org","c62af183-5e30-4712-bb95-a1885a1850f3","Code_420","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","http://www.cdisc.org","821bfff5-c07d-4c67-beaf-26f1abb2f9c6","Code_421","C32478","2023-12-15"
"Femoral Artery","Code","http://www.cdisc.org","312b8595-fde6-46ae-a9cc-675d8fb75396","Code_422","C12715","2023-12-15"
"Radial Artery","Code","http://www.cdisc.org","77b65327-73a5-4efc-85c0-e51ba44a2580","Code_423","C12838","2023-12-15"
"Anatomic Site","Code","http://www.cdisc.org","03c70e90-a72b-4293-8efd-70de3f64fa4e","Code_424","C13717","2023-12-15"
"Left","Code","http://www.cdisc.org","fcf45a2c-6e09-4170-94c2-c0bc9e444a92","Code_425","C25229","2023-12-15"
"Right","Code","http://www.cdisc.org","abc9febf-34b4-4550-904c-4cada263f44b","Code_426","C25228","2023-12-15"
"Laterality","Code","http://www.cdisc.org","315959f1-db73-4d39-962a-4f6ed716332f","Code_427","C25185","2023-12-15"
"HR","Code","http://www.cdisc.org","6a2d021d-70e1-4ded-95c2-3ee7d35e08ab","Code_428","C49677","2023-12-15"
"Placebo Comparator Arm","Code","http://www.cdisc.org","3502856b-3992-4579-a20c-267680bc9485","Code_123","C174268","2023-12-15"
"Data Generated Within Study","Code","http://www.cdisc.org","55b68ddf-883e-42c0-ad09-cfd275db048a","Code_124","C188866","2023-12-15"
"Active Comparator Arm","Code","http://www.cdisc.org","72daa791-5261-4420-a824-f20ef453eac4","Code_125","C174267","2023-12-15"
"Data Generated Within Study","Code","http://www.cdisc.org","4539d210-0c38-48ec-a0e6-787939cb5eed","Code_126","C188866","2023-12-15"
"Active Comparator Arm","Code","http://www.cdisc.org","5a0bb441-5e40-4dc4-9ba5-d82549e026c9","Code_127","C174267","2023-12-15"
"Data Generated Within Study","Code","http://www.cdisc.org","8597c0d9-93c2-4fd7-9d28-90a04b6c127a","Code_128","C188866","2023-12-15"
"Double Blind Study","Code","http://www.cdisc.org","a6e6fdfc-1b50-4df7-ac14-f932de67401b","Code_136","C15228","2023-12-15"
"Screening Epoch","Code","http://www.cdisc.org","e4a23449-7857-4c1c-9562-a2430969a32a","Code_129","C202487","2023-12-15"
"Treatment Epoch","Code","http://www.cdisc.org","c014ac9c-e3fc-4824-a8c7-a1cb44cd3344","Code_130","C101526","2023-12-15"
"Treatment Epoch","Code","http://www.cdisc.org","55c39297-50e3-4342-a6bb-a75431d79899","Code_131","C101526","2023-12-15"
"Treatment Epoch","Code","http://www.cdisc.org","d010ec8d-694e-4319-9767-61d0152cca43","Code_132","C101526","2023-12-15"
"Follow-Up Epoch","Code","http://www.cdisc.org","949ff1e9-ff54-4a71-b273-5b15dc393f39","Code_133","C202578","2023-12-15"
"Alzheimer's disease; unspecified","Code","ICD-10-CM","016600ce-216e-4849-a3d9-f7bba5322dc5","Code_546","G30.9","1"
"Alzheimer's disease","Code","SNOMED","6293f0c2-acf6-4b43-b08d-e65a1e91111b","Code_547","26929004","January 31, 2018"
"Sponsor","Code","http://www.cdisc.org","52c88e68-5717-438f-9f73-45ecd4a2092b","Code_142","C70793","2023-12-15"
"Primary Objective","Code","http://www.cdisc.org","7d76ec86-4b65-4fb3-a6e0-3d10569ed226","Code_551","C85826","2023-12-15"
"Primary Endpoint","Code","http://www.cdisc.org","132d745b-4191-4b49-9edf-4af3347fbf84","Code_550","C94496","2023-12-15"
"Primary Endpoint","Code","http://www.cdisc.org","526f47b7-6d8b-40f1-9061-bdcf478894f0","Code_552","C94496","2023-12-15"
"Primary Objective","Code","http://www.cdisc.org","7fb84f73-5605-4523-a100-2706eb105054","Code_554","C85826","2023-12-15"
"Primary Endpoint","Code","http://www.cdisc.org","84b0dc24-f6d0-4f90-924e-42521fbff8c8","Code_553","C94496","2023-12-15"
"Primary Endpoint","Code","http://www.cdisc.org","23e1167f-75ea-4fd6-a16b-9829271688e7","Code_555","C94496","2023-12-15"
"Primary Endpoint","Code","http://www.cdisc.org","1da081a4-687f-4b37-a5f3-70860a22c8af","Code_556","C94496","2023-12-15"
"Secondary Objective","Code","http://www.cdisc.org","cc79d764-bedc-4149-950f-4ec7d384a456","Code_558","C85827","2023-12-15"
"Secondary Endpoint","Code","http://www.cdisc.org","a4fe80be-d31e-49ff-ba20-fc86c82e88ff","Code_557","C139173","2023-12-15"
"Secondary Endpoint","Code","http://www.cdisc.org","457515ef-3afa-4889-b629-37dac8965b63","Code_559","C139173","2023-12-15"
"Secondary Endpoint","Code","http://www.cdisc.org","f4688fd6-0dd6-4b7f-a24d-924615b1fc4a","Code_560","C139173","2023-12-15"
"Secondary Objective","Code","http://www.cdisc.org","3e9afdc2-cc0f-44aa-a3d7-4189fd7810b0","Code_562","C85827","2023-12-15"
"Secondary Endpoint","Code","http://www.cdisc.org","824fb063-c082-4e94-9806-3e2619c3ed2b","Code_561","C139173","2023-12-15"
"Secondary Objective","Code","http://www.cdisc.org","ce666b5a-e5e0-484a-b003-26829b04c41d","Code_564","C85827","2023-12-15"
"Secondary Endpoint","Code","http://www.cdisc.org","62e92e70-8af6-4b83-8b3d-0bb6d51f22b0","Code_563","C139173","2023-12-15"
"Secondary Objective","Code","http://www.cdisc.org","4db339f3-bd39-4548-896b-52793f62b034","Code_566","C85827","2023-12-15"
"Secondary Endpoint","Code","http://www.cdisc.org","7147cb6c-0293-41d6-a494-225018d715f8","Code_565","C139173","2023-12-15"
"Both","Code","http://www.cdisc.org","11d6af53-8aeb-47db-a0f1-3b42f8e3c0a1","Code_549","C49636","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","9f78329c-2dea-489e-8848-8a5469f334d4","Code_567","C25532","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","ca2c48aa-75ba-43b7-9374-16cae3f60ee0","Code_568","C25532","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","dafa8ae2-fe80-4004-be1e-30c4e6c2b8f2","Code_569","C25532","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","8953f1e3-3f99-49d4-b85e-10bc6c90e66c","Code_570","C25532","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","dd2f4aec-82ee-4b6d-b682-1d36137f27af","Code_571","C25532","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","78228428-ea8e-4f5b-b451-dcdda614ff3b","Code_572","C25532","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","e0515397-5c74-45cf-b168-6e9621c82d93","Code_573","C25532","2023-12-15"
"Inclusion Criteria","Code","http://www.cdisc.org","0353305c-b696-4054-ae0a-d6c2503047ea","Code_574","C25532","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","19a4e13a-a9a5-4365-86df-e9f2e5e1804e","Code_575","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","859fac07-bdc1-4e31-a135-351c5d1c076c","Code_576","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","a662307a-45b7-40d2-a051-5d4679329676","Code_577","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","3e5349dd-7cdf-454f-8d4f-d163338f28a5","Code_578","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","6ca070de-a9cb-4c44-8968-839e2110fd67","Code_579","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","f4a7ffc8-06b1-4b84-a4a9-cec7f2db5c0d","Code_580","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","caf33594-3e9e-4d5b-9a97-1bf7a65ec8df","Code_581","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","419eeeb5-11c5-4a07-a744-e07f8c444d00","Code_582","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","da9be0b6-8930-4c41-bb01-f2d2e9a48f71","Code_583","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","2b52c570-4ee1-4dca-a59e-035e6ffa659d","Code_584","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","0c35f7c7-7988-4fba-a5d3-98f0628ee12c","Code_585","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","36ceb0b2-0072-4435-9c25-5f46f94c5f17","Code_586","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","53735e63-325e-4924-8d8a-e342b4797245","Code_587","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","30cf1bef-b807-4a9e-852a-98474551dbf5","Code_588","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","45f6e877-9d71-457c-93da-40595313dcdd","Code_589","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","d6888403-0ef5-4ad4-a3e1-444cd825ffeb","Code_590","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","a73fe377-0ef1-4996-827c-625adf1ec728","Code_591","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","98109a74-1fba-459c-97ac-a99fdd75fcd6","Code_592","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","17254703-4ab6-4de9-88a6-d782338a49ce","Code_593","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","4873432b-f2ce-417b-890f-fc9ce20b6376","Code_594","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","c88374e5-50a6-4880-aa55-e163e9008872","Code_595","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","d4e0e4c8-cd5e-4212-97c4-7984a4995e57","Code_596","C25370","2023-12-15"
"Exclusion Criteria","Code","http://www.cdisc.org","41b0264d-ef35-49e2-b8de-b3e90e362276","Code_597","C25370","2023-12-15"
"Year","Code","http://www.cdisc.org","65b82245-fc34-4bc0-a4ef-f5f529e49610","Code_548","C29848","2023-12-15"
"Before","Code","http://www.cdisc.org","4b968bc0-e0dd-4ec2-9c96-e5688961c88a","Code_14","C201357","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","bdc2aeb4-53ee-4eb8-8471-eb9f9b69e184","Code_15","C201355","2023-12-15"
"Before","Code","http://www.cdisc.org","b3628b09-578d-44e8-92b6-d9794b73f32b","Code_16","C201357","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","64dcb56b-cda3-4605-a1f7-5b37c85de0a5","Code_17","C201355","2023-12-15"
"Fixed Reference","Code","http://www.cdisc.org","5c3fcf76-22b9-449b-8aa7-a0379be89b89","Code_19","C201358","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","28a8a185-3170-4247-9a42-7faeb1e419b9","Code_20","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","9473bf06-e3af-4624-9845-7cb5f9aadc6c","Code_21","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","4cbcd66c-ed37-46e8-a6a1-4add88288484","Code_22","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","c2331f68-0510-489d-834d-a03ecf5cc44c","Code_24","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","14f7272b-63a2-4666-9dd3-575b07b6975c","Code_25","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","820a7988-34ed-4b77-9c1b-633af3e19a3d","Code_27","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","e0ab44c0-b3e5-4d50-91c1-f88c2334f2c7","Code_28","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","ac6aec90-1c46-4084-8160-8969805d394f","Code_30","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","bda2abb8-61eb-4a77-aad8-5e5f55f32993","Code_31","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","44c60492-83d3-4b4e-9d11-6a235bbf1f7f","Code_35","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","da0a562f-089b-41f0-a2bc-53cf5ded1d66","Code_36","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","8c23457e-e11a-4711-bd50-9c79c52ffda7","Code_40","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","0150700f-9e6d-48d8-a5b1-d9f275844c96","Code_41","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","ebdbf6ac-99d2-4fe6-be29-6e6f1191fe76","Code_45","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","46757ee3-d2fe-4dd3-8893-960c8c071615","Code_46","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","9abd1efb-2c72-4941-80c2-f8348da5786a","Code_50","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","5138ff77-591f-425c-8b9c-0b07fad1a95c","Code_51","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","2b13b319-d06d-4bd0-b855-9fd2fc9def51","Code_53","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","365dfa1c-8c16-46dd-86a2-a30c5f1c6248","Code_54","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","cf47f4e5-ce45-4bd4-a400-93b996a84bb2","Code_33","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","33e8ea8e-6ce9-4514-92bc-408e0e0bb7e2","Code_34","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","29a9b503-4fa3-4cd1-bae0-5660eee1f731","Code_38","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","b2267df9-2dea-4776-8204-856cf745b69b","Code_39","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","80ed3a86-88fc-4893-8adc-09a3383da667","Code_43","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","c77fe10d-f2e7-43de-9925-9625be89afdf","Code_44","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","b0607be6-12b9-44ec-abe3-9e0796b8e622","Code_48","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","aee8f6c6-8327-419a-94c1-d119663364e4","Code_49","C201355","2023-12-15"
"Fixed Reference","Code","http://www.cdisc.org","2f26b30a-2ce3-4638-897a-e325c8de10cf","Code_56","C201358","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","0ef56cab-480a-48b3-99a6-6164aced199b","Code_57","C201355","2023-12-15"
"Fixed Reference","Code","http://www.cdisc.org","18736e33-f129-47ff-b2d7-266df66269d9","Code_58","C201358","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","7732d9a4-60d0-490c-854e-5f1a3fc77793","Code_59","C201355","2023-12-15"
"Fixed Reference","Code","http://www.cdisc.org","ae66e78e-17b3-4760-8f67-fabf3d2bc3b2","Code_60","C201358","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","572e6a3e-56f0-429b-ad61-a056681749fc","Code_61","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","7281991c-5e34-4b10-8088-7daf9899cd99","Code_62","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","c1e26993-556e-4766-a34a-46a8eb78ac9d","Code_63","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","bf1ad8f4-2530-4304-9ff9-b1397d7740de","Code_64","C201356","2023-12-15"
"End to Start","Code","http://www.cdisc.org","619a3faa-cb94-4b15-8479-2a5b5e46b86c","Code_65","C201353","2023-12-15"
"After","Code","http://www.cdisc.org","72d41904-c842-49a8-b891-4a2857bbdeca","Code_66","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","2b51f328-92df-47f8-8d6c-1713f92d5bc2","Code_67","C201355","2023-12-15"
"After","Code","http://www.cdisc.org","acfa75c7-99c6-40ec-89fb-fb7fa3714b65","Code_68","C201356","2023-12-15"
"End to Start","Code","http://www.cdisc.org","d35be76f-8826-4c9a-b0ac-e4d60a84a667","Code_69","C201353","2023-12-15"
"After","Code","http://www.cdisc.org","e89fdd02-77d8-4a82-8db0-e0e7f7c91e8b","Code_70","C201356","2023-12-15"
"Start to Start","Code","http://www.cdisc.org","e637c65e-3fb6-4eb9-9d43-af9a0f722c51","Code_71","C201355","2023-12-15"
"Clinical Study Sponsor","Code","http://www.cdisc.org","ee74722c-5d5c-432b-b809-8091fd0d3f04","Code_598","C70793","2023-12-15"
"United Kingdom of Great Britain and Northern Ireland","Code","ISO 3166 1 alpha3","b8b01a7f-63c4-40ee-9229-a85e2d417583","Code_599","GBR","2020-08"
"Study Acronym","Code","http://www.cdisc.org","b616544e-8fc6-4538-98bd-3ae3240df79e","Code_3","C94108","2023-12-15"
"Brief Study Title","Code","http://www.cdisc.org","80b22c38-8348-42dd-a420-b884535e0069","Code_5","C99905x1","2023-12-15"
"Official Study Title","Code","http://www.cdisc.org","5dd67e9f-0b9c-4462-987e-b50510a7f81e","Code_6","C99905x2","2023-12-15"
"Public Study Title","Code","http://www.cdisc.org","a8617d7c-1bdb-495c-bbd4-0aa35f3409d9","Code_7","C99905x3","2023-12-15"
"Final","Code","http://www.cdisc.org","f107aecc-e0c8-43a9-a98e-138f7f8f6f02","Code_8","C25508","2023-12-15"
"Protocol Effective Date","Code","http://www.cdisc.org","2574c529-43c1-4bfe-a79a-40df8969f4c7","Code_11","C99903x1","2023-12-15"
"Region","Code","http://www.cdisc.org","89b8eca7-7550-49b9-ad29-0cd2499060b2","Code_13","C41129","2023-12-15"
"Europe","Code","ISO 3166 1 alpha3","cb79feb5-fb6b-42d8-9079-f856667d7b3b","Code_12","150","2020-08"
