"instanceType","uuid:ID","id","decode","code","codeSystem","codeSystemVersion"
"Code","ac091e37-d423-4269-860d-0f6df4848a22","Code_383","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","84d44a9c-bf6e-4cd1-b8be-7c270b44d330","Code_384","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","7ef5c4af-2abb-4040-a1a8-c07608162303","Code_385","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","2662c935-99f6-4f3c-85ae-79acc0dc69f9","Code_386","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","44b87c65-1467-448a-b2f1-76be940a36c9","Code_387","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","cd049dac-cdef-468e-875f-bc5e218c850f","Code_388","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","c8ad99d6-46ec-4d00-994e-2f1bcdc8b707","Code_389","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","364105b0-aea6-4fcf-9d96-d31eff1728ba","Code_390","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","2d37ffbd-3b26-445a-b999-0ecf3955d346","Code_391","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","3685934b-5254-4643-a380-21fb3a44dd1c","Code_392","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","3be1a204-cbcb-4fb2-9699-f9e1e4a38d5a","Code_393","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","f6b36562-ad08-445e-83dc-2687b1db5abe","Code_394","SYSBP","C25298","http://www.cdisc.org","2023-12-15"
"Code","e8f04428-1af4-4657-a203-d43f97153a33","Code_395","DIABP","C25299","http://www.cdisc.org","2023-12-15"
"Code","8af754a0-c8a8-4aff-9897-501d69b599b5","Code_396","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","aaa50c0d-9fbf-444a-b64a-1f79556f3b67","Code_397","Unit of Pressure","C49669","http://www.cdisc.org","2023-12-15"
"Code","a2c20305-0227-4179-ae3f-5b840c209005","Code_398","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","97d7853c-682f-4dad-b775-6c60c9e458b7","Code_399","Standing","C62166","http://www.cdisc.org","2023-12-15"
"Code","75def6fa-c865-43d7-8768-1a0ff85869e4","Code_400","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","ecaa0b69-93e4-4bfb-9350-2e4d5c0f993a","Code_401","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","c4ee21e8-d1d7-4089-b6ab-7e3e8f8d3ea2","Code_402","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","677efcf8-8267-4471-b637-5979f514bd1b","Code_403","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","a685f38f-a176-450a-9501-358675e3f8ce","Code_404","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","c5fc1242-4945-45c7-b70d-a234850ca3d6","Code_405","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","be0b092f-247f-4fcb-846a-75d8d0b98a55","Code_406","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","704ac2e5-2cf5-4d48-8ab7-caa9b9e575dd","Code_407","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","fa0c4e4d-505e-46d5-95f7-3af51bbb8498","Code_408","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","64dba040-0fcd-454f-a8e8-2131df6b4999","Code_409","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","71e110ff-e61d-4bff-a4be-65b714e24ca2","Code_410","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","ce4f2df0-9b3a-4782-ad99-d65695c4fdbe","Code_411","DIABP","C25299","http://www.cdisc.org","2023-12-15"
"Code","9c2d9ca7-1a89-4ca1-89b0-99f8ca958985","Code_412","HR","C49677","http://www.cdisc.org","2023-12-15"
"Code","d4aa931c-6cc9-4245-9c58-cecfb9ee2abc","Code_413","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","a4a6fd90-a1a7-4008-a568-d5fe92d2651c","Code_414","Count per Minute","C73688","http://www.cdisc.org","2023-12-15"
"Code","5e91b13f-bb52-450d-b879-647a8544744b","Code_415","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","c9476a11-7142-43ec-83b1-84f4e995ad59","Code_416","Standing","C62166","http://www.cdisc.org","2023-12-15"
"Code","92480af6-03af-4935-a0d6-e554715c1ff7","Code_417","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","bd4f09de-932c-48af-ab44-38fda3a86bfa","Code_418","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","c9663e88-e9e4-4787-aac6-3cd7eaca8e20","Code_419","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","221e0d25-8252-4d22-9cc7-115cafd9f3eb","Code_420","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","bd3d2842-53bb-4bd4-bd9b-e85a3dff0250","Code_421","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","f10ec06d-d8a6-4b1e-91a1-9a11875a17a1","Code_422","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","c7fbff2e-48e8-49a2-a4a0-b99fb52d8128","Code_423","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","afdc3d44-27f7-4c88-8c8c-79209c0e867c","Code_424","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","b3ed9c6f-3185-4960-b7d3-caffec7f8b15","Code_425","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","39fb1364-44de-4525-a447-20cb759fb31b","Code_426","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","5bd9b521-8bc9-42c4-9dea-419cba3f0867","Code_427","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","5aabd0ca-fc92-4fa6-a911-2e7b3d1dee9c","Code_428","HR","C49677","http://www.cdisc.org","2023-12-15"
"Code","c8f165b3-37bf-4114-af6f-3604570676ca","Code_123","Placebo Comparator Arm","C174268","http://www.cdisc.org","2023-12-15"
"Code","caa8a8a1-31fc-4903-a008-937898e2ce87","Code_124","Data Generated Within Study","C188866","http://www.cdisc.org","2023-12-15"
"Code","e7d542e0-bfbf-480f-83d2-fb118befd851","Code_125","Active Comparator Arm","C174267","http://www.cdisc.org","2023-12-15"
"Code","22a2282e-cde5-4671-8dae-3eabac5cc80b","Code_126","Data Generated Within Study","C188866","http://www.cdisc.org","2023-12-15"
"Code","6f13c56d-b064-431b-b3e6-97aaf417c6f9","Code_127","Active Comparator Arm","C174267","http://www.cdisc.org","2023-12-15"
"Code","e0abc106-c06c-4b68-a246-118c60568855","Code_128","Data Generated Within Study","C188866","http://www.cdisc.org","2023-12-15"
"Code","c09fedcd-472c-4eba-bada-fca9632456f6","Code_136","Double Blind Study","C15228","http://www.cdisc.org","2023-12-15"
"Code","7346ce8b-f633-4452-924e-b8667c1ad1dc","Code_129","Screening Epoch","C202487","http://www.cdisc.org","2023-12-15"
"Code","ec4b3329-2544-4806-84f4-cdf8e2df11a0","Code_130","Treatment Epoch","C101526","http://www.cdisc.org","2023-12-15"
"Code","32050dbe-f92a-4fa8-bfaf-f0276b986dae","Code_131","Treatment Epoch","C101526","http://www.cdisc.org","2023-12-15"
"Code","587b9d72-7f78-49f1-9b9d-3f9e1f2486d0","Code_132","Treatment Epoch","C101526","http://www.cdisc.org","2023-12-15"
"Code","e5cec9db-84e9-45bf-94b2-646406c07e35","Code_133","Follow-Up Epoch","C202578","http://www.cdisc.org","2023-12-15"
"Code","84bfea14-7bbd-4b3b-865d-bc15b7735612","Code_546","Alzheimer's disease; unspecified","G30.9","ICD-10-CM","1"
"Code","426b0726-b832-4402-b6f1-cfd82c013938","Code_547","Alzheimer's disease","26929004","SNOMED","January 31, 2018"
"Code","0a06d961-4c0f-458f-a791-20bf88f6f817","Code_142","Sponsor","C70793","http://www.cdisc.org","2023-12-15"
"Code","ea98eee1-42fb-4cf3-a99e-76d0114bea4f","Code_551","Trial Primary Objective","C85826","http://www.cdisc.org","2023-12-15"
"Code","57a59aaf-ed0f-4610-b67a-8b99b9f7c96d","Code_550","Primary Endpoint","C94496","http://www.cdisc.org","2023-12-15"
"Code","068150a2-1f56-4ecc-9dea-44c9d1ccd755","Code_552","Primary Endpoint","C94496","http://www.cdisc.org","2023-12-15"
"Code","0744d452-4a13-40ce-9bad-fc4a3ceeee9c","Code_554","Trial Primary Objective","C85826","http://www.cdisc.org","2023-12-15"
"Code","690b00c0-63f0-4345-bb40-ca9902109c49","Code_553","Primary Endpoint","C94496","http://www.cdisc.org","2023-12-15"
"Code","c98d8014-831b-4196-b642-3637c103ef72","Code_555","Primary Endpoint","C94496","http://www.cdisc.org","2023-12-15"
"Code","6d0ecf92-0dbd-4627-8cde-092a455038ed","Code_556","Primary Endpoint","C94496","http://www.cdisc.org","2023-12-15"
"Code","8a1c8819-3859-47d3-b536-1b77f72390ca","Code_558","Trial Secondary Objective","C85827","http://www.cdisc.org","2023-12-15"
"Code","dc12ff9d-6d4e-4c6a-b0df-1076cff87b92","Code_557","Secondary Endpoint","C139173","http://www.cdisc.org","2023-12-15"
"Code","c33ed25b-3f67-4545-88f2-5c3c650f1785","Code_559","Secondary Endpoint","C139173","http://www.cdisc.org","2023-12-15"
"Code","06d9c9b3-65cc-4dd4-b9aa-a662610c188d","Code_560","Secondary Endpoint","C139173","http://www.cdisc.org","2023-12-15"
"Code","669e0923-f8e3-4b49-9268-69377c8c6107","Code_562","Trial Secondary Objective","C85827","http://www.cdisc.org","2023-12-15"
"Code","00659146-ac98-46aa-b716-7d6f10320e9f","Code_561","Secondary Endpoint","C139173","http://www.cdisc.org","2023-12-15"
"Code","adbd5c76-6bbd-449c-9a91-d9476142f611","Code_564","Trial Secondary Objective","C85827","http://www.cdisc.org","2023-12-15"
"Code","d652610e-3b7e-484a-b89a-300d76a201b3","Code_563","Secondary Endpoint","C139173","http://www.cdisc.org","2023-12-15"
"Code","325bc0d9-522a-438a-bf11-1f53d62b2b15","Code_566","Trial Secondary Objective","C85827","http://www.cdisc.org","2023-12-15"
"Code","4ca4b3d0-d07a-44ad-8c28-4f81ec5867a4","Code_565","Secondary Endpoint","C139173","http://www.cdisc.org","2023-12-15"
"Code","900f6b1b-52d7-4edf-972f-aaa65afc7bdd","Code_567","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","e86e58b6-e55e-49dd-9910-e29b2c746ca9","Code_568","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","b33dae71-605a-4884-a47b-2a51d176a6a7","Code_569","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","d2c11d69-ea0e-4f6f-a9bb-a0af7a0dc008","Code_570","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","f9bd363b-552c-49f1-aef7-1640bb44ac74","Code_571","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","1a85ffaf-12ec-4306-9200-7e4eb4a1d656","Code_572","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","cb27fa7c-f129-4b5e-abd1-9d8c4a45cc96","Code_573","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","782cb032-3d5b-4507-8ac9-dab84843bcb8","Code_574","Inclusion Criteria","C25532","http://www.cdisc.org","2023-12-15"
"Code","55bb93a9-879b-4dba-8698-6c8e822f0f85","Code_575","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","5bc96396-cd10-43b8-ae8b-5496ca779e61","Code_576","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","58baebff-912a-4c87-86cb-2e0ec4b946aa","Code_577","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","d6f51222-c308-4a39-808a-b75aeab3a5d8","Code_578","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","035b28ee-3c02-4f15-aee0-c219a2f5a7a5","Code_579","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","031e53f1-597b-431e-b78e-341ea7103305","Code_580","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","8923cb5c-e2c3-4bbd-8dc8-d71949d5ffc0","Code_581","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","32369893-6687-496d-9de2-70c7d319e29b","Code_582","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","cfddd2d9-a8ad-484f-b702-84879270f3d6","Code_583","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","6a0bf414-dd33-4b3e-ba9d-db5acf2d7ef6","Code_584","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","4b2781dd-afc6-435d-b5f2-d1c287581348","Code_585","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","1ad732a2-5ec0-4bef-b761-3fe53188e800","Code_586","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","3bf5f0d8-260c-4508-8cfa-4df7e16ef710","Code_587","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","23849694-171b-4285-902b-8063606215b9","Code_588","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","7a2ab283-b5e4-438b-b29a-c6f612038455","Code_589","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","63e50159-0727-45f7-964a-9e6e0cd62ecf","Code_590","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","6a162755-34c5-4c23-b350-3ea05f1bfff1","Code_591","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","39cbabff-bde4-4257-91ff-6fe6e0887877","Code_592","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","ad1d4d93-46ec-4e62-99bf-e7e658fc32cc","Code_593","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","26e10158-4aa1-4676-8208-d4a1746b12f6","Code_594","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","07e5195f-862d-459c-a624-555f8b442561","Code_595","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","0cf36e84-92cd-46e2-b3a3-693f214dee28","Code_596","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","ffab99f9-098a-46f5-b0da-67cb09b60d88","Code_597","Exclusion Criteria","C25370","http://www.cdisc.org","2023-12-15"
"Code","25183b0e-77fb-4391-a88e-3dac07e45d6f","Code_548","Year","C29848","http://www.cdisc.org","2023-12-15"
"Code","d4ed35e0-9bf0-46db-a145-72205b6525dc","Code_14","Before","C201357","http://www.cdisc.org","2023-12-15"
"Code","03105d21-1622-4c64-b3b8-3b29b940fc9c","Code_15","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","ca7a5598-f6ee-4d17-88d6-1b8c289ffe40","Code_16","Before","C201357","http://www.cdisc.org","2023-12-15"
"Code","1957d99c-5501-4b97-9de8-bd1f32a41672","Code_17","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","0ca020fb-2a1c-4538-b319-95d24de6566e","Code_19","Fixed Reference","C201358","http://www.cdisc.org","2023-12-15"
"Code","9fb9d879-fecb-4865-af28-5b02c01f3a57","Code_20","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","d771eac7-8be3-42cf-980b-036325bba1da","Code_21","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","80d3b049-8674-498e-ad44-0e6cf8e49b18","Code_22","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","041e04de-1962-40a4-bc63-76025b266ecd","Code_24","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","311b8f9a-0910-4ea6-939f-3d0c320d1d0e","Code_25","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","b0ced0b6-e442-4434-8e3d-7f8538fb708e","Code_27","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","9a938fe4-97d4-4d59-9850-b2784fafc6bb","Code_28","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","c3f0a87a-1d5d-4378-a145-6364222acd54","Code_30","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","109068f5-6c5a-4b02-a9b1-bab8de92e420","Code_31","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","5e8f937e-a3fc-40a5-9d3e-92257f33402c","Code_35","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","046392dd-b5f2-4af5-824b-5b129b818f73","Code_36","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","29d8f8e4-1f33-4d79-90ce-694091cc66ba","Code_40","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","4df28dca-d796-41ad-9e15-88387ddc3704","Code_41","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","8ed77c4a-2931-45eb-bfc7-6fb316d29212","Code_45","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","76e8c320-b739-49ef-a374-3df7035bacdf","Code_46","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","7bb7c516-d705-4d88-9bf2-b38b9138b0e0","Code_50","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","f8dd6a33-ebb3-4ec6-b95a-638f560b033b","Code_51","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","20243e82-9cce-466f-b248-40e6fde7e90c","Code_53","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","dfd75439-7ddb-45d6-ac31-890e2776fb9e","Code_54","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","6e0a84ab-062f-4012-9ea7-3fe9b416cad0","Code_33","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","ad5c3fe5-c7a0-427b-b43d-6b844b13a65a","Code_34","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","4631ef0e-ddb6-452d-8bd5-c2772f34eb84","Code_38","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","9c7b2928-e4a8-48c2-b9ba-2edfec3bc18c","Code_39","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","690e9354-ec91-44db-a63c-7bc6ca25e325","Code_43","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","84ac8818-2076-464e-8333-a2e058838d3c","Code_44","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","fae1491c-10ea-4e62-b6cb-6a5b647cffc1","Code_48","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","c0e72f3a-67b8-44cd-8374-20280d4c8133","Code_49","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","70fd3eaa-0ffb-4e5c-9fcf-4b8d5294691f","Code_56","Fixed Reference","C201358","http://www.cdisc.org","2023-12-15"
"Code","a54018c9-0213-42d6-8356-d3f571f7cbc4","Code_57","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","987e5a9b-cbfa-46c9-973f-81fee5f6f549","Code_58","Fixed Reference","C201358","http://www.cdisc.org","2023-12-15"
"Code","94788b2f-e871-4d50-b857-a180bbdef2bb","Code_59","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","d12768b8-74e2-41fd-bd71-a3e610991117","Code_60","Fixed Reference","C201358","http://www.cdisc.org","2023-12-15"
"Code","b26d2b0d-276f-45bf-b460-fff667c36e05","Code_61","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","cc24f0e3-16c0-4338-afbb-6d8da9f16785","Code_62","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","64310d84-f96e-412d-8f8d-af7b4b7b2693","Code_63","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","f23b2be3-0c0f-4f0e-b102-2eeeb7ad6d90","Code_64","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","d9a55f8a-ddd3-479c-9d11-e70ff48663ec","Code_65","End to Start","C201353","http://www.cdisc.org","2023-12-15"
"Code","8e67f32e-c881-4c64-bd54-56e14f7beaa4","Code_66","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","a747dc15-5f1c-4c98-ad42-d87e0f39d58f","Code_67","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","b20f7ecc-e0e0-4d2d-af61-dae90fac117a","Code_68","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","ea802040-84ad-4f48-8860-0d14c4f0db79","Code_69","End to Start","C201353","http://www.cdisc.org","2023-12-15"
"Code","62e67a06-e84d-4d72-b5d1-4c640f96b1f2","Code_70","After","C201356","http://www.cdisc.org","2023-12-15"
"Code","8156ed74-96be-44ce-a3b7-a6bcad1af876","Code_71","Start to Start","C201355","http://www.cdisc.org","2023-12-15"
"Code","27d2a074-c9c1-46ab-bbbf-78e624307b08","Code_598","Clinical Study Sponsor","C70793","http://www.cdisc.org","2023-12-15"
"Code","86c208f1-ef75-4791-a3ef-3cf0a08faf3b","Code_599","United Kingdom of Great Britain and Northern Ireland","GBR","ISO 3166 1 alpha3","2020-08"
"Code","f75a84cc-e8b5-4d7f-a363-0196bc5d6633","Code_3","Study Acronym","C94108","http://www.cdisc.org","2023-12-15"
"Code","9c5874c9-ada5-461a-bf2b-5c342e75ef72","Code_5","Brief Study Title","C99905x1","http://www.cdisc.org","2023-12-15"
"Code","364b44e7-ae3a-43da-b6b4-d1efea324eab","Code_6","Official Study Title","C99905x2","http://www.cdisc.org","2023-12-15"
"Code","d45f9c35-ef7e-4fc9-a1e2-50f41a2476a8","Code_7","Public Study Title","C99905x3","http://www.cdisc.org","2023-12-15"
"Code","bb87ebad-988a-4e11-81ab-92e2f9ccd443","Code_8","Final","C25508","http://www.cdisc.org","2023-12-15"
"Code","b8257652-b445-4839-a2f2-a907576bc29f","Code_11","Protocol Effective Date","C99903x1","http://www.cdisc.org","2023-12-15"
"Code","51ae13c8-3d0d-4f4d-98ce-144c44aff8ac","Code_13","Region","C41129","http://www.cdisc.org","2023-12-15"
"Code","dcc0978b-f7d7-4ae8-ac91-7f8b506a0a66","Code_12","Europe","150","ISO 3166 1 alpha3","2020-08"
